PeakID (cmd=annotatePeaks.pl GATA2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1244	chr1	156768647	156768777	+	0	NA	intron (PRCC, intron 1 of 5)	NA	1230	PRCC								
Interval_8865	chr18	22572532	22572662	+	0	NA	Intergenic	NA	-154682	CTAGE1								
Interval_407	chr1	41103844	41104012	+	0	NA	intron (SCMH1, intron 2 of 8)	NA	-82186	SLFNL1								
Interval_11754	chr2	236818547	236818677	+	0	NA	Intergenic	NA	237555	AC105760.3								
Interval_15857	chr5	44384928	44385192	+	0	NA	intron (FGF10, intron 1 of 2)	NA	-3672	FGF10-AS1								
Interval_1788	chr1	217682365	217682662	+	0	NA	intron (SPATA17, intron 4 of 10)	NA	51171	SPATA17								
Interval_7944	chr17	8200038	8200381	+	0	NA	Intergenic	NA	-9963	C17orf59								
Interval_4673	chr12	69295813	69296003	+	0	NA	Intergenic	NA	-22690	MIR1279								
Interval_2747	chr10	88172177	88172474	+	0	NA	Intergenic	NA	-93935	LOC101929727								
Interval_20327	chr8	119382177	119382307	+	0	NA	Intergenic	NA	-34070	NOV								
Interval_10184	chr2	13310759	13310959	+	0	NA	Intergenic	NA	-303846	LOC100506474								
Interval_17880	chr6	139363566	139363696	+	0	NA	Intergenic	NA	11019	CITED2								
Interval_14229	chr3	153177743	153177885	+	0	NA	Intergenic	NA	15602	RAP2B								
Interval_6075	chr14	71361368	71361643	+	0	NA	Intergenic	NA	-36832	SNORD56B								
Interval_2908	chr10	104502610	104502757	+	0	NA	Intergenic	NA	-22408	RP11-127O4.3								
Interval_11789	chr2	240565772	240565993	+	0	NA	Intergenic	NA	-2705	RNPEPL1								
Interval_8533	chr17	67391232	67391388	+	0	NA	intron (PITPNC1, intron 1 of 8)	NA	14029	PITPNC1								
Interval_19691	chr8	49999380	49999562	+	0	NA	intron (SNTG1, intron 1 of 16)	NA	89682	SNTG1								
Interval_9100	chr18	62265020	62265318	+	0	NA	intron (KIAA1468, intron 18 of 27)	NA	-60124	TNFRSF11A								
Interval_8444	chr17	58631398	58631553	+	0	NA	intron (TEX14, intron 2 of 31)	NA	60580	TEX14								
Interval_4940	chr12	104864822	104864957	+	0	NA	intron (SLC41A2, intron 7 of 10)	NA	63805	SLC41A2								
Interval_7804	chr16	88189872	88190160	+	0	NA	Intergenic	NA	-4269	LOC101928880								
Interval_4210	chr12	11716794	11716989	+	0	NA	intron (ETV6, intron 1 of 7)	NA	29375	LOC101928186								
Interval_11029	chr2	138067419	138067652	+	0	NA	Intergenic	NA	103297	HNMT								
Interval_11406	chr2	195954659	195954832	+	0	NA	intron (DNAH7, intron 19 of 64)	NA	114067	DNAH7								
Interval_1470	chr1	180160522	180160760	+	0	NA	intron (QSOX1, intron 1 of 12)	NA	5808	QSOX1								
Interval_4875	chr12	96120833	96121140	+	0	NA	Intergenic	NA	-73416	ELK3								
Interval_954	chr1	112095681	112095867	+	0	NA	Intergenic	NA	81840	LOC101928754								
Interval_301	chr1	31184944	31185155	+	0	NA	intron (NKAIN1, intron 3 of 6)	NA	54838	NKAIN1								
Interval_4697	chr12	71787672	71787854	+	0	NA	TTS (RAB21)	NA	32885	RAB21								
Interval_15103	chr4	83284747	83284872	+	0	NA	promoter-TSS (COQ2)	NA	-6	COQ2								
Interval_15910	chr5	55763645	55764200	+	0	NA	intron (LOC101928393, intron 1 of 2)	NA	377	LOC101928393								
Interval_12999	chr22	42180353	42180723	+	0	NA	intron (TCF20, intron 2 of 5)	NA	-35964	CYP2D7P								
Interval_12939	chr22	37502390	37502521	+	0	NA	intron (CARD10, intron 11 of 19)	NA	-16015	MFNG								
Interval_5494	chr13	48626031	48626289	+	0	NA	Intergenic	NA	-45259	LINC00462								
Interval_13994	chr3	123760031	123760259	+	0	NA	intron (MYLK, intron 4 of 33)	NA	67287	LOC101927028								
Interval_3722	chr11	85553158	85553455	+	0	NA	intron (DLG2, intron 3 of 27)	NA	-75267	TMEM126B								
Interval_1159	chr1	150544453	150544771	+	0	NA	Intergenic	NA	-4757	ADAMTSL4								
Interval_16596	chr5	150067166	150067336	+	0	NA	intron (CSF1R, intron 10 of 20)	NA	46121	CSF1R								
Interval_21390	chrM	8406	8739	+	0	NA	TTS (TRND)	NA	277	TRNK								
Interval_8105	chr17	28743339	28743469	+	0	NA	promoter-TSS (TRAF4)	NA	-601	TRAF4								
Interval_21708	chrX	53902072	53902229	+	0	NA	Intergenic	NA	143099	PHF8								
Interval_3320	chr11	34927809	34927957	+	0	NA	intron (PDHX, intron 1 of 5)	NA	-11472	APIP								
Interval_10332	chr2	38619573	38619770	+	0	NA	Intergenic	NA	-16638	HNRNPLL								
Interval_16093	chr5	79120432	79120676	+	0	NA	intron (BHMT, intron 4 of 7)	NA	8773	BHMT								
Interval_20527	chr8	133683961	133684323	+	0	NA	Intergenic	NA	93210	LOC101927798								
Interval_20443	chr8	127740357	127740883	+	0	NA	exon (MYC, exon 3 of 3)	NA	4551	MYC								
Interval_2166	chr10	10915312	10915536	+	0	NA	intron (CELF2, intron 2 of 15)	NA	36739	LINC00710								
Interval_7918	chr17	7214568	7214948	+	0	NA	intron (DLG4, intron 3 of 20)	NA	-2367	ACADVL								
Interval_13364	chr3	31312147	31312277	+	0	NA	Intergenic	NA	-220787	STT3B								
Interval_21640	chrX	39766338	39766780	+	0	NA	Intergenic	NA	-71002	MIR1587								
Interval_14637	chr4	10180764	10181370	+	0	NA	Intergenic	NA	-87908	WDR1								
Interval_15689	chr5	14706623	14706844	+	0	NA	exon (ANKH, exon 12 of 12)	NA	-5961	LOC100130744								
Interval_10672	chr2	84846221	84846519	+	0	NA	intron (TRABD2A, intron 2 of 6)	NA	33238	TRABD2A								
Interval_2620	chr10	73026799	73027029	+	0	NA	intron (P4HA1, intron 11 of 15)	NA	70060	P4HA1								
Interval_10393	chr2	43448319	43448454	+	0	NA	intron (THADA, intron 25 of 29)	NA	147660	THADA								
Interval_2766	chr10	89738932	89739081	+	0	NA	exon (KIF20B, exon 21 of 33)	NA	37416	KIF20B								
Interval_21213	chr9	121494358	121494495	+	0	NA	intron (GGTA1P, intron 1 of 6)	NA	5601	GGTA1P								
Interval_6619	chr15	42285414	42285575	+	0	NA	intron (GANC, intron 3 of 23)	NA	11326	GANC								
Interval_14016	chr3	127074074	127074288	+	0	NA	Intergenic	NA	85660	PLXNA1								
Interval_14821	chr4	42101730	42101963	+	0	NA	Intergenic	NA	51032	BEND4								
Interval_5755	chr14	23976323	23976480	+	0	NA	intron (DHRS4L2, intron 1 of 7)	NA	6386	DHRS4L2								
Interval_19378	chr8	20080168	20080384	+	0	NA	Intergenic	NA	102864	SLC18A1								
Interval_7849	chr17	1456233	1456473	+	0	NA	promoter-TSS (CRK)	NA	-86	CRK								
Interval_1392	chr1	170691353	170691488	+	0	NA	intron (PRRX1, intron 1 of 4)	NA	27248	PRRX1								
Interval_17935	chr6	144339036	144339576	+	0	NA	intron (UTRN, intron 1 of 73)	NA	-4879	UTRN								
Interval_21901	chrX	134364210	134364340	+	0	NA	Intergenic	NA	-9037	PHF6								
Interval_1418	chr1	174071647	174071897	+	0	NA	Intergenic	NA	-78700	RC3H1								
Interval_17667	chr6	110761410	110761817	+	0	NA	intron (CDK19, intron 1 of 12)	NA	-94109	CDK19								
Interval_18115	chr6	167090382	167090573	+	0	NA	Intergenic	NA	-32276	CCR6								
Interval_11163	chr2	159663228	159663525	+	0	NA	Intergenic	NA	-47780	BAZ2B								
Interval_4047	chr11	131408477	131408607	+	0	NA	intron (NTM, intron 1 of 9)	NA	132325	AP003025.2								
Interval_17024	chr6	19328442	19328739	+	0	NA	Intergenic	NA	-148110	LOC101928519								
Interval_20043	chr8	92338533	92338830	+	0	NA	Intergenic	NA	-13128	LOC102724688								
Interval_873	chr1	103761470	103761621	+	0	NA	Intergenic	NA	16069	AMY1C								
Interval_11746	chr2	235045490	235045656	+	0	NA	intron (SH3BP4, intron 4 of 5)	NA	93589	SH3BP4								
Interval_14552	chr3	197291465	197291619	+	0	NA	intron (DLG1, intron 3 of 25)	NA	2366	MIR4797								
Interval_13751	chr3	78919942	78920072	+	0	NA	intron (ROBO1, intron 2 of 28)	NA	99452	ROBO1								
Interval_4900	chr12	101616098	101616370	+	0	NA	intron (MYBPC1, intron 2 of 31)	NA	21303	MYBPC1								
Interval_20904	chr9	77291797	77291969	+	0	NA	intron (VPS13A, intron 30 of 70)	NA	-113966	VPS13A-AS1								
Interval_11412	chr2	196234764	196235032	+	0	NA	intron (HECW2, intron 20 of 27)	NA	-25126	AC020571.3								
Interval_21478	chrX	1453026	1453325	+	0	NA	promoter-TSS (ASMTL)	NA	-198	ASMTL								
Interval_10381	chr2	42619035	42619165	+	0	NA	intron (MTA3, intron 5 of 17)	NA	124531	MTA3								
Interval_22076	chrY	56848801	56849146	+	0	NA	Intergenic	NA	-105336	SPRY3-2								
Interval_19615	chr8	40008491	40008621	+	0	NA	intron (IDO2, intron 9 of 10)	NA	73601	IDO2								
Interval_15218	chr4	106689205	106689336	+	0	NA	Intergenic	NA	-321835	GIMD1								
Interval_4173	chr12	8097931	8098361	+	0	NA	TTS (NECAP1)	NA	15935	NECAP1								
Interval_21706	chrX	53756256	53756450	+	0	NA	Intergenic	NA	-70169	HUWE1								
Interval_20062	chr8	93947207	93947466	+	0	NA	Intergenic	NA	30402	PDP1								
Interval_12031	chr20	25065821	25066119	+	0	NA	Intergenic	NA	-7788	ACSS1								
Interval_16488	chr5	141053593	141053725	+	0	NA	exon (PCDHB1, exon 1 of 1)	NA	2283	PCDHB1								
Interval_12604	chr21	38282866	38283137	+	0	NA	intron (KCNJ15, intron 1 of 2)	NA	26303	KCNJ15								
Interval_3833	chr11	105192269	105192451	+	0	NA	Intergenic	NA	-52626	CARD18								
Interval_18920	chr7	114447518	114447661	+	0	NA	intron (FOXP2, intron 1 of 9)	NA	-205784	MIR3666								
Interval_9266	chr19	1941063	1941207	+	0	NA	promoter-TSS (CSNK1G2)	NA	-14	CSNK1G2								
Interval_15632	chr5	1523909	1524070	+	0	NA	promoter-TSS (LPCAT1)	NA	-2514	LPCAT1								
Interval_14501	chr3	193593085	193593228	+	0	NA	promoter-TSS (OPA1)	NA	12	OPA1								
Interval_12184	chr20	41233390	41233605	+	0	NA	intron (ZHX3, intron 2 of 3)	NA	64440	MIR6871								
Interval_18281	chr7	18178378	18178521	+	0	NA	intron (HDAC9, intron 2 of 11)	NA	-51140	MIR1302-6								
Interval_9339	chr19	6372513	6372806	+	0	NA	promoter-TSS (ALKBH7)	NA	-996	ALKBH7								
Interval_14550	chr3	197189710	197189972	+	0	NA	intron (DLG1, intron 5 of 25)	NA	104067	MIR4797								
Interval_19993	chr8	82629938	82630431	+	0	NA	Intergenic	NA	-281920	LOC101927141								
Interval_10905	chr2	118613762	118613931	+	0	NA	Intergenic	NA	-10880	LOC101927709								
Interval_11558	chr2	212979861	212980023	+	0	NA	Intergenic	NA	53632	MIR4776-1								
Interval_7873	chr17	3039871	3040029	+	0	NA	Intergenic	NA	23657	OR1D5								
Interval_6183	chr14	81400301	81400473	+	0	NA	intron (STON2, intron 1 of 5)	NA	26825	STON2								
Interval_5736	chr14	22589208	22589416	+	0	NA	promoter-TSS (DAD1)	NA	-75	DAD1								
Interval_16927	chr6	12275320	12275450	+	0	NA	Intergenic	NA	-14911	EDN1								
Interval_3674	chr11	77830324	77830478	+	0	NA	intron (AAMDC, intron 1 of 3)	NA	9239	AAMDC								
Interval_2765	chr10	89699513	89699716	+	0	NA	Intergenic	NA	-1686	FLJ37201								
Interval_2606	chr10	72171143	72171353	+	0	NA	intron (ASCC1, intron 5 of 8)	NA	44493	ASCC1								
Interval_8002	chr17	14559197	14559522	+	0	NA	Intergenic	NA	255619	MGC12916								
Interval_17816	chr6	135280863	135281022	+	0	NA	Intergenic	NA	41722	MIR548A2								
Interval_720	chr1	85276584	85276886	+	0	NA	exon (BCL10, exon 1 of 3)	NA	169	BCL10								
Interval_370	chr1	37854555	37854872	+	0	NA	intron (MTF1, intron 2 of 10)	NA	4907	MTF1								
Interval_20970	chr9	92825208	92825443	+	0	NA	intron (ANKRD19P, intron 6 of 9)	NA	15714	ANKRD19P								
Interval_12145	chr20	38094188	38094662	+	0	NA	Intergenic	NA	60879	RPRD1B								
Interval_15683	chr5	14025630	14025927	+	0	NA	Intergenic	NA	-14046	DNAH5								
Interval_1453	chr1	178934576	178934894	+	0	NA	Intergenic	NA	4551	LOC102724754								
Interval_21587	chrX	23494023	23494195	+	0	NA	Intergenic	NA	159241	PTCHD1								
Interval_3149	chr11	9440494	9440629	+	0	NA	exon (IPO7, exon 23 of 25)	NA	11795	SNORA23								
Interval_11620	chr2	219514401	219514540	+	0	NA	promoter-TSS (ASIC4)	NA	300	ASIC4								
Interval_10320	chr2	38022475	38022678	+	0	NA	intron (RMDN2, intron 10 of 10)	NA	13765	RMDN2-AS1								
Interval_3404	chr11	47496254	47496481	+	0	NA	promoter-TSS (CELF1)	NA	-47231	RAPSN								
Interval_13252	chr3	17985963	17986128	+	0	NA	intron (LOC339862, intron 1 of 4)	NA	23473	LOC339862								
Interval_2341	chr10	32189513	32189773	+	0	NA	Intergenic	NA	-133200	KIF5B								
Interval_11080	chr2	146388885	146389116	+	0	NA	Intergenic	NA	-198057	PABPC1P2								
Interval_8400	chr17	51260411	51260586	+	0	NA	promoter-TSS (MBTD1)	NA	-38	UTP18								
Interval_15946	chr5	59127771	59127963	+	0	NA	intron (PDE4D, intron 5 of 14)	NA	458631	PDE4D								
Interval_2463	chr10	50286523	50286717	+	0	NA	Intergenic	NA	-38010	ASAH2								
Interval_2914	chr10	107028244	107028632	+	0	NA	intron (SORCS1, intron 1 of 25)	NA	136270	SORCS1								
Interval_18962	chr7	120996672	120996857	+	0	NA	intron (CPED1, intron 2 of 22)	NA	8067	CPED1								
Interval_4670	chr12	69164092	69164244	+	0	NA	Intergenic	NA	-75369	CPSF6								
Interval_11097	chr2	149155211	149155387	+	0	NA	intron (LYPD6B, intron 1 of 5)	NA	37120	LYPD6B								
Interval_4569	chr12	55915564	55915857	+	0	NA	promoter-TSS (LOC102724112)	NA	-237	LOC102724112								
Interval_14219	chr3	152299059	152299277	+	0	NA	promoter-TSS (MBNL1)	NA	-29542	MBNL1-AS1								
Interval_18318	chr7	23863283	23863548	+	0	NA	Intergenic	NA	153248	STK31								
Interval_16849	chr6	4021020	4021189	+	0	NA	promoter-TSS (PRPF4B)	NA	-225	PRPF4B								
Interval_20750	chr9	22159049	22159310	+	0	NA	Intergenic	NA	-87823	LOC102724137								
Interval_20966	chr9	92359404	92359670	+	0	NA	intron (CENPP, intron 4 of 7)	NA	-34203	NOL8								
Interval_20987	chr9	95343763	95344302	+	0	NA	Intergenic	NA	-26323	FANCC								
Interval_11398	chr2	195487109	195487302	+	0	NA	Intergenic	NA	-169978	SLC39A10								
Interval_2748	chr10	88194311	88194617	+	0	NA	Intergenic	NA	-71796	LOC101929727								
Interval_1162	chr1	150629585	150629803	+	0	NA	promoter-TSS (LOC102724012)	NA	-72	ENSA								
Interval_7229	chr16	3264514	3264695	+	0	NA	exon (LINC00921, exon 1 of 2)	NA	836	LINC00921								
Interval_19549	chr8	33354143	33354326	+	0	NA	Intergenic	NA	106532	FUT10								
Interval_4361	chr12	29110860	29111208	+	0	NA	Intergenic	NA	70263	LOC101928735								
Interval_2676	chr10	77554935	77555065	+	0	NA	intron (KCNMA1, intron 1 of 27)	NA	82808	KCNMA1								
Interval_8355	chr17	48500113	48500243	+	0	NA	Intergenic	NA	30732	HOXB1								
Interval_20729	chr9	20652015	20652271	+	0	NA	Intergenic	NA	-29600	MLLT3								
Interval_934	chr1	110350227	110350357	+	0	NA	Intergenic	NA	10969	RBM15								
Interval_6223	chr14	88206884	88207184	+	0	NA	intron (KCNK10, intron 4 of 6)	NA	63877	KCNK10								
Interval_10856	chr2	110204470	110204664	+	0	NA	intron (NPHP1, intron 1 of 20)	NA	495	NPHP1								
Interval_18718	chr7	84216348	84216542	+	0	NA	intron (SEMA3A, intron 2 of 18)	NA	276323	SEMA3A								
Interval_4257	chr12	15911544	15911862	+	0	NA	intron (DERA, intron 1 of 8)	NA	385	DERA								
Interval_8300	chr17	44568788	44569085	+	0	NA	Intergenic	NA	11492	FZD2								
Interval_790	chr1	92563454	92563907	+	0	NA	exon (EVI5, exon 19 of 21)	NA	-77609	GFI1								
Interval_2689	chr10	79445584	79445888	+	0	NA	promoter-TSS (ZCCHC24)	NA	-116	ZCCHC24								
Interval_10488	chr2	55842068	55842336	+	0	NA	Intergenic	NA	81961	EFEMP1								
Interval_12808	chr22	26482362	26482571	+	0	NA	intron (HPS4, intron 1 of 13)	NA	1388	HPS4								
Interval_6594	chr15	41284621	41284782	+	0	NA	intron (OIP5-AS1, intron 1 of 3)	NA	698	OIP5-AS1								
Interval_14797	chr4	40004029	40004205	+	0	NA	Intergenic	NA	-26847	PDS5A								
Interval_21279	chr9	128031259	128031556	+	0	NA	Intergenic	NA	35914	NAIF1								
Interval_8835	chr18	12849048	12849178	+	0	NA	intron (PTPN2, intron 2 of 10)	NA	-8200	PTPN2								
Interval_19697	chr8	50974709	50974876	+	0	NA	Intergenic	NA	-741044	LOC102724313								
Interval_10421	chr2	46438643	46438779	+	0	NA	intron (LOC101805491, intron 1 of 3)	NA	9521	LOC101805491								
Interval_16287	chr5	115209273	115209419	+	0	NA	Intergenic	NA	-16568	LOC102723365								
Interval_10639	chr2	74943936	74944233	+	0	NA	Intergenic	NA	3872	LOC101927861								
Interval_4482	chr12	49069918	49070160	+	0	NA	promoter-TSS (RHEBL1)	NA	-14	RHEBL1								
Interval_16539	chr5	143615992	143616289	+	0	NA	intron (NR3C1, intron 1 of 8)	NA	-63783	MIR5197								
Interval_18602	chr7	67019821	67020046	+	0	NA	intron (TYW1, intron 6 of 15)	NA	23128	TYW1								
Interval_9508	chr19	14700920	14701351	+	0	NA	intron (ZNF333, intron 5 of 11)	NA	11095	ZNF333								
Interval_8786	chr18	8649467	8649597	+	0	NA	Intergenic	NA	40087	RAB12								
Interval_18979	chr7	124971510	124971809	+	0	NA	Intergenic	NA	-41682	POT1								
Interval_5222	chr13	21017423	21017580	+	0	NA	intron (LATS2, intron 2 of 7)	NA	44082	LATS2								
Interval_19758	chr8	57462411	57462637	+	0	NA	Intergenic	NA	118737	RP11-756K15.2								
Interval_16908	chr6	11111872	11112150	+	0	NA	promoter-TSS (ERVFRD-1)	NA	-173	ERVFRD-1								
Interval_8802	chr18	9825594	9825832	+	0	NA	intron (RAB31, intron 5 of 6)	NA	-60013	TXNDC2								
Interval_19269	chr8	8346194	8346425	+	0	NA	intron (SGK223, intron 3 of 5)	NA	39771	SGK223								
Interval_12240	chr20	47433812	47434075	+	0	NA	Intergenic	NA	-27143	LOC102723442								
Interval_10578	chr2	68249267	68249452	+	0	NA	intron (PPP3R1, intron 1 of 5)	NA	-2240	LOC102724389								
Interval_11479	chr2	202269807	202270008	+	0	NA	intron (NOP58, intron 1 of 14)	NA	4115	NOP58								
Interval_225	chr1	24733353	24733483	+	0	NA	Intergenic	NA	-11851	CLIC4								
Interval_5807	chr14	34362624	34362918	+	0	NA	Intergenic	NA	99491	SPTSSA								
Interval_13539	chr3	48556998	48557230	+	0	NA	promoter-TSS (PFKFB4)	NA	-283	PFKFB4								
Interval_7975	chr17	10317373	10317553	+	0	NA	intron (MYH13, intron 27 of 40)	NA	-2929	LOC102724366								
Interval_15710	chr5	17411513	17411742	+	0	NA	intron (LOC101929544, intron 1 of 1)	NA	7531	LOC101929544								
Interval_8452	chr17	59284457	59284647	+	0	NA	Intergenic	NA	-47140	YPEL2								
Interval_6658	chr15	48855530	48855684	+	0	NA	intron (SHC4, intron 8 of 11)	NA	-22486	EID1								
Interval_20277	chr8	114945488	114945807	+	0	NA	Intergenic	NA	722647	TRPS1								
Interval_21442	chrUn_KI270442v1	84524	84734	+	0	NA	Intergenic	NA	-160675	LOC102724902								
Interval_19036	chr7	133659811	133659988	+	0	NA	intron (EXOC4, intron 10 of 17)	NA	368948	MIR6133								
Interval_19170	chr7	152351743	152351883	+	0	NA	intron (KMT2C, intron 2 of 48)	NA	84167	KMT2C								
Interval_9775	chr19	40365714	40365844	+	0	NA	promoter-TSS (PLD3)	NA	-4067	MIR6796								
Interval_18635	chr7	73794182	73794447	+	0	NA	Intergenic	NA	-24044	CLDN3								
Interval_14524	chr3	195443061	195443225	+	0	NA	promoter-TSS (ACAP2)	NA	-55	ACAP2								
Interval_16190	chr5	96068067	96068197	+	0	NA	intron (CTD-2337A12.1, intron 1 of 2)	NA	-11021	MIR583								
Interval_6338	chr14	102087165	102087387	+	0	NA	promoter-TSS (HSP90AA1)	NA	-101	HSP90AA1								
Interval_1006	chr1	116878015	116878161	+	0	NA	Intergenic	NA	-31979	PTGFRN								
Interval_18188	chr7	5779265	5779420	+	0	NA	intron (RNF216, intron 1 of 16)	NA	2361	RNF216								
Interval_12273	chr20	50386465	50386762	+	0	NA	Intergenic	NA	-65271	RP11-290F20.2								
Interval_20597	chr8	144292428	144292715	+	0	NA	intron (HSF1, intron 1 of 9)	NA	983	HSF1								
Interval_8956	chr18	40102990	40103238	+	0	NA	Intergenic	NA	36828	RP11-653G8.2								
Interval_19919	chr8	73747909	73748245	+	0	NA	promoter-TSS (STAU2)	NA	-1150	STAU2								
Interval_11285	chr2	177302432	177302568	+	0	NA	intron (AC074286.1, intron 8 of 8)	NA	11332	MIR6512								
Interval_13894	chr3	111418613	111418753	+	0	NA	Intergenic	NA	-123435	CD96								
Interval_1522	chr1	184405858	184405998	+	0	NA	intron (C1orf21, intron 1 of 5)	NA	18912	C1orf21								
Interval_8431	chr17	57561064	57561309	+	0	NA	intron (MSI2, intron 7 of 13)	NA	-37589	RP11-118E18.2								
Interval_18662	chr7	76315429	76315615	+	0	NA	Intergenic	NA	12964	HSPB1								
Interval_8551	chr17	68534218	68534446	+	0	NA	TTS (PRKAR1A)	NA	21953	PRKAR1A								
Interval_7640	chr16	67268303	67268438	+	0	NA	intron (SLC9A5, intron 15 of 15)	NA	-11216	PLEKHG4								
Interval_2557	chr10	67527455	67527684	+	0	NA	intron (CTNNA3, intron 4 of 17)	NA	-124198	MIR7151								
Interval_7093	chr15	92889709	92889932	+	0	NA	intron (LOC100507217, intron 3 of 4)	NA	6524	LOC100507217								
Interval_5124	chr12	122754907	122755100	+	0	NA	intron (DENR, intron 2 of 7)	NA	2179	DENR								
Interval_8833	chr18	12457563	12457861	+	0	NA	intron (SPIRE1, intron 11 of 15)	NA	49816	SLMO1								
Interval_3666	chr11	77142084	77142406	+	0	NA	intron (MYO7A, intron 2 of 45)	NA	13989	MYO7A								
Interval_15979	chr5	65041369	65041632	+	0	NA	Intergenic	NA	-130470	LOC101928713								
Interval_9978	chr19	50499010	50499140	+	0	NA	intron (EMC10, intron 7 of 7)	NA	-11077	LOC100506114								
Interval_20494	chr8	130201366	130201766	+	0	NA	intron (ASAP1, intron 6 of 30)	NA	94967	ASAP1-IT1								
Interval_7393	chr16	27327312	27327525	+	0	NA	intron (IL4R, intron 1 of 8)	NA	-28470	IL4R								
Interval_13392	chr3	34957563	34958026	+	0	NA	intron (LOC101928135, intron 2 of 3)	NA	406245	LOC102724048								
Interval_5813	chr14	34689004	34689171	+	0	NA	Intergenic	NA	25736	CFL2								
Interval_13746	chr3	75551466	75551596	+	0	NA	Intergenic	NA	-79232	MIR1324								
Interval_20307	chr8	117413848	117414029	+	0	NA	Intergenic	NA	-106775	MED30								
Interval_20739	chr9	21289952	21290165	+	0	NA	Intergenic	NA	-11495	IFNA22P								
Interval_13734	chr3	73333524	73333708	+	0	NA	Intergenic	NA	-72596	LOC101927321								
Interval_7431	chr16	30698968	30699128	+	0	NA	promoter-TSS (SRCAP)	NA	-93	SRCAP								
Interval_5352	chr13	31061299	31061436	+	0	NA	Intergenic	NA	-4720	LOC102723392								
