PeakID (cmd=annotatePeaks.pl GFI1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_3215	chr18	13137843	13137999	+	0	NA	Intergenic	NA	78446	LOC101927582								
Interval_2747	chr16	71403053	71403226	+	0	NA	Intergenic	NA	-23354	TRNAM9								
Interval_1453	chr11	122649143	122649580	+	0	NA	Intergenic	NA	-6329	UBASH3B								
Interval_1566	chr12	14770944	14771298	+	0	NA	promoter-TSS (HIST4H4)	NA	10	HIST4H4								
Interval_562	chr1	201816501	201816727	+	0	NA	intron (NAV1, intron 25 of 26)	NA	8003	MIR1231								
Interval_2979	chr17	42355001	42355168	+	0	NA	intron (STAT3, intron 1 of 23)	NA	33411	STAT3								
Interval_971	chr10	86879206	86879406	+	0	NA	intron (BMPR1A, intron 3 of 12)	NA	78279	MMRN2								
Interval_5521	chr4	76090166	76090358	+	0	NA	intron (ART3, intron 3 of 10)	NA	14381	ART3								
Interval_1072	chr10	117412237	117412285	+	0	NA	Intergenic	NA	-25282	LOC101927731								
Interval_7475	chr8	100791643	100791851	+	0	NA	Intergenic	NA	-69660	PABPC1								
Interval_6122	chr5	159764308	159764467	+	0	NA	Intergenic	NA	106997	AC011343.1								
Interval_3255	chr18	47985931	47986269	+	0	NA	Intergenic	NA	-54954	SMAD2								
Interval_4926	chr3	38915894	38915941	+	0	NA	intron (SCN11A, intron 8 of 26)	NA	37734	SCN11A								
Interval_7118	chr8	7398319	7398521	+	0	NA	Intergenic	NA	18412	DEFB4B								
Interval_7666	chr9	10026623	10026769	+	0	NA	intron (PTPRD, intron 4 of 45)	NA	-586510	RP11-87N24.2								
Interval_2802	chr16	85880286	85880543	+	0	NA	Intergenic	NA	-22447	IRF8								
Interval_5553	chr4	86967841	86967992	+	0	NA	intron (AFF1, intron 2 of 20)	NA	32914	AFF1								
Interval_3441	chr19	4954749	4954983	+	0	NA	intron (UHRF1, intron 15 of 16)	NA	-14247	KDM4B								
Interval_1366	chr11	86202062	86202306	+	0	NA	Intergenic	NA	-42360	EED								
Interval_577	chr1	205493373	205493673	+	0	NA	Intergenic	NA	-18887	CDK18								
Interval_1620	chr12	40158763	40159074	+	0	NA	promoter-TSS (LOC101930164)	NA	-427	LOC101930164								
Interval_1829	chr12	113086547	113086762	+	0	NA	intron (DTX1, intron 2 of 8)	NA	28797	DTX1								
Interval_7733	chr9	39474652	39474805	+	0	NA	Intergenic	NA	-27539	ZNF658B								
Interval_8088	chrX	141138839	141138886	+	0	NA	Intergenic	NA	38352	LDOC1								
Interval_5169	chr3	141644892	141645036	+	0	NA	Intergenic	NA	-18128	LOC646730								
Interval_6239	chr6	11975614	11975898	+	0	NA	Intergenic	NA	25488	LOC101928253								
Interval_6643	chr6	151494116	151494425	+	0	NA	intron (CCDC170, intron 1 of 10)	NA	230	CCDC170								
Interval_3246	chr18	41928604	41928833	+	0	NA	Intergenic	NA	-26516	PIK3C3								
Interval_5110	chr3	122055252	122055676	+	0	NA	exon (CD86, exon 1 of 6)	NA	102	CD86								
Interval_2701	chr16	54286749	54286971	+	0	NA	promoter-TSS (IRX3)	NA	-394	IRX3								
Interval_3231	chr18	28208342	28208567	+	0	NA	Intergenic	NA	-30973	CDH2								
Interval_732	chr1	243723500	243723795	+	0	NA	intron (AKT3, intron 1 of 13)	NA	126412	AKT3								
Interval_2918	chr17	28890156	28890458	+	0	NA	intron (FLOT2, intron 1 of 9)	NA	-4360	FLOT2								
Interval_1956	chr13	42275148	42275425	+	0	NA	intron (AKAP11, intron 1 of 10)	NA	3161	AKAP11								
Interval_5087	chr3	111521696	111522062	+	0	NA	Intergenic	NA	-20239	CD96								
Interval_1989	chr13	75482569	75482784	+	0	NA	promoter-TSS (TBC1D4)	NA	-562	TBC1D4								
Interval_1579	chr12	21501177	21501393	+	0	NA	promoter-TSS (GOLT1B)	NA	384	RECQL								
Interval_3589	chr19	38683749	38683917	+	0	NA	intron (ACTN4, intron 1 of 20)	NA	36217	ACTN4								
Interval_5457	chr4	47933806	47934044	+	0	NA	intron (LOC101927157, intron 1 of 2)	NA	-19368	NFXL1								
Interval_6991	chr7	116610281	116610460	+	0	NA	Intergenic	NA	-9538	LOC100996266								
Interval_7649	chr9	2838476	2838620	+	0	NA	intron (KIAA0020, intron 1 of 17)	NA	5582	KIAA0020								
Interval_6417	chr6	63353118	63353385	+	0	NA	Intergenic	NA	-33274	LGSN								
Interval_5812	chr5	49657002	49657095	+	0	NA	Intergenic	NA	784352	EMB								
Interval_463	chr1	166673825	166674030	+	0	NA	Intergenic	NA	70011	FMO9P								
Interval_1526	chr12	9118040	9118488	+	0	NA	Intergenic	NA	-2324	A2M								
Interval_7455	chr8	95628109	95628305	+	0	NA	intron (LOC100616530, intron 2 of 2)	NA	320141	LOC100500773								
Interval_1788	chr12	104869250	104869497	+	0	NA	intron (SLC41A2, intron 6 of 10)	NA	88920	SLC41A2								
Interval_1347	chr11	78390829	78391036	+	0	NA	intron (GAB2, intron 1 of 10)	NA	26874	GAB2								
Interval_4994	chr3	57030871	57031027	+	0	NA	intron (ARHGEF3, intron 1 of 12)	NA	-29492	SPATA12								
Interval_4572	chr20	59005081	59005534	+	0	NA	intron (CTSZ, intron 2 of 5)	NA	1947	CTSZ								
Interval_2115	chr14	59483544	59483850	+	0	NA	promoter-TSS (JKAMP)	NA	-746	JKAMP								
Interval_6233	chr6	11212795	11213018	+	0	NA	intron (NEDD9, intron 2 of 2)	NA	19776	NEDD9								
Interval_4161	chr2	171146738	171146935	+	0	NA	intron (TLK1, intron 1 of 20)	NA	84478	TLK1								
Interval_5302	chr3	189355997	189356162	+	0	NA	Intergenic	NA	-115485	TPRG1-AS2								
Interval_1088	chr10	121942948	121943118	+	0	NA	Intergenic	NA	-6308	ATE1-AS1								
Interval_2085	chr14	50038704	50039285	+	0	NA	intron (RP11-58E21.3, intron 3 of 5)	NA	890	RP11-58E21.3								
Interval_506	chr1	179191174	179191339	+	0	NA	intron (ABL2, intron 1 of 12)	NA	-48182	ABL2								
Interval_5198	chr3	152241157	152241375	+	0	NA	Intergenic	NA	-27803	MBNL1								
Interval_3411	chr19	872480	872863	+	0	NA	intron (MED16, intron 11 of 15)	NA	13006	CFD								
Interval_4266	chr2	215904079	215904316	+	0	NA	Intergenic	NA	-60661	LINC00607								
Interval_3651	chr19	49396161	49396439	+	0	NA	intron (CCDC155, intron 6 of 20)	NA	8082	CCDC155								
Interval_6198	chr6	2902573	2902728	+	0	NA	promoter-TSS (SERPINB9)	NA	662	SERPINB9								
Interval_5791	chr5	37370581	37370893	+	0	NA	exon (NUP155, exon 1 of 35)	NA	389	NUP155								
Interval_1818	chr12	110590825	110591127	+	0	NA	Intergenic	NA	-7717	PPTC7								
Interval_2845	chr17	5016888	5017216	+	0	NA	intron (KIF1C, intron 19 of 23)	NA	3041	LOC102724009								
Interval_3634	chr19	47176774	47177106	+	0	NA	TTS (SAE1)	NA	46117	SAE1								
Interval_6599	chr6	140480812	140481095	+	0	NA	Intergenic	NA	-202861	MIR4465								
Interval_5316	chr3	194136588	194136831	+	0	NA	exon (HES1, exon 2 of 4)	NA	567	HES1								
Interval_5717	chr4	185101529	185101763	+	0	NA	intron (LOC101928905, intron 3 of 3)	NA	15349	LOC101928905								
Interval_4194	chr2	183036138	183036425	+	0	NA	intron (NCKAP1, intron 1 of 31)	NA	2577	NCKAP1								
Interval_1208	chr11	33212832	33213010	+	0	NA	Intergenic	NA	51264	CSTF3-AS1								
Interval_1858	chr12	121939390	121939665	+	0	NA	intron (WDR66, intron 5 of 21)	NA	20970	WDR66								
Interval_7807	chr9	109467616	109468233	+	0	NA	intron (PTPN3, intron 1 of 24)	NA	30389	PTPN3								
Interval_5189	chr3	149623906	149624243	+	0	NA	intron (WWTR1, intron 3 of 7)	NA	-34136	WWTR1-AS1								
Interval_6287	chr6	26204504	26204722	+	0	NA	promoter-TSS (HIST1H4E)	NA	-32	HIST1H4E								
Interval_2142	chr14	67674960	67675104	+	0	NA	promoter-TSS (VTI1B)	NA	-147	VTI1B								
Interval_593	chr1	208245324	208245638	+	0	NA	Intergenic	NA	-1350	PLXNA2								
Interval_4432	chr20	12120750	12120940	+	0	NA	Intergenic	NA	230122	BTBD3								
Interval_7846	chr9	123638118	123638420	+	0	NA	intron (DENND1A, intron 9 of 22)	NA	-152668	MIR7150								
Interval_6714	chr7	129609	129896	+	0	NA	Intergenic	NA	19703	LOC102723672								
Interval_3051	chr17	59263448	59263495	+	0	NA	intron (GDPD1, intron 6 of 8)	NA	43004	GDPD1								
Interval_6390	chr6	47278685	47278849	+	0	NA	intron (TNFRSF21, intron 3 of 5)	NA	31180	TNFRSF21								
Interval_1418	chr11	111530055	111530403	+	0	NA	intron (C11orf88, intron 4 of 6)	NA	-3474	LOC101928666								
Interval_3695	chr19	54482868	54483262	+	0	NA	Intergenic	NA	-9775	CDC42EP5								
Interval_2336	chr15	40904030	40904380	+	0	NA	TTS (VPS18)	NA	9775	VPS18								
Interval_6165	chr5	175689513	175689682	+	0	NA	intron (HRH2, intron 4 of 4)	NA	30019	HRH2								
Interval_391	chr1	151166936	151167205	+	0	NA	intron (SCNM1, intron 3 of 6)	NA	1048	SCNM1								
Interval_1378	chr11	94534361	94534596	+	0	NA	Intergenic	NA	-9373	FUT4								
Interval_1862	chr12	122646915	122647208	+	0	NA	Intergenic	NA	56296	HCAR2								
Interval_2640	chr16	29710247	29710575	+	0	NA	Intergenic	NA	31369	QPRT								
Interval_2271	chr14	99477007	99477151	+	0	NA	intron (SETD3, intron 1 of 12)	NA	3810	SETD3								
Interval_361	chr1	143244977	143245024	+	0	NA	Intergenic	NA	59336	LOC101929814								
Interval_7011	chr7	128697256	128697433	+	0	NA	Intergenic	NA	-11717	FAM71F1								
Interval_7819	chr9	112231942	112231989	+	0	NA	intron (PTBP3, intron 9 of 13)	NA	-56668	SUSD1								
Interval_7075	chr7	147981472	147981972	+	0	NA	intron (CNTNAP2, intron 15 of 23)	NA	-603663	MIR548F4								
Interval_1335	chr11	75532427	75532596	+	0	NA	Intergenic	NA	-29545	SERPINH1								
Interval_3961	chr2	86038555	86038715	+	0	NA	intron (POLR1A, intron 27 of 33)	NA	-14767	LOC90784								
Interval_145	chr1	39102674	39103276	+	0	NA	intron (MACF1, intron 1 of 101)	NA	76680	NDUFS5								
Interval_5469	chr4	49150512	49150559	+	0	NA	Intergenic	NA	-11485	LOC101927209								
Interval_2966	chr17	39819459	39819690	+	0	NA	intron (IKZF3, intron 2 of 5)	NA	44614	IKZF3								
Interval_3240	chr18	35158801	35158945	+	0	NA	Intergenic	NA	-82157	ZNF397								
Interval_6706	chr6	170174081	170174130	+	0	NA	Intergenic	NA	13463	LOC102724511								
Interval_581	chr1	206066540	206067057	+	0	NA	intron (C1orf186, intron 1 of 5)	NA	10427	LOC100505650								
Interval_7555	chr8	122909856	122910227	+	0	NA	intron (ZHX2, intron 3 of 4)	NA	115731	DERL1								
Interval_6346	chr6	36555937	36555993	+	0	NA	Intergenic	NA	-8486	STK38								
Interval_3328	chr18	63331279	63331337	+	0	NA	exon (KDSR, exon 9 of 9)	NA	-11530	BCL2								
Interval_7478	chr8	101098489	101098818	+	0	NA	Intergenic	NA	46599	FLJ42969								
Interval_7969	chrX	7262047	7262259	+	0	NA	intron (STS, intron 6 of 10)	NA	-113963	HDHD1								
Interval_138	chr1	36599871	36600047	+	0	NA	Intergenic	NA	-116645	CSF3R								
Interval_2344	chr15	42627765	42627812	+	0	NA	intron (STARD9, intron 3 of 33)	NA	52154	STARD9								
Interval_1294	chr11	64215090	64215370	+	0	NA	intron (FERMT3, intron 6 of 14)	NA	8548	FERMT3								
Interval_4324	chr2	229488991	229489312	+	0	NA	intron (DNER, intron 6 of 11)	NA	-217810	PID1								
Interval_809	chr10	23432904	23433060	+	0	NA	Intergenic	NA	-6287	OTUD1								
Interval_1884	chr12	128148300	128148701	+	0	NA	Intergenic	NA	30283	RP13-653N12.2								
Interval_3638	chr19	47743736	47743932	+	0	NA	TTS (EHD2)	NA	-1702	GLTSCR2								
Interval_6365	chr6	42417871	42418162	+	0	NA	intron (TRERF1, intron 1 of 15)	NA	33245	TRERF1								
Interval_3726	chr2	9144799	9145022	+	0	NA	Intergenic	NA	-38655	LOC102723909								
Interval_1165	chr11	9535425	9535655	+	0	NA	Intergenic	NA	-38110	WEE1								
Interval_666	chr1	230304039	230304207	+	0	NA	Intergenic	NA	121805	PGBD5								
Interval_5144	chr3	130997366	130997523	+	0	NA	intron (ATP2C1, intron 24 of 28)	NA	-29407	NEK11								
Interval_6796	chr7	29130184	29130433	+	0	NA	intron (CPVL, intron 3 of 14)	NA	7771	LOC101928168								
Interval_1028	chr10	99600394	99600541	+	0	NA	Intergenic	NA	18913	SLC25A28								
Interval_1508	chr12	6534225	6534402	+	0	NA	promoter-TSS (GAPDH)	NA	-930	GAPDH								
Interval_2319	chr15	34039490	34039634	+	0	NA	promoter-TSS (AVEN)	NA	-32492	AVEN								
Interval_1859	chr12	122421730	122421948	+	0	NA	intron (CLIP1, intron 1 of 26)	NA	793	CLIP1								
Interval_3877	chr2	54638189	54638553	+	0	NA	intron (SPTBN1, intron 17 of 34)	NA	80635	SPTBN1								
Interval_1111	chr10	129057912	129058226	+	0	NA	Intergenic	NA	-588747	MGMT								
Interval_2576	chr16	10862612	10862856	+	0	NA	Intergenic	NA	-14464	CIITA								
Interval_1410	chr11	108236693	108236873	+	0	NA	intron (ATM, intron 5 of 62)	NA	13951	ATM								
Interval_3013	chr17	47322137	47322281	+	0	NA	Intergenic	NA	-1752	EFCAB13								
Interval_6988	chr7	114082426	114082570	+	0	NA	Intergenic	NA	-163471	PPP1R3A								
Interval_1810	chr12	110093119	110093174	+	0	NA	Intergenic	NA	-27089	C12orf76								
Interval_6953	chr7	101255782	101255974	+	0	NA	Intergenic	NA	-10788	FIS1								
Interval_4334	chr2	231392432	231392580	+	0	NA	Intergenic	NA	-4670	B3GNT7								
Interval_1381	chr11	94973567	94973927	+	0	NA	promoter-TSS (CWC15)	NA	66	KDM4D								
Interval_3503	chr19	14004929	14005469	+	0	NA	intron (RFX1, intron 1 of 20)	NA	1884	RFX1								
Interval_4384	chr20	1777372	1777574	+	0	NA	intron (LOC100289473, intron 2 of 3)	NA	2273	LOC100289473								
Interval_654	chr1	228800104	228800279	+	0	NA	Intergenic	NA	-154033	RNA5S17								
Interval_3471	chr19	8650112	8650256	+	0	NA	Intergenic	NA	-39494	ADAMTS10								
Interval_637	chr1	222732577	222732729	+	0	NA	exon (BROX, exon 12 of 12)	NA	-4563	FAM177B								
Interval_4668	chr21	38476440	38476688	+	0	NA	intron (ERG, intron 3 of 11)	NA	-143224	LOC102724678								
Interval_2457	chr15	73982586	73982730	+	0	NA	TTS (STOML1)	NA	9690	STOML1								
Interval_1615	chr12	33587318	33587494	+	0	NA	Intergenic	NA	-147587	SYT10								
Interval_5975	chr5	112575375	112575577	+	0	NA	Intergenic	NA	-52960	LOC102467214								
Interval_2989	chr17	43760525	43760692	+	0	NA	Intergenic	NA	-1820	SOST								
Interval_3668	chr19	51123586	51124053	+	0	NA	exon (LOC102724060, exon 3 of 3)	NA	743	LOC102724060								
Interval_6597	chr6	140036385	140036535	+	0	NA	Intergenic	NA	-43008	RP3-332B22.1								
Interval_5066	chr3	102533664	102533808	+	0	NA	Intergenic	NA	323764	ZPLD1								
Interval_2244	chr14	92650161	92650392	+	0	NA	intron (RIN3, intron 5 of 9)	NA	98426	LGMN								
Interval_2543	chr15	101800130	101800178	+	0	NA	Intergenic	NA	-5566	OR4F6								
Interval_675	chr1	231515768	231516002	+	0	NA	intron (LOC102724041, intron 1 of 2)	NA	4161	LOC102724041								
Interval_97	chr1	25624787	25625080	+	0	NA	intron (MAN1C1, intron 1 of 11)	NA	-61508	MAN1C1								
Interval_7053	chr7	140210310	140210763	+	0	NA	Intergenic	NA	33275	JHDM1D-AS1								
Interval_5580	chr4	105196563	105196757	+	0	NA	intron (TET2, intron 2 of 10)	NA	50785	TET2								
Interval_1084	chr10	119989772	119989922	+	0	NA	Intergenic	NA	31325	MIR4682								
Interval_2001	chr13	95192735	95193015	+	0	NA	intron (ABCC4, intron 9 of 20)	NA	-108180	LOC102724149								
Interval_941	chr10	73717809	73718035	+	0	NA	intron (BMS1P4, intron 9 of 11)	NA	12592	BMS1P4								
Interval_1762	chr12	95431927	95431984	+	0	NA	intron (LOC101928779, intron 3 of 3)	NA	10511	LOC101928779								
Interval_232	chr1	69911336	69911663	+	0	NA	intron (LRRC7, intron 5 of 24)	NA	-7823	PIN1P1								
Interval_6069	chr5	143273299	143273479	+	0	NA	Intergenic	NA	81044	ARHGAP26-IT1								
Interval_996	chr10	89701783	89702025	+	0	NA	intron (KIF20B, intron 1 of 32)	NA	314	KIF20B								
Interval_5231	chr3	169228066	169228266	+	0	NA	intron (MECOM, intron 1 of 15)	NA	326221	RP11-368I23.2								
Interval_5789	chr5	36607978	36608496	+	0	NA	promoter-TSS (SLC1A3)	NA	1647	SLC1A3								
Interval_2792	chr16	85004357	85004510	+	0	NA	intron (ZDHHC7, intron 1 of 8)	NA	7102	ZDHHC7								
Interval_632	chr1	221704382	221704652	+	0	NA	intron (DUSP10, intron 2 of 2)	NA	32943	DUSP10								
Interval_5437	chr4	40601036	40601195	+	0	NA	intron (RBM47, intron 1 of 5)	NA	-86357	RBM47								
Interval_142	chr1	37851007	37851200	+	0	NA	intron (MTF1, intron 2 of 10)	NA	8517	MTF1								
Interval_707	chr1	235938722	235939014	+	0	NA	Intergenic	NA	-71941	LYST								
Interval_3644	chr19	48769382	48769673	+	0	NA	Intergenic	NA	13440	FGF21								
Interval_1209	chr11	33893526	33893678	+	0	NA	Intergenic	NA	-22515	LMO2								
Interval_195	chr1	55048838	55049007	+	0	NA	intron (PCSK9, intron 3 of 11)	NA	9446	PCSK9								
Interval_7309	chr8	48651183	48651462	+	0	NA	intron (RP11-770E5.1, intron 2 of 3)	NA	30919	LOC101929217								
Interval_6101	chr5	154682858	154682905	+	0	NA	exon (LARP1, exon 1 of 19)	NA	-2895	MIR1303								
Interval_7293	chr8	42271214	42271472	+	0	NA	promoter-TSS (IKBKB)	NA	-126	LOC101929897								
Interval_7288	chr8	41930073	41930298	+	0	NA	exon (KAT6A, exon 18 of 18)	NA	121803	KAT6A								
Interval_4414	chr20	9051624	9051832	+	0	NA	Intergenic	NA	-16982	PLCB4								
Interval_5733	chr5	1002025	1002276	+	0	NA	Intergenic	NA	-4810	LOC100506688								
Interval_2665	chr16	46388638	46388788	+	0	NA	Intergenic	NA	180384	ANKRD26P1								
Interval_7681	chr9	19922553	19922787	+	0	NA	Intergenic	NA	-135651	SLC24A2								
Interval_3934	chr2	71082390	71082642	+	0	NA	Intergenic	NA	13866	NAGK								
Interval_3876	chr2	54557717	54557937	+	0	NA	promoter-TSS (SPTBN1)	NA	91	SPTBN1								
Interval_7470	chr8	98817453	98817605	+	0	NA	intron (STK3, intron 3 of 12)	NA	-126906	OSR2								
Interval_3350	chr18	71893747	71893794	+	0	NA	Intergenic	NA	56768	LOC101927537								
Interval_2795	chr16	85136195	85136824	+	0	NA	promoter-TSS (LOC400548)	NA	-641	LOC400548								
Interval_7093	chr7	151839126	151839336	+	0	NA	intron (PRKAG2, intron 1 of 15)	NA	32497	LOC644090								
Interval_6836	chr7	41724526	41724727	+	0	NA	intron (INHBA-AS1, intron 2 of 3)	NA	-21518	INHBA								
Interval_5525	chr4	77048161	77048328	+	0	NA	exon (CCNI, exon 7 of 7)	NA	27728	CCNI								
Interval_2252	chr14	93482857	93483060	+	0	NA	intron (UNC79, intron 4 of 49)	NA	135767	COX8C								
Interval_5305	chr3	190533991	190534243	+	0	NA	intron (IL1RAP, intron 1 of 7)	NA	20066	IL1RAP								
Interval_1695	chr12	67268687	67268909	+	0	NA	promoter-TSS (CAND1)	NA	-483	CAND1								
Interval_2755	chr16	73153879	73154357	+	0	NA	Intergenic	NA	-9671	C16orf47								
Interval_4960	chr3	48532661	48532925	+	0	NA	intron (PFKFB4, intron 10 of 14)	NA	17188	MIR6823								
Interval_2347	chr15	44427790	44428000	+	0	NA	promoter-TSS (CTDSPL2)	NA	296	CTDSPL2								
Interval_6591	chr6	138592792	138593046	+	0	NA	Intergenic	NA	-20388	NHSL1								
Interval_6696	chr6	168888149	168888589	+	0	NA	Intergenic	NA	147274	LOC101929460								
Interval_5773	chr5	32201125	32201419	+	0	NA	Intergenic	NA	-26953	GOLPH3								
Interval_1853	chr12	121210876	121211036	+	0	NA	intron (P2RX4, intron 1 of 10)	NA	1095	P2RX4								
Interval_1033	chr10	101353804	101354085	+	0	NA	promoter-TSS (BTRC)	NA	24014	LOC102724260								
Interval_719	chr1	239910051	239910251	+	0	NA	TTS (CHRM3)	NA	-10279	CHRM3-AS1								
Interval_4151	chr2	167181080	167181421	+	0	NA	intron (XIRP2, intron 3 of 9)	NA	-6110	XIRP2								
Interval_2282	chr14	103057458	103058060	+	0	NA	promoter-TSS (CDC42BPB)	NA	-524	CDC42BPB								
Interval_6824	chr7	37092661	37092956	+	0	NA	intron (ELMO1, intron 15 of 21)	NA	95012	ELMO1-AS1								
Interval_7250	chr8	35190644	35190813	+	0	NA	Intergenic	NA	-358570	UNC5D								
Interval_750	chr1	246609035	246609329	+	0	NA	intron (CNST, intron 2 of 9)	NA	3303	LOC101928139								
Interval_4957	chr3	47225396	47225565	+	0	NA	intron (KIF9-AS1, intron 2 of 6)	NA	57130	KIF9								
Interval_2852	chr17	6940212	6940546	+	0	NA	Intergenic	NA	-58432	ALOX12								
Interval_5121	chr3	125125816	125126084	+	0	NA	intron (SLC12A8, intron 6 of 13)	NA	25602	MIR5092								
Interval_4363	chr2	239265112	239265521	+	0	NA	intron (HDAC4, intron 2 of 26)	NA	-16157	LOC102723762								
Interval_6102	chr5	154714539	154714785	+	0	NA	intron (LARP1, intron 1 of 18)	NA	1760	LARP1								
Interval_5645	chr4	143512711	143512855	+	0	NA	promoter-TSS (SMARCA5)	NA	-680	SMARCA5								
Interval_5101	chr3	117440095	117440285	+	0	NA	Intergenic	NA	-284277	LOC101926953								
Interval_7863	chr9	127519229	127519904	+	0	NA	intron (FAM129B, intron 5 of 13)	NA	59441	FAM129B								
Interval_7658	chr9	6102981	6103033	+	0	NA	Intergenic	NA	-87367	RANBP6								
Interval_1700	chr12	69053181	69053413	+	0	NA	Intergenic	NA	-120098	CPM								
Interval_2387	chr15	58732258	58732405	+	0	NA	intron (ADAM10, intron 1 of 15)	NA	17647	ADAM10								
Interval_6302	chr6	27838256	27838457	+	0	NA	promoter-TSS (HIST1H2AK)	NA	-17	HIST1H2AK								
Interval_5241	chr3	171967173	171967317	+	0	NA	Intergenic	NA	-73309	FNDC3B								
Interval_1731	chr12	89856431	89856765	+	0	NA	Intergenic	NA	147643	LINC00936								
Interval_4743	chr22	29411646	29411916	+	0	NA	intron (LOC102723305, intron 1 of 2)	NA	867	LOC102723305								
Interval_6592	chr6	138593354	138593581	+	0	NA	Intergenic	NA	-20936	NHSL1								
Interval_733	chr1	244010915	244011159	+	0	NA	intron (RP11-278H7.1, intron 6 of 11)	NA	-40222	ZBTB18								
Interval_2886	chr17	15154823	15154969	+	0	NA	Intergenic	NA	-48709	CDRT8								
Interval_2444	chr15	70509314	70509537	+	0	NA	Intergenic	NA	77181	LOC101929151								
Interval_1873	chr12	124755362	124755519	+	0	NA	Intergenic	NA	108533	SCARB1								
Interval_7394	chr8	67968579	67968861	+	0	NA	intron (PREX2, intron 1 of 23)	NA	16352	PREX2								
Interval_1711	chr12	75978097	75978294	+	0	NA	Intergenic	NA	53581	PHLDA1								
Interval_3183	chr18	2846947	2847091	+	0	NA	promoter-TSS (EMILIN2)	NA	-11	EMILIN2								
Interval_4849	chr3	10701096	10701240	+	0	NA	intron (ATP2B2, intron 1 of 21)	NA	63024	LINC00606								
Interval_4132	chr2	159610022	159610305	+	0	NA	intron (BAZ2B, intron 1 of 35)	NA	-5135	LOC643072								
Interval_7301	chr8	47305025	47305232	+	0	NA	intron (SPIDR, intron 4 of 16)	NA	115821	RP11-1134I14.8								
Interval_7003	chr7	124364822	124365135	+	0	NA	Intergenic	NA	-12882	RP5-921G16.2								
