PeakID (cmd=annotatePeaks.pl JUND.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_684	chr12	49233877	49234212	+	0	NA	intron (LOC102723916, intron 2 of 2)	NA	25121	LOC102723916								
Interval_297	chr1	238606959	238607240	+	0	NA	Intergenic	NA	-121082	LINC01139								
Interval_1536	chr19	49453427	49453608	+	0	NA	intron (ALDH16A1, intron 1 of 16)	NA	301	ALDH16A1								
Interval_2887	chr7	50610737	50611003	+	0	NA	intron (GRB10, intron 10 of 15)	NA	-49799	DDC								
Interval_3347	chr9	104961292	104961465	+	0	NA	Intergenic	NA	30384	LOC101928579								
Interval_1701	chr2	109213972	109214217	+	0	NA	intron (SH3RF3, intron 1 of 7)	NA	58433	LOC102724819								
Interval_2779	chr6	137389136	137389406	+	0	NA	Intergenic	NA	-36190	LOC102723633								
Interval_2002	chr22	32145985	32146276	+	0	NA	Intergenic	NA	13126	C22orf42								
Interval_2782	chr6	139392856	139393137	+	0	NA	Intergenic	NA	-18783	CITED2								
Interval_408	chr10	97070148	97070420	+	0	NA	intron (SLIT1, intron 4 of 36)	NA	-32472	RP11-453E2.2								
Interval_916	chr15	25790337	25790586	+	0	NA	intron (ATP10A, intron 1 of 20)	NA	58355	MIR4715								
Interval_205	chr1	182175363	182175593	+	0	NA	Intergenic	NA	-113766	ZNF648								
Interval_629	chr12	6167873	6168221	+	0	NA	Intergenic	NA	-32272	CD9								
Interval_3096	chr8	58616521	58616830	+	0	NA	intron (NSMAF, intron 9 of 30)	NA	43170	NSMAF								
Interval_52	chr1	39192136	39192442	+	0	NA	intron (MACF1, intron 1 of 101)	NA	-76176	MACF1								
Interval_449	chr10	128664896	128665096	+	0	NA	Intergenic	NA	379048	LINC01163								
Interval_2080	chr3	28347620	28347906	+	0	NA	intron (AZI2, intron 1 of 8)	NA	-1185	ZCWPW2								
Interval_1162	chr17	23016169	23016436	+	0	NA	Intergenic	NA	-493116	LOC102723754								
Interval_2924	chr7	89033736	89033909	+	0	NA	intron (ZNF804B, intron 1 of 3)	NA	-238105	C7orf62								
Interval_2421	chr4	184856355	184856597	+	0	NA	Intergenic	NA	-5366	MIR3945								
Interval_794	chr13	28476288	28476496	+	0	NA	intron (FLT1, intron 1 of 12)	NA	18736	FLT1								
Interval_1315	chr18	32531348	32531601	+	0	NA	Intergenic	NA	19811	WBP11P1								
Interval_3087	chr8	54629301	54629529	+	0	NA	exon (RP1, exon 4 of 4)	NA	13348	RP1								
Interval_2866	chr7	36264085	36264435	+	0	NA	intron (EEPD1, intron 3 of 7)	NA	102981	KIAA0895								
Interval_645	chr12	19712203	19712421	+	0	NA	Intergenic	NA	109149	LOC101928387								
Interval_669	chr12	31896602	31896952	+	0	NA	Intergenic	NA	-62642	KIAA1551								
Interval_2986	chr8	4243361	4243706	+	0	NA	intron (CSMD1, intron 3 of 69)	NA	751273	CSMD1								
Interval_3272	chr8	133919494	133919733	+	0	NA	Intergenic	NA	33117	RP11-157E21.1								
Interval_2701	chr6	43926645	43926974	+	0	NA	intron (LOC100132354, intron 1 of 1)	NA	35781	LOC100132354								
Interval_824	chr14	22556311	22556484	+	0	NA	Intergenic	NA	32840	DAD1								
Interval_2069	chr3	17632539	17632718	+	0	NA	intron (TBC1D5, intron 1 of 21)	NA	109987	TBC1D5								
Interval_2039	chr3	5194874	5195116	+	0	NA	intron (EDEM1, intron 1 of 9)	NA	7288	EDEM1								
Interval_248	chr1	212486009	212486250	+	0	NA	Intergenic	NA	53242	NENF								
Interval_3225	chr8	124545294	124545535	+	0	NA	intron (NDUFB9, intron 2 of 3)	NA	6312	NDUFB9								
Interval_210	chr1	184163762	184163976	+	0	NA	Intergenic	NA	50103	LOC102724846								
Interval_1818	chr2	237687671	237687953	+	0	NA	intron (LRRFIP1, intron 1 of 21)	NA	-4380	LRRFIP1								
Interval_1111	chr16	72172406	72172689	+	0	NA	promoter-TSS (PMFBP1)	NA	-1279	PMFBP1								
Interval_1057	chr16	34573991	34574413	+	0	NA	Intergenic	NA	142210	LOC102724523								
Interval_1658	chr2	65081314	65081527	+	0	NA	TTS (CEP68)	NA	-16278	LOC102724243								
Interval_163	chr1	150881760	150881933	+	0	NA	Intergenic	NA	-5372	LOC100996521								
Interval_710	chr12	76588824	76589260	+	0	NA	Intergenic	NA	-29233	OSBPL8								
Interval_2248	chr3	184085562	184085735	+	0	NA	Intergenic	NA	-11416	HTR3E								
Interval_3133	chr8	80864707	80865072	+	0	NA	intron (ZNF704, intron 1 of 8)	NA	8770	ZNF704								
Interval_885	chr14	85421641	85421814	+	0	NA	Intergenic	NA	27812	LINC00911								
Interval_204	chr1	180131591	180131776	+	0	NA	Intergenic	NA	-23150	QSOX1								
Interval_2144	chr3	75285587	75285831	+	0	NA	Intergenic	NA	71233	MIR4444-2								
Interval_275	chr1	228838438	228838698	+	0	NA	Intergenic	NA	103491	RHOU								
Interval_3169	chr8	96861472	96861710	+	0	NA	exon (CPQ, exon 5 of 5)	NA	216364	CPQ								
Interval_40	chr1	32394379	32394578	+	0	NA	promoter-TSS (BSDC1)	NA	-17	BSDC1								
Interval_2052	chr3	12353937	12354118	+	0	NA	intron (PPARG, intron 1 of 6)	NA	66177	PPARG								
Interval_726	chr12	92770239	92770430	+	0	NA	exon (PLEKHG7, exon 12 of 12)	NA	33004	PLEKHG7								
Interval_2713	chr6	52352464	52352661	+	0	NA	Intergenic	NA	-9566	PAQR8								
Interval_1351	chr18	59911718	59911967	+	0	NA	Intergenic	NA	11882	PMAIP1								
Interval_2343	chr4	74654426	74654634	+	0	NA	Intergenic	NA	140136	BTC								
Interval_1146	chr17	10018414	10018669	+	0	NA	intron (GAS7, intron 2 of 13)	NA	18020	GAS7								
Interval_2222	chr3	153130601	153130802	+	0	NA	Intergenic	NA	-31511	RAP2B								
Interval_2012	chr22	36451717	36452007	+	0	NA	Intergenic	NA	-19476	LOC101926989								
Interval_1973	chr21	42199614	42199790	+	0	NA	promoter-TSS (ABCG1)	NA	-20196	ABCG1								
Interval_1883	chr20	40506539	40506984	+	0	NA	Intergenic	NA	112424	LOC102724968								
Interval_2773	chr6	134398493	134398762	+	0	NA	promoter-TSS (LOC102723463)	NA	-80	LOC102723463								
Interval_508	chr11	43830914	43831326	+	0	NA	intron (HSD17B12, intron 7 of 10)	NA	-49687	ALKBH3								
Interval_3297	chr9	3385965	3386139	+	0	NA	intron (RFX3, intron 3 of 18)	NA	-78995	DSERG1								
Interval_1428	chr19	6737643	6737817	+	0	NA	promoter-TSS (GPR108)	NA	-424	GPR108								
Interval_1133	chr17	1197437	1197613	+	0	NA	intron (ABR, intron 1 of 22)	NA	-73039	BHLHA9								
Interval_1745	chr2	161990881	161991054	+	0	NA	Intergenic	NA	83575	DPP4								
Interval_821	chr14	16092987	16093600	+	0	NA	Intergenic	NA	-2507824	OR11H12								
Interval_107	chr1	100347431	100347649	+	0	NA	Intergenic	NA	-4927	CDC14A								
Interval_2881	chr7	47291349	47291827	+	0	NA	intron (TNS3, intron 27 of 30)	NA	266402	LOC102723974								
Interval_158	chr1	149939105	149939511	+	0	NA	Intergenic	NA	-2958	MTMR11								
Interval_2132	chr3	63343782	63343992	+	0	NA	intron (SYNPR, intron 2 of 5)	NA	65649	SYNPR								
Interval_19	chr1	16905226	16905456	+	0	NA	Intergenic	NA	-8743	CROCC								
Interval_3339	chr9	95157924	95158113	+	0	NA	intron (FANCC, intron 6 of 14)	NA	-71924	MIR3074								
Interval_1690	chr2	98134336	98134579	+	0	NA	intron (VWA3B, intron 7 of 26)	NA	-82429	VWA3B								
Interval_775	chr12	132394099	132394334	+	0	NA	Intergenic	NA	-10874	LOC101928629								
Interval_839	chr14	50038677	50039056	+	0	NA	intron (RP11-58E21.3, intron 3 of 5)	NA	1018	RP11-58E21.3								
Interval_1878	chr20	35742065	35742281	+	0	NA	promoter-TSS (RBM39)	NA	59	RBM39								
Interval_2199	chr3	136616340	136616536	+	0	NA	intron (STAG1, intron 3 of 32)	NA	135951	STAG1								
Interval_1937	chr21	18812319	18812727	+	0	NA	Intergenic	NA	-52711	AL109763.2								
Interval_1449	chr19	11095129	11095444	+	0	NA	intron (LDLR, intron 1 of 15)	NA	5924	LDLR								
Interval_1763	chr2	187982775	187982948	+	0	NA	Intergenic	NA	-308848	GULP1								
Interval_1798	chr2	222709315	222709508	+	0	NA	intron (MOGAT1, intron 5 of 5)	NA	37667	MOGAT1								
Interval_1236	chr17	59837695	59837964	+	0	NA	intron (VMP1, intron 10 of 11)	NA	-3482	MIR21								
Interval_574	chr11	93591432	93591672	+	0	NA	Intergenic	NA	-48172	SMCO4								
Interval_1723	chr2	144659757	144660126	+	0	NA	Intergenic	NA	-8026	TEX41								
Interval_2111	chr3	49495082	49495403	+	0	NA	intron (DAG1, intron 2 of 3)	NA	25110	DAG1								
Interval_2923	chr7	88355075	88355277	+	0	NA	Intergenic	NA	-48263	STEAP4								
Interval_3108	chr8	64484516	64484735	+	0	NA	Intergenic	NA	-72703	LOC101929675								
Interval_1317	chr18	35478675	35478848	+	0	NA	intron (INO80C, intron 3 of 4)	NA	19383	INO80C								
Interval_1902	chr20	50166052	50166300	+	0	NA	promoter-TSS (LOC101927512)	NA	-80	LOC101927512								
Interval_2780	chr6	139134901	139135074	+	0	NA	promoter-TSS (HECA)	NA	-125	HECA								
Interval_2941	chr7	107753579	107753805	+	0	NA	intron (CBLL1, intron 2 of 4)	NA	-9641	LOC101927974								
Interval_63	chr1	45802834	45803007	+	0	NA	promoter-TSS (MAST2)	NA	-677	MAST2								
Interval_364	chr10	63707355	63707714	+	0	NA	Intergenic	NA	76857	LOC101929846								
Interval_3289	chr8	143936457	143936709	+	0	NA	intron (PLEC, intron 5 of 31)	NA	7375	PLEC								
Interval_634	chr12	9118112	9118567	+	0	NA	Intergenic	NA	-2377	A2M								
Interval_959	chr15	62940718	62940964	+	0	NA	Intergenic	NA	45029	LOC101928955								
Interval_169	chr1	154420270	154420503	+	0	NA	intron (IL6R, intron 1 of 8)	NA	-13563	LOC101928101								
Interval_3128	chr8	80075736	80075981	+	0	NA	intron (TPD52, intron 1 of 5)	NA	4973	TPD52								
Interval_3245	chr8	125698807	125699102	+	0	NA	Intergenic	NA	223404	LOC101927634								
Interval_716	chr12	89162742	89163092	+	0	NA	Intergenic	NA	-143225	RP11-13A1.1								
Interval_450	chr10	132320288	132320510	+	0	NA	Intergenic	NA	11474	LOC102724967								
Interval_3167	chr8	96854029	96854239	+	0	NA	intron (CPQ, intron 4 of 8)	NA	208907	CPQ								
Interval_1672	chr2	70649149	70649469	+	0	NA	Intergenic	NA	-95294	TGFA								
Interval_1682	chr2	90394136	90394361	+	0	NA	Intergenic	NA	34745	LOC101060017								
Interval_1631	chr2	43326155	43326328	+	0	NA	intron (THADA, intron 28 of 35)	NA	99030	LINC01126								
Interval_2354	chr4	87374969	87375311	+	0	NA	intron (HSD17B11, intron 2 of 6)	NA	16163	HSD17B11								
Interval_1813	chr2	233350811	233350984	+	0	NA	Intergenic	NA	43234	SAG								
Interval_3224	chr8	124474521	124474901	+	0	NA	promoter-TSS (RNF139-AS1)	NA	-56	RNF139								
Interval_2692	chr6	36680389	36680652	+	0	NA	intron (CDKN1A, intron 1 of 2)	NA	1841	CDKN1A								
Interval_3234	chr8	125191770	125192275	+	0	NA	intron (NSMCE2, intron 5 of 7)	NA	65688	LOC102723524								
Interval_696	chr12	58046341	58046532	+	0	NA	Intergenic	NA	104895	XRCC6BP1								
Interval_2622	chr6	7070085	7070322	+	0	NA	Intergenic	NA	-68932	RREB1								
Interval_2917	chr7	84271589	84271819	+	0	NA	intron (SEMA3A, intron 2 of 18)	NA	-76476	SEMA3A								
Interval_418	chr10	102454056	102454236	+	0	NA	intron (LOC100505761, intron 4 of 4)	NA	-2603	C10orf95								
Interval_1932	chr21	14691074	14691273	+	0	NA	Intergenic	NA	-48066	LOC388813								
Interval_3312	chr9	21832129	21832459	+	0	NA	intron (MTAP, intron 4 of 7)	NA	29658	MTAP								
Interval_1633	chr2	43595899	43596233	+	0	NA	promoter-TSS (THADA)	NA	-20	THADA								
Interval_31	chr1	27112035	27112364	+	0	NA	intron (SLC9A1, intron 1 of 10)	NA	42931	SLC9A1								
Interval_1603	chr2	17643277	17643497	+	0	NA	intron (VSNL1, intron 2 of 3)	NA	102847	VSNL1								
Interval_3114	chr8	66009987	66010211	+	0	NA	Intergenic	NA	-11457	DNAJC5B								
Interval_1064	chr16	34588799	34588871	+	0	NA	Intergenic	NA	156843	LOC102724523								
Interval_2392	chr4	138242394	138242643	+	0	NA	promoter-TSS (SLC7A11)	NA	-169	SLC7A11								
Interval_570	chr11	86740713	86741085	+	0	NA	Intergenic	NA	-22618	LOC102724775								
Interval_984	chr15	75104931	75105130	+	0	NA	Intergenic	NA	81438	PPCDC								
Interval_1573	chr19	57826549	57826807	+	0	NA	exon (FKBP1AP1, exon 2 of 2)	NA	784	FKBP1AP1								
Interval_718	chr12	89756655	89757128	+	0	NA	Intergenic	NA	47936	LINC00936								
Interval_2526	chr5	112963827	112964154	+	0	NA	Intergenic	NA	-12720	DCP2								
Interval_1485	chr19	29952675	29952904	+	0	NA	intron (URI1, intron 1 of 9)	NA	29145	URI1								
Interval_795	chr13	28524193	28524385	+	0	NA	Intergenic	NA	-29161	FLT1								
Interval_686	chr12	52118621	52118800	+	0	NA	Intergenic	NA	48736	C12orf44								
Interval_1562	chr19	54189791	54190343	+	0	NA	promoter-TSS (TSEN34)	NA	-185	MBOAT7								
Interval_3240	chr8	125434598	125434935	+	0	NA	intron (TRIB1, intron 2 of 2)	NA	1907	TRIB1								
Interval_331	chr10	29659021	29659295	+	0	NA	intron (SVIL, intron 2 of 41)	NA	-24157	SVIL								
Interval_826	chr14	22651187	22651379	+	0	NA	Intergenic	NA	52985	ABHD4								
Interval_2545	chr5	133953040	133953224	+	0	NA	Intergenic	NA	15583	C5orf15								
Interval_1180	chr17	29692224	29692458	+	0	NA	intron (SSH2, intron 3 of 13)	NA	-73876	CORO6								
Interval_761	chr12	121190541	121190856	+	0	NA	Intergenic	NA	-19163	P2RX4								
Interval_1061	chr16	34582780	34583256	+	0	NA	Intergenic	NA	151026	LOC102724523								
Interval_3231	chr8	124866650	124866823	+	0	NA	Intergenic	NA	-44678	MIR4662B								
Interval_1806	chr2	226650235	226650489	+	0	NA	Intergenic	NA	8431	MIR5702								
Interval_949	chr15	54803399	54803742	+	0	NA	Intergenic	NA	393463	RSL24D1								
Interval_1239	chr17	63460808	63461011	+	0	NA	Intergenic	NA	-14548	CYB561								
Interval_2707	chr6	45710340	45710554	+	0	NA	Intergenic	NA	287873	RUNX2								
Interval_2084	chr3	31105568	31105791	+	0	NA	Intergenic	NA	-211018	GADL1								
Interval_47	chr1	36224187	36224401	+	0	NA	promoter-TSS (THRAP3)	NA	-122	THRAP3								
Interval_3411	chrUn_GL000195v1	30626	30827	+	0	NA	Intergenic	NA	55971	LOC389831								
Interval_1572	chr19	56270733	56271047	+	0	NA	intron (LOC100506374, intron 1 of 10)	NA	-1852	LOC100506374								
Interval_659	chr12	27236517	27236690	+	0	NA	Intergenic	NA	-7664	STK38L								
Interval_1576	chr1_KI270709v1_random	9152	9412	+	0	NA	NA	NA	NA	NA								
Interval_623	chr12	182700	182920	+	0	NA	Intergenic	NA	-20835	LOC101929384								
Interval_2761	chr6	125910577	125910782	+	0	NA	intron (NCOA7, intron 10 of 15)	NA	-46037	HINT3								
Interval_3255	chr8	129490548	129490835	+	0	NA	Intergenic	NA	-6603	MIR3686								
Interval_2668	chr6	25179365	25179618	+	0	NA	Intergenic	NA	-41668	CMAHP								
Interval_1143	chr17	8187649	8187872	+	0	NA	TTS (MIR4521)	NA	167	TRNAI23								
Interval_2511	chr5	99020307	99020480	+	0	NA	Intergenic	NA	48346	LOC102724810								
Interval_1442	chr19	9927597	9927955	+	0	NA	intron (OLFM2, intron 1 of 5)	NA	8618	OLFM2								
Interval_1868	chr20	29517270	29517339	+	0	NA	Intergenic	NA	-22349	LOC102723390								
Interval_1799	chr2	222744404	222744587	+	0	NA	Intergenic	NA	72751	MOGAT1								
Interval_1223	chr17	56787074	56787571	+	0	NA	Intergenic	NA	32744	C17orf67								
Interval_2794	chr6	150072253	150072488	+	0	NA	Intergenic	NA	-3176	ULBP3								
Interval_2497	chr5	87121342	87121571	+	0	NA	intron (RP11-72L22.1, intron 1 of 3)	NA	1308	RP11-72L22.1								
Interval_3115	chr8	66123886	66124244	+	0	NA	intron (LOC101060153, intron 2 of 2)	NA	-2978	TRIM55								
Interval_2016	chr22	38201821	38202052	+	0	NA	promoter-TSS (MAFF)	NA	-1084	MAFF								
Interval_3092	chr8	58172753	58173039	+	0	NA	Intergenic	NA	99205	LOC101929528								
Interval_3354	chr9	109440842	109441021	+	0	NA	intron (PTPN3, intron 2 of 20)	NA	9438	PTPN3								
Interval_1097	chr16	56931894	56932067	+	0	NA	promoter-TSS (HERPUD1)	NA	-110	HERPUD1								
Interval_3221	chr8	123840895	123841068	+	0	NA	Intergenic	NA	72339	FAM91A1								
Interval_940	chr15	50884060	50884261	+	0	NA	Intergenic	NA	-24465	AP4E1								
Interval_2824	chr6	169997871	169998050	+	0	NA	intron (LOC102724475, intron 1 of 2)	NA	25272	LOC102724475								
Interval_1440	chr19	8832632	8832839	+	0	NA	promoter-TSS (ZNF558)	NA	-9846	ZNF558								
Interval_94	chr1	87869864	87869933	+	0	NA	Intergenic	NA	-89540	LOC101927871								
Interval_3028	chr8	26291357	26291551	+	0	NA	promoter-TSS (PPP2R2A)	NA	-74	PPP2R2A								
Interval_1866	chr20	29507246	29507477	+	0	NA	Intergenic	NA	-12406	LOC102723390								
Interval_536	chr11	65117647	65117920	+	0	NA	promoter-TSS (ZNHIT2)	NA	-85	ZNHIT2								
Interval_1039	chr16	24273599	24273772	+	0	NA	intron (CACNG3, intron 1 of 3)	NA	18132	CACNG3								
Interval_2053	chr3	12393955	12394254	+	0	NA	intron (PPARG, intron 5 of 7)	NA	-90328	TSEN2								
Interval_2681	chr6	30717431	30717811	+	0	NA	promoter-TSS (MDC1)	NA	-538	MDC1								
Interval_784	chr13	19782959	19783161	+	0	NA	promoter-TSS (PSPC1)	NA	-41	PSPC1								
Interval_2458	chr5	42993150	42993554	+	0	NA	promoter-TSS (FLJ32255)	NA	-19	FLJ32255								
Interval_2395	chr4	139872375	139872554	+	0	NA	intron (MAML3, intron 2 of 4)	NA	-186521	LOC101927544								
Interval_2274	chr4	1043720	1043931	+	0	NA	Intergenic	NA	31853	FGFRL1								
Interval_2577	chr5	146446959	146447317	+	0	NA	promoter-TSS (TCERG1)	NA	-173	TCERG1								
Interval_2547	chr5	135456289	135456489	+	0	NA	Intergenic	NA	-3990	TIFAB								
Interval_1882	chr20	40498309	40498742	+	0	NA	Intergenic	NA	120660	LOC102724968								
Interval_1443	chr19	10126334	10126583	+	0	NA	Intergenic	NA	-6535	EIF3G								
Interval_2040	chr3	5197633	5197888	+	0	NA	intron (EDEM1, intron 2 of 9)	NA	10053	EDEM1								
Interval_336	chr10	32318657	32318843	+	0	NA	intron (EPC1, intron 1 of 13)	NA	28452	EPC1								
Interval_162	chr1	150876774	150877032	+	0	NA	promoter-TSS (ARNT)	NA	-10315	LOC100996521								
Interval_114	chr1	108584335	108584550	+	0	NA	intron (FAM102B, intron 1 of 10)	NA	24093	FAM102B								
Interval_3033	chr8	29408552	29408743	+	0	NA	Intergenic	NA	-59842	DUSP4								
Interval_426	chr10	110188609	110188782	+	0	NA	Intergenic	NA	-18910	MXI1								
Interval_3146	chr8	87451392	87451596	+	0	NA	intron (CNBD1, intron 11 of 12)	NA	422574	DCAF4L2								
Interval_2751	chr6	109308205	109308419	+	0	NA	TTS (CCDC162P)	NA	14009	CCDC162P								
Interval_610	chr11	122856694	122856989	+	0	NA	intron (CRTAM, intron 5 of 9)	NA	18294	CRTAM								
Interval_296	chr1	236097112	236097475	+	0	NA	Intergenic	NA	-32116	NID1								
Interval_2419	chr4	182486951	182487195	+	0	NA	intron (TENM3, intron 2 of 26)	NA	317780	MIR1305								
Interval_111	chr1	107877219	107877471	+	0	NA	intron (VAV3, intron 1 of 26)	NA	-19937	MIR7852								
Interval_60	chr1	44730792	44731121	+	0	NA	TTS (RNU5D-1)	NA	212	RNU5D-1								
Interval_362	chr10	63236386	63236683	+	0	NA	intron (JMJD1C, intron 2 of 24)	NA	51788	LOC102724807								
Interval_724	chr12	92208679	92208899	+	0	NA	Intergenic	NA	62042	LOC101928617								
Interval_3101	chr8	59768131	59768318	+	0	NA	Intergenic	NA	513171	CA8								
Interval_2631	chr6	10889355	10889546	+	0	NA	intron (SYCP2L, intron 1 of 29)	NA	2619	SYCP2L								
Interval_3305	chr9	18596937	18597310	+	0	NA	intron (ADAMTSL1, intron 4 of 28)	NA	23773	MIR3152								
Interval_603	chr11	118481597	118482213	+	0	NA	promoter-TSS (KMT2A)	NA	43813	LOC101929115								
Interval_3396	chrM	5472	5604	+	0	NA	promoter-TSS (TRNW)	NA	26	TRNW								
Interval_2527	chr5	114413028	114413201	+	0	NA	intron (KCNN2, intron 3 of 8)	NA	50795	KCNN2								
Interval_666	chr12	31732949	31733123	+	0	NA	Intergenic	NA	-3862	AMN1								
Interval_2391	chr4	137530338	137530536	+	0	NA	exon (PCDH18, exon 1 of 4)	NA	2038	PCDH18								
Interval_2989	chr8	8238695	8238926	+	0	NA	exon (FAM86B3P, exon 8 of 8)	NA	10240	FAM86B3P								
Interval_1525	chr19	47244142	47244422	+	0	NA	Intergenic	NA	-11429	BBC3								
Interval_2798	chr6	153092766	153092946	+	0	NA	intron (RGS17, intron 1 of 4)	NA	38400	RGS17								
Interval_483	chr11	14520198	14520546	+	0	NA	promoter-TSS (PSMA1)	NA	73	PSMA1								
Interval_1025	chr16	15590873	15591273	+	0	NA	Intergenic	NA	20022	MIR6506								
Interval_10	chr1	9275621	9275856	+	0	NA	Intergenic	NA	-17144	SPSB1								
Interval_402	chr10	91198921	91199116	+	0	NA	intron (PCGF5, intron 1 of 8)	NA	-21556	PCGF5								
Interval_2952	chr7	127635033	127635230	+	0	NA	Intergenic	NA	-17017	SND1								
Interval_3399	chrM	7631	8220	+	0	NA	promoter-TSS (TRNK)	NA	-370	TRNK								
Interval_967	chr15	67024428	67024706	+	0	NA	intron (LOC102723493, intron 2 of 4)	NA	-36920	LOC102723493								
Interval_1051	chr16	30938438	30938611	+	0	NA	intron (FBXL19, intron 7 of 10)	NA	-10560	ORAI3								
Interval_1801	chr2	222866742	222866918	+	0	NA	intron (ACSL3, intron 1 of 16)	NA	5816	ACSL3								
Interval_1821	chr2	240251159	240251404	+	0	NA	Intergenic	NA	-110625	OTOS								
Interval_2184	chr3	125310912	125311129	+	0	NA	intron (ZNF148, intron 4 of 8)	NA	64334	ZNF148								
Interval_25	chr1	22052504	22052707	+	0	NA	promoter-TSS (CDC42)	NA	-22	CDC42								
Interval_1517	chr19	44890499	44890814	+	0	NA	promoter-TSS (TOMM40)	NA	-570	TOMM40								
Interval_2944	chr7	114889725	114889965	+	0	NA	Intergenic	NA	-32309	MDFIC								
Interval_494	chr11	27423123	27423516	+	0	NA	intron (LGR4, intron 1 of 17)	NA	18638	LOC101928289								
Interval_1482	chr19	29587813	29587935	+	0	NA	Intergenic	NA	-18389	POP4								
Interval_3116	chr8	67602513	67602892	+	0	NA	intron (CPA6, intron 2 of 10)	NA	143683	CPA6								
Interval_1199	chr17	39538901	39539074	+	0	NA	intron (CDK12, intron 14 of 19)	NA	68687	NEUROD2								
Interval_3397	chrM	6201	6709	+	0	NA	promoter-TSS (TRNC)	NA	-564	TRNY								
Interval_3009	chr8	20099287	20099510	+	0	NA	Intergenic	NA	83808	SLC18A1								
Interval_752	chr12	116885544	116885893	+	0	NA	Intergenic	NA	-4291	HRK								
Interval_3377	chr9	128307286	128307547	+	0	NA	Intergenic	NA	15002	TRUB2								
Interval_200	chr1	176241344	176241701	+	0	NA	Intergenic	NA	-34272	RFWD2								
Interval_2133	chr3	63679223	63679401	+	0	NA	Intergenic	NA	26644	SNTN								
Interval_2796	chr6	152095207	152095468	+	0	NA	intron (ESR1, intron 7 of 7)	NA	404841	ESR1								
