PeakID (cmd=annotatePeaks.pl HOXA9.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_666	chr2	148948912	148949261	+	0	NA	intron (KIF5C, intron 8 of 25)	NA	-63499	LOC101928553								
Interval_538	chr18	55634585	55634790	+	0	NA	intron (TCF4, intron 1 of 20)	NA	-46058	TCF4								
Interval_986	chr5	16976202	16976679	+	0	NA	Intergenic	NA	240982	AC091878.1								
Interval_1039	chr5	140603073	140603285	+	0	NA	Intergenic	NA	-8609	LOC100505798								
Interval_810	chr3	12405814	12406030	+	0	NA	exon (PPARG, exon 6 of 8)	NA	-78589	TSEN2								
Interval_866	chr3	141796550	141796968	+	0	NA	intron (GRK7, intron 2 of 3)	NA	18558	GRK7								
Interval_1057	chr6	5672509	5672982	+	0	NA	intron (RP1-256G22.2, intron 2 of 3)	NA	22527	RP1-256G22.2								
Interval_225	chr11	86486751	86486981	+	0	NA	intron (ME3, intron 7 of 14)	NA	91532	CCDC81								
Interval_771	chr21	45815962	45816317	+	0	NA	Intergenic	NA	20280	AL592528.1								
Interval_627	chr2	46147162	46147428	+	0	NA	intron (PRKCE, intron 13 of 15)	NA	-110511	LOC101926974								
Interval_1384	chrUn_KI270333v1	180	488	+	0	NA	NA	NA	NA	NA								
Interval_1164	chr7	64999503	64999703	+	0	NA	intron (ERV3-1, intron 1 of 1)	NA	7143	ERV3-1								
Interval_1272	chr8	101359187	101359444	+	0	NA	Intergenic	NA	-9578	NACAP1								
Interval_9	chr1	16249742	16250000	+	0	NA	TTS (FBXO42)	NA	-12707	RSG1								
Interval_28	chr1	54965794	54966369	+	0	NA	Intergenic	NA	-8140	TRNAK-CUU								
Interval_274	chr12	66901238	66901477	+	0	NA	intron (GRIP1, intron 1 of 24)	NA	167873	GRIP1								
Interval_413	chr16	29014047	29014327	+	0	NA	Intergenic	NA	29121	LAT								
Interval_738	chr20	59242808	59243064	+	0	NA	intron (ZNF831, intron 4 of 5)	NA	-57558	EDN3								
Interval_903	chr4	25861210	25861437	+	0	NA	promoter-TSS (LOC102723733)	NA	-694	LOC102723733								
Interval_14	chr1	26315424	26315660	+	0	NA	intron (UBXN11, intron 1 of 14)	NA	-2378	CD52								
Interval_1349	chr9	110282445	110282701	+	0	NA	Intergenic	NA	-25933	TXN								
Interval_846	chr3	108062086	108062432	+	0	NA	intron (CD47, intron 3 of 11)	NA	28829	CD47								
Interval_670	chr2	158142292	158142618	+	0	NA	Intergenic	NA	-24195	CCDC148-AS1								
Interval_1116	chr6	134529921	134530271	+	0	NA	intron (RP11-557H15.4, intron 2 of 2)	NA	-5580	LOC101928249								
Interval_291	chr12	107820993	107821256	+	0	NA	Intergenic	NA	18196	LOC101929187								
Interval_1419	chrY	11563691	11563966	+	0	NA	Intergenic	NA	857762	GYG2P1								
Interval_1078	chr6	37314960	37315234	+	0	NA	intron (TBC1D22B, intron 9 of 11)	NA	-38875	RNF8								
Interval_944	chr4	83256832	83257075	+	0	NA	Intergenic	NA	27961	COQ2								
Interval_45	chr1	107804200	107804496	+	0	NA	intron (VAV3, intron 2 of 25)	NA	-92934	MIR7852								
Interval_946	chr4	83568217	83568407	+	0	NA	intron (AGPAT9, intron 3 of 12)	NA	32398	AGPAT9								
Interval_769	chr21	35475688	35476041	+	0	NA	intron (LOC100506403, intron 1 of 2)	NA	104900	LOC100506403								
Interval_820	chr3	24678489	24678839	+	0	NA	Intergenic	NA	-150683	LOC101927874								
Interval_180	chr10	129140987	129141499	+	0	NA	Intergenic	NA	-326049	MGMT								
Interval_524	chr18	22467907	22468258	+	0	NA	Intergenic	NA	-50167	CTAGE1								
Interval_835	chr3	53130418	53130642	+	0	NA	promoter-TSS (RFT1)	NA	-76	RFT1								
Interval_739	chr20	59595411	59595836	+	0	NA	intron (PHACTR3, intron 1 of 12)	NA	-8924	PHACTR3								
Interval_392	chr15	80711152	80711405	+	0	NA	intron (ABHD17C, intron 1 of 2)	NA	15967	ABHD17C								
Interval_1403	chrUn_KI270744v1	111501	111598	+	0	NA	Intergenic	NA	-2139	LOC102723433								
Interval_1400	chrUn_KI270467v1	1707	1806	+	0	NA	NA	NA	NA	NA								
Interval_444	chr16	46399795	46399865	+	0	NA	Intergenic	NA	169267	ANKRD26P1								
Interval_1304	chr8	133231363	133231656	+	0	NA	TTS (WISP1)	NA	-18595	LOC102723635								
Interval_146	chr10	42079613	42079801	+	0	NA	Intergenic	NA	-162816	LOC101929373								
Interval_1011	chr5	71834478	71834947	+	0	NA	Intergenic	NA	115549	CARTPT								
Interval_731	chr20	44610482	44610964	+	0	NA	intron (PKIG, intron 4 of 5)	NA	40938	ADA								
Interval_1071	chr6	25179336	25179552	+	0	NA	Intergenic	NA	-41621	CMAHP								
Interval_706	chr20	3420224	3420519	+	0	NA	Intergenic	NA	-12709	C20orf194								
Interval_49	chr1	111689497	111689748	+	0	NA	intron (RAP1A, intron 2 of 8)	NA	-50219	FAM212B-AS1								
Interval_1410	chrX	65901579	65901790	+	0	NA	Intergenic	NA	-117211	MIR223								
Interval_901	chr4	17595656	17596037	+	0	NA	intron (LAP3, intron 8 of 12)	NA	18542	LAP3								
Interval_971	chr4	154078416	154078759	+	0	NA	Intergenic	NA	-289511	SFRP2								
Interval_411	chr16	23855189	23855406	+	0	NA	intron (PRKCB, intron 2 of 16)	NA	19318	PRKCB								
Interval_757	chr21	20108104	20108323	+	0	NA	Intergenic	NA	694895	LINC00320								
Interval_587	chr19	45211743	45211958	+	0	NA	TTS (EXOC3L2)	NA	22361	EXOC3L2								
Interval_908	chr4	40683795	40684114	+	0	NA	Intergenic	NA	-65943	NSUN7								
Interval_811	chr3	13647696	13647968	+	0	NA	TTS (LOC100293612)	NA	-2889	LINC00620								
Interval_227	chr11	98589958	98590421	+	0	NA	Intergenic	NA	-430787	CNTN5								
Interval_750	chr21	10273207	10273534	+	0	NA	Intergenic	NA	-140162	BAGE2								
Interval_317	chr13	30743263	30743643	+	0	NA	intron (ALOX5AP, intron 1 of 4)	NA	7945	ALOX5AP								
Interval_564	chr19	7013801	7014037	+	0	NA	Intergenic	NA	7478	LOC729458								
Interval_338	chr14	31273939	31274282	+	0	NA	Intergenic	NA	-66627	HECTD1								
Interval_95	chr1	184491590	184491897	+	0	NA	intron (C1orf21, intron 2 of 5)	NA	-48181	LOC102724857								
Interval_1135	chr6	167148139	167148407	+	0	NA	Intergenic	NA	9558	GPR31								
Interval_1305	chr8	133685940	133686200	+	0	NA	Intergenic	NA	91282	LOC101927798								
Interval_506	chr17	64479620	64479849	+	0	NA	intron (POLG2, intron 8 of 8)	NA	17332	POLG2								
Interval_281	chr12	89051129	89051502	+	0	NA	Intergenic	NA	-31623	RP11-13A1.1								
Interval_1379	chrUn_GL000219v1	127923	128117	+	0	NA	Intergenic	NA	-28378	LOC283788								
Interval_1415	chrX	138502986	138503350	+	0	NA	Intergenic	NA	114470	LINC00889								
Interval_1169	chr7	80107332	80107550	+	0	NA	Intergenic	NA	-27383	GNAI1								
Interval_533	chr18	34860617	34860987	+	0	NA	intron (DTNA, intron 17 of 23)	NA	53074	LOC101927757								
Interval_1175	chr7	95094858	95095095	+	0	NA	intron (PPP1R9A, intron 2 of 20)	NA	186897	PPP1R9A								
Interval_813	chr3	17196117	17196641	+	0	NA	intron (TBC1D5, intron 18 of 21)	NA	263183	MIR3714								
Interval_1202	chr8	11297573	11297811	+	0	NA	intron (MTMR9, intron 2 of 9)	NA	13201	MTMR9								
Interval_52	chr1	117003460	117003814	+	0	NA	intron (CD101, intron 1 of 9)	NA	1887	CD101								
Interval_817	chr3	22364925	22365209	+	0	NA	intron (ZNF385D, intron 1 of 9)	NA	-613632	ZNF385D								
Interval_540	chr18	57110259	57110669	+	0	NA	Intergenic	NA	36417	LOC102724717								
Interval_1100	chr6	102474564	102474938	+	0	NA	Intergenic	NA	-1020456	LOC101927388								
Interval_213	chr11	62841343	62841588	+	0	NA	promoter-TSS (WDR74)	NA	296	RNU2-2P								
Interval_44	chr1	107623005	107623327	+	0	NA	intron (VAV3, intron 20 of 25)	NA	-274116	MIR7852								
Interval_214	chr11	64335155	64335533	+	0	NA	intron (LOC102723878, intron 2 of 2)	NA	-4874	CCDC88B								
Interval_483	chr17	26603867	26603955	+	0	NA	Intergenic	NA	690085	MIR4522								
Interval_5	chr1	10898398	10898700	+	0	NA	Intergenic	NA	83488	C1orf127								
Interval_1046	chr5	151151818	151152190	+	0	NA	intron (ANXA6, intron 1 of 25)	NA	5878	ANXA6								
Interval_630	chr2	55899866	55900222	+	0	NA	intron (EFEMP1, intron 5 of 9)	NA	24119	EFEMP1								
Interval_804	chr22_KI270735v1_random	34059	34408	+	0	NA	NA	NA	NA	NA								
Interval_75	chr1	150613632	150613839	+	0	NA	Intergenic	NA	15887	ENSA								
Interval_607	chr1_KI270709v1_random	9137	9330	+	0	NA	NA	NA	NA	NA								
Interval_885	chr3	189655628	189655920	+	0	NA	intron (TP63, intron 1 of 10)	NA	24347	TP63								
Interval_420	chr16	34581409	34581516	+	0	NA	Intergenic	NA	149470	LOC102724523								
Interval_1003	chr5	54013564	54013833	+	0	NA	intron (ARL15, intron 5 of 5)	NA	61885	MIR4459								
Interval_1310	chr8	143454518	143455002	+	0	NA	intron (ZC3H3, intron 13 of 15)	NA	-24328	MAFA								
Interval_861	chr3	128859762	128859987	+	0	NA	Intergenic	NA	11667	RP11-723O4.2								
Interval_240	chr11	118476802	118476982	+	0	NA	exon (KMT2A, exon 4 of 36)	NA	38800	LOC101929115								
Interval_1147	chr7	20221042	20221549	+	0	NA	intron (LOC100506098, intron 3 of 3)	NA	3829	LOC100506098								
Interval_1371	chrM	9523	9640	+	0	NA	promoter-TSS (TRNG)	NA	-410	TRNG								
Interval_1232	chr8	47369442	47369629	+	0	NA	intron (SPIDR, intron 1 of 15)	NA	108657	SPIDR								
Interval_1080	chr6	41784467	41784967	+	0	NA	intron (PRICKLE4, intron 4 of 7)	NA	-2726	TOMM6								
Interval_539	chr18	55988459	55988779	+	0	NA	Intergenic	NA	-68420	RP11-214L13.1								
Interval_1005	chr5	56876312	56876684	+	0	NA	intron (MAP3K1, intron 10 of 19)	NA	-33571	SETD9								
Interval_1192	chr7	148527761	148527970	+	0	NA	Intergenic	NA	-62700	C7orf33								
Interval_1262	chr8	95080250	95080518	+	0	NA	Intergenic	NA	-7388	MIR3150B								
Interval_485	chr17	26885744	26885817	+	0	NA	Intergenic	NA	408216	MIR4522								
Interval_592	chr19	47256960	47257188	+	0	NA	promoter-TSS (CCDC9)	NA	-589	CCDC9								
Interval_255	chr12	2885370	2885583	+	0	NA	exon (RHNO1, exon 2 of 3)	NA	-5391	TULP3								
Interval_708	chr20	6489759	6490101	+	0	NA	intron (CASC20, intron 3 of 3)	NA	63198	CASC20								
Interval_602	chr19	54901201	54901397	+	0	NA	Intergenic	NA	-4851	NCR1								
Interval_64	chr1	124562318	124562591	+	0	NA	Intergenic	NA	3043342	EMBP1								
Interval_1397	chrUn_KI270438v1	112358	112438	+	0	NA	NA	NA	NA	NA								
Interval_1062	chr6	8781514	8781795	+	0	NA	intron (RP11-314C16.1, intron 3 of 4)	NA	129445	HULC								
Interval_346	chr14	64654209	64654511	+	0	NA	Intergenic	NA	49890	LOC101927856								
Interval_694	chr2	226652392	226652677	+	0	NA	Intergenic	NA	6207	MIR5702								
Interval_728	chr20	40980554	40980782	+	0	NA	Intergenic	NA	-48154	TOP1								
Interval_1307	chr8	133919433	133919728	+	0	NA	Intergenic	NA	33084	RP11-157E21.1								
Interval_133	chr10	22723377	22723740	+	0	NA	Intergenic	NA	-8984	PIP4K2A								
Interval_387	chr15	73400245	73400691	+	0	NA	Intergenic	NA	-31204	HCN4								
Interval_151	chr10	58157394	58157504	+	0	NA	Intergenic	NA	110485	IPMK								
Interval_302	chr12	131234002	131234314	+	0	NA	Intergenic	NA	-61370	LOC100128002								
Interval_1382	chrUn_KI270330v1	1273	1596	+	0	NA	NA	NA	NA	NA								
Interval_470	chr17	1390539	1390784	+	0	NA	intron (YWHAE, intron 1 of 6)	NA	9714	YWHAE								
Interval_752	chr21	10692826	10692894	+	0	NA	Intergenic	NA	171323	TPTE								
Interval_655	chr2	131112551	131112834	+	0	NA	intron (PLEKHB2, intron 1 of 6)	NA	7845	PLEKHB2								
Interval_1283	chr8	117669742	117670070	+	0	NA	Intergenic	NA	149193	MED30								
Interval_508	chr17	69757752	69758078	+	0	NA	intron (AC003051.1, intron 3 of 4)	NA	163928	AC003051.1								
Interval_714	chr20	21618705	21618983	+	0	NA	intron (LOC101929608, intron 3 of 4)	NA	48820	LOC101929625								
Interval_948	chr4	88858664	88859139	+	0	NA	intron (FAM13A, intron 3 of 20)	NA	95723	LOC102723488								
Interval_1270	chr8	100738573	100738946	+	0	NA	Intergenic	NA	-16672	PABPC1								
Interval_99	chr1	192805819	192806195	+	0	NA	Intergenic	NA	-3032	RGS2								
Interval_136	chr10	26431039	26431274	+	0	NA	Intergenic	NA	-7181	APBB1IP								
Interval_843	chr3	76199495	76199814	+	0	NA	intron (ROBO2, intron 2 of 23)	NA	-414879	ZNF717								
Interval_783	chr22	30978407	30978594	+	0	NA	exon (TUG1, exon 3 of 3)	NA	8852	TUG1								
Interval_1184	chr7	114148641	114148891	+	0	NA	intron (FOXP2, intron 1 of 19)	NA	62456	FOXP2								
Interval_1176	chr7	96686348	96686570	+	0	NA	Intergenic	NA	-22121	RP11-682N22.1								
Interval_1353	chr9	121613517	121613720	+	0	NA	intron (DAB2IP, intron 1 of 15)	NA	-38134	DAB2IP								
Interval_131	chr10	11283876	11284173	+	0	NA	intron (CELF2, intron 8 of 13)	NA	36287	CELF2-AS1								
Interval_1335	chr9	63794885	63795138	+	0	NA	Intergenic	NA	24596	MIR4477A								
Interval_652	chr2	119326998	119327281	+	0	NA	intron (C2orf76, intron 2 of 5)	NA	39736	C2orf76								
Interval_1117	chr6	137361678	137361936	+	0	NA	Intergenic	NA	-63654	LOC102723633								
Interval_916	chr4	49103897	49103965	+	0	NA	Intergenic	NA	-57401	LOC101927209								
Interval_1132	chr6	164108914	164109218	+	0	NA	Intergenic	NA	-437582	LOC102724152								
Interval_914	chr4	49102565	49102634	+	0	NA	Intergenic	NA	-58733	LOC101927209								
Interval_229	chr11	102599642	102599882	+	0	NA	intron (MMP20, intron 6 of 9)	NA	25570	MMP20								
Interval_445	chr16	46400075	46400191	+	0	NA	Intergenic	NA	168964	ANKRD26P1								
Interval_793	chr22_KI270733v1_random	143883	144012	+	0	NA	Intergenic	NA	16154	LOC102724621								
Interval_210	chr11	53285740	53285814	+	0	NA	Intergenic	NA	1318221	OR4C46								
Interval_1018	chr5	88279604	88280136	+	0	NA	intron (TMEM161B-AS1, intron 2 of 2)	NA	10988	TMEM161B-AS1								
Interval_699	chr2	234491153	234491336	+	0	NA	Intergenic	NA	5809	ARL4C								
Interval_832	chr3	46396145	46396328	+	0	NA	intron (LOC102724297, intron 1 of 2)	NA	10804	LOC102724297								
Interval_941	chr4	76407727	76407940	+	0	NA	promoter-TSS (CCDC158)	NA	13289	CCDC158								
Interval_767	chr21	34942921	34943290	+	0	NA	intron (RUNX1, intron 2 of 7)	NA	-53284	RUNX1								
Interval_935	chr4	53855120	53855475	+	0	NA	intron (RP11-317M11.1, intron 2 of 3)	NA	131985	RPL21P44								
Interval_424	chr16	34583309	34583379	+	0	NA	Intergenic	NA	151352	LOC102724523								
Interval_735	chr20	53643101	53643357	+	0	NA	Intergenic	NA	-60132	ZNF217								
Interval_611	chr2	14863458	14863768	+	0	NA	Intergenic	NA	134543	LOC101926952								
Interval_1215	chr8	27033486	27033670	+	0	NA	Intergenic	NA	15369	MIR548H4								
Interval_1172	chr7	90613036	90613378	+	0	NA	intron (CDK14, intron 3 of 15)	NA	-107718	CDK14								
Interval_942	chr4	78774453	78774708	+	0	NA	Intergenic	NA	-1798	BMP2K								
Interval_1308	chr8	133976627	133976889	+	0	NA	Intergenic	NA	90262	RP11-157E21.1								
Interval_753	chr21	14362029	14362445	+	0	NA	Intergenic	NA	20951	HSPA13								
Interval_1043	chr5	145946693	145946883	+	0	NA	intron (SH3RF2, intron 2 of 9)	NA	10218	SH3RF2								
Interval_636	chr2	68195167	68195369	+	0	NA	intron (PPP3R1, intron 2 of 5)	NA	37395	PNO1								
Interval_588	chr19	45920488	45920897	+	0	NA	Intergenic	NA	-5914	NANOS2								
Interval_412	chr16	28110540	28110918	+	0	NA	intron (XPO6, intron 17 of 23)	NA	-47220	GSG1L								
Interval_195	chr11	33893064	33893383	+	0	NA	promoter-TSS (LMO2)	NA	-1948	LMO2								
Interval_516	chr17_KI270730v1_random	33565	33639	+	0	NA	NA	NA	NA	NA								
Interval_856	chr3	122325810	122326157	+	0	NA	intron (CSTA, intron 1 of 2)	NA	819	CSTA								
Interval_437	chr16	46388907	46389057	+	0	NA	Intergenic	NA	180115	ANKRD26P1								
Interval_91	chr1	181283267	181283570	+	0	NA	Intergenic	NA	47030	GM140								
Interval_1161	chr7	50664674	50664929	+	0	NA	intron (GRB10, intron 4 of 15)	NA	-103730	DDC								
Interval_1226	chr8	37822392	37822798	+	0	NA	intron (GPR124, intron 2 of 15)	NA	25712	GPR124								
Interval_939	chr4	76160249	76160865	+	0	NA	exon (SCARB2, exon 12 of 12)	NA	-12042	NUP54								
Interval_644	chr2	99150743	99151017	+	0	NA	exon (C2orf15, exon 4 of 4)	NA	-4075	LIPT1								
Interval_484	chr17	26619882	26620171	+	0	NA	Intergenic	NA	673970	MIR4522								
Interval_961	chr4	138035644	138035990	+	0	NA	intron (LINC00616, intron 8 of 10)	NA	-53197	SLC7A11-AS1								
Interval_1157	chr7	45355583	45355831	+	0	NA	Intergenic	NA	197939	RAMP3								
Interval_77	chr1	153920510	153920740	+	0	NA	intron (GATAD2B, intron 1 of 10)	NA	2350	GATAD2B								
Interval_438	chr16	46389642	46390067	+	0	NA	Intergenic	NA	179243	ANKRD26P1								
Interval_26	chr1	46581841	46582090	+	0	NA	intron (MKNK1, intron 3 of 10)	NA	-2461	LOC101929673								
Interval_103	chr1	214439409	214439747	+	0	NA	intron (PTPN14, intron 3 of 18)	NA	112024	PTPN14								
Interval_1245	chr8	66009973	66010231	+	0	NA	Intergenic	NA	-11454	DNAJC5B								
Interval_1108	chr6	117396345	117396582	+	0	NA	intron (ROS1, intron 8 of 43)	NA	29251	ROS1								
Interval_1050	chr5	157920033	157920218	+	0	NA	Intergenic	NA	-60950	CLINT1								
Interval_479	chr17	24421334	24421617	+	0	NA	Intergenic	NA	-1898289	LOC102723754								
Interval_336	chr14	24114460	24114976	+	0	NA	promoter-TSS (DCAF11)	NA	6	NRL								
Interval_1365	chrM	1270	1430	+	0	NA	promoter-TSS (TRNV)	NA	-252	TRNV								
Interval_848	chr3	112755975	112756258	+	0	NA	Intergenic	NA	-6797	RP11-572C15.5								
Interval_980	chr4	190181651	190181724	+	0	NA	Intergenic	NA	-6530	LOC102723981								
Interval_1167	chr7	75617763	75618154	+	0	NA	intron (HIP1, intron 1 of 28)	NA	-75165	LOC102723650								
Interval_1324	chr9	27441846	27442071	+	0	NA	intron (MOB3B, intron 2 of 3)	NA	-82356	IFNK								
Interval_251	chr11	125514610	125514797	+	0	NA	Intergenic	NA	-18393	FEZ1								
Interval_974	chr4	167242566	167242867	+	0	NA	Intergenic	NA	-8126	SPOCK3								
Interval_815	chr3	19729166	19729418	+	0	NA	Intergenic	NA	204922	EFHB								
Interval_305	chr13	17742855	17742928	+	0	NA	Intergenic	NA	-452406	FAM230C								
Interval_641	chr2	89830959	89831104	+	0	NA	Intergenic	NA	-193378	LOC101927050								
Interval_169	chr10	98323311	98323542	+	0	NA	Intergenic	NA	-55205	LOXL4								
Interval_1317	chr9	18596904	18597315	+	0	NA	intron (ADAMTSL1, intron 4 of 12)	NA	23759	MIR3152								
Interval_532	chr18	32923145	32923439	+	0	NA	Intergenic	NA	-150281	KLHL14								
Interval_490	chr17	35287330	35287648	+	0	NA	Intergenic	NA	44422	SLFN5								
Interval_1286	chr8	119533095	119533303	+	0	NA	Intergenic	NA	105645	ENPP2								
Interval_21	chr1	38816091	38816393	+	0	NA	Intergenic	NA	43581	RRAGC								
Interval_761	chr21	28938775	28939074	+	0	NA	intron (LTN1, intron 25 of 29)	NA	-53551	N6AMT1								
Interval_165	chr10	87547692	87547942	+	0	NA	intron (MINPP1, intron 4 of 4)	NA	39984	MINPP1								
Interval_474	chr17	14019601	14019982	+	0	NA	Intergenic	NA	-4707	CDRT15P1								
Interval_365	chr14_GL000225v1_random	120602	120670	+	0	NA	Intergenic	NA	84347	LOC100287823								
Interval_598	chr19	54373838	54374032	+	0	NA	Intergenic	NA	-8821	LAIR1								
Interval_649	chr2	111624789	111625072	+	0	NA	Intergenic	NA	-10343	LOC101927306								
Interval_389	chr15	76006478	76006787	+	0	NA	intron (NRG4, intron 3 of 5)	NA	5812	NRG4								
Interval_855	chr3	122067232	122067451	+	0	NA	intron (CD86, intron 1 of 5)	NA	-10508	CD86								
Interval_730	chr20	43343646	43343946	+	0	NA	Intergenic	NA	-114068	SRSF6								
Interval_433	chr16	34595173	34595246	+	0	NA	Intergenic	NA	163217	LOC102724523								
Interval_1121	chr6	146876381	146876914	+	0	NA	intron (STXBP5-AS1, intron 7 of 10)	NA	-72823	KATNBL1P6								
Interval_450	chr16	48317507	48318048	+	0	NA	intron (LONP2, intron 10 of 13)	NA	-37908	LOC100507577								
Interval_1219	chr8	30966440	30966728	+	0	NA	Intergenic	NA	66217	PURG								
Interval_31	chr1	70038051	70038505	+	0	NA	exon (LRRC7, exon 20 of 26)	NA	118956	PIN1P1								
Interval_505	chr17	64092164	64092491	+	0	NA	intron (ERN1, intron 4 of 23)	NA	37815	ERN1								
Interval_765	chr21	33976645	33977122	+	0	NA	exon (LOC101928126, exon 2 of 2)	NA	1400	LOC101928126								
Interval_109	chr1	223190469	223190749	+	0	NA	Intergenic	NA	-47359	TLR5								
Interval_1225	chr8	37073405	37073727	+	0	NA	Intergenic	NA	85262	LOC102723593								
Interval_831	chr3	45679892	45680135	+	0	NA	exon (LIMD1, exon 8 of 8)	NA	8869	LIMD1-AS1								
Interval_246	chr11	119550257	119550632	+	0	NA	Intergenic	NA	-126908	THY1								
Interval_498	chr17	55690192	55690387	+	0	NA	Intergenic	NA	32575	TMEM100								
Interval_844	chr3	80733577	80733788	+	0	NA	Intergenic	NA	-260405	LOC728290								
Interval_92	chr1	182540289	182540480	+	0	NA	exon (RGSL1, exon 15 of 22)	NA	48875	RNASEL								
Interval_1181	chr7	104897124	104897401	+	0	NA	intron (LHFPL3-AS2, intron 3 of 3)	NA	29383	LHFPL3-AS2								
Interval_535	chr18	44008868	44009126	+	0	NA	Intergenic	NA	522700	LOC101927921								
Interval_36	chr1	84854401	84854641	+	0	NA	intron (LPAR3, intron 1 of 1)	NA	38692	LPAR3								
Interval_1223	chr8	35678161	35678344	+	0	NA	intron (LOC101929550, intron 4 of 4)	NA	32068	LOC101929550								
Interval_224	chr11	81874699	81874945	+	0	NA	Intergenic	NA	16014	MIR4300								
Interval_192	chr11	27926884	27927455	+	0	NA	Intergenic	NA	-129646	MIR610								
Interval_1290	chr8	121811818	121812037	+	0	NA	Intergenic	NA	-170537	HAS2								
Interval_1260	chr8	89838929	89839126	+	0	NA	Intergenic	NA	-63507	OSGIN2								
Interval_8	chr1	15627576	15628043	+	0	NA	intron (DDI2, intron 2 of 9)	NA	10351	DDI2								
Interval_1251	chr8	79013881	79014064	+	0	NA	Intergenic	NA	-208449	IL7								
Interval_191	chr11	21888907	21889119	+	0	NA	Intergenic	NA	-190656	LOC102723370								
Interval_453	chr16	55226194	55226567	+	0	NA	Intergenic	NA	-98114	IRX6								
Interval_687	chr2	207632754	207633341	+	0	NA	Intergenic	NA	-7664	METTL21A								
Interval_594	chr19	49451747	49452110	+	0	NA	promoter-TSS (PIH1D1)	NA	-70	PIH1D1								
Interval_156	chr10	62732892	62733229	+	0	NA	Intergenic	NA	-71696	ADO								
Interval_41	chr1	94504617	94504821	+	0	NA	intron (ABCD3, intron 20 of 22)	NA	37138	F3								
Interval_629	chr2	55111832	55112033	+	0	NA	intron (RTN4, intron 1 of 9)	NA	684	RTN4								
Interval_838	chr3	61895134	61895441	+	0	NA	intron (PTPRG, intron 2 of 29)	NA	273231	LOC101929296								
Interval_511	chr17	73970011	73970238	+	0	NA	Intergenic	NA	-141587	LINC00469								
Interval_209	chr11	53141424	53141502	+	0	NA	Intergenic	NA	1462535	OR4C46								
Interval_1339	chr9	76912638	76912881	+	0	NA	Intergenic	NA	-6539	PRUNE2								
Interval_582	chr19	40579965	40580419	+	0	NA	intron (SHKBP1, intron 6 of 17)	NA	3341	SHKBP1								
Interval_717	chr20	28613966	28614240	+	0	NA	Intergenic	NA	-11264	LOC100289097								
Interval_1170	chr7	80634608	80634812	+	0	NA	intron (CD36, intron 1 of 14)	NA	32522	CD36								
Interval_723	chr20	31065748	31066082	+	0	NA	Intergenic	NA	-191749	DEFB115								
Interval_185	chr11	10641660	10641904	+	0	NA	intron (MRVI1, intron 1 of 18)	NA	51792	MRVI1								
Interval_766	chr21	34570331	34570543	+	0	NA	intron (RCAN1, intron 1 of 3)	NA	-44970	RCAN1								
Interval_1053	chr5	177300346	177300579	+	0	NA	TTS (NSD1)	NA	3282	RAB24								
Interval_116	chr1	233112998	233113318	+	0	NA	intron (PCNXL2, intron 21 of 22)	NA	-87270	LOC101927736								
Interval_1216	chr8	27408976	27409266	+	0	NA	intron (PTK2B, intron 2 of 29)	NA	-24249	MIR6842								
Interval_748	chr21	9953501	9953703	+	0	NA	Intergenic	NA	-132541	MGC39584								
Interval_1096	chr6	90537951	90538185	+	0	NA	intron (MAP3K7, intron 11 of 14)	NA	49233	MAP3K7								
Interval_326	chr13	37899821	37900232	+	0	NA	Intergenic	NA	-30224	TRPC4								
Interval_609	chr2	5102935	5103122	+	0	NA	Intergenic	NA	-446806	AC022311.1								
Interval_68	chr1	143185107	143185217	+	0	NA	Intergenic	NA	119174	LOC101929814								
Interval_1125	chr6	150068950	150069340	+	0	NA	promoter-TSS (ULBP3)	NA	49	ULBP3								
Interval_530	chr18	32531375	32531571	+	0	NA	Intergenic	NA	19810	WBP11P1								
Interval_1171	chr7	80950639	80950940	+	0	NA	Intergenic	NA	-31438	SEMA3C								
Interval_613	chr2	24088806	24089004	+	0	NA	intron (LOC102723419, intron 2 of 2)	NA	-3690	TP53I3								
Interval_893	chr4	2330045	2330417	+	0	NA	TTS (ZFYVE28)	NA	34646	ZFYVE28								
Interval_244	chr11	118482419	118482496	+	0	NA	exon (KMT2A, exon 8 of 36)	NA	44365	LOC101929115								
Interval_1275	chr8	103448255	103448467	+	0	NA	Intergenic	NA	-33026	SLC25A32								
Interval_1351	chr9	112887642	112887839	+	0	NA	intron (SLC46A2, intron 1 of 2)	NA	3155	SLC46A2								
Interval_393	chr15	82128862	82129144	+	0	NA	Intergenic	NA	-31246	LOC101929714								
Interval_1090	chr6	67889142	67889504	+	0	NA	Intergenic	NA	-151600	LOC102723883								
Interval_1009	chr5	68334233	68334470	+	0	NA	Intergenic	NA	45927	PIK3R1								
Interval_623	chr2	38114441	38114668	+	0	NA	Intergenic	NA	-16551	CYP1B1-AS1								
Interval_679	chr2	179106629	179106846	+	0	NA	exon (SESTD1, exon 18 of 18)	NA	-56626	CCDC141								
Interval_172	chr10	110076893	110077373	+	0	NA	promoter-TSS (ADD3)	NA	-68752	ADD3-AS1								
