PeakID (cmd=annotatePeaks.pl IRF2BP2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_748	chr1	175471041	175471389	+	0	NA	intron (TNR, intron 2 of 22)	NA	-85773	LOC101928727								
Interval_6956	chr4	2934164	2934360	+	0	NA	promoter-TSS (MFSD10)	NA	585	MFSD10								
Interval_2172	chr12	96047925	96048122	+	0	NA	Intergenic	NA	-4503	LTA4H								
Interval_3066	chr15	99614358	99614544	+	0	NA	intron (MEF2A, intron 2 of 10)	NA	-6588	MEF2A								
Interval_5479	chr2	136008299	136008521	+	0	NA	TTS (AC093391.2)	NA	-22758	DARS								
Interval_7961	chr6	37186322	37186463	+	0	NA	Intergenic	NA	16246	PIM1								
Interval_8536	chr7	105013946	105014233	+	0	NA	promoter-TSS (KMT2E)	NA	52	KMT2E-AS1								
Interval_8388	chr7	47227890	47228114	+	0	NA	Intergenic	NA	329988	LOC102723974								
Interval_7275	chr4	184734118	184734427	+	0	NA	promoter-TSS (CENPU)	NA	-140	CENPU								
Interval_2757	chr14	105060917	105061070	+	0	NA	intron (GPR132, intron 1 of 4)	NA	4557	GPR132								
Interval_7920	chr6	32853716	32854241	+	0	NA	promoter-TSS (PSMB9)	NA	-7	TAP1								
Interval_3541	chr17	4766330	4766535	+	0	NA	Intergenic	NA	-5460	TM4SF5								
Interval_2162	chr12	93244231	93244425	+	0	NA	intron (RP11-486A14.2, intron 2 of 4)	NA	69962	LOC102724933								
Interval_142	chr1	22025279	22025700	+	0	NA	promoter-TSS (LINC00339)	NA	-15	LINC00339								
Interval_7120	chr4	82429892	82430060	+	0	NA	promoter-TSS (ENOPH1)	NA	249	HNRNPDL								
Interval_9674	chrUn_GL000219v1	99459	99855	+	0	NA	promoter-TSS (LOC283788)	NA	-15	LOC283788								
Interval_1716	chr11	68213328	68213553	+	0	NA	promoter-TSS (SUV420H1)	NA	-33825	SUV420H1								
Interval_5653	chr2	223945223	223945596	+	0	NA	promoter-TSS (WDFY1)	NA	-74	WDFY1								
Interval_5988	chr20	51033761	51034025	+	0	NA	Intergenic	NA	-10780	KCNG1								
Interval_2456	chr13	110138118	110138367	+	0	NA	promoter-TSS (LOC101927712)	NA	-291	LOC101927712								
Interval_7221	chr4	140789785	140790007	+	0	NA	Intergenic	NA	-33579	TBC1D9								
Interval_224	chr1	28508594	28508824	+	0	NA	TTS (RNU105A)	NA	151	RNU105A								
Interval_8866	chr8	43239431	43239717	+	0	NA	Intergenic	NA	-52868	POTEA								
Interval_3589	chr17	8162672	8162840	+	0	NA	exon (VAMP2, exon 1 of 5)	NA	120	VAMP2								
Interval_5801	chr20	10511553	10511875	+	0	NA	intron (SLX4IP, intron 2 of 7)	NA	76411	SLX4IP								
Interval_4232	chr18	56130563	56130736	+	0	NA	intron (RP11-456O19.4, intron 1 of 8)	NA	6887	RP11-456O19.4								
Interval_3456	chr16	87986562	87986722	+	0	NA	intron (BANP, intron 2 of 8)	NA	35210	BANP								
Interval_6580	chr3	48684614	48684818	+	0	NA	intron (NCKIPSD, intron 1 of 12)	NA	1217	NCKIPSD								
Interval_3884	chr17	59837732	59837902	+	0	NA	intron (VMP1, intron 10 of 11)	NA	-3494	MIR21								
Interval_1146	chr10	69073104	69073336	+	0	NA	Intergenic	NA	-14852	SRGN								
Interval_9035	chr8	101205602	101205963	+	0	NA	promoter-TSS (ZNF706)	NA	282	ZNF706								
Interval_2715	chr14	95186025	95186192	+	0	NA	exon (CLMN, exon 13 of 13)	NA	28420	DICER1-AS1								
Interval_4387	chr19	1897589	1897828	+	0	NA	Intergenic	NA	-7664	ADAT3								
Interval_796	chr1	192516939	192517088	+	0	NA	Intergenic	NA	-58714	RGS1								
Interval_9790	chrX	107674389	107674616	+	0	NA	Intergenic	NA	42559	TSC22D3								
Interval_9649	chr9	137255175	137255511	+	0	NA	promoter-TSS (NELFB)	NA	36	NELFB								
Interval_3469	chr16	88706297	88706547	+	0	NA	promoter-TSS (RNF166)	NA	-61	CTU2								
Interval_975	chr1	241551962	241552266	+	0	NA	intron (KMO, intron 4 of 14)	NA	19776	KMO								
Interval_658	chr1	154623548	154623695	+	0	NA	intron (ADAR, intron 1 of 15)	NA	-15373	ADAR								
Interval_4256	chr18	59882425	59882585	+	0	NA	Intergenic	NA	-17455	PMAIP1								
Interval_4569	chr19	12791216	12791987	+	0	NA	exon (JUNB, exon 1 of 1)	NA	105	JUNB								
Interval_495	chr1	114716735	114716870	+	0	NA	promoter-TSS (NRAS)	NA	92	NRAS								
Interval_3737	chr17	40099056	40099343	+	0	NA	intron (NR1D1, intron 1 of 7)	NA	1526	NR1D1								
Interval_6362	chr22	45309835	45310139	+	0	NA	promoter-TSS (FAM118A)	NA	68	FAM118A								
Interval_6863	chr3	184135207	184135481	+	0	NA	exon (EIF2B5, exon 1 of 16)	NA	322	EIF2B5								
Interval_9235	chr8	142669942	142670106	+	0	NA	promoter-TSS (JRK)	NA	-41	JRK								
Interval_5990	chr20	51631314	51631613	+	0	NA	intron (ATP9A, intron 15 of 27)	NA	-68632	NFATC2								
Interval_3869	chr17	58337793	58338145	+	0	NA	intron (BZRAP1-AS1, intron 2 of 3)	NA	-1947	MIR4736								
Interval_4696	chr19	18281011	18282436	+	0	NA	promoter-TSS (JUND)	NA	-67	JUND								
Interval_4021	chr17	78384147	78384297	+	0	NA	intron (PGS1, intron 1 of 9)	NA	5598	PGS1								
Interval_7142	chr4	88858996	88859160	+	0	NA	intron (FAM13A, intron 6 of 15)	NA	95900	LOC102723488								
Interval_1776	chr11	85664104	85664341	+	0	NA	exon (CREBZF, exon 1 of 3)	NA	916	CREBZF								
Interval_6361	chr22	45302112	45302303	+	0	NA	Intergenic	NA	-7712	FAM118A								
Interval_9329	chr9	21253332	21253542	+	0	NA	Intergenic	NA	-13458	IFNA14								
Interval_7871	chr6	27479617	27479824	+	0	NA	promoter-TSS (TRNAD8)	NA	46	TRNAD8								
Interval_1119	chr10	62545723	62545983	+	0	NA	intron (ZNF365, intron 1 of 6)	NA	-170726	LOC283045								
Interval_4948	chr19	49641845	49641999	+	0	NA	promoter-TSS (SCAF1)	NA	-203	SCAF1								
Interval_9501	chr9	112061262	112061661	+	0	NA	intron (SUSD1, intron 13 of 17)	NA	113836	SUSD1								
Interval_9293	chr9	3475255	3475527	+	0	NA	intron (RFX3, intron 1 of 16)	NA	10344	DSERG1								
Interval_259	chr1	32337965	32338162	+	0	NA	Intergenic	NA	-1824	MARCKSL1								
Interval_384	chr1	63523138	63523538	+	0	NA	promoter-TSS (EFCAB7)	NA	-65	ITGB3BP								
Interval_6836	chr3	170709123	170709254	+	0	NA	Intergenic	NA	52626	LOC101928583								
Interval_4846	chr19	45047518	45047659	+	0	NA	intron (CLASRP, intron 1 of 19)	NA	8548	CLASRP								
Interval_3228	chr16	28110476	28110692	+	0	NA	intron (XPO6, intron 17 of 23)	NA	43689	XPO6								
Interval_3651	chr17	19304255	19304401	+	0	NA	intron (EPN2-AS1, intron 1 of 2)	NA	1933	EPN2-AS1								
Interval_5844	chr20	23125603	23126045	+	0	NA	exon (LINC00656, exon 4 of 4)	NA	6812	LINC00656								
Interval_3468	chr16	88701042	88701255	+	0	NA	intron (RNF166, intron 2 of 7)	NA	3106	RNF166								
Interval_7252	chr4	165327337	165327581	+	0	NA	promoter-TSS (MSMO1)	NA	-207	MSMO1								
Interval_436	chr1	92485886	92486099	+	0	NA	promoter-TSS (GFI1)	NA	-2193	GFI1								
Interval_3643	chr17	18315089	18315251	+	0	NA	promoter-TSS (TOP3A)	NA	-110	SMCR8								
Interval_3679	chr17	27544755	27544948	+	0	NA	intron (KSR1, intron 2 of 21)	NA	-86321	LGALS9								
Interval_5972	chr20	50191339	50191474	+	0	NA	exon (CEBPB, exon 1 of 1)	NA	823	CEBPB								
Interval_392	chr1	65821047	65821296	+	0	NA	intron (PDE4B, intron 1 of 16)	NA	225090	RP11-397C12.1								
Interval_1734	chr11	72434041	72434455	+	0	NA	exon (CLPB, exon 1 of 16)	NA	432	CLPB								
Interval_7638	chr5	170278757	170278920	+	0	NA	intron (LCP2, intron 3 of 20)	NA	18980	LCP2								
Interval_916	chr1	226408054	226408254	+	0	NA	promoter-TSS (PARP1)	NA	-54	PARP1								
Interval_7439	chr5	81851873	81852122	+	0	NA	Intergenic	NA	-100744	SSBP2								
Interval_5359	chr2	86036568	86036711	+	0	NA	intron (POLR1A, intron 27 of 33)	NA	-12771	LOC90784								
Interval_4180	chr18	31203513	31203703	+	0	NA	Intergenic	NA	-40752	DSC1								
Interval_5417	chr2	108719388	108719605	+	0	NA	promoter-TSS (RANBP2)	NA	50	RANBP2								
Interval_4241	chr18	57630159	57630325	+	0	NA	promoter-TSS (RP11-35G9.3)	NA	-60	RP11-35G9.3								
Interval_9730	chrX	12974837	12975270	+	0	NA	promoter-TSS (TMSB4X)	NA	-54	TMSB4X								
Interval_4389	chr19	1904423	1904681	+	0	NA	promoter-TSS (SCAMP4)	NA	-820	ADAT3								
Interval_353	chr1	46719017	46719217	+	0	NA	promoter-TSS (EFCAB14)	NA	-53	EFCAB14								
Interval_2493	chr14	24216026	24216201	+	0	NA	promoter-TSS (MDP1)	NA	-43	MDP1								
Interval_3368	chr16	67390518	67390837	+	0	NA	intron (TPPP3, intron 2 of 3)	NA	2869	TPPP3								
Interval_8996	chr8	93916656	93916923	+	0	NA	promoter-TSS (PDP1)	NA	-145	PDP1								
Interval_5762	chr20	1702396	1702581	+	0	NA	Intergenic	NA	-44709	SIRPG								
Interval_9594	chr9	129762631	129762928	+	0	NA	Intergenic	NA	-9714	PTGES								
Interval_6173	chr21	44375294	44375444	+	0	NA	intron (TRPM2, intron 5 of 22)	NA	21798	TRPM2								
Interval_139	chr1	21768409	21768578	+	0	NA	intron (USP48, intron 1 of 24)	NA	14702	USP48								
Interval_2314	chr12	124713739	124713995	+	0	NA	Intergenic	NA	-106306	LOC101927436								
Interval_9439	chr9	97983448	97983919	+	0	NA	intron (ANP32B, intron 1 of 6)	NA	476	ANP32B								
Interval_2008	chr12	42238219	42238435	+	0	NA	promoter-TSS (YAF2)	NA	-40	YAF2								
Interval_3480	chr16	89489819	89490417	+	0	NA	intron (ANKRD11, intron 1 of 13)	NA	14958	LOC101927863								
Interval_9355	chr9	33167533	33167684	+	0	NA	promoter-TSS (B4GALT1)	NA	-250	B4GALT1								
Interval_4611	chr19	14200393	14200534	+	0	NA	intron (LPHN1, intron 1 of 22)	NA	5623	LPHN1								
Interval_6543	chr3	42772996	42773428	+	0	NA	promoter-TSS (CCDC13)	NA	41	CCDC13								
Interval_5957	chr20	48908691	48908837	+	0	NA	Intergenic	NA	-12949	ARFGEF2								
Interval_5861	chr20	31674912	31675251	+	0	NA	intron (BCL2L1, intron 2 of 2)	NA	35962	COX4I2								
Interval_6099	chr21	33308949	33309254	+	0	NA	Intergenic	NA	-15808	IFNAR1								
Interval_4624	chr19	14529160	14529311	+	0	NA	promoter-TSS (TECR)	NA	73	DNAJB1								
Interval_6455	chr3	14391189	14391398	+	0	NA	Intergenic	NA	-11283	SLC6A6								
Interval_2085	chr12	56358845	56359204	+	0	NA	intron (STAT2, intron 1 of 23)	NA	1229	STAT2								
Interval_8469	chr7	77696526	77696700	+	0	NA	exon (RSBN1L, exon 1 of 8)	NA	187	RSBN1L								
Interval_8960	chr8	74173894	74174339	+	0	NA	Intergenic	NA	-93532	LOC101926965								
Interval_8987	chr8	89983945	89984695	+	0	NA	intron (NBN, intron 1 of 16)	NA	404	NBN								
Interval_819	chr1	203175869	203176093	+	0	NA	promoter-TSS (MYBPH)	NA	-167	MYBPH								
Interval_190	chr1	26542291	26542567	+	0	NA	promoter-TSS (RPS6KA1)	NA	-683	RPS6KA1								
Interval_2557	chr14	55271740	55271980	+	0	NA	promoter-TSS (FBXO34)	NA	-60977	FBXO34								
Interval_5561	chr2	179106678	179106916	+	0	NA	exon (SESTD1, exon 18 of 18)	NA	-56686	CCDC141								
Interval_584	chr1	146376763	146377543	+	0	NA	Intergenic	NA	7052	TRNAN-GUU-5								
Interval_1593	chr11	61581408	61581675	+	0	NA	promoter-TSS (SYT7)	NA	-668	SYT7								
Interval_6854	chr3	179801351	179801491	+	0	NA	exon (PEX5L, exon 14 of 14)	NA	-98116	RP11-791G22.1								
Interval_1880	chr11	131402114	131402321	+	0	NA	intron (NTM, intron 1 of 7)	NA	31739	NTM								
Interval_818	chr1	202953030	202953197	+	0	NA	intron (ADIPOR1, intron 1 of 7)	NA	5459	ADIPOR1								
Interval_8107	chr6	125433028	125433323	+	0	NA	Intergenic	NA	-58931	LOC102723341								
Interval_888	chr1	220878351	220878516	+	0	NA	promoter-TSS (HLX)	NA	-968	HLX								
Interval_6689	chr3	113577829	113578083	+	0	NA	intron (SIDT1, intron 4 of 22)	NA	-16962	MIR4446								
Interval_4930	chr19	48963764	48964050	+	0	NA	Intergenic	NA	-1402	FTL								
Interval_2750	chr14	103334276	103334587	+	0	NA	promoter-TSS (EIF5)	NA	-430	EIF5								
Interval_5992	chr20	52423529	52424783	+	0	NA	Intergenic	NA	-196682	RP4-723E3.1								
Interval_489	chr1	112674796	112674937	+	0	NA	exon (MOV10, exon 2 of 22)	NA	554	MOV10								
Interval_9308	chr9	6412660	6412795	+	0	NA	promoter-TSS (UHRF2)	NA	-424	UHRF2								
Interval_7290	chr5	543893	544105	+	0	NA	Intergenic	NA	-8122	MIR4456								
Interval_3872	chr17	58517682	58518590	+	0	NA	promoter-TSS (MTMR4)	NA	-3512	MTMR4								
Interval_92	chr1	12143591	12144143	+	0	NA	exon (TNFRSF8, exon 15 of 15)	NA	-23136	TNFRSF1B								
Interval_9071	chr8	113598979	113599139	+	0	NA	Intergenic	NA	-162046	CSMD3								
Interval_8098	chr6	116447776	116447918	+	0	NA	Intergenic	NA	-14013	FAM26F								
Interval_2634	chr14	75188731	75188933	+	0	NA	Intergenic	NA	-12186	TMED10								
Interval_5847	chr20	23225462	23225805	+	0	NA	Intergenic	NA	38011	LOC100505664								
Interval_5858	chr20	31604339	31604480	+	0	NA	promoter-TSS (ID1)	NA	-874	ID1								
Interval_3687	chr17	28855010	28855176	+	0	NA	promoter-TSS (ERAL1)	NA	68	ERAL1								
Interval_2062	chr12	53180467	53180715	+	0	NA	promoter-TSS (ZNF740)	NA	-185	ZNF740								
Interval_1322	chr10	112389530	112389667	+	0	NA	intron (ACSL5, intron 1 of 20)	NA	14333	ACSL5								
Interval_3871	chr17	58352220	58352420	+	0	NA	promoter-TSS (SUPT4H1)	NA	-82	SUPT4H1								
Interval_5252	chr2	55049051	55049192	+	0	NA	promoter-TSS (RTN4)	NA	63495	RTN4								
Interval_6120	chr21	34890968	34891109	+	0	NA	intron (RUNX1, intron 3 of 7)	NA	-1217	RUNX1								
Interval_6928	chr3	197394713	197394887	+	0	NA	Intergenic	NA	60825	LOC101926923								
Interval_7236	chr4	153651574	153651833	+	0	NA	Intergenic	NA	-32549	TLR2								
Interval_8532	chr7	104983880	104984214	+	0	NA	exon (LINC01004, exon 1 of 1)	NA	7118	LINC01004								
Interval_3114	chr16	4272463	4273761	+	0	NA	promoter-TSS (TFAP4)	NA	-112	TFAP4								
Interval_7174	chr4	112637046	112637202	+	0	NA	promoter-TSS (C4orf21)	NA	-129	C4orf21								
Interval_9074	chr8	115922579	115922852	+	0	NA	Intergenic	NA	-253687	TRPS1								
Interval_9817	chrX	153926770	153927011	+	0	NA	promoter-TSS (ARHGAP4)	NA	-630	ARHGAP4								
Interval_8936	chr8	66121537	66121891	+	0	NA	intron (LOC101060153, intron 2 of 2)	NA	-5415	TRIM55								
Interval_7901	chr6	31197561	31197708	+	0	NA	promoter-TSS (HCG27)	NA	-126	HCG27								
Interval_9178	chr8	133092235	133092375	+	0	NA	intron (SLA, intron 1 of 8)	NA	10761	SLA								
Interval_9683	chrUn_KI270336v1	507	647	+	0	NA	NA	NA	NA	NA								
Interval_8121	chr6	132814212	132814409	+	0	NA	promoter-TSS (RPS12)	NA	-259	RPS12								
Interval_5826	chr20	19928369	19928539	+	0	NA	intron (RIN2, intron 2 of 11)	NA	-6654	RIN2								
Interval_95	chr1	12196690	12197011	+	0	NA	intron (TNFRSF1B, intron 8 of 9)	NA	5098	MIR4632								
Interval_4753	chr19	35442143	35442321	+	0	NA	Intergenic	NA	-7483	FFAR2								
Interval_2178	chr12	98439851	98440346	+	0	NA	Intergenic	NA	17047	SLC9A7P1								
Interval_3404	chr16	78099381	78099702	+	0	NA	promoter-TSS (WWOX)	NA	111	WWOX								
Interval_637	chr1	152048091	152048382	+	0	NA	intron (LOC101927949, intron 2 of 2)	NA	335	LOC101927949								
Interval_5701	chr2	234446296	234446445	+	0	NA	Intergenic	NA	50679	ARL4C								
Interval_4808	chr19	41327934	41328216	+	0	NA	Intergenic	NA	17886	CCDC97								
Interval_5322	chr2	70686916	70687110	+	0	NA	intron (ADD2, intron 9 of 12)	NA	80702	ADD2								
Interval_9135	chr8	125219313	125219657	+	0	NA	intron (NSMCE2, intron 4 of 6)	NA	94653	LOC102723524								
Interval_2230	chr12	113214933	113215211	+	0	NA	intron (IQCD, intron 1 of 4)	NA	6022	IQCD								
Interval_2488	chr14	23006971	23007117	+	0	NA	intron (C14orf93, intron 1 of 8)	NA	3099	C14orf93								
Interval_1879	chr11	130916506	130916681	+	0	NA	promoter-TSS (SNX19)	NA	-106	SNX19								
Interval_8415	chr7	66628742	66628882	+	0	NA	promoter-TSS (KCTD7)	NA	-69	KCTD7								
Interval_9354	chr9	33025592	33025776	+	0	NA	intron (DNAJA1, intron 1 of 8)	NA	473	DNAJA1								
Interval_9795	chrX	118976154	118976430	+	0	NA	promoter-TSS (LONRF3)	NA	1678	LONRF3								
Interval_4939	chr19	48993247	48993568	+	0	NA	promoter-TSS (RUVBL2)	NA	-54	GYS1								
Interval_7299	chr5	1792854	1793141	+	0	NA	promoter-TSS (LOC101929003)	NA	-435	LOC101929003								
Interval_8037	chr6	79078564	79078728	+	0	NA	promoter-TSS (PHIP)	NA	-352	PHIP								
Interval_3635	chr17	17305488	17305777	+	0	NA	intron (NT5M, intron 2 of 5)	NA	2249	NT5M								
Interval_2149	chr12	89762471	89762799	+	0	NA	Intergenic	NA	53680	LINC00936								
Interval_2050	chr12	52069574	52069736	+	0	NA	promoter-TSS (C12orf44)	NA	-319	C12orf44								
Interval_2144	chr12	89384522	89384676	+	0	NA	Intergenic	NA	-32080	DUSP6								
Interval_2426	chr13	45329839	45330035	+	0	NA	Intergenic	NA	7672	SNORA31								
Interval_6778	chr3	143998459	143998596	+	0	NA	Intergenic	NA	25202	C3orf58								
Interval_1325	chr10	113680885	113681194	+	0	NA	intron (CASP7, intron 1 of 6)	NA	672	CASP7								
Interval_196	chr1	26696272	26696445	+	0	NA	promoter-TSS (LOC101928728)	NA	47	LOC101928728								
Interval_4369	chr19	1269249	1269821	+	0	NA	intron (CIRBP, intron 1 of 7)	NA	267	CIRBP								
Interval_4604	chr19	14004973	14005158	+	0	NA	intron (RFX1, intron 1 of 20)	NA	1257	RFX1								
Interval_7267	chr4	180058562	180059050	+	0	NA	Intergenic	NA	1100343	LINC00290								
Interval_5183	chr2	32010800	32011159	+	0	NA	promoter-TSS (MEMO1)	NA	-697	MEMO1								
Interval_3180	chr16	17259454	17259687	+	0	NA	intron (XYLT1, intron 2 of 11)	NA	125082	LOC102723692								
Interval_6438	chr3	12556883	12557060	+	0	NA	promoter-TSS (MKRN2)	NA	-43	MKRN2								
Interval_3514	chr17	2089488	2089935	+	0	NA	promoter-TSS (SMG6)	NA	34612	HIC1								
Interval_7135	chr4	85842620	85842787	+	0	NA	intron (ARHGAP24, intron 1 of 7)	NA	-51233	LOC101929015								
Interval_7974	chr6	39173360	39173502	+	0	NA	Intergenic	NA	56044	KCNK5								
Interval_3443	chr16	87145520	87145759	+	0	NA	Intergenic	NA	-66483	RP11-899L11.1								
Interval_2076	chr12	55043683	55043831	+	0	NA	Intergenic	NA	-8322	LOC101927484								
Interval_8833	chr8	37899325	37899691	+	0	NA	promoter-TSS (RAB11FIP1)	NA	-11	RAB11FIP1								
Interval_835	chr1	205605301	205605653	+	0	NA	intron (ELK4, intron 5 of 5)	NA	23338	ELK4								
Interval_3329	chr16	55437768	55437908	+	0	NA	Intergenic	NA	-1252	LOC102723429								
Interval_6480	chr3	23917187	23917328	+	0	NA	promoter-TSS (RPL15)	NA	-205	NKIRAS1								
Interval_5017	chr19	54372398	54372586	+	0	NA	Intergenic	NA	-7378	LAIR1								
Interval_606	chr1	150067652	150067876	+	0	NA	promoter-TSS (OTUD7B)	NA	-58	OTUD7B								
Interval_6875	chr3	185937487	185937826	+	0	NA	intron (TRA2B, intron 1 of 9)	NA	372	TRA2B								
Interval_6076	chr21	26469874	26470076	+	0	NA	intron (CYYR1, intron 4 of 4)	NA	64032	LOC100996571								
Interval_6779	chr3	146506738	146506995	+	0	NA	Intergenic	NA	-10875	PLSCR2								
Interval_4786	chr19	39406923	39407575	+	0	NA	intron (ZFP36, intron 1 of 1)	NA	402	ZFP36								
Interval_1393	chr10	133278750	133278917	+	0	NA	TTS (TUBGCP2)	NA	-1965	ADAM8								
Interval_4318	chr18	78643128	78643286	+	0	NA	Intergenic	NA	335241	LOC645321								
Interval_8739	chr8	21858018	21858187	+	0	NA	Intergenic	NA	55563	DOK2								
Interval_7602	chr5	149939164	149939304	+	0	NA	intron (PDE6A, intron 1 of 21)	NA	5559	PDE6A								
Interval_7340	chr5	39219694	39219873	+	0	NA	promoter-TSS (FYB)	NA	50874	FYB								
Interval_7650	chr5	172765379	172765542	+	0	NA	Intergenic	NA	5740	DUSP1								
Interval_1774	chr11	83286251	83286475	+	0	NA	promoter-TSS (CCDC90B)	NA	-17	CCDC90B								
Interval_821	chr1	203289737	203289889	+	0	NA	Intergenic	NA	2537	RP11-134P9.3								
Interval_7689	chr5	177429468	177429632	+	0	NA	intron (GRK6, intron 1 of 15)	NA	-2324	GRK6								
Interval_698	chr1	159077214	159077720	+	0	NA	promoter-TSS (AIM2)	NA	-701	AIM2								
Interval_2635	chr14	75223719	75223935	+	0	NA	Intergenic	NA	-47181	TMED10								
Interval_3406	chr16	79093788	79093954	+	0	NA	intron (WWOX, intron 9 of 9)	NA	506854	MAF								
Interval_5073	chr1_KI270713v1_random	21056	21264	+	0	NA	Intergenic	NA	7668	TRNAN-GUU-7								
Interval_6390	chr22	50541717	50541964	+	0	NA	intron (LOC102724608, intron 1 of 1)	NA	413	LOC102724608								
Interval_5921	chr20	40689218	40689443	+	0	NA	promoter-TSS (MAFB)	NA	-90	MAFB								
Interval_5198	chr2	38077330	38077465	+	0	NA	Intergenic	NA	-1216	CYP1B1								
Interval_2665	chr14	77320491	77320646	+	0	NA	promoter-TSS (GSTZ1)	NA	314	POMT2								
Interval_72	chr1	9426412	9426575	+	0	NA	exon (LOC100506022, exon 2 of 2)	NA	2423	LOC100506022								
Interval_4303	chr18	76822807	76822964	+	0	NA	promoter-TSS (ZNF236)	NA	-590	LOC100131655								
Interval_3537	chr17	4142800	4143216	+	0	NA	promoter-TSS (CYB5D2)	NA	-160	CYB5D2								
Interval_1787	chr11	86743464	86743812	+	0	NA	Intergenic	NA	-19879	LOC102724775								
Interval_9605	chr9	131256368	131256820	+	0	NA	Intergenic	NA	19925	FAM78A								
Interval_3262	chr16	30957459	30957718	+	0	NA	promoter-TSS (SETD1A)	NA	-382	SETD1A								
Interval_423	chr1	87180172	87180421	+	0	NA	Intergenic	NA	-32394	LOC101927844								
Interval_5981	chr20	50541739	50541883	+	0	NA	intron (PTPN1, intron 1 of 8)	NA	31490	PTPN1								
Interval_5534	chr2	170928206	170928347	+	0	NA	promoter-TSS (GORASP2)	NA	-162	GORASP2								
Interval_9301	chr9	5627083	5627664	+	0	NA	Intergenic	NA	-1746	KIAA1432								
Interval_479	chr1	110963838	110964248	+	0	NA	promoter-TSS (LRIF1)	NA	154	LRIF1								
Interval_1886	chr12	453369	453519	+	0	NA	Intergenic	NA	-6933	B4GALNT3								
Interval_2671	chr14	81208573	81208815	+	0	NA	intron (GTF2A1, intron 2 of 8)	NA	-5860	SNORA79								
Interval_6297	chr22	37284943	37285292	+	0	NA	intron (CYTH4, intron 1 of 12)	NA	2663	CYTH4								
Interval_4748	chr19	34359466	34359864	+	0	NA	Intergenic	NA	-5462	GPI								
Interval_774	chr1	183279957	183280110	+	0	NA	intron (NMNAT2, intron 7 of 10)	NA	24841	NMNAT2								
Interval_3488	chr16	89874019	89874217	+	0	NA	intron (TCF25, intron 1 of 18)	NA	526	TCF25								
Interval_3802	chr17	45428452	45428755	+	0	NA	TTS (ARHGAP27)	NA	-18188	ARHGAP27								
Interval_1795	chr11	93741251	93741386	+	0	NA	promoter-TSS (C11orf54)	NA	219	TAF1D								
Interval_422	chr1	86774318	86774666	+	0	NA	Intergenic	NA	69922	SH3GLB1								
Interval_3168	chr16	13316115	13316318	+	0	NA	Intergenic	NA	-157997	LOC101927287								
Interval_2365	chr13	24254229	24254448	+	0	NA	exon (SPATA13-AS1, exon 1 of 3)	NA	101	SPATA13-AS1								
