REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp136-MV411-H3K27ac-r1.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam
4_MV411_3_136_R1_peak_13004_lociStitched	chr3	185814509	185827000	4	8986	9006.011	1125.4391
4_MV411_3_136_R1_peak_2475_lociStitched	chr10	119394850	119407331	4	1584	1794.7678	1517.6896
4_MV411_3_136_R1_peak_13106_lociStitched	chr3	198094995	198107463	4	2362	1726.818	579.762
2_MV411_3_136_R1_peak_7372_lociStitched	chr17	60082232	60094658	2	492	1561.9482	1262.4816
3_MV411_3_136_R1_peak_10317_lociStitched	chr2	157441582	157453989	3	1636	2181.1506	790.3259
2_MV411_3_136_R1_peak_1280_lociStitched	chr1	178055657	178068054	2	2614	2861.2276	1357.4715
2_MV411_3_136_R1_peak_9148_lociStitched	chr19	44856508	44868845	2	966	2241.6329	1878.9251
3_MV411_3_136_R1_peak_12031_lociStitched	chr3	4506619	4518937	3	1140	2344.1154	1372.2252
2_MV411_3_136_R1_peak_15755_lociStitched	chr7	6015541	6027855	2	3265	3222.5738	1385.325
3_MV411_3_136_R1_peak_14788_lociStitched	chr6	13703148	13715461	3	3242	4703.566	1306.4093
3_MV411_3_136_R1_peak_16621_lociStitched	chr8	12765601	12777913	3	1521	2716.0272	1623.9528
3_MV411_3_136_R1_peak_11468_lociStitched	chr21	34879808	34892119	3	11867	10182.4281	1344.3612
3_MV411_3_136_R1_peak_8157_lociStitched	chr18	72828179	72840465	3	996	1973.1316	968.1368
5_MV411_3_136_R1_peak_8727_lociStitched	chr19	16138451	16150714	5	6073	6165.8364	1844.3552
3_MV411_3_136_R1_peak_18588_lociStitched	chrX	49155936	49168193	3	2409	1901.0607	565.0477
3_MV411_3_136_R1_peak_10503_lociStitched	chr2	199449557	199461783	3	6630	8265.9986	1039.21
4_MV411_3_136_R1_peak_7088_lociStitched	chr17	39325837	39338015	4	3503	3395.2264	947.4484
3_MV411_3_136_R1_peak_5584_lociStitched	chr15	66900960	66913137	3	858	2339.2017	1319.9868
2_MV411_3_136_R1_peak_16268_lociStitched	chr7	101717354	101729515	2	2298	3245.7709	1261.0957
4_MV411_3_136_R1_peak_12136_lociStitched	chr3	15793763	15805894	4	6238	5986.6485	1315.0004
2_MV411_3_136_R1_peak_14139_lociStitched	chr5	94163133	94175255	2	546	1397.6666	793.991
2_MV411_3_136_R1_peak_11795_lociStitched	chr22	37267222	37279304	2	1103	2146.9714	1463.1302
4_MV411_3_136_R1_peak_1631_lociStitched	chr1	234488079	234500120	4	2143	2673.102	1305.2444
5_MV411_3_136_R1_peak_17223_lociStitched	chr8	96978659	96990695	5	2254	3781.7112	1624.86
3_MV411_3_136_R1_peak_17518_lociStitched	chr8	133081988	133094015	3	2438	3682.6674	1968.8199
2_MV411_3_136_R1_peak_5821_lociStitched	chr15	91253937	91265961	2	3344	4245.6744	1225.2456
3_MV411_3_136_R1_peak_549_lociStitched	chr1	42924535	42936538	3	1022	2441.4102	1423.5558
2_MV411_3_136_R1_peak_16410_lociStitched	chr7	137981592	137993587	2	976	1734.477	1301.4575
3_MV411_3_136_R1_peak_5624_lociStitched	chr15	70023653	70035647	3	1028	1579.6098	1286.9562
2_MV411_3_136_R1_peak_8070_lociStitched	chr18	67192742	67204734	2	1093	2087.8072	831.0456
3_MV411_3_136_R1_peak_10607_lociStitched	chr2	218734052	218746040	3	1863	2557.0404	1391.8068
3_MV411_3_136_R1_peak_4072_lociStitched	chr12	75922923	75934884	3	2554	2745.0495	1344.4164
4_MV411_3_136_R1_peak_2116_lociStitched	chr10	71365459	71377387	4	1733	2020.6032	1283.4528
3_MV411_3_136_R1_peak_10963_lociStitched	chr20	23115161	23127089	3	1855	2463.132	1629.3648
3_MV411_3_136_R1_peak_18428_lociStitched	chrX	9341275	9353202	3	955	1164.0752	449.6479
3_MV411_3_136_R1_peak_915_lociStitched	chr1	116503945	116515865	3	1246	2039.512	1040.616
2_MV411_3_136_R1_peak_3468_lociStitched	chr11	119539210	119551070	2	726	1533.498	1284.438
2_MV411_3_136_R1_peak_8253_lociStitched	chr19	556461	568317	2	1979	3199.9344	1697.7792
3_MV411_3_136_R1_peak_16730_lociStitched	chr8	28400660	28412513	3	1328	2569.7304	2105.0928
3_MV411_3_136_R1_peak_6113_lociStitched	chr16	21363452	21375302	3	934	878.085	573.54
2_MV411_3_136_R1_peak_17148_lociStitched	chr8	88232545	88244394	2	463	1865.0326	1319.9786
3_MV411_3_136_R1_peak_898_lociStitched	chr1	113932284	113944131	3	1346	2660.8362	1140.8661
2_MV411_3_136_R1_peak_9667_lociStitched	chr2	32485297	32497137	2	1100	1871.904	903.392
2_MV411_3_136_R1_peak_1591_lociStitched	chr1	228479356	228491169	2	3876	4387.3482	1216.739
2_MV411_3_136_R1_peak_1979_lociStitched	chr10	42962895	42974698	2	2362	2463.2861	1305.4118
5_MV411_3_136_R1_peak_1737_lociStitched	chr1	244855547	244867348	5	6176	6475.2087	1427.921
2_MV411_3_136_R1_peak_3172_lociStitched	chr11	67409368	67421138	2	813	874.511	1393.568
4_MV411_3_136_R1_peak_12050_lociStitched	chr3	5187707	5199460	4	5816	6071.5998	1123.5868
4_MV411_3_136_R1_peak_3092_lociStitched	chr11	65418414	65430150	4	8175	10509.588	1599.6168
3_MV411_3_136_R1_peak_6779_lociStitched	chr17	7455772	7467468	3	864	1159.0736	1332.1744
2_MV411_3_136_R1_peak_17013_lociStitched	chr8	75604435	75616120	2	666	2310.1245	1126.434
4_MV411_3_136_R1_peak_13661_lociStitched	chr4	153650863	153662530	4	4303	4373.9583	1328.8713
3_MV411_3_136_R1_peak_9509_lociStitched	chr2	8535012	8546669	3	4381	4444.8141	1405.8342
5_MV411_3_136_R1_peak_1933_lociStitched	chr10	30854700	30866344	5	3735	3526.9676	1293.6484
3_MV411_3_136_R1_peak_8297_lociStitched	chr19	1249886	1261516	3	4725	6432.553	1974.774
5_MV411_3_136_R1_peak_2250_lociStitched	chr10	88096588	88108209	5	2001	2470.6246	1146.9927
7_MV411_3_136_R1_peak_10120_lociStitched	chr2	105789453	105801070	7	6795	5469.2836	1312.721
2_MV411_3_136_R1_peak_17378_lociStitched	chr8	114490020	114501633	2	768	2327.2452	1249.5588
3_MV411_3_136_R1_peak_12783_lociStitched	chr3	138890600	138902204	3	1160	1318.2144	1371.5928
4_MV411_3_136_R1_peak_662_lociStitched	chr1	54851254	54862826	4	3048	3915.9648	1419.8844
3_MV411_3_136_R1_peak_16600_lociStitched	chr8	9897981	9909538	3	10810	12382.1698	1829.4731
2_MV411_3_136_R1_peak_17326_lociStitched	chr8	111009584	111021130	2	461	1798.8668	1070.3142
3_MV411_3_136_R1_peak_3559_lociStitched	chr12	2284092	2295628	3	1603	1793.848	1300.1072
2_MV411_3_136_R1_peak_11943_lociStitched	chr22	46069428	46080958	2	4954	5435.242	1185.284
3_MV411_3_136_R1_peak_12303_lociStitched	chr3	46350705	46362221	3	3880	4011.0228	1362.3428
2_MV411_3_136_R1_peak_8312_lociStitched	chr19	1660973	1672474	2	740	1119.0473	1668.7951
2_MV411_3_136_R1_peak_16136_lociStitched	chr7	77327432	77338910	2	1713	1973.0682	1315.3788
5_MV411_3_136_R1_peak_14343_lociStitched	chr5	139660312	139671766	5	2932	3713.3868	1401.9696
2_MV411_3_136_R1_peak_9507_lociStitched	chr2	8302507	8313881	2	1395	2109.877	1393.315
8_MV411_3_136_R1_peak_12534_lociStitched	chr3	71546643	71558005	8	3140	3065.4676	926.003
5_MV411_3_136_R1_peak_11597_lociStitched	chr22	17106628	17117930	5	1974	2820.9792	1572.1082
2_MV411_3_136_R1_peak_115_lociStitched	chr1	9082880	9094165	2	1738	2045.9705	1432.0665
4_MV411_3_136_R1_peak_8463_lociStitched	chr19	6056726	6068010	4	2540	3907.6492	2171.0416
4_MV411_3_136_R1_peak_5858_lociStitched	chr15	101198802	101210079	4	4063	3231.9882	1038.6117
3_MV411_3_136_R1_peak_1678_lociStitched	chr1	235011204	235022479	3	2149	3063.4175	1452.22
4_MV411_3_136_R1_peak_10600_lociStitched	chr2	218394876	218406127	4	5830	8255.9838	1562.7639
2_MV411_3_136_R1_peak_8111_lociStitched	chr18	69759979	69771220	2	786	1646.8065	1156.6989
3_MV411_3_136_R1_peak_17344_lociStitched	chr8	112140884	112152096	3	806	2092.1592	1001.2316
3_MV411_3_136_R1_peak_11195_lociStitched	chr20	48712816	48723974	3	3166	3799.299	1220.6852
3_MV411_3_136_R1_peak_12735_lociStitched	chr3	129228815	129239961	3	1621	2678.3838	1123.5168
7_MV411_3_136_R1_peak_1852_lociStitched	chr10	11169269	11180395	7	4062	3464.6364	1059.1952
2_MV411_3_136_R1_peak_5420_lociStitched	chr15	49707209	49718323	2	1035	1857.1494	1186.9752
3_MV411_3_136_R1_peak_6512_lociStitched	chr16	75506191	75517302	3	1064	1448.8744	1007.7677
4_MV411_3_136_R1_peak_4564_lociStitched	chr13	41005233	41016334	4	1945	2118.0708	391.8653
3_MV411_3_136_R1_peak_8891_lociStitched	chr19	29679983	29691061	3	3967	5637.5942	1738.1382
3_MV411_3_136_R1_peak_9594_lociStitched	chr2	26493035	26504065	3	1999	2649.406	1313.673
3_MV411_3_136_R1_peak_500_lociStitched	chr1	39204674	39215695	3	1312	1623.3933	1289.457
2_MV411_3_136_R1_peak_73_lociStitched	chr1	3666588	3677561	2	928	971.1105	1209.2246
2_MV411_3_136_R1_peak_963_lociStitched	chr1	146376565	146387534	2	901	678.9811	360.8801
2_MV411_3_136_R1_peak_6505_lociStitched	chr16	75064846	75075772	2	417	1527.4548	1249.9344
7_MV411_3_136_R1_peak_2958_lociStitched	chr11	60185566	60196444	7	7528	6142.8066	1078.0098
3_MV411_3_136_R1_peak_10845_lociStitched	chr20	3420735	3431587	3	1824	2197.53	1000.5544
4_MV411_3_136_R1_peak_1342_lociStitched	chr1	186838388	186849236	4	1694	2159.8368	1055.5104
2_MV411_3_136_R1_peak_2338_lociStitched	chr10	100181776	100192587	2	5622	4542.7822	1034.6127
2_MV411_3_136_R1_peak_12043_lociStitched	chr3	4976539	4987348	2	4261	5254.2549	1272.2193
3_MV411_3_136_R1_peak_6833_lociStitched	chr17	9346044	9356850	3	1557	1773.2646	955.2504
6_MV411_3_136_R1_peak_13980_lociStitched	chr5	55855435	55866238	6	5682	4881.8757	1102.9863
2_MV411_3_136_R1_peak_13529_lociStitched	chr4	116005367	116016157	2	1233	1513.837	627.978
4_MV411_3_136_R1_peak_10247_lociStitched	chr2	136245719	136256472	4	2442	2280.7113	1322.619
2_MV411_3_136_R1_peak_5854_lociStitched	chr15	101116280	101127009	2	514	879.778	1141.5656
2_MV411_3_136_R1_peak_1198_lociStitched	chr1	161389562	161400287	2	1798	2315.5275	1400.685
4_MV411_3_136_R1_peak_7948_lociStitched	chr18	59875777	59886493	4	3206	3554.4972	1336.2852
2_MV411_3_136_R1_peak_15607_lociStitched	chr6	159819418	159830116	2	912	1831.4976	1385.391
MV411_3_136_R1_peak_7342	chr17	58330348	58341024	1	10677	13610.8324	1290.7284
3_MV411_3_136_R1_peak_3701_lociStitched	chr12	14948253	14958912	3	1653	2419.593	1138.3812
3_MV411_3_136_R1_peak_6892_lociStitched	chr17	17839592	17850238	3	1487	2040.8382	1365.8818
3_MV411_3_136_R1_peak_8805_lociStitched	chr19	18364545	18375191	3	2755	3357.7484	1712.9414
2_MV411_3_136_R1_peak_16943_lociStitched	chr8	63723197	63733841	2	608	2007.4584	1068.6576
2_MV411_3_136_R1_peak_11680_lociStitched	chr22	24145761	24156398	2	516	1491.3074	1224.3187
2_MV411_3_136_R1_peak_8068_lociStitched	chr18	67123098	67133719	2	419	1603.771	698.8618
3_MV411_3_136_R1_peak_2918_lociStitched	chr11	57475866	57486471	3	2830	3595.095	1194.123
2_MV411_3_136_R1_peak_1537_lociStitched	chr1	222455348	222465935	2	426	1149.7482	1175.157
5_MV411_3_136_R1_peak_15456_lociStitched	chr6	135184947	135195513	5	3460	3413.8746	1192.9014
2_MV411_3_136_R1_peak_2269_lociStitched	chr10	90180272	90190817	2	806	853.0905	593.6835
2_MV411_3_136_R1_peak_13562_lociStitched	chr4	123589204	123599743	2	1045	1386.9324	690.3045
3_MV411_3_136_R1_peak_11681_lociStitched	chr22	24198381	24208918	3	1004	1497.3077	1023.1427
4_MV411_3_136_R1_peak_10677_lociStitched	chr2	231604358	231614893	4	3097	3552.402	1239.9695
2_MV411_3_136_R1_peak_8108_lociStitched	chr18	69514002	69524493	2	933	2037.3522	778.4322
2_MV411_3_136_R1_peak_17574_lociStitched	chr8	141392087	141402556	2	560	1581.8659	1927.3429
2_MV411_3_136_R1_peak_17334_lociStitched	chr8	111344359	111354814	2	441	1806.624	1088.3655
5_MV411_3_136_R1_peak_18476_lociStitched	chrX	19865362	19875795	5	2408	1886.2864	541.4727
2_MV411_3_136_R1_peak_7024_lociStitched	chr17	32007377	32017809	2	729	956.6144	907.584
2_MV411_3_136_R1_peak_6762_lociStitched	chr17	7120922	7131352	2	1139	1199.45	792.68
2_MV411_3_136_R1_peak_13911_lociStitched	chr5	40355136	40365562	2	2993	3544.84	1078.0484
5_MV411_3_136_R1_peak_6106_lociStitched	chr16	20903893	20914298	5	2964	2749.001	1033.2165
4_MV411_3_136_R1_peak_3118_lociStitched	chr11	65767050	65777437	4	2327	2883.4312	1113.4864
5_MV411_3_136_R1_peak_12830_lociStitched	chr3	152194964	152205326	5	9076	6369.5214	920.1456
2_MV411_3_136_R1_peak_18256_lociStitched	chr9	131228373	131238679	2	1348	1440.7788	975.9782
4_MV411_3_136_R1_peak_66_lociStitched	chr1	3312796	3323062	4	1653	2670.1866	1443.3996
4_MV411_3_136_R1_peak_11929_lociStitched	chr22	45225178	45235441	4	4152	4114.4367	1216.1655
4_MV411_3_136_R1_peak_17048_lociStitched	chr8	78029453	78039709	4	1101	1914.7952	934.3216
5_MV411_3_136_R1_peak_6409_lociStitched	chr16	66516275	66526481	5	7820	6078.6936	1184.9166
2_MV411_3_136_R1_peak_14287_lociStitched	chr5	135027311	135037499	2	8275	6437.7972	1030.0068
2_MV411_3_136_R1_peak_17829_lociStitched	chr9	37187974	37198133	2	750	1340.988	755.8296
2_MV411_3_136_R1_peak_17924_lociStitched	chr9	93028003	93038161	2	700	1670.991	1299.2082
3_MV411_3_136_R1_peak_1004_lociStitched	chr1	150604363	150614515	3	4045	4749.1056	1044.6408
3_MV411_3_136_R1_peak_15190_lociStitched	chr6	43789722	43799808	3	1167	1928.4432	1328.3262
3_MV411_3_136_R1_peak_712_lociStitched	chr1	72100413	72110497	3	1274	1675.9608	726.048
4_MV411_3_136_R1_peak_1285_lociStitched	chr1	178933459	178943540	4	1971	2498.0718	1189.558
2_MV411_3_136_R1_peak_6450_lociStitched	chr16	67984337	67994401	2	1383	1567.9712	1246.9296
2_MV411_3_136_R1_peak_10770_lociStitched	chr2	240612115	240622173	2	1010	1871.7938	1322.627
4_MV411_3_136_R1_peak_17748_lociStitched	chr9	25989637	25999690	4	3445	3445.1631	1213.3971
2_MV411_3_136_R1_peak_1914_lociStitched	chr10	27447786	27457816	2	714	1722.151	1061.174
4_MV411_3_136_R1_peak_18516_lociStitched	chrX	40099886	40109869	4	3832	2642.5001	549.065
3_MV411_3_136_R1_peak_6549_lociStitched	chr16	84598845	84608828	3	3107	3482.0704	1187.977
4_MV411_3_136_R1_peak_8519_lociStitched	chr19	7705475	7715453	4	2816	3442.41	1628.4096
3_MV411_3_136_R1_peak_14890_lociStitched	chr6	26295797	26305755	3	1490	1836.2552	1178.0314
2_MV411_3_136_R1_peak_16897_lociStitched	chr8	55929721	55939663	2	860	1733.8848	1323.2802
2_MV411_3_136_R1_peak_17032_lociStitched	chr8	77262856	77272772	2	430	1683.7368	933.0956
3_MV411_3_136_R1_peak_18686_lociStitched	chrX	102976724	102986618	3	2102	1987.7046	521.4138
2_MV411_3_136_R1_peak_4358_lociStitched	chr12	121839858	121849730	2	1175	1395.9008	818.3888
2_MV411_3_136_R1_peak_5920_lociStitched	chr16	1929460	1939275	2	904	1307.358	978.5555
3_MV411_3_136_R1_peak_10954_lociStitched	chr20	20734098	20743907	3	973	1523.3377	993.6517
4_MV411_3_136_R1_peak_12439_lociStitched	chr3	52201671	52211477	4	1280	1641.5244	1073.757
3_MV411_3_136_R1_peak_6793_lociStitched	chr17	7835104	7844894	3	6275	7646.969	1289.343
4_MV411_3_136_R1_peak_6031_lociStitched	chr16	11223861	11233648	4	2063	2072.8866	1209.6732
2_MV411_3_136_R1_peak_5162_lociStitched	chr14	100067030	100076812	2	1920	2077.6968	1152.3196
2_MV411_3_136_R1_peak_4977_lociStitched	chr14	73744176	73753936	2	558	1486.448	1127.28
2_MV411_3_136_R1_peak_1961_lociStitched	chr10	33612232	33621949	2	802	1585.8144	1046.5209
3_MV411_3_136_R1_peak_7783_lociStitched	chr18	9762128	9771843	3	1127	1696.239	944.298
4_MV411_3_136_R1_peak_12546_lociStitched	chr3	75135375	75145082	4	3596	3296.4972	1205.6094
3_MV411_3_136_R1_peak_7173_lociStitched	chr17	43360184	43369851	3	2795	3257.779	896.1309
5_MV411_3_136_R1_peak_8359_lociStitched	chr19	2543305	2552963	5	3734	5547.5552	1707.5344
4_MV411_3_136_R1_peak_8435_lociStitched	chr19	4806597	4816250	4	3393	4027.2316	1413.1992
2_MV411_3_136_R1_peak_8127_lociStitched	chr18	71140333	71149973	2	522	1373.7	736.496
2_MV411_3_136_R1_peak_5969_lociStitched	chr16	3149729	3159368	2	1049	1372.5936	1054.5066
2_MV411_3_136_R1_peak_8144_lociStitched	chr18	71725478	71735107	2	679	1527.1594	759.7281
3_MV411_3_136_R1_peak_5724_lociStitched	chr15	78056613	78066238	3	1021	1905.75	975.0125
4_MV411_3_136_R1_peak_11409_lociStitched	chr21	29064152	29073742	4	3843	3887.786	815.15
2_MV411_3_136_R1_peak_7582_lociStitched	chr17	78254213	78263799	2	874	1599.9034	1053.5014
2_MV411_3_136_R1_peak_195_lociStitched	chr1	16895694	16905265	2	980	2508.5591	1087.2656
2_MV411_3_136_R1_peak_16566_lociStitched	chr8	5015833	5025372	2	563	1815.2717	1140.8644
3_MV411_3_136_R1_peak_6573_lociStitched	chr16	85927514	85937027	3	3026	2697.8868	1259.5212
4_MV411_3_136_R1_peak_11111_lociStitched	chr20	38143824	38153321	4	1682	1805.3797	1117.7969
2_MV411_3_136_R1_peak_10467_lociStitched	chr2	191666453	191675940	2	775	1108.0816	725.7555
3_MV411_3_136_R1_peak_12199_lociStitched	chr3	33420454	33429924	3	1523	2200.828	997.191
3_MV411_3_136_R1_peak_16985_lociStitched	chr8	72081502	72090950	3	1127	1985.0248	853.1544
2_MV411_3_136_R1_peak_6325_lociStitched	chr16	50684443	50693871	2	677	1403.8292	926.7724
2_MV411_3_136_R1_peak_3881_lociStitched	chr12	52024110	52033535	2	1971	1863.3225	967.9475
4_MV411_3_136_R1_peak_5283_lociStitched	chr15	31263601	31273016	4	1968	2560.88	1367.9995
3_MV411_3_136_R1_peak_14950_lociStitched	chr6	30032852	30042249	3	1314	1670.7866	851.3682
3_MV411_3_136_R1_peak_16883_lociStitched	chr8	54013815	54023205	3	5741	6256.557	1260.138
2_MV411_3_136_R1_peak_16887_lociStitched	chr8	54153142	54162508	2	1416	1772.9838	1344.021
2_MV411_3_136_R1_peak_14063_lociStitched	chr5	75660236	75669590	2	1834	1652.8518	1078.5162
2_MV411_3_136_R1_peak_17041_lociStitched	chr8	77555852	77565174	2	531	1761.858	893.9798
2_MV411_3_136_R1_peak_15358_lociStitched	chr6	106155838	106165139	2	2259	2755.8863	1149.6036
4_MV411_3_136_R1_peak_9089_lociStitched	chr19	42199532	42208785	4	4146	4891.1358	1649.8099
2_MV411_3_136_R1_peak_5651_lociStitched	chr15	73287443	73296690	2	986	1156.7997	969.0856
3_MV411_3_136_R1_peak_5667_lociStitched	chr15	74776598	74785813	3	5230	5503.198	1361.977
2_MV411_3_136_R1_peak_4951_lociStitched	chr14	69616136	69625342	2	487	1338.5524	868.1258
3_MV411_3_136_R1_peak_6086_lociStitched	chr16	17408531	17417725	3	1255	2133.9274	1041.6802
9_MV411_3_136_R1_peak_7331_lociStitched	chr17	58283560	58292749	9	5456	3680.1945	917.9811
2_MV411_3_136_R1_peak_1782_lociStitched	chr1	248153736	248162864	2	720	1263.3152	982.1728
2_MV411_3_136_R1_peak_12539_lociStitched	chr3	71575595	71584720	2	8643	10632.45	836.7625
3_MV411_3_136_R1_peak_13237_lociStitched	chr4	26141805	26150919	3	1014	1611.3552	837.5766
5_MV411_3_136_R1_peak_12017_lociStitched	chr3	2526920	2536028	5	2117	1676.7828	748.6776
2_MV411_3_136_R1_peak_3379_lociStitched	chr11	102447493	102456575	2	2346	2810.879	1026.266
3_MV411_3_136_R1_peak_16550_lociStitched	chr8	1948767	1957846	3	3626	5621.7168	1591.5487
2_MV411_3_136_R1_peak_9434_lociStitched	chr19	56313629	56322702	2	2710	3849.6739	1582.3312
2_MV411_3_136_R1_peak_15684_lociStitched	chr7	922944	932003	2	1375	2040.0868	1034.5378
4_MV411_3_136_R1_peak_1830_lociStitched	chr10	7406181	7415229	4	7920	8185.7256	887.6088
4_MV411_3_136_R1_peak_10013_lociStitched	chr2	85698199	85707247	4	1904	2217.6648	1174.4304
4_MV411_3_136_R1_peak_11690_lociStitched	chr22	24503431	24512453	4	2843	2983.5754	962.6474
2_MV411_3_136_R1_peak_17706_lociStitched	chr9	7967356	7976357	2	748	1543.6715	822.6914
3_MV411_3_136_R1_peak_15719_lociStitched	chr7	2636936	2645926	3	4815	4738.629	1066.214
3_MV411_3_136_R1_peak_10652_lociStitched	chr2	230660241	230669231	3	2641	2715.879	828.878
4_MV411_3_136_R1_peak_2054_lociStitched	chr10	63518846	63527724	4	6413	6888.4402	734.2106
3_MV411_3_136_R1_peak_15076_lociStitched	chr6	35363133	35371989	3	1980	2749.788	983.9016
2_MV411_3_136_R1_peak_8045_lociStitched	chr18	66023926	66032779	2	452	1512.9777	764.0139
5_MV411_3_136_R1_peak_15426_lociStitched	chr6	122710343	122719163	5	4528	3071.124	815.85
2_MV411_3_136_R1_peak_10998_lociStitched	chr20	29084767	29093577	2	613	1714.426	1065.129
3_MV411_3_136_R1_peak_11388_lociStitched	chr21	25170432	25179241	3	1883	1930.0519	771.6684
3_MV411_3_136_R1_peak_14960_lociStitched	chr6	30508283	30517052	3	3072	2426.3823	794.4714
4_MV411_3_136_R1_peak_16191_lociStitched	chr7	92828911	92837675	4	6666	7659.736	1008.7364
3_MV411_3_136_R1_peak_14591_lociStitched	chr5	177299292	177308031	3	3096	2640.9258	977.0202
2_MV411_3_136_R1_peak_16565_lociStitched	chr8	4966829	4975552	2	566	1559.6724	765.0071
2_MV411_3_136_R1_peak_8851_lociStitched	chr19	20105525	20114238	2	478	1496.8934	774.5857
7_MV411_3_136_R1_peak_4025_lociStitched	chr12	66234509	66243166	7	5396	4015.1166	896.8652
6_MV411_3_136_R1_peak_17470_lociStitched	chr8	129415651	129424301	6	2583	3545.635	1319.99
4_MV411_3_136_R1_peak_7667_lociStitched	chr17	81833346	81841961	4	6009	5891.7985	1202.654
MV411_3_136_R1_peak_8665	chr19	13835241	13843847	1	8607	14262.7238	1643.746
3_MV411_3_136_R1_peak_2511_lociStitched	chr10	124640430	124649030	3	3608	3714.34	975.24
2_MV411_3_136_R1_peak_6246_lociStitched	chr16	30805602	30814197	2	661	1045.152	800.1945
2_MV411_3_136_R1_peak_16684_lociStitched	chr8	22974640	22983225	2	1129	1879.2565	1383.0435
4_MV411_3_136_R1_peak_18091_lociStitched	chr9	117717704	117726265	4	2967	2963.8182	1018.759
3_MV411_3_136_R1_peak_8053_lociStitched	chr18	66558953	66567489	3	880	1515.9936	582.1552
2_MV411_3_136_R1_peak_15846_lociStitched	chr7	27165731	27174259	2	8164	5978.9808	945.7552
2_MV411_3_136_R1_peak_7651_lociStitched	chr17	81393447	81401971	2	6755	9683.264	831.9424
5_MV411_3_136_R1_peak_3097_lociStitched	chr11	65492360	65500876	5	5725	6951.6108	1128.37
2_MV411_3_136_R1_peak_827_lociStitched	chr1	106301904	106310408	2	563	918.432	553.6104
3_MV411_3_136_R1_peak_15211_lociStitched	chr6	45420160	45428641	3	7756	5746.7256	803.9988
2_MV411_3_136_R1_peak_10919_lociStitched	chr20	12473723	12482204	2	627	776.8596	367.2273
3_MV411_3_136_R1_peak_16801_lociStitched	chr8	39656959	39665427	3	781	1501.3764	819.7024
6_MV411_3_136_R1_peak_2122_lociStitched	chr10	71746007	71754463	6	4439	4568.7768	1216.8184
2_MV411_3_136_R1_peak_13851_lociStitched	chr5	14587364	14595811	2	1055	1620.9793	826.1166
2_MV411_3_136_R1_peak_9636_lociStitched	chr2	28358933	28367358	2	588	1628.5525	1136.5325
2_MV411_3_136_R1_peak_15594_lociStitched	chr6	159084267	159092678	2	562	1328.0969	780.5408
2_MV411_3_136_R1_peak_2917_lociStitched	chr11	57424452	57432843	2	2645	2851.2618	1001.0463
