PeakID (cmd=annotatePeaks.pl ERG.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_20537	chr2	15006789	15006963	+	0	NA	Intergenic	NA	-8720	LOC101926952								
Interval_28759	chr4	2787205	2787778	+	0	NA	Intergenic	NA	-24728	SH3BP2								
Interval_8218	chr12	8026141	8026833	+	0	NA	Intergenic	NA	-6215	FOXJ2								
Interval_26947	chr3	51353626	51353892	+	0	NA	intron (DOCK3, intron 40 of 53)	NA	-31502	MANF								
Interval_13732	chr15	89947287	89947632	+	0	NA	Intergenic	NA	-34469	C15orf38-AP3S2								
Interval_30122	chr4	151760999	151761192	+	0	NA	promoter-TSS (PET112)	NA	-72	PET112								
Interval_37823	chr8	130307862	130308063	+	0	NA	intron (ASAP1, intron 1 of 28)	NA	-11429	ASAP1-IT1								
Interval_28541	chr3	195101280	195101588	+	0	NA	intron (XXYLT1, intron 3 of 3)	NA	6846	XXYLT1-AS1								
Interval_35462	chr7	66205175	66205426	+	0	NA	promoter-TSS (TPST1)	NA	28	TPST1								
Interval_10460	chr13	39655488	39655845	+	0	NA	promoter-TSS (COG6)	NA	39	COG6								
Interval_5352	chr10	92690135	92692108	+	0	NA	intron (HHEX, intron 1 of 3)	NA	1197	HHEX								
Interval_19287	chr19	30001822	30002132	+	0	NA	intron (URI1, intron 4 of 10)	NA	78327	URI1								
Interval_13664	chr15	85010301	85010599	+	0	NA	intron (PDE8A, intron 1 of 22)	NA	29031	PDE8A								
Interval_1016	chr1	36448686	36448942	+	0	NA	intron (OSCP1, intron 1 of 10)	NA	1671	OSCP1								
Interval_20981	chr2	45258264	45258652	+	0	NA	Intergenic	NA	-3517	LINC01121								
Interval_37803	chr8	129581635	129582811	+	0	NA	Intergenic	NA	-98081	MIR3686								
Interval_29447	chr4	67572087	67572307	+	0	NA	intron (STAP1, intron 2 of 8)	NA	13449	STAP1								
Interval_23672	chr20	5911271	5911474	+	0	NA	promoter-TSS (CHGB)	NA	44	CHGB								
Interval_13062	chr15	58932977	58933741	+	0	NA	promoter-TSS (SLTM)	NA	217	SLTM								
Interval_30784	chr5	59301782	59302023	+	0	NA	intron (PDE4D, intron 3 of 16)	NA	-25783	PDE4D								
Interval_27656	chr3	129045831	129045991	+	0	NA	Intergenic	NA	-10706	GP9								
Interval_24280	chr20	48760361	48760675	+	0	NA	intron (PREX1, intron 1 of 39)	NA	67365	PREX1								
Interval_26783	chr3	46488773	46489244	+	0	NA	Intergenic	NA	-3774	LOC102724305								
Interval_32916	chr6	28141625	28142061	+	0	NA	promoter-TSS (ZKSCAN8)	NA	-368	ZKSCAN8								
Interval_27398	chr3	112561569	112562403	+	0	NA	promoter-TSS (ATG3)	NA	-23	ATG3								
Interval_33558	chr6	53171958	53172179	+	0	NA	Intergenic	NA	-23242	GCM1								
Interval_15820	chr17	29566157	29566349	+	0	NA	promoter-TSS (TP53I13)	NA	771	ABHD15								
Interval_9925	chr12	122871884	122872214	+	0	NA	exon (VPS37B, exon 1 of 5)	NA	693	VPS37B								
Interval_40666	chrX	120015402	120015710	+	0	NA	intron (LOC101928941, intron 1 of 2)	NA	2146	LOC101928941								
Interval_35933	chr7	104548974	104549195	+	0	NA	intron (LHFPL3, intron 1 of 3)	NA	220305	LHFPL3								
Interval_9034	chr12	57078195	57078514	+	0	NA	intron (TMEM194A, intron 1 of 7)	NA	437	TMEM194A								
Interval_8051	chr12	3220580	3220904	+	0	NA	intron (TSPAN9, intron 1 of 6)	NA	20382	TSPAN9								
Interval_37629	chr8	116874330	116875030	+	0	NA	promoter-TSS (MIR3610)	NA	120	MIR3610								
Interval_2710	chr1	159746672	159747102	+	0	NA	Intergenic	NA	-32298	CRP								
Interval_19162	chr19	18392548	18392820	+	0	NA	intron (LRRC25, intron 2 of 2)	NA	4921	LRRC25								
Interval_25194	chr22	19765755	19766121	+	0	NA	exon (TBX1, exon 7 of 8)	NA	9235	TBX1								
Interval_38323	chr9	19395540	19395839	+	0	NA	Intergenic	NA	-13238	ACER2								
Interval_8592	chr12	38934790	38934952	+	0	NA	Intergenic	NA	-28736	CPNE8								
Interval_33912	chr6	110178951	110179126	+	0	NA	intron (WASF1, intron 1 of 10)	NA	638	WASF1								
Interval_36418	chr7	158696133	158696431	+	0	NA	intron (NCAPG2, intron 2 of 27)	NA	8549	NCAPG2								
Interval_6824	chr11	65417915	65418300	+	0	NA	Intergenic	NA	-4691	NEAT1								
Interval_6759	chr11	64624929	64625497	+	0	NA	intron (NRXN2, intron 16 of 18)	NA	34009	SLC22A12								
Interval_27285	chr3	99845469	99845643	+	0	NA	intron (FILIP1L, intron 3 of 3)	NA	18855	LOC102724841								
Interval_26478	chr3	30495813	30495977	+	0	NA	Intergenic	NA	-23018	AC116035.1								
Interval_18003	chr18	49898563	49898774	+	0	NA	intron (MYO5B, intron 21 of 39)	NA	84645	SCARNA17								
Interval_24856	chr21	35222072	35222838	+	0	NA	Intergenic	NA	-173157	RUNX1								
Interval_6991	chr11	67640011	67640353	+	0	NA	promoter-TSS (TBX10)	NA	-622	TBX10								
Interval_9565	chr12	104687731	104688245	+	0	NA	intron (CHST11, intron 2 of 2)	NA	96294	MIR3922								
Interval_7862	chr11	128693241	128694438	+	0	NA	promoter-TSS (FLI1)	NA	-77	FLI1								
Interval_30581	chr5	36876442	36877681	+	0	NA	promoter-TSS (LOC646719)	NA	302	NIPBL								
Interval_4040	chr1	245169500	245169800	+	0	NA	intron (KIF26B, intron 2 of 14)	NA	14665	KIF26B								
Interval_1639	chr1	71850925	71851289	+	0	NA	intron (NEGR1, intron 2 of 6)	NA	-14095	NEGR1-IT1								
Interval_26413	chr3	24365145	24365543	+	0	NA	intron (THRB, intron 1 of 9)	NA	-128743	THRB-AS1								
Interval_4794	chr10	50374952	50375297	+	0	NA	intron (SGMS1, intron 6 of 7)	NA	-126514	ASAH2								
Interval_39469	chr9	128245772	128246204	+	0	NA	promoter-TSS (MIR3154)	NA	-958	MIR3154								
Interval_31467	chr5	126373739	126374124	+	0	NA	intron (GRAMD3, intron 1 of 13)	NA	20010	LOC101927514								
Interval_37769	chr8	127625248	127625442	+	0	NA	Intergenic	NA	110422	CASC11								
Interval_5376	chr10	95183231	95184272	+	0	NA	Intergenic	NA	-10449	C10orf129								
Interval_21614	chr2	96208342	96208727	+	0	NA	exon (STARD7-AS1, exon 1 of 4)	NA	118	STARD7-AS1								
Interval_33644	chr6	71366406	71366759	+	0	NA	Intergenic	NA	10449	MIR30C2								
Interval_3451	chr1	207049942	207050268	+	0	NA	intron (YOD1, intron 1 of 1)	NA	972	YOD1								
Interval_23756	chr20	17612480	17612759	+	0	NA	Intergenic	NA	42665	DSTN								
Interval_31665	chr5	135601038	135601255	+	0	NA	Intergenic	NA	-21867	CXCL14								
Interval_34736	chr7	2232903	2233168	+	0	NA	promoter-TSS (MAD1L1)	NA	-142	MAD1L1								
Interval_16701	chr17	63998273	63998602	+	0	NA	promoter-TSS (C17orf72)	NA	86	C17orf72								
Interval_502	chr1	19325474	19326430	+	0	NA	intron (PQLC2, intron 4 of 7)	NA	13706	PQLC2								
Interval_20621	chr2	23674185	23674510	+	0	NA	intron (KLHL29, intron 4 of 12)	NA	-56425	LOC102723401								
Interval_37282	chr8	81154030	81154373	+	0	NA	Intergenic	NA	-42156	PAG1								
Interval_5125	chr10	76883613	76883918	+	0	NA	intron (KCNMA1, intron 29 of 29)	NA	-4239	LOC101929328								
Interval_30137	chr4	153045396	153045633	+	0	NA	Intergenic	NA	82695	FHDC1								
Interval_13434	chr15	75037815	75038066	+	0	NA	intron (PPCDC, intron 2 of 3)	NA	14354	PPCDC								
Interval_20968	chr2	44938944	44939104	+	0	NA	Intergenic	NA	2854	SIX3-AS1								
Interval_32801	chr6	25036117	25036345	+	0	NA	promoter-TSS (LOC102724765)	NA	-87	LOC102724765								
Interval_13720	chr15	89334582	89335481	+	0	NA	promoter-TSS (TRNAR22)	NA	-42	TRNAR22								
Interval_5901	chr10	129031647	129031843	+	0	NA	Intergenic	NA	-435547	MGMT								
Interval_23176	chr2	224584793	224585892	+	0	NA	promoter-TSS (CUL3)	NA	55	CUL3								
Interval_6010	chr11	1309625	1309788	+	0	NA	promoter-TSS (TOLLIP)	NA	-2	TOLLIP-AS1								
Interval_26283	chr3	14761050	14761825	+	0	NA	intron (C3orf20, intron 14 of 17)	NA	-49303	FGD5								
Interval_8507	chr12	27185311	27185863	+	0	NA	TTS (LOC729222)	NA	54652	LOC729222								
Interval_3154	chr1	192489799	192489993	+	0	NA	Intergenic	NA	-85831	RGS1								
Interval_29407	chr4	59247161	59247352	+	0	NA	Intergenic	NA	-1675367	MIR548AG1								
Interval_23757	chr20	17665700	17666055	+	0	NA	intron (RRBP1, intron 1 of 24)	NA	16406	RRBP1								
Interval_37784	chr8	128050777	128050986	+	0	NA	intron (PVT1, intron 4 of 7)	NA	1722	MIR1207								
Interval_15348	chr16	89837741	89838011	+	0	NA	intron (SPIRE2, intron 1 of 14)	NA	1451	SPIRE2								
Interval_15053	chr16	81752281	81752518	+	0	NA	Intergenic	NA	13325	RP11-960L18.1								
Interval_11435	chr14	35826204	35826419	+	0	NA	promoter-TSS (BRMS1L)	NA	-3484	BRMS1L								
Interval_36083	chr7	117775909	117776146	+	0	NA	intron (CTTNBP2, intron 5 of 19)	NA	97480	CTTNBP2								
Interval_38853	chr9	89422313	89422501	+	0	NA	intron (SEMA4D, intron 2 of 20)	NA	57483	SEMA4D								
Interval_33045	chr6	31366901	31367323	+	0	NA	Intergenic	NA	-9933	HLA-B								
Interval_31470	chr5	126508902	126509224	+	0	NA	Intergenic	NA	85886	GRAMD3								
Interval_27913	chr3	149339871	149340330	+	0	NA	Intergenic	NA	-6339	TM4SF18								
Interval_32014	chr5	157563890	157564173	+	0	NA	intron (ADAM19, intron 3 of 21)	NA	11744	ADAM19								
Interval_10659	chr13	49628333	49628838	+	0	NA	promoter-TSS (ARL11)	NA	286	ARL11								
Interval_40225	chrX	41720256	41720448	+	0	NA	intron (CASK, intron 5 of 25)	NA	-3803	GPR82								
Interval_867	chr1	31423599	31423879	+	0	NA	exon (SERINC2, exon 3 of 11)	NA	14174	SERINC2								
Interval_29768	chr4	87080013	87080240	+	0	NA	intron (AFF1, intron 4 of 20)	NA	140462	KLHL8								
Interval_34880	chr7	6826162	6826575	+	0	NA	promoter-TSS (CCZ1B)	NA	-73	CCZ1B								
Interval_20851	chr2	37822721	37823098	+	0	NA	Intergenic	NA	52954	LINC00211								
Interval_29973	chr4	117983605	117983870	+	0	NA	Intergenic	NA	-50608	NDST3								
Interval_2010	chr1	108703422	108703904	+	0	NA	Intergenic	NA	6109	PRPF38B								
Interval_32690	chr6	15672371	15672580	+	0	NA	Intergenic	NA	-9645	DTNBP1								
Interval_19023	chr19	16182321	16182625	+	0	NA	Intergenic	NA	-2951	FAM32A								
Interval_38087	chr8	143397730	143398839	+	0	NA	Intergenic	NA	29411	RHPN1								
Interval_25974	chr22	46593161	46593792	+	0	NA	intron (GRAMD4, intron 1 of 18)	NA	-26931	GRAMD4								
Interval_18648	chr19	8321217	8321470	+	0	NA	promoter-TSS (NDUFA7)	NA	53	NDUFA7								
Interval_6741	chr11	64304464	64304713	+	0	NA	promoter-TSS (ESRRA)	NA	-940	ESRRA								
Interval_16612	chr17	60398267	60398793	+	0	NA	Intergenic	NA	-6305	USP32								
Interval_677	chr1	25971386	25971681	+	0	NA	intron (PAFAH2, intron 7 of 7)	NA	26639	PAFAH2								
Interval_28083	chr3	161946457	161946822	+	0	NA	Intergenic	NA	517038	OTOL1								
Interval_22629	chr2	177264560	177265122	+	0	NA	promoter-TSS (NFE2L2)	NA	-952	NFE2L2								
Interval_32356	chr5	180639693	180639951	+	0	NA	intron (FLT4, intron 1 of 29)	NA	9802	FLT4								
Interval_35926	chr7	103297256	103297578	+	0	NA	promoter-TSS (PMPCB)	NA	-11	PMPCB								
Interval_33486	chr6	45461605	45461774	+	0	NA	intron (RUNX2, intron 3 of 5)	NA	39115	RUNX2								
Interval_21516	chr2	85550592	85550774	+	0	NA	exon (GGCX, exon 13 of 14)	NA	10851	GGCX								
Interval_7269	chr11	77411919	77412081	+	0	NA	promoter-TSS (PAK1)	NA	-49	PAK1								
Interval_5331	chr10	91378173	91378374	+	0	NA	intron (LOC100188947, intron 3 of 4)	NA	-32012	HECTD2								
Interval_16793	chr17	67717560	67718044	+	0	NA	promoter-TSS (NOL11)	NA	-143	NOL11								
Interval_16884	chr17	74410077	74410531	+	0	NA	Intergenic	NA	-23393	GPRC5C								
Interval_1461	chr1	58883377	58883706	+	0	NA	intron (LINC01135, intron 1 of 1)	NA	69122	LOC101926907								
Interval_12510	chr14	105998664	105998930	+	0	NA	intron (LOC102723435, intron 2 of 2)	NA	12073	LOC102723435								
Interval_33694	chr6	80967658	80967830	+	0	NA	Intergenic	NA	514587	LOC101928714								
Interval_8280	chr12	10366994	10367402	+	0	NA	intron (RP11-277P12.20, intron 1 of 3)	NA	3429	RP11-277P12.20								
Interval_6301	chr11	34809520	34810046	+	0	NA	Intergenic	NA	94639	LOC102723568								
Interval_8332	chr12	12564168	12564346	+	0	NA	Intergenic	NA	-1743	DUSP16								
Interval_33627	chr6	65719253	65719443	+	0	NA	Intergenic	NA	-68531	SLC25A51P1								
Interval_6080	chr11	6200973	6201280	+	0	NA	TTS (OR52W1)	NA	1902	OR52W1								
Interval_8984	chr12	56020896	56021222	+	0	NA	promoter-TSS (IKZF4)	NA	-372	IKZF4								
Interval_20218	chr19	55253782	55254662	+	0	NA	intron (PPP6R1, intron 1 of 23)	NA	4808	PPP6R1								
Interval_11664	chr14	60248884	60249227	+	0	NA	promoter-TSS (PPM1A)	NA	-193	PPM1A								
Interval_30922	chr5	72555976	72556164	+	0	NA	Intergenic	NA	-1007	LOC102503427								
Interval_39220	chr9	120842944	120843201	+	0	NA	promoter-TSS (PSMD5-AS1)	NA	30	PSMD5-AS1								
Interval_8560	chr12	31659117	31659488	+	0	NA	promoter-TSS (METTL20)	NA	115	METTL20								
Interval_14376	chr16	27796055	27796289	+	0	NA	intron (GSG1L, intron 6 of 6)	NA	-77143	LOC100128079								
Interval_28840	chr4	6689234	6689661	+	0	NA	exon (RP11-539L10.2, exon 2 of 3)	NA	1147	RP11-539L10.2								
Interval_25459	chr22	30213022	30213182	+	0	NA	Intergenic	NA	44279	LIF								
Interval_3021	chr1	181088549	181088890	+	0	NA	exon (IER5, exon 1 of 1)	NA	217	IER5								
Interval_22995	chr2	210001005	210001303	+	0	NA	Intergenic	NA	-1411	RPE								
Interval_8529	chr12	28089567	28089853	+	0	NA	Intergenic	NA	-119749	PTHLH								
Interval_18971	chr19	14775884	14776332	+	0	NA	intron (EMR2, intron 1 of 18)	NA	974	EMR2								
Interval_31014	chr5	77294132	77294425	+	0	NA	intron (PDE8B, intron 1 of 20)	NA	83397	PDE8B								
Interval_2460	chr1	153554000	153554226	+	0	NA	Intergenic	NA	-4855	S100A3								
Interval_29098	chr4	37748495	37748985	+	0	NA	Intergenic	NA	-62363	RELL1								
Interval_11432	chr14	35689100	35689370	+	0	NA	exon (RALGAPA1, exon 18 of 41)	NA	119775	RALGAPA1								
Interval_28285	chr3	184135154	184135822	+	0	NA	exon (EIF2B5, exon 1 of 16)	NA	466	EIF2B5								
Interval_27013	chr3	52809840	52810111	+	0	NA	TTS (ITIH3)	NA	15207	ITIH3								
Interval_35937	chr7	104944870	104945633	+	0	NA	intron (LOC101927902, intron 1 of 1)	NA	4295	LOC101927902								
Interval_7957	chr12	610216	610679	+	0	NA	exon (NINJ2, exon 1 of 4)	NA	31043	NINJ2								
Interval_4228	chr10	6202702	6203783	+	0	NA	exon (PFKFB3, exon 1 of 15)	NA	365	PFKFB3								
Interval_24305	chr20	49812568	49813322	+	0	NA	promoter-TSS (SLC9A8)	NA	232	SLC9A8								
Interval_18316	chr19	1248080	1248429	+	0	NA	promoter-TSS (MIDN)	NA	132	LOC102723811								
Interval_11275	chr14	22561704	22562116	+	0	NA	Intergenic	NA	27327	DAD1								
Interval_19487	chr19	38676332	38676893	+	0	NA	intron (ACTN4, intron 1 of 20)	NA	28996	ACTN4								
Interval_29548	chr4	75939738	75940379	+	0	NA	exon (NAAA, exon 2 of 10)	NA	953	NAAA								
Interval_29258	chr4	52911773	52912036	+	0	NA	intron (SCFD2, intron 6 of 8)	NA	-33762	LOC101928658								
Interval_40451	chrX	70527563	70528346	+	0	NA	TTS (TEX11)	NA	-71960	DLG3-AS1								
Interval_11748	chr14	65412908	65413247	+	0	NA	promoter-TSS (FUT8-AS1)	NA	-460	FUT8-AS1								
Interval_11497	chr14	49940768	49941323	+	0	NA	intron (RP11-58E21.4, intron 4 of 4)	NA	20915	RP11-58E21.4								
Interval_757	chr1	27430928	27431417	+	0	NA	intron (WASF2, intron 1 of 8)	NA	38528	GPR3								
Interval_21301	chr2	68908487	68908722	+	0	NA	Intergenic	NA	-37087	BMP10								
Interval_29964	chr4	113349503	113349755	+	0	NA	intron (ANK2, intron 38 of 50)	NA	197337	MIR8082								
Interval_10509	chr13	41960730	41961417	+	0	NA	promoter-TSS (VWA8)	NA	12	VWA8								
Interval_32870	chr6	27145725	27146380	+	0	NA	intron (HIST1H2BK, intron 1 of 1)	NA	806	HIST1H2BK								
Interval_23609	chr20	3846619	3847220	+	0	NA	intron (MAVS, intron 1 of 5)	NA	120	MAVS								
Interval_29380	chr4	56665786	56666204	+	0	NA	TTS (LOC101928815)	NA	10549	LOC101928815								
Interval_14560	chr16	48117433	48117790	+	0	NA	intron (ABCC12, intron 11 of 28)	NA	29159	ABCC12								
Interval_13736	chr15	90000726	90001041	+	0	NA	promoter-TSS (ZNF710)	NA	-637	ZNF710								
Interval_13671	chr15	85324259	85324529	+	0	NA	intron (LOC101929641, intron 1 of 1)	NA	5827	LOC101929641								
Interval_12647	chr15	32427985	32428165	+	0	NA	intron (ULK4P1, intron 3 of 4)	NA	6974	ULK4P1								
Interval_18191	chr18	76529055	76529317	+	0	NA	intron (LINC00908, intron 1 of 2)	NA	531	LINC00908								
Interval_6063	chr11	3841376	3841811	+	0	NA	promoter-TSS (RHOG)	NA	-751	RHOG								
Interval_12250	chr14	93962698	93963288	+	0	NA	intron (ASB2, intron 3 of 10)	NA	13746	ASB2								
Interval_6109	chr11	9017327	9017619	+	0	NA	Intergenic	NA	-13424	NRIP3								
Interval_16403	chr17	49968298	49968732	+	0	NA	promoter-TSS (DLX4)	NA	-683	DLX4								
Interval_20450	chr2	9474670	9474956	+	0	NA	promoter-TSS (IAH1)	NA	281	IAH1								
Interval_32570	chr6	8102406	8102653	+	0	NA	promoter-TSS (EEF1E1)	NA	66	EEF1E1								
Interval_9471	chr12	96343739	96343949	+	0	NA	intron (CDK17, intron 1 of 15)	NA	56744	CDK17								
Interval_13065	chr15	58987918	58988585	+	0	NA	exon (RNF111, exon 1 of 14)	NA	-17823	RNF111								
Interval_32089	chr5	168477243	168477480	+	0	NA	Intergenic	NA	-16881	RARS								
Interval_1947	chr1	101101451	101101695	+	0	NA	Intergenic	NA	-49265	LOC101928334								
Interval_18015	chr18	50374821	50375136	+	0	NA	promoter-TSS (SKA1)	NA	-153	SKA1								
Interval_8987	chr12	56103083	56103243	+	0	NA	exon (ERBB3, exon 28 of 28)	NA	-1156	PA2G4								
Interval_38739	chr9	79583971	79584255	+	0	NA	intron (TLE4, intron 4 of 19)	NA	12340	TLE4								
Interval_8523	chr12	27998335	27998528	+	0	NA	Intergenic	NA	-28470	PTHLH								
Interval_9973	chr12	124390737	124391110	+	0	NA	intron (NCOR2, intron 18 of 47)	NA	-53722	MIR6880								
Interval_38697	chr9	76655048	76655526	+	0	NA	intron (PRUNE2, intron 10 of 16)	NA	-109151	PCA3								
Interval_5013	chr10	71753580	71753893	+	0	NA	intron (C10orf54, intron 4 of 6)	NA	19844	C10orf54								
Interval_12430	chr14	104660068	104660383	+	0	NA	TTS (LOC101929634)	NA	5327	LOC101929634								
Interval_8753	chr12	49110707	49110944	+	0	NA	promoter-TSS (LMBR1L)	NA	-150	LMBR1L								
Interval_19918	chr19	48445725	48446136	+	0	NA	TTS (GRIN2D)	NA	157	GRWD1								
Interval_32136	chr5	171634162	171634363	+	0	NA	Intergenic	NA	-151553	SMIM23								
Interval_10338	chr13	29956858	29957049	+	0	NA	Intergenic	NA	20422	LINC00544								
Interval_22552	chr2	172710539	172710741	+	0	NA	Intergenic	NA	25566	RAPGEF4-AS1								
Interval_11670	chr14	60657627	60657953	+	0	NA	Intergenic	NA	-8353	SIX1								
Interval_28240	chr3	182682310	182682544	+	0	NA	Intergenic	NA	37466	LOC102724617								
Interval_39911	chrUn_GL000216v2	146061	146290	+	0	NA	NA	NA	NA	NA								
Interval_32851	chr6	26341763	26342061	+	0	NA	Intergenic	NA	-9868	LOC101928743								
Interval_28206	chr3	179015507	179015825	+	0	NA	Intergenic	NA	56202	ZMAT3								
Interval_9465	chr12	96199047	96199238	+	0	NA	intron (ELK3, intron 2 of 5)	NA	4740	ELK3								
Interval_10097	chr12	132558201	132558746	+	0	NA	intron (FBRSL1, intron 5 of 19)	NA	6443	LOC100996573								
Interval_3115	chr1	185375683	185375953	+	0	NA	Intergenic	NA	5152	LOC102724897								
Interval_8363	chr12	14644148	14644518	+	0	NA	intron (GUCY2C, intron 16 of 26)	NA	52252	GUCY2C								
Interval_34278	chr6	138786555	138786819	+	0	NA	intron (CCDC28A, intron 4 of 5)	NA	-9424	ECT2L								
Interval_23670	chr20	5750085	5750774	+	0	NA	promoter-TSS (C20orf196)	NA	-6400	C20orf196								
Interval_27672	chr3	129424441	129424601	+	0	NA	intron (EFCAB12, intron 1 of 8)	NA	4115	EFCAB12								
Interval_4329	chr10	12782518	12782865	+	0	NA	intron (CAMK1D, intron 5 of 10)	NA	-50442	LOC283070								
Interval_12927	chr15	50423977	50425040	+	0	NA	exon (USP8, exon 1 of 20)	NA	131	USP8								
Interval_28534	chr3	194952946	194953341	+	0	NA	Intergenic	NA	-141445	XXYLT1-AS1								
Interval_15179	chr16	85752067	85752343	+	0	NA	Intergenic	NA	-1122	C16orf74								
Interval_8906	chr12	53751130	53751743	+	0	NA	intron (CISTR, intron 2 of 2)	NA	399	CISTR								
Interval_6985	chr11	67583491	67583719	+	0	NA	promoter-TSS (GSTP1)	NA	10	GSTP1								
Interval_5213	chr10	80187454	80188314	+	0	NA	intron (ANXA11, intron 1 of 16)	NA	17688	ANXA11								
Interval_34010	chr6	119145151	119145421	+	0	NA	intron (FAM184A, intron 1 of 16)	NA	3907	FAM184A								
Interval_1330	chr1	51296906	51297196	+	0	NA	intron (TTC39A, intron 12 of 17)	NA	-32611	LOC102724097								
Interval_26087	chr3	4533716	4534157	+	0	NA	intron (ITPR1, intron 4 of 59)	NA	40588	ITPR1								
Interval_19997	chr19	49676534	49676901	+	0	NA	promoter-TSS (PRMT1)	NA	-435	PRMT1								
Interval_21182	chr2	62181038	62181438	+	0	NA	Intergenic	NA	-14889	B3GNT2								
Interval_21554	chr2	86621677	86621897	+	0	NA	intron (RNF103-CHMP3, intron 2 of 7)	NA	2090	RNF103								
Interval_16781	chr17	67293827	67294058	+	0	NA	Intergenic	NA	36057	LOC101928021								
Interval_7661	chr11	118882604	118882832	+	0	NA	Intergenic	NA	5039	LOC101929133								
Interval_2688	chr1	158248127	158248432	+	0	NA	Intergenic	NA	-5858	CD1A								
Interval_1737	chr1	86774204	86774630	+	0	NA	Intergenic	NA	69847	SH3GLB1								
Interval_33780	chr6	89411990	89412353	+	0	NA	promoter-TSS (RRAGD)	NA	100	RRAGD								
Interval_12213	chr14	92586199	92586513	+	0	NA	intron (RIN3, intron 3 of 9)	NA	72575	RIN3								
Interval_4161	chr10	3068192	3068803	+	0	NA	promoter-TSS (PFKP)	NA	1022	PFKP								
Interval_30454	chr5	14594719	14594952	+	0	NA	intron (FAM105A, intron 1 of 7)	NA	13053	FAM105A								
Interval_7471	chr11	105220219	105220447	+	0	NA	Intergenic	NA	-80599	CARD18								
Interval_21300	chr2	68861392	68861577	+	0	NA	Intergenic	NA	10033	BMP10								
Interval_1057	chr1	38680876	38681108	+	0	NA	Intergenic	NA	178831	RRAGC								
Interval_21204	chr2	64144153	64144607	+	0	NA	promoter-TSS (PELI1)	NA	40	PELI1								
Interval_2272	chr1	143264588	143264788	+	0	NA	Intergenic	NA	41671	LOC101929814								
