PeakID (cmd=annotatePeaks.pl ETV6.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_18096	chr7	128710666	128710802	+	0	NA	intron (FAM71F1, intron 1 of 7)	NA	-4608	FAM71F1								
Interval_9301	chr19	14529379	14529520	+	0	NA	promoter-TSS (MIR639)	NA	-93	DNAJB1								
Interval_2645	chr10	97543182	97543385	+	0	NA	intron (UBTD1, intron 1 of 2)	NA	-29216	ANKRD2								
Interval_16347	chr6	15901119	15901295	+	0	NA	Intergenic	NA	-93737	LOC101928406								
Interval_1179	chr1	154485151	154485477	+	0	NA	intron (SHE, intron 5 of 5)	NA	16736	SHE								
Interval_11198	chr2	194104871	194105027	+	0	NA	Intergenic	NA	-239320	AC018799.1								
Interval_4830	chr12	120423068	120423388	+	0	NA	Intergenic	NA	-14862	COX6A1								
Interval_6591	chr15	90412758	90413043	+	0	NA	intron (IQGAP1, intron 2 of 37)	NA	24628	IQGAP1								
Interval_8066	chr17	63850355	63850643	+	0	NA	Intergenic	NA	-6517	TCAM1P								
Interval_743	chr1	66752031	66752387	+	0	NA	promoter-TSS (TCTEX1D1)	NA	-3547	TCTEX1D1								
Interval_8820	chr18	66111534	66111813	+	0	NA	Intergenic	NA	360752	CDH7								
Interval_5887	chr14	97179757	97179888	+	0	NA	Intergenic	NA	236243	LINC00618								
Interval_563	chr1	42931264	42931500	+	0	NA	intron (SLC2A1, intron 2 of 9)	NA	-27667	SLC2A1-AS1								
Interval_5263	chr13	89818639	89818799	+	0	NA	Intergenic	NA	-254306	LINC00353								
Interval_16906	chr6	105219312	105219437	+	0	NA	Intergenic	NA	-39391	POPDC3								
Interval_19209	chr8	127759981	127760112	+	0	NA	Intergenic	NA	23977	MYC								
Interval_3275	chr11	63858811	63858936	+	0	NA	intron (MARK2, intron 1 of 16)	NA	19918	MARK2								
Interval_14109	chr3	193593004	193593271	+	0	NA	promoter-TSS (OPA1)	NA	-7	OPA1								
Interval_6861	chr16	21599360	21599686	+	0	NA	promoter-TSS (LOC101927814)	NA	-138	LOC101927814								
Interval_2294	chr10	46289336	46289464	+	0	NA	intron (ANTXRL, intron 1 of 16)	NA	2403	ANTXRL								
Interval_234	chr1	20164669	20165052	+	0	NA	intron (PLA2G2C, intron 2 of 2)	NA	10334	PLA2G2C								
Interval_14060	chr3	187958621	187958924	+	0	NA	Intergenic	NA	195316	LPP-AS2								
Interval_20002	chr9	122297619	122297855	+	0	NA	intron (MRRF, intron 4 of 4)	NA	32825	MRRF								
Interval_5347	chr13	114234811	114235038	+	0	NA	promoter-TSS (CDC16)	NA	79	CDC16								
Interval_19296	chr8	133689713	133689906	+	0	NA	Intergenic	NA	87543	LOC101927798								
Interval_16465	chr6	28542834	28543121	+	0	NA	TTS (TRNAR7)	NA	209	TRNAR7								
Interval_13940	chr3	177338744	177339731	+	0	NA	Intergenic	NA	44795	LINC00501								
Interval_20042	chr9	124941083	124941259	+	0	NA	promoter-TSS (GOLGA1)	NA	-199	GOLGA1								
Interval_190	chr1	16366955	16367312	+	0	NA	exon (SZRD1, exon 1 of 3)	NA	103	SZRD1								
Interval_13537	chr3	111392932	111393115	+	0	NA	Intergenic	NA	-149095	CD96								
Interval_8403	chr17	81563983	81564111	+	0	NA	intron (NPLOC4, intron 16 of 16)	NA	-11644	C17orf70								
Interval_3079	chr11	34501573	34501723	+	0	NA	intron (ELF5, intron 2 of 6)	NA	12152	ELF5								
Interval_18582	chr8	38134325	38134732	+	0	NA	intron (ASH2L, intron 13 of 14)	NA	16737	STAR								
Interval_11164	chr2	185161806	185161982	+	0	NA	Intergenic	NA	563528	ZNF804A								
Interval_15587	chr5	96584801	96585020	+	0	NA	Intergenic	NA	-77329	CAST								
Interval_14153	chr3	195804547	195804802	+	0	NA	intron (MUC4, intron 1 of 24)	NA	7299	MUC4								
Interval_4646	chr12	101889340	101889689	+	0	NA	intron (DRAM1, intron 1 of 5)	NA	12187	DRAM1								
Interval_1753	chr1	223175744	223175981	+	0	NA	Intergenic	NA	-32612	TLR5								
Interval_8667	chr18	46149794	46149985	+	0	NA	Intergenic	NA	-24133	C18orf25								
Interval_20418	chrX	23018967	23019143	+	0	NA	intron (RP11-40F8.2, intron 3 of 5)	NA	19094	DDX53								
Interval_2793	chr10	119135467	119135796	+	0	NA	intron (FAM45A, intron 9 of 9)	NA	29932	SFXN4								
Interval_15473	chr5	75948566	75948707	+	0	NA	Intergenic	NA	-134536	SV2C								
Interval_17813	chr7	74395176	74395314	+	0	NA	intron (CLIP2, intron 13 of 16)	NA	-58749	GTF2IRD1								
Interval_10349	chr2	43219646	43220249	+	0	NA	Intergenic	NA	6659	ZFP36L2								
Interval_4465	chr12	66302235	66302511	+	0	NA	promoter-TSS (HELB)	NA	-182	HELB								
Interval_10818	chr2	113116319	113116592	+	0	NA	Intergenic	NA	-1438	IL1RN								
Interval_2502	chr10	78953125	78953574	+	0	NA	intron (ZMIZ1-AS1, intron 6 of 7)	NA	114099	ZMIZ1-AS1								
Interval_613	chr1	47231739	47232382	+	0	NA	promoter-TSS (TAL1)	NA	206	TAL1								
Interval_11876	chr20	35769165	35769317	+	0	NA	Intergenic	NA	-2760	PHF20								
Interval_11533	chr2	240779581	240779720	+	0	NA	exon (LOC102723856, exon 2 of 2)	NA	1284	LOC102723856								
Interval_461	chr1	35454278	35454463	+	0	NA	exon (KIAA0319L, exon 11 of 21)	NA	103066	KIAA0319L								
Interval_5881	chr14	96769012	96769232	+	0	NA	Intergenic	NA	-28225	VRK1								
Interval_16931	chr6	108142291	108142512	+	0	NA	intron (OSTM1-AS1, intron 1 of 1)	NA	18765	OSTM1-AS1								
Interval_11592	chr20	1965441	1965685	+	0	NA	intron (RP4-684O24.5, intron 2 of 3)	NA	18317	RP4-684O24.5								
Interval_13149	chr3	42012908	42013115	+	0	NA	promoter-TSS (TRAK1)	NA	-50508	ULK4								
Interval_9076	chr19	6533333	6533759	+	0	NA	intron (TNFSF9, intron 2 of 2)	NA	4984	TNFSF9								
Interval_6732	chr16	3259084	3259449	+	0	NA	Intergenic	NA	-2639	MEFV								
Interval_3863	chr11	129314392	129314903	+	0	NA	Intergenic	NA	-61339	BARX2								
Interval_17620	chr7	36737656	36737781	+	0	NA	Intergenic	NA	-13169	AOAH								
Interval_6321	chr15	67093480	67093669	+	0	NA	intron (SMAD3, intron 1 of 8)	NA	-30299	LOC102723493								
Interval_5055	chr13	30690337	30690581	+	0	NA	Intergenic	NA	-16422	TRNAN7								
Interval_19568	chr9	26158709	26158992	+	0	NA	Intergenic	NA	92175	LOC100506422								
Interval_1150	chr1	153518737	153518914	+	0	NA	Intergenic	NA	17416	S100A6								
Interval_3862	chr11	128726766	128727037	+	0	NA	intron (FLI1, intron 1 of 8)	NA	-30878	SENCR								
Interval_6751	chr16	4253925	4254141	+	0	NA	promoter-TSS (RP11-95P2.1)	NA	-244	RP11-95P2.1								
Interval_9527	chr19	35448697	35449032	+	0	NA	promoter-TSS (FFAR2)	NA	-851	FFAR2								
Interval_3348	chr11	65546450	65546704	+	0	NA	intron (LTBP3, intron 15 of 27)	NA	11651	LTBP3								
Interval_9287	chr19	14206818	14207343	+	0	NA	promoter-TSS (LPHN1)	NA	-918	LPHN1								
Interval_14403	chr4	25968555	25968774	+	0	NA	Intergenic	NA	54758	SMIM20								
Interval_13115	chr3	37072949	37073194	+	0	NA	intron (LRRFIP2, intron 20 of 27)	NA	79294	MLH1								
Interval_18568	chr8	37506203	37506455	+	0	NA	Intergenic	NA	22836	RP11-150O12.6								
Interval_8299	chr17	77881551	77881836	+	0	NA	exon (FLJ45079, exon 2 of 2)	NA	2394	FLJ45079								
Interval_4392	chr12	56224208	56224384	+	0	NA	promoter-TSS (NABP2)	NA	-45	NABP2								
Interval_3268	chr11	63621023	63621421	+	0	NA	Intergenic	NA	-4349	PLA2G16								
Interval_10974	chr2	144414572	144414742	+	0	NA	intron (ZEB2, intron 3 of 8)	NA	49687	LOC102723797								
Interval_202	chr1	17181705	17182188	+	0	NA	Intergenic	NA	-12380	LOC400743								
Interval_13820	chr3	151171285	151171620	+	0	NA	intron (MED12L, intron 10 of 42)	NA	28445	GPR171								
Interval_5548	chr14	58299118	58299307	+	0	NA	intron (ARID4A, intron 1 of 22)	NA	708	ARID4A								
Interval_15921	chr5	151215273	151215486	+	0	NA	intron (CCDC69, intron 1 of 8)	NA	8714	CCDC69								
Interval_4084	chr12	13144181	13144752	+	0	NA	Intergenic	NA	-48660	GSG1								
Interval_17773	chr7	69824501	69824993	+	0	NA	intron (AUTS2, intron 1 of 18)	NA	225255	AUTS2								
Interval_18051	chr7	113784374	113784526	+	0	NA	Intergenic	NA	134577	PPP1R3A								
Interval_15445	chr5	72308200	72308518	+	0	NA	intron (MRPS27, intron 2 of 10)	NA	11898	MRPS27								
Interval_12712	chr22	40177824	40178000	+	0	NA	promoter-TSS (TNRC6B)	NA	133095	TNRC6B								
Interval_12465	chr22	17281475	17281685	+	0	NA	Intergenic	NA	-14847	CECR3								
Interval_14395	chr4	25102790	25103164	+	0	NA	Intergenic	NA	57449	SEPSECS								
Interval_8215	chr17	75034941	75035226	+	0	NA	promoter-TSS (TRNAR25)	NA	-30	TRNAR25								
Interval_4136	chr12	24307310	24307550	+	0	NA	intron (SOX5, intron 3 of 16)	NA	84143	RP11-778H2.1								
Interval_13459	chr3	87780817	87780989	+	0	NA	Intergenic	NA	-11876	HTR1F								
Interval_10668	chr2	88092141	88092268	+	0	NA	intron (SMYD1, intron 4 of 8)	NA	-9655	MIR4780								
Interval_19233	chr8	129527804	129527957	+	0	NA	Intergenic	NA	-43738	MIR3686								
Interval_5770	chr14	83255101	83255277	+	0	NA	Intergenic	NA	604260	RP11-406A9.2								
Interval_8630	chr18	36067435	36067714	+	0	NA	promoter-TSS (RPRD1A)	NA	1	RPRD1A								
Interval_8962	chr19	2032407	2032597	+	0	NA	Intergenic	NA	-16799	BTBD2								
Interval_5201	chr13	59543655	59543844	+	0	NA	Intergenic	NA	152595	LOC101926912								
Interval_2056	chr10	6866911	6867153	+	0	NA	Intergenic	NA	87434	LINC00707								
Interval_12500	chr22	20836382	20836574	+	0	NA	intron (PI4KA, intron 2 of 47)	NA	22334	PI4KA								
Interval_19269	chr8	133015105	133015253	+	0	NA	intron (TG, intron 36 of 46)	NA	31402	MIR7848								
Interval_7189	chr16	74296148	74296356	+	0	NA	promoter-TSS (PSMD7)	NA	-523	PSMD7								
Interval_12537	chr22	24207955	24208158	+	0	NA	Intergenic	NA	26580	SUSD2								
Interval_12544	chr22	24697824	24698104	+	0	NA	Intergenic	NA	-38817	POM121L10P								
Interval_294	chr1	25033827	25034361	+	0	NA	Intergenic	NA	10542	MIR4425								
Interval_16638	chr6	40853008	40853133	+	0	NA	Intergenic	NA	-137701	LOC101929535								
Interval_5879	chr14	96752784	96753073	+	0	NA	Intergenic	NA	-44419	VRK1								
Interval_226	chr1	19469675	19469973	+	0	NA	intron (CAPZB, intron 1 of 8)	NA	15817	CAPZB								
Interval_18632	chr8	42537893	42538056	+	0	NA	intron (SLC20A2, intron 1 of 10)	NA	-3181	SMIM19								
Interval_12238	chr21	24759482	24759633	+	0	NA	Intergenic	NA	-80993	LOC339622								
Interval_20039	chr9	124868996	124869265	+	0	NA	promoter-TSS (ARPC5L)	NA	-75	ARPC5L								
Interval_3973	chr12	6183056	6183201	+	0	NA	Intergenic	NA	-17191	CD9								
Interval_16320	chr6	14382604	14383290	+	0	NA	Intergenic	NA	-48982	LOC101928331								
Interval_4368	chr12	54463118	54463269	+	0	NA	exon (GTSF1, exon 4 of 9)	NA	10389	GTSF1								
Interval_802	chr1	84988750	84988993	+	0	NA	intron (MCOLN2, intron 1 of 13)	NA	8242	MCOLN2								
Interval_13604	chr3	123036712	123036868	+	0	NA	Intergenic	NA	-30219	PDIA5								
Interval_17150	chr6	139136619	139136753	+	0	NA	intron (HECA, intron 1 of 3)	NA	1574	HECA								
Interval_15199	chr5	23893650	23893849	+	0	NA	Intergenic	NA	386134	PRDM9								
Interval_12323	chr21	35508468	35508803	+	0	NA	intron (LOC100506403, intron 1 of 2)	NA	72129	LOC100506403								
Interval_14895	chr4	128811556	128811912	+	0	NA	promoter-TSS (JADE1)	NA	464	JADE1								
Interval_18452	chr8	26203667	26203976	+	0	NA	Intergenic	NA	-87707	PPP2R2A								
Interval_12284	chr21	33215672	33215918	+	0	NA	Intergenic	NA	-14100	IFNAR2								
Interval_8958	chr19	1897606	1897910	+	0	NA	Intergenic	NA	-7614	ADAT3								
Interval_17201	chr6	143773699	143773825	+	0	NA	intron (PHACTR2, intron 6 of 11)	NA	-69609	LTV1								
Interval_9690	chr19	44071958	44072180	+	0	NA	promoter-TSS (ZNF284)	NA	-2528	ZNF284								
Interval_7367	chr16	89489190	89489492	+	0	NA	intron (ANKRD11, intron 1 of 13)	NA	1220	ANKRD11								
Interval_10800	chr2	112583730	112584018	+	0	NA	promoter-TSS (CHCHD5)	NA	446	LOC101927330								
Interval_1043	chr1	118844308	118844506	+	0	NA	Intergenic	NA	145149	TBX15								
Interval_10415	chr2	53782805	53782933	+	0	NA	intron (GPR75-ASB3, intron 1 of 9)	NA	3979	ASB3								
Interval_11547	chr2	241881593	241881935	+	0	NA	intron (AC131097.3, intron 1 of 3)	NA	401	AC131097.3								
Interval_5331	chr13	111184822	111185065	+	0	NA	promoter-TSS (ARHGEF7)	NA	5	ARHGEF7								
Interval_16515	chr6	31652112	31652897	+	0	NA	promoter-TSS (APOM)	NA	94	APOM								
Interval_13952	chr3	177725304	177725438	+	0	NA	intron (LINC00578, intron 3 of 3)	NA	-40182	LOC101928711								
Interval_12479	chr22	18113853	18114235	+	0	NA	intron (TUBA8, intron 1 of 4)	NA	3357	TUBA8								
Interval_15869	chr5	143661602	143661756	+	0	NA	intron (NR3C1, intron 1 of 8)	NA	-18244	MIR5197								
Interval_11973	chr20	46631311	46631575	+	0	NA	intron (SLC13A3, intron 2 of 12)	NA	53042	SLC13A3								
Interval_20190	chr9	133341688	133342054	+	0	NA	exon (MED22, exon 4 of 4)	NA	-5661	SURF6								
Interval_7623	chr17	28903619	28903929	+	0	NA	promoter-TSS (DHRS13)	NA	-703	DHRS13								
Interval_3556	chr11	78806685	78806810	+	0	NA	intron (TENM4, intron 14 of 33)	NA	-231883	NARS2								
Interval_16008	chr5	170312792	170312968	+	0	NA	Intergenic	NA	-15062	LCP2								
Interval_17952	chr7	100081598	100082002	+	0	NA	promoter-TSS (ZNF3)	NA	748	ZNF3								
Interval_2038	chr10	5297620	5297807	+	0	NA	Intergenic	NA	-67300	UCN3								
Interval_10100	chr2	10665882	10666052	+	0	NA	intron (NOL10, intron 8 of 19)	NA	24020	NOL10								
Interval_14007	chr3	184299025	184299295	+	0	NA	promoter-TSS (PSMD2)	NA	-1421	PSMD2								
Interval_7492	chr17	7644824	7645118	+	0	NA	Intergenic	NA	-5965	ATP1B2								
Interval_8443	chr17	82648389	82648927	+	0	NA	promoter-TSS (WDR45B)	NA	-123	WDR45B								
Interval_15424	chr5	68014928	68015162	+	0	NA	Intergenic	NA	-174831	LOC102467655								
Interval_5885	chr14	96962423	96962579	+	0	NA	Intergenic	NA	18922	LINC00618								
Interval_11051	chr2	161966002	161966134	+	0	NA	intron (SLC4A10, intron 23 of 25)	NA	108474	DPP4								
Interval_4818	chr12	119667653	119668347	+	0	NA	promoter-TSS (PRKAB1)	NA	44	PRKAB1								
Interval_18831	chr8	71948709	71948973	+	0	NA	intron (LOC100132891, intron 1 of 2)	NA	-104345	MSC								
Interval_18499	chr8	29371265	29371656	+	0	NA	Intergenic	NA	-20710	DUSP4								
Interval_3032	chr11	19242440	19242565	+	0	NA	promoter-TSS (E2F8)	NA	-847	E2F8								
Interval_9372	chr19	17337250	17337440	+	0	NA	promoter-TSS (GTPBP3)	NA	-172	GTPBP3								
Interval_17963	chr7	100430154	100430611	+	0	NA	promoter-TSS (ZCWPW1)	NA	-968	ZCWPW1								
Interval_15433	chr5	69152864	69153071	+	0	NA	Intergenic	NA	-14043	CCNB1								
Interval_6063	chr15	39391335	39391460	+	0	NA	intron (LOC102724283, intron 2 of 2)	NA	7363	LOC102724283								
Interval_9107	chr19	7676412	7676755	+	0	NA	promoter-TSS (C19orf59)	NA	-474	C19orf59								
Interval_17648	chr7	38909075	38909276	+	0	NA	promoter-TSS (VPS41)	NA	25	VPS41								
Interval_10749	chr2	102033547	102033754	+	0	NA	Intergenic	NA	41672	IL1R2								
Interval_8238	chr17	75588221	75588610	+	0	NA	exon (MYO15B, exon 1 of 61)	NA	357	MYO15B								
Interval_1807	chr1	228457705	228457918	+	0	NA	promoter-TSS (HIST3H2BB)	NA	48	HIST3H2A								
Interval_600	chr1	45687922	45688260	+	0	NA	promoter-TSS (TMEM69)	NA	-84	TMEM69								
Interval_5111	chr13	40771084	40771458	+	0	NA	promoter-TSS (MRPS31)	NA	-60	MRPS31								
Interval_17881	chr7	87874150	87874280	+	0	NA	intron (SLC25A40, intron 1 of 11)	NA	2153	SLC25A40								
Interval_3818	chr11	124670847	124671036	+	0	NA	intron (SIAE, intron 3 of 11)	NA	-2903	SPA17								
Interval_1001	chr1	113850087	113850407	+	0	NA	intron (PTPN22, intron 9 of 19)	NA	-6388	AP4B1-AS1								
Interval_5742	chr14	77457449	77458213	+	0	NA	promoter-TSS (VIPAS39)	NA	-191	VIPAS39								
Interval_19259	chr8	131916622	131916770	+	0	NA	intron (EFR3A, intron 1 of 22)	NA	12587	EFR3A								
Interval_19153	chr8	124538775	124539427	+	0	NA	promoter-TSS (NDUFB9)	NA	-1	NDUFB9								
Interval_13253	chr3	48928014	48928166	+	0	NA	intron (ARIH2, intron 3 of 15)	NA	-8705	ARIH2OS								
Interval_441	chr1	33099388	33099726	+	0	NA	intron (ADC, intron 6 of 7)	NA	18396	ADC								
Interval_14548	chr4	54334705	54335205	+	0	NA	Intergenic	NA	105825	PDGFRA								
Interval_5040	chr13	29020428	29020623	+	0	NA	Intergenic	NA	-301512	SLC46A3								
Interval_3594	chr11	87755220	87755456	+	0	NA	intron (LOC101929137, intron 1 of 2)	NA	382543	LOC101929137								
Interval_498	chr1	37989960	37990245	+	0	NA	promoter-TSS (SF3A3)	NA	-13	SF3A3								
Interval_13276	chr3	49674307	49674483	+	0	NA	promoter-TSS (APEH)	NA	34	APEH								
Interval_9339	chr19	16149867	16150186	+	0	NA	intron (HSH2D, intron 4 of 7)	NA	15998	HSH2D								
Interval_14814	chr4	102827213	102828389	+	0	NA	promoter-TSS (UBE2D3)	NA	374	UBE2D3								
Interval_4765	chr12	112537737	112538114	+	0	NA	Intergenic	NA	118978	PTPN11								
Interval_3726	chr11	115709391	115709733	+	0	NA	Intergenic	NA	25200	LOC101928985								
Interval_16966	chr6	111230548	111230675	+	0	NA	Intergenic	NA	-28668	KIAA1919								
Interval_10836	chr2	117171021	117171246	+	0	NA	Intergenic	NA	-643546	DDX18								
Interval_10514	chr2	65300966	65301162	+	0	NA	Intergenic	NA	73369	ACTR2								
Interval_9176	chr19	10408944	10409131	+	0	NA	Intergenic	NA	-5442	CDC37								
Interval_11994	chr20	48772435	48772755	+	0	NA	intron (PREX1, intron 1 of 39)	NA	-116000	PREX1								
Interval_6928	chr16	29014011	29014366	+	0	NA	Intergenic	NA	29122	LAT								
Interval_9601	chr19	39540025	39540349	+	0	NA	promoter-TSS (EID2)	NA	11	EID2								
Interval_3119	chr11	43880664	43880884	+	0	NA	promoter-TSS (ALKBH3)	NA	-33	ALKBH3								
Interval_3935	chr12	1890940	1891115	+	0	NA	intron (CACNA2D4, intron 6 of 36)	NA	27677	CACNA2D4								
Interval_20673	chrX	136835511	136835709	+	0	NA	Intergenic	NA	-39051	LOC101928747								
Interval_16497	chr6	30742574	30743216	+	0	NA	promoter-TSS (FLOT1)	NA	-219	FLOT1								
Interval_6612	chr15	91081066	91081356	+	0	NA	Intergenic	NA	58589	AC068831.10								
Interval_12210	chr21	15626221	15626374	+	0	NA	Intergenic	NA	-103728	USP25								
Interval_20400	chrX	16719560	16719779	+	0	NA	promoter-TSS (SYAP1)	NA	85	SYAP1								
Interval_8108	chr17	65130829	65131063	+	0	NA	Intergenic	NA	-6392	RGS9								
Interval_19190	chr8	125594047	125594254	+	0	NA	Intergenic	NA	163829	TRIB1								
Interval_14277	chr4	6666363	6666509	+	0	NA	Intergenic	NA	-7658	LOC93622								
Interval_4605	chr12	95004692	95004883	+	0	NA	Intergenic	NA	-1074	NDUFA12								
Interval_5567	chr14	61347867	61348174	+	0	NA	intron (PRKCH, intron 1 of 13)	NA	26223	PRKCH								
Interval_6825	chr16	15055964	15056390	+	0	NA	promoter-TSS (NTAN1)	NA	-98	NTAN1								
Interval_27	chr1	2028210	2028541	+	0	NA	intron (GABRD, intron 6 of 8)	NA	9046	GABRD								
Interval_9957	chr19	55097935	55098169	+	0	NA	intron (PPP1R12C, intron 6 of 21)	NA	19548	PPP1R12C								
Interval_7311	chr16	87383832	87384207	+	0	NA	promoter-TSS (FBXO31)	NA	75	TRNAM13								
Interval_19287	chr8	133520613	133520802	+	0	NA	intron (ST3GAL1, intron 2 of 10)	NA	51233	ST3GAL1								
Interval_19229	chr8	129420585	129420966	+	0	NA	Intergenic	NA	63367	MIR3686								
Interval_12510	chr22	21939487	21939828	+	0	NA	exon (PPM1F, exon 3 of 8)	NA	13221	PPM1F								
Interval_17409	chr7	2508302	2508795	+	0	NA	Intergenic	NA	-11297	LFNG								
Interval_17403	chr7	2242051	2242372	+	0	NA	promoter-TSS (NUDT1)	NA	-13	FTSJ2								
Interval_15453	chr5	73328745	73328900	+	0	NA	Intergenic	NA	119705	FOXD1								
Interval_1356	chr1	169112319	169112444	+	0	NA	intron (ATP1B1, intron 2 of 5)	NA	5672	ATP1B1								
Interval_5911	chr14	101596240	101596630	+	0	NA	Intergenic	NA	35084	DIO3								
Interval_13451	chr3	77628774	77628944	+	0	NA	intron (ROBO2, intron 23 of 25)	NA	588716	ROBO2								
Interval_11796	chr20	25324599	25324724	+	0	NA	intron (ABHD12, intron 2 of 11)	NA	66321	ABHD12								
Interval_14472	chr4	40600950	40601177	+	0	NA	intron (RBM47, intron 1 of 6)	NA	28803	RBM47								
Interval_10976	chr2	144521852	144522009	+	0	NA	promoter-TSS (LOC101928455)	NA	31	LOC101928455								
Interval_13180	chr3	45054695	45054820	+	0	NA	Intergenic	NA	24622	CLEC3B								
Interval_10184	chr2	24337004	24337144	+	0	NA	intron (ITSN2, intron 1 of 39)	NA	23454	ITSN2								
Interval_2216	chr10	30751086	30751297	+	0	NA	Intergenic	NA	58917	SVILP1								
Interval_4386	chr12	56103981	56104514	+	0	NA	promoter-TSS (PA2G4)	NA	-72	PA2G4								
Interval_7829	chr17	44503445	44503732	+	0	NA	promoter-TSS (GPATCH8)	NA	1	GPATCH8								
Interval_11344	chr2	217316812	217317074	+	0	NA	intron (DIRC3, intron 12 of 12)	NA	439650	DIRC3								
Interval_4694	chr12	107685613	107685843	+	0	NA	promoter-TSS (PWP1)	NA	-85	PWP1								
Interval_7038	chr16	55226223	55226457	+	0	NA	Intergenic	NA	-98154	IRX6								
Interval_1229	chr1	156500722	156501241	+	0	NA	promoter-TSS (MEF2D)	NA	-161	MEF2D								
Interval_13741	chr3	139343869	139344100	+	0	NA	promoter-TSS (MRPS22)	NA	-36	MRPS22								
Interval_19328	chr8	140543672	140543921	+	0	NA	intron (AGO2, intron 14 of 18)	NA	32498	CHRAC1								
Interval_16204	chr6	5089939	5090128	+	0	NA	intron (LYRM4, intron 2 of 3)	NA	4547	PPP1R3G								
Interval_9413	chr19	18416875	18417138	+	0	NA	Intergenic	NA	-2320	SSBP4								
Interval_11773	chr20	23125615	23125890	+	0	NA	exon (LINC00656, exon 4 of 4)	NA	6884	LINC00656								
Interval_12704	chr22	39502264	39502440	+	0	NA	promoter-TSS (MIEF1)	NA	160	MIEF1								
Interval_4675	chr12	104750130	104750319	+	0	NA	intron (CHST11, intron 2 of 2)	NA	158591	MIR3922								
Interval_17967	chr7	100586479	100586668	+	0	NA	promoter-TSS (LRCH4)	NA	240	FBXO24								
Interval_14966	chr4	148835269	148835412	+	0	NA	Intergenic	NA	-319152	RP11-24I21.1								
Interval_8718	chr18	51211637	51211913	+	0	NA	Intergenic	NA	-14094	MEX3C								
Interval_4565	chr12	91219596	91219787	+	0	NA	Intergenic	NA	-41139	DCN								
