PeakID (cmd=annotatePeaks.pl MONOMAC1_4_778_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MONOMAC1_4_778_R1_peak_1386	chr1	153633974	153635389	+	674	NA	promoter-TSS (S100A13)	NA	-2110	CHTOP								
MONOMAC1_4_778_R1_peak_3193	chr11	695230	697240	+	673	NA	promoter-TSS (DEAF1)	NA	-633	DEAF1								
MONOMAC1_4_778_R1_peak_5695	chr13	50078450	50082100	+	673	NA	intron (DLEU2, intron 1 of 10)	NA	-1894	DLEU1								
MONOMAC1_4_778_R1_peak_11949	chr2	74185018	74186950	+	673	NA	Intergenic	NA	-7116	MOB1A								
MONOMAC1_4_778_R1_peak_5517	chr13	28267123	28268890	+	673	NA	intron (PAN3, intron 12 of 18)	NA	35505	RNU6-82P								
MONOMAC1_4_778_R1_peak_3563	chr11	58579093	58580261	+	672	NA	intron (ZFP91, intron 1 of 10)	NA	563	ZFP91-CNTF								
MONOMAC1_4_778_R1_peak_21345	chr9	211215	218951	+	672	NA	exon (C9orf66, exon 1 of 1)	NA	218	DOCK8								
MONOMAC1_4_778_R1_peak_15793	chr3	188946224	188950899	+	672	NA	Intergenic	NA	124694	LOC102724756								
MONOMAC1_4_778_R1_peak_2726	chr10	63521415	63525967	+	672	NA	intron (REEP3, intron 1 of 6)	NA	2338	REEP3								
MONOMAC1_4_778_R1_peak_7745	chr16	23517606	23522580	+	671	NA	Intergenic	NA	-9599	GGA2								
MONOMAC1_4_778_R1_peak_8624	chr17	30970483	30973039	+	671	NA	intron (RNF135, intron 1 of 4)	NA	823	RNF135								
MONOMAC1_4_778_R1_peak_13066	chr20	4079871	4083027	+	670	NA	Intergenic	NA	-38493	LOC101929155								
MONOMAC1_4_778_R1_peak_13722	chr21	29071821	29074562	+	670	NA	intron (CCT8, intron 1 of 15)	NA	606	CCT8								
MONOMAC1_4_778_R1_peak_15539	chr3	160398560	160404311	+	670	NA	intron (SMC4, intron 2 of 23)	NA	1799	SMC4								
MONOMAC1_4_778_R1_peak_2592	chr10	43406230	43410582	+	669	NA	promoter-TSS (HNRNPF)	NA	478	HNRNPF								
MONOMAC1_4_778_R1_peak_6280	chr14	64503126	64505495	+	669	NA	promoter-TSS (ZBTB25)	NA	202	ZBTB25								
MONOMAC1_4_778_R1_peak_20540	chr8	30081055	30083102	+	668	NA	intron (TMEM66, intron 1 of 5)	NA	1130	TMEM66								
MONOMAC1_4_778_R1_peak_8175	chr16	77722481	77723311	+	667	NA	intron (NUDT7, intron 1 of 4)	NA	404	NUDT7								
MONOMAC1_4_778_R1_peak_6990	chr15	57282366	57290560	+	667	NA	exon (TCF12, exon 21 of 21)	NA	-13902	LINC00926								
MONOMAC1_4_778_R1_peak_20818	chr8	73970814	73972281	+	666	NA	intron (TCEB1, intron 1 of 4)	NA	740	TCEB1								
MONOMAC1_4_778_R1_peak_18593	chr6	45375537	45382716	+	665	NA	intron (RUNX2, intron 2 of 8)	NA	-10658	SUPT3H								
MONOMAC1_4_778_R1_peak_8655	chr17	32349293	32351484	+	663	NA	promoter-TSS (C17orf75)	NA	250	ZNF207								
MONOMAC1_4_778_R1_peak_6903	chr15	50352604	50356599	+	663	NA	exon (GABPB1-AS1, exon 1 of 1)	NA	278	FLJ10038								
MONOMAC1_4_778_R1_peak_20971	chr8	102805430	102807675	+	662	NA	Intergenic	NA	57617	AZIN1								
MONOMAC1_4_778_R1_peak_6323	chr14	70881922	70884276	+	662	NA	Intergenic	NA	73155	LOC100506411								
MONOMAC1_4_778_R1_peak_17485	chr5	137752299	137755441	+	662	NA	exon (HNRNPA0, exon 1 of 1)	NA	480	HNRNPA0								
MONOMAC1_4_778_R1_peak_1489	chr1	156492839	156500815	+	661	NA	intron (MEF2D, intron 1 of 10)	NA	3083	MEF2D								
MONOMAC1_4_778_R1_peak_6839	chr15	43792285	43793592	+	659	NA	TTS (MIR1282)	NA	821	MIR1282								
MONOMAC1_4_778_R1_peak_10057	chr19	2269539	2270870	+	658	NA	intron (OAZ1, intron 1 of 4)	NA	683	OAZ1								
MONOMAC1_4_778_R1_peak_2161	chr1	234943538	234946658	+	658	NA	Intergenic	NA	124720	LOC731656								
MONOMAC1_4_778_R1_peak_16464	chr4	105143911	105149093	+	656	NA	promoter-TSS (TET2)	NA	-339	TET2								
MONOMAC1_4_778_R1_peak_18745	chr6	87700994	87702243	+	656	NA	exon (AKIRIN2, exon 1 of 5)	NA	649	AKIRIN2								
MONOMAC1_4_778_R1_peak_9064	chr17	59617878	59621262	+	656	NA	promoter-TSS (CLTC)	NA	-119	CLTC								
MONOMAC1_4_778_R1_peak_21617	chr9	76573295	76578992	+	655	NA	Intergenic	NA	97802	GCNT1								
MONOMAC1_4_778_R1_peak_5502	chr13	28094540	28103215	+	654	NA	intron (FLT3, intron 1 of 23)	NA	1715	FLT3								
MONOMAC1_4_778_R1_peak_15506	chr3	155870607	155872092	+	653	NA	intron (GMPS, intron 1 of 15)	NA	813	GMPS								
MONOMAC1_4_778_R1_peak_17191	chr5	87037973	87041729	+	651	NA	Intergenic	NA	75103	MIR4280								
MONOMAC1_4_778_R1_peak_13435	chr20	45970970	45973120	+	651	NA	promoter-TSS (ZNF335)	NA	149	ZNF335								
MONOMAC1_4_778_R1_peak_365	chr1	26786357	26788742	+	651	NA	promoter-TSS (PIGV)	NA	-639	PIGV								
MONOMAC1_4_778_R1_peak_12675	chr2	207166251	207167625	+	651	NA	promoter-TSS (KLF7)	NA	536	MIR7845								
MONOMAC1_4_778_R1_peak_11999	chr2	85537340	85541162	+	651	NA	promoter-TSS (LOC100630918)	NA	273	MAT2A								
MONOMAC1_4_778_R1_peak_4820	chr12	53295026	53301128	+	651	NA	exon (PFDN5, exon 3 of 4)	NA	-1609	C12orf10								
MONOMAC1_4_778_R1_peak_3562	chr11	58576227	58578953	+	650	NA	intron (LPXN, intron 1 of 8)	NA	649	LPXN								
MONOMAC1_4_778_R1_peak_18156	chr6	25175388	25181823	+	650	NA	Intergenic	NA	-40213	CMAHP								
MONOMAC1_4_778_R1_peak_19106	chr6	147204183	147211298	+	648	NA	intron (STXBP5, intron 2 of 26)	NA	-3126	STXBP5-AS1								
MONOMAC1_4_778_R1_peak_12480	chr2	173963855	173966229	+	647	NA	promoter-TSS (SP3)	NA	660	SP3								
MONOMAC1_4_778_R1_peak_674	chr1	43831562	43842182	+	647	NA	intron (ST3GAL3, intron 5 of 12)	NA	-1785	MIR6079								
MONOMAC1_4_778_R1_peak_20705	chr8	55842660	55845449	+	647	NA	Intergenic	NA	70483	TGS1								
MONOMAC1_4_778_R1_peak_10523	chr19	17510393	17512847	+	645	NA	promoter-TSS (PGLS)	NA	151	PGLS								
MONOMAC1_4_778_R1_peak_16031	chr4	15003923	15006475	+	645	NA	TTS (RP11-665G4.1)	NA	2525	CPEB2								
MONOMAC1_4_778_R1_peak_2854	chr10	73742958	73745376	+	645	NA	promoter-TSS (SEC24C)	NA	-206	SEC24C								
MONOMAC1_4_778_R1_peak_2593	chr10	43416011	43418151	+	645	NA	Intergenic	NA	-8197	HNRNPF								
MONOMAC1_4_778_R1_peak_21954	chr9	120876536	120877222	+	645	NA	intron (PHF19, intron 1 of 14)	NA	1757	PHF19								
MONOMAC1_4_778_R1_peak_19471	chr7	26201692	26203650	+	643	NA	intron (CBX3, intron 1 of 5)	NA	1460	CBX3								
MONOMAC1_4_778_R1_peak_16251	chr4	67544356	67545549	+	643	NA	intron (CENPC, intron 1 of 18)	NA	538	CENPC								
MONOMAC1_4_778_R1_peak_4045	chr11	78288856	78292255	+	643	NA	intron (GAB2, intron 1 of 9)	NA	51325	GAB2								
MONOMAC1_4_778_R1_peak_9508	chr18	2570533	2572519	+	642	NA	promoter-TSS (METTL4)	NA	15	NDC80								
MONOMAC1_4_778_R1_peak_20891	chr8	93739372	93741122	+	641	NA	promoter-TSS (RBM12B)	NA	136	RBM12B-AS1								
MONOMAC1_4_778_R1_peak_14991	chr3	57596097	57597444	+	640	NA	intron (ARF4, intron 1 of 5)	NA	718	ARF4								
MONOMAC1_4_778_R1_peak_17396	chr5	126777047	126778353	+	638	NA	exon (LMNB1, exon 1 of 11)	NA	547	LMNB1								
MONOMAC1_4_778_R1_peak_20811	chr8	73292496	73294935	+	637	NA	promoter-TSS (RDH10)	NA	747	RPL7								
MONOMAC1_4_778_R1_peak_2704	chr10	63408981	63418513	+	637	NA	intron (JMJD1C, intron 1 of 25)	NA	-40714	MIR1296								
MONOMAC1_4_778_R1_peak_10736	chr19	38651317	38653336	+	637	NA	intron (ACTN4, intron 1 of 20)	NA	4710	ACTN4								
MONOMAC1_4_778_R1_peak_6369	chr14	75174268	75177227	+	637	NA	intron (TMED10, intron 1 of 4)	NA	899	TMED10								
MONOMAC1_4_778_R1_peak_15060	chr3	71577729	71585008	+	637	NA	intron (FOXP1, intron 1 of 5)	NA	-39308	MIR1284								
MONOMAC1_4_778_R1_peak_16950	chr5	43034875	43043652	+	637	NA	exon (ANXA2R, exon 1 of 1)	NA	1082	ANXA2R								
MONOMAC1_4_778_R1_peak_20759	chr8	61733601	61736432	+	636	NA	Intergenic	NA	20228	MIR4470								
MONOMAC1_4_778_R1_peak_21048	chr8	120444249	120446141	+	635	NA	promoter-TSS (MTBP)	NA	-105	MRPL13								
MONOMAC1_4_778_R1_peak_18310	chr6	30720311	30721397	+	632	NA	intron (TUBB, intron 1 of 3)	NA	474	TUBB								
MONOMAC1_4_778_R1_peak_17286	chr5	108381070	108383288	+	632	NA	promoter-TSS (FBXL17)	NA	-81	FBXL17								
MONOMAC1_4_778_R1_peak_8748	chr17	39199398	39201661	+	632	NA	exon (RPL19, exon 1 of 6)	NA	206	RPL19								
MONOMAC1_4_778_R1_peak_3749	chr11	65121132	65123208	+	630	NA	promoter-TSS (FAU)	NA	30	FAU								
MONOMAC1_4_778_R1_peak_4707	chr12	45725989	45727568	+	630	NA	exon (LINC00938, exon 1 of 1)	NA	1143	LINC00938								
MONOMAC1_4_778_R1_peak_3183	chr11	502011	507282	+	630	NA	intron (RNH1, intron 1 of 9)	NA	2637	RNH1								
MONOMAC1_4_778_R1_peak_12526	chr2	181455771	181460550	+	630	NA	intron (ITGA4, intron 1 of 27)	NA	1268	ITGA4								
MONOMAC1_4_778_R1_peak_5492	chr13	27250563	27253510	+	627	NA	intron (RPL21, intron 1 of 5)	NA	481	RPL21								
MONOMAC1_4_778_R1_peak_7882	chr16	30698039	30699100	+	627	NA	promoter-TSS (SRCAP)	NA	-80	LOC730183								
MONOMAC1_4_778_R1_peak_9328	chr17	75783233	75786887	+	627	NA	promoter-TSS (MIR4738)	NA	-472	MIR4738								
MONOMAC1_4_778_R1_peak_11289	chr19	58558551	58560060	+	627	NA	promoter-TSS (UBE2M)	NA	119	AC016629.8								
MONOMAC1_4_778_R1_peak_11903	chr2	70085703	70087478	+	627	NA	promoter-TSS (PCBP1)	NA	425	PCBP1-AS1								
MONOMAC1_4_778_R1_peak_19182	chr6	158085798	158088593	+	625	NA	intron (SYNJ2, intron 23 of 27)	NA	27938	SYNJ2								
MONOMAC1_4_778_R1_peak_12574	chr2	195657173	195659180	+	625	NA	intron (SLC39A10, intron 1 of 9)	NA	1048	SLC39A10								
MONOMAC1_4_778_R1_peak_22264	chr9	136481820	136483139	+	624	NA	intron (SEC16A, intron 1 of 31)	NA	-1016	C9orf163								
MONOMAC1_4_778_R1_peak_7914	chr16	31116570	31118675	+	622	NA	promoter-TSS (KAT8)	NA	-42	KAT8								
MONOMAC1_4_778_R1_peak_500	chr1	35191170	35193201	+	622	NA	intron (SFPQ, intron 1 of 9)	NA	970	SFPQ								
MONOMAC1_4_778_R1_peak_12677	chr2	207528647	207529797	+	622	NA	promoter-TSS (CREB1)	NA	-720	CREB1								
MONOMAC1_4_778_R1_peak_8068	chr16	67562968	67563905	+	622	NA	intron (CTCF, intron 1 of 9)	NA	1029	CTCF								
MONOMAC1_4_778_R1_peak_9639	chr18	23586039	23586989	+	621	NA	promoter-TSS (NPC1)	NA	-8	NPC1								
MONOMAC1_4_778_R1_peak_2194	chr1	235862087	235867026	+	620	NA	intron (LYST, intron 1 of 52)	NA	-11535	MIR1537								
MONOMAC1_4_778_R1_peak_4344	chr11	130000313	130004263	+	620	NA	promoter-TSS (LINC00167)	NA	-336	LINC00167								
MONOMAC1_4_778_R1_peak_6856	chr15	44709661	44712746	+	619	NA	promoter-TSS (B2M)	NA	-289	B2M								
MONOMAC1_4_778_R1_peak_8757	chr17	39460728	39462510	+	619	NA	exon (CDK12, exon 1 of 14)	NA	108	CDK12								
MONOMAC1_4_778_R1_peak_16157	chr4	40054814	40057887	+	619	NA	promoter-TSS (N4BP2)	NA	-554	N4BP2								
MONOMAC1_4_778_R1_peak_621	chr1	40691142	40693091	+	618	NA	exon (NFYC-AS1, exon 1 of 1)	NA	145	NFYC-AS1								
MONOMAC1_4_778_R1_peak_2754	chr10	68955219	68957240	+	618	NA	promoter-TSS (DDX21)	NA	-211	DDX21								
MONOMAC1_4_778_R1_peak_13357	chr20	36049867	36051365	+	617	NA	exon (LINC00657, exon 1 of 1)	NA	344	LINC00657								
MONOMAC1_4_778_R1_peak_7840	chr16	30063704	30065475	+	617	NA	promoter-TSS (ALDOA)	NA	-1084	ALDOA								
MONOMAC1_4_778_R1_peak_22224	chr9	133374115	133376090	+	617	NA	intron (SURF4, intron 1 of 5)	NA	1064	SURF4								
MONOMAC1_4_778_R1_peak_21483	chr9	33288224	33291427	+	617	NA	promoter-TSS (NFX1)	NA	-629	NFX1								
MONOMAC1_4_778_R1_peak_20791	chr8	67061100	67064289	+	616	NA	promoter-TSS (COPS5)	NA	-367	COPS5								
MONOMAC1_4_778_R1_peak_9704	chr18	36129369	36130681	+	616	NA	promoter-TSS (SLC39A6)	NA	151	ELP2								
MONOMAC1_4_778_R1_peak_16343	chr4	82428978	82431297	+	615	NA	promoter-TSS (HNRNPDL)	NA	88	HNRNPDL								
MONOMAC1_4_778_R1_peak_13623	chr20	63625942	63626755	+	615	NA	promoter-TSS (LOC100505771)	NA	-792	LOC100505771								
MONOMAC1_4_778_R1_peak_14593	chr3	17739557	17743762	+	615	NA	promoter-TSS (TBC1D5)	NA	-41639	TBC1D5								
MONOMAC1_4_778_R1_peak_5365	chr12	123457762	123459320	+	614	NA	intron (SNRNP35, intron 1 of 1)	NA	-1163	SNRNP35								
MONOMAC1_4_778_R1_peak_21958	chr9	121071004	121075884	+	614	NA	Intergenic	NA	-14852	CNTRL								
MONOMAC1_4_778_R1_peak_18526	chr6	42451217	42453958	+	614	NA	promoter-TSS (TRERF1)	NA	-541	TRERF1								
MONOMAC1_4_778_R1_peak_1426	chr1	154973708	154976352	+	613	NA	promoter-TSS (SHC1)	NA	388	CKS1B								
MONOMAC1_4_778_R1_peak_18596	chr6	45417099	45429514	+	613	NA	intron (RUNX2, intron 1 of 6)	NA	-54838	SUPT3H								
MONOMAC1_4_778_R1_peak_1194	chr1	114756975	114758615	+	613	NA	intron (CSDE1, intron 1 of 19)	NA	255	CSDE1								
MONOMAC1_4_778_R1_peak_5506	chr13	28139583	28144525	+	613	NA	intron (PAN3, intron 1 of 18)	NA	-2880	PAN3-AS1								
MONOMAC1_4_778_R1_peak_8975	chr17	50866614	50868348	+	613	NA	intron (TOB1-AS1, intron 1 of 1)	NA	802	TOB1-AS1								
MONOMAC1_4_778_R1_peak_1461	chr1	155687808	155690147	+	613	NA	promoter-TSS (YY1AP1)	NA	-117	DAP3								
MONOMAC1_4_778_R1_peak_9050	chr17	58631798	58632820	+	613	NA	intron (TEX14, intron 2 of 32)	NA	59746	TEX14								
MONOMAC1_4_778_R1_peak_249	chr1	21781312	21783827	+	613	NA	intron (USP48, intron 1 of 25)	NA	606	USP48								
MONOMAC1_4_778_R1_peak_12681	chr2	207624105	207627114	+	613	NA	promoter-TSS (METTL21A)	NA	319	METTL21A								
MONOMAC1_4_778_R1_peak_15315	chr3	128649453	128652180	+	613	NA	promoter-TSS (RPN1)	NA	60	RPN1								
MONOMAC1_4_778_R1_peak_15308	chr3	128590658	128596984	+	613	NA	Intergenic	NA	-17735	C3orf27								
MONOMAC1_4_778_R1_peak_15577	chr3	169763978	169765130	+	610	NA	TTS (TERC)	NA	506	TERC								
MONOMAC1_4_778_R1_peak_20814	chr8	73876452	73878880	+	610	NA	intron (UBE2W, intron 1 of 6)	NA	1244	UBE2W								
MONOMAC1_4_778_R1_peak_13396	chr20	43456949	43459054	+	610	NA	exon (SRSF6, exon 1 of 6)	NA	137	SRSF6								
MONOMAC1_4_778_R1_peak_2468	chr10	22307404	22316269	+	608	NA	Intergenic	NA	-4547	COMMD3-BMI1								
MONOMAC1_4_778_R1_peak_1165	chr1	112618065	112622093	+	607	NA	promoter-TSS (ST7L)	NA	626	CAPZA1								
MONOMAC1_4_778_R1_peak_11853	chr2	66433678	66448948	+	607	NA	promoter-TSS (MEIS1-AS2)	NA	-799	MEIS1-AS2								
MONOMAC1_4_778_R1_peak_9528	chr18	3447079	3452423	+	606	NA	promoter-TSS (TGIF1)	NA	-1654	TGIF1								
MONOMAC1_4_778_R1_peak_11388	chr2	23926153	23927174	+	606	NA	promoter-TSS (UBXN2A)	NA	403	ATAD2B								
MONOMAC1_4_778_R1_peak_13431	chr20	45933983	45935151	+	606	NA	promoter-TSS (PCIF1)	NA	-111	PCIF1								
MONOMAC1_4_778_R1_peak_18534	chr6	42780998	42784682	+	606	NA	promoter-TSS (FLJ38717)	NA	-87	FLJ38717								
MONOMAC1_4_778_R1_peak_16328	chr4	78774720	78776398	+	606	NA	promoter-TSS (BMP2K)	NA	-844	BMP2K								
MONOMAC1_4_778_R1_peak_20735	chr8	58594233	58595992	+	606	NA	intron (NSMAF, intron 22 of 30)	NA	41943	SDCBP								
MONOMAC1_4_778_R1_peak_5337	chr12	122499382	122500960	+	605	NA	intron (ZCCHC8, intron 1 of 10)	NA	902	ZCCHC8								
MONOMAC1_4_778_R1_peak_5674	chr13	48302948	48305374	+	605	NA	promoter-TSS (LINC00441)	NA	414	RB1								
MONOMAC1_4_778_R1_peak_5690	chr13	49995380	49996811	+	605	NA	promoter-TSS (TRIM13)	NA	406	MIR3613								
MONOMAC1_4_778_R1_peak_16050	chr4	15655514	15656622	+	604	NA	promoter-TSS (FBXL5)	NA	269	FBXL5								
MONOMAC1_4_778_R1_peak_19772	chr7	74656714	74658365	+	604	NA	promoter-TSS (GTF2I)	NA	-29988	GTF2I								
MONOMAC1_4_778_R1_peak_2373	chr10	12041666	12044080	+	604	NA	promoter-TSS (UPF2)	NA	297	UPF2								
MONOMAC1_4_778_R1_peak_5494	chr13	27449868	27451275	+	604	NA	promoter-TSS (MTIF3)	NA	-424	MTIF3								
MONOMAC1_4_778_R1_peak_16721	chr4	179833953	179839670	+	604	NA	Intergenic	NA	1322338	LINC00290								
MONOMAC1_4_778_R1_peak_420	chr1	28328967	28329965	+	604	NA	promoter-TSS (MED18)	NA	-817	MED18								
MONOMAC1_4_778_R1_peak_6117	chr14	34872800	34876878	+	604	NA	intron (BAZ1A, intron 1 of 26)	NA	808	BAZ1A								
MONOMAC1_4_778_R1_peak_10142	chr19	4540161	4545272	+	602	NA	exon (SEMA6B, exon 17 of 17)	NA	-2692	LRG1								
MONOMAC1_4_778_R1_peak_17507	chr5	139293228	139295485	+	602	NA	intron (MATR3, intron 1 of 13)	NA	15576	SNORA74A								
MONOMAC1_4_778_R1_peak_15579	chr3	169771393	169774120	+	602	NA	promoter-TSS (MYNN)	NA	-309	MYNN								
MONOMAC1_4_778_R1_peak_6895	chr15	50061192	50070139	+	602	NA	intron (ATP8B4, intron 3 of 28)	NA	53557	ATP8B4								
MONOMAC1_4_778_R1_peak_5341	chr12	122526078	122527080	+	601	NA	promoter-TSS (KNTC1)	NA	434	RSRC2								
MONOMAC1_4_778_R1_peak_3436	chr11	34050670	34052150	+	601	NA	promoter-TSS (CAPRIN1)	NA	-235	LOC101929918								
MONOMAC1_4_778_R1_peak_11038	chr19	49640658	49641886	+	600	NA	promoter-TSS (SCAF1)	NA	-1024	SCAF1								
MONOMAC1_4_778_R1_peak_1319	chr1	150577965	150579671	+	600	NA	intron (MCL1, intron 2 of 3)	NA	920	MCL1								
MONOMAC1_4_778_R1_peak_20671	chr8	47369588	47372061	+	599	NA	intron (SPIDR, intron 1 of 15)	NA	109946	SPIDR								
MONOMAC1_4_778_R1_peak_10014	chr19	1591360	1592671	+	599	NA	intron (MBD3, intron 1 of 6)	NA	746	MBD3								
MONOMAC1_4_778_R1_peak_14608	chr3	17983350	17988346	+	598	NA	intron (LOC339862, intron 1 of 4)	NA	23276	LOC339862								
MONOMAC1_4_778_R1_peak_11459	chr2	27771090	27777063	+	598	NA	intron (MRPL33, intron 2 of 2)	NA	2359	MRPL33								
MONOMAC1_4_778_R1_peak_11696	chr2	47904751	47906508	+	598	NA	exon (FBXO11, exon 1 of 22)	NA	-1082	LOC100506235								
MONOMAC1_4_778_R1_peak_13019	chr20	2101532	2103537	+	597	NA	intron (STK35, intron 1 of 3)	NA	652	STK35								
MONOMAC1_4_778_R1_peak_6991	chr15	57297573	57306840	+	597	NA	intron (LINC00926, intron 1 of 2)	NA	1841	LINC00926								
MONOMAC1_4_778_R1_peak_18265	chr6	28335053	28338229	+	593	NA	promoter-TSS (ZSCAN31)	NA	-266	ZSCAN31								
MONOMAC1_4_778_R1_peak_11476	chr2	27886943	27894544	+	593	NA	promoter-TSS (RBKS)	NA	128	BRE								
MONOMAC1_4_778_R1_peak_7549	chr16	2777317	2778468	+	593	NA	promoter-TSS (TCEB2)	NA	-596	TCEB2								
MONOMAC1_4_778_R1_peak_4152	chr11	107839054	107842739	+	593	NA	promoter-TSS (SLC35F2)	NA	-146	SLC35F2								
MONOMAC1_4_778_R1_peak_14661	chr3	28347264	28349875	+	593	NA	promoter-TSS (ZCWPW2)	NA	-379	ZCWPW2								
MONOMAC1_4_778_R1_peak_17639	chr5	150760863	150767175	+	592	NA	Intergenic	NA	-4986	DCTN4								
MONOMAC1_4_778_R1_peak_3622	chr11	61429427	61430691	+	591	NA	promoter-TSS (SDHAF2)	NA	-66	SDHAF2								
MONOMAC1_4_778_R1_peak_20923	chr8	97644155	97646032	+	591	NA	intron (MTDH, intron 1 of 10)	NA	946	MTDH								
MONOMAC1_4_778_R1_peak_7207	chr15	75452070	75454035	+	590	NA	intron (SIN3A, intron 1 of 20)	NA	-1306	SIN3A								
MONOMAC1_4_778_R1_peak_7495	chr16	1469155	1473130	+	589	NA	intron (CLCN7, intron 1 of 24)	NA	3942	CLCN7								
MONOMAC1_4_778_R1_peak_2059	chr1	228082561	228084247	+	588	NA	intron (ARF1, intron 1 of 4)	NA	744	ARF1								
MONOMAC1_4_778_R1_peak_18760	chr6	89080717	89081509	+	588	NA	exon (PNRC1, exon 1 of 2)	NA	403	PNRC1								
MONOMAC1_4_778_R1_peak_19223	chr6	166341738	166343573	+	588	NA	promoter-TSS (LOC100289495)	NA	24	LOC100289495								
MONOMAC1_4_778_R1_peak_5434	chr13	19957459	19958558	+	587	NA	promoter-TSS (ZMYM2)	NA	-932	ZMYM2								
MONOMAC1_4_778_R1_peak_3304	chr11	9459571	9460714	+	586	NA	promoter-TSS (ZNF143)	NA	556	LOC644656								
MONOMAC1_4_778_R1_peak_11738	chr2	55616078	55617690	+	586	NA	intron (SMEK2, intron 1 of 16)	NA	841	SMEK2								
MONOMAC1_4_778_R1_peak_10235	chr19	7680760	7681858	+	584	NA	intron (TRAPPC5, intron 1 of 1)	NA	488	TRAPPC5								
MONOMAC1_4_778_R1_peak_21756	chr9	96416685	96418595	+	583	NA	exon (ZNF367, exon 1 of 5)	NA	747	ZNF367								
MONOMAC1_4_778_R1_peak_1480	chr1	156125337	156127319	+	583	NA	intron (LMNA, intron 1 of 12)	NA	-23616	SEMA4A								
MONOMAC1_4_778_R1_peak_6532	chr14	96501642	96503455	+	583	NA	exon (PAPOLA, exon 1 of 7)	NA	172	PAPOLA								
MONOMAC1_4_778_R1_peak_13528	chr20	53590514	53594268	+	583	NA	intron (ZNF217, intron 3 of 6)	NA	16396	ZNF217								
MONOMAC1_4_778_R1_peak_16030	chr4	15001042	15003787	+	583	NA	promoter-TSS (CPEB2)	NA	-260	CPEB2								
MONOMAC1_4_778_R1_peak_17590	chr5	146447261	146448345	+	583	NA	intron (TCERG1, intron 1 of 22)	NA	493	TCERG1								
MONOMAC1_4_778_R1_peak_17447	chr5	133050771	133053368	+	583	NA	promoter-TSS (HSPA4)	NA	99	HSPA4								
MONOMAC1_4_778_R1_peak_17498	chr5	138463476	138465484	+	582	NA	Intergenic	NA	-1012	EGR1								
MONOMAC1_4_778_R1_peak_12350	chr2	151288321	151290597	+	581	NA	promoter-TSS (NMI)	NA	457	NMI								
MONOMAC1_4_778_R1_peak_18656	chr6	73519488	73521063	+	581	NA	intron (EEF1A1, intron 1 of 7)	NA	757	EEF1A1								
MONOMAC1_4_778_R1_peak_19001	chr6	135278688	135284547	+	580	NA	Intergenic	NA	42457	MIR548A2								
MONOMAC1_4_778_R1_peak_14473	chr3	9730962	9732802	+	580	NA	exon (BRPF1, exon 1 of 14)	NA	132	BRPF1								
MONOMAC1_4_778_R1_peak_4496	chr12	9735208	9738581	+	580	NA	Intergenic	NA	-3612	CLECL1								
MONOMAC1_4_778_R1_peak_10653	chr19	33266093	33269403	+	578	NA	Intergenic	NA	34816	CEBPA								
MONOMAC1_4_778_R1_peak_20187	chr7	139340616	139342419	+	578	NA	TTS (TRNAR27)	NA	385	C7orf55-LUC7L2								
MONOMAC1_4_778_R1_peak_14213	chr22	39519068	39522029	+	578	NA	promoter-TSS (ATF4)	NA	-16	ATF4								
MONOMAC1_4_778_R1_peak_11440	chr2	27211345	27213434	+	578	NA	promoter-TSS (SLC5A6)	NA	38	ATRAID								
MONOMAC1_4_778_R1_peak_15593	chr3	170868281	170870236	+	577	NA	intron (RPL22L1, intron 1 of 3)	NA	998	RPL22L1								
MONOMAC1_4_778_R1_peak_14754	chr3	44438939	44439773	+	577	NA	TTS (ZNF445)	NA	11654	LOC100506319								
MONOMAC1_4_778_R1_peak_7357	chr15	90388262	90389443	+	577	NA	intron (IQGAP1, intron 1 of 28)	NA	611	IQGAP1								
MONOMAC1_4_778_R1_peak_11567	chr2	37733067	37736873	+	577	NA	Intergenic	NA	-62771	CDC42EP3								
MONOMAC1_4_778_R1_peak_20736	chr8	58596171	58597569	+	576	NA	intron (NSMAF, intron 21 of 30)	NA	43701	SDCBP								
MONOMAC1_4_778_R1_peak_10550	chr19	18279179	18281515	+	576	NA	exon (JUND, exon 1 of 1)	NA	1309	JUND								
MONOMAC1_4_778_R1_peak_15436	chr3	150407329	150410098	+	576	NA	promoter-TSS (TSC22D2)	NA	399	TSC22D2								
MONOMAC1_4_778_R1_peak_3802	chr11	65858455	65861586	+	576	NA	promoter-TSS (MUS81)	NA	-385	MUS81								
MONOMAC1_4_778_R1_peak_16843	chr5	32384662	32390952	+	576	NA	intron (ZFR, intron 13 of 19)	NA	6644	MIR579								
MONOMAC1_4_778_R1_peak_5462	chr13	21602863	21604611	+	574	NA	intron (MICU2, intron 1 of 11)	NA	471	MICU2								
MONOMAC1_4_778_R1_peak_9525	chr18	3260799	3262854	+	573	NA	promoter-TSS (MYL12B)	NA	-787	MYL12B								
MONOMAC1_4_778_R1_peak_5895	chr13	109130104	109131753	+	572	NA	intron (MYO16, intron 31 of 34)	NA	36375	MYO16-AS1								
