PeakID (cmd=annotatePeaks.pl MONOMAC1_3_777_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MONOMAC1_3_777_R1_peak_27070	chr7	100428294	100431043	+	780	NA	promoter-TSS (ZCWPW1)	NA	-254	ZCWPW1								
MONOMAC1_3_777_R1_peak_15630	chr2	27828048	27834747	+	780	NA	intron (RBKS, intron 7 of 8)	NA	58999	RBKS								
MONOMAC1_3_777_R1_peak_7293	chr12	121799765	121805371	+	780	NA	intron (LINC01089, intron 2 of 6)	NA	916	LINC01089								
MONOMAC1_3_777_R1_peak_26831	chr7	74656712	74658412	+	780	NA	promoter-TSS (GTF2I)	NA	-29965	GTF2I								
MONOMAC1_3_777_R1_peak_20813	chr3	128878092	128880641	+	779	NA	promoter-TSS (ACAD9)	NA	-254	ACAD9								
MONOMAC1_3_777_R1_peak_3850	chr10	73728672	73731467	+	778	NA	intron (BMS1P4, intron 1 of 11)	NA	445	BMS1P4								
MONOMAC1_3_777_R1_peak_11293	chr16	77676205	77685607	+	776	NA	Intergenic	NA	-41586	NUDT7								
MONOMAC1_3_777_R1_peak_6730	chr12	56685982	56688367	+	776	NA	promoter-TSS (PTGES3)	NA	822	PTGES3								
MONOMAC1_3_777_R1_peak_3606	chr10	62804024	62805952	+	775	NA	exon (ADO, exon 1 of 1)	NA	232	ADO								
MONOMAC1_3_777_R1_peak_21079	chr3	155870578	155872497	+	775	NA	intron (GMPS, intron 1 of 15)	NA	1001	GMPS								
MONOMAC1_3_777_R1_peak_5122	chr11	65417644	65426310	+	771	NA	promoter-TSS (NEAT1)	NA	-821	NEAT1								
MONOMAC1_3_777_R1_peak_22673	chr4	173332330	173334463	+	771	NA	intron (HMGB2, intron 2 of 4)	NA	1048	HMGB2								
MONOMAC1_3_777_R1_peak_4951	chr11	61791937	61794254	+	771	NA	promoter-TSS (MIR611)	NA	458	FEN1								
MONOMAC1_3_777_R1_peak_25332	chr6	75599398	75606861	+	771	NA	intron (SENP6, intron 1 of 23)	NA	1223	SENP6								
MONOMAC1_3_777_R1_peak_15627	chr2	27802154	27812357	+	769	NA	intron (RBKS, intron 8 of 8)	NA	35538	MRPL33								
MONOMAC1_3_777_R1_peak_16142	chr2	66433675	66450823	+	768	NA	intron (MEIS1, intron 2 of 8)	NA	-1735	MEIS1-AS2								
MONOMAC1_3_777_R1_peak_27387	chr7	139358316	139361979	+	768	NA	exon (LUC7L2, exon 1 of 10)	NA	19015	C7orf55-LUC7L2								
MONOMAC1_3_777_R1_peak_14260	chr19	13148873	13151753	+	768	NA	promoter-TSS (IER2)	NA	61	STX10								
MONOMAC1_3_777_R1_peak_23889	chr5	149549120	149551473	+	768	NA	promoter-TSS (CSNK1A1)	NA	35	CSNK1A1								
MONOMAC1_3_777_R1_peak_9464	chr15	50105012	50120548	+	768	NA	intron (ATP8B4, intron 1 of 26)	NA	6442	ATP8B4								
MONOMAC1_3_777_R1_peak_23741	chr5	138463402	138466532	+	767	NA	promoter-TSS (EGR1)	NA	-525	EGR1								
MONOMAC1_3_777_R1_peak_21134	chr3	160398542	160404668	+	767	NA	intron (SMC4, intron 2 of 23)	NA	1969	SMC4								
MONOMAC1_3_777_R1_peak_282	chr1	19316500	19321361	+	767	NA	intron (PQLC2, intron 2 of 8)	NA	6684	PQLC2								
MONOMAC1_3_777_R1_peak_14759	chr19	40750784	40752752	+	767	NA	intron (SNRPA, intron 1 of 5)	NA	914	SNRPA								
MONOMAC1_3_777_R1_peak_23958	chr5	151770142	151771564	+	767	NA	intron (LOC100652758, intron 1 of 2)	NA	655	LOC100652758								
MONOMAC1_3_777_R1_peak_3801	chr10	72332176	72336395	+	767	NA	TTS (DNAJB12)	NA	20864	DNAJB12								
MONOMAC1_3_777_R1_peak_17821	chr20	5608809	5611696	+	767	NA	exon (GPCPD1, exon 1 of 20)	NA	774	GPCPD1								
MONOMAC1_3_777_R1_peak_4877	chr11	58579039	58580681	+	767	NA	intron (ZFP91, intron 1 of 10)	NA	746	ZFP91								
MONOMAC1_3_777_R1_peak_14808	chr19	42074969	42075911	+	765	NA	promoter-TSS (ZNF574)	NA	-698	ZNF574								
MONOMAC1_3_777_R1_peak_26057	chr6	158085344	158088723	+	765	NA	intron (SYNJ2, intron 23 of 27)	NA	69985	SYNJ2								
MONOMAC1_3_777_R1_peak_16750	chr2	144520522	144527513	+	765	NA	intron (LOC101928455, intron 1 of 2)	NA	2118	LOC101928455								
MONOMAC1_3_777_R1_peak_22332	chr4	102824879	102828056	+	764	NA	promoter-TSS (UBE2D3)	NA	1481	UBE2D3								
MONOMAC1_3_777_R1_peak_11952	chr17	32349213	32351496	+	764	NA	promoter-TSS (C17orf75)	NA	185	MIR632								
MONOMAC1_3_777_R1_peak_28350	chr8	93739051	93741582	+	764	NA	promoter-TSS (RBM12B)	NA	205	RBM12B-AS1								
MONOMAC1_3_777_R1_peak_9576	chr15	56916983	56923776	+	762	NA	intron (TCF12, intron 2 of 19)	NA	1726	TCF12								
MONOMAC1_3_777_R1_peak_16495	chr2	105336695	105338725	+	757	NA	promoter-TSS (LOC100506473)	NA	351	C2orf49								
MONOMAC1_3_777_R1_peak_21938	chr4	40054766	40058849	+	757	NA	promoter-TSS (N4BP2)	NA	-221	N4BP2								
MONOMAC1_3_777_R1_peak_23604	chr5	126777103	126778338	+	757	NA	exon (LMNB1, exon 1 of 11)	NA	1097	LMNB1								
MONOMAC1_3_777_R1_peak_29381	chr9	76572871	76581345	+	757	NA	Intergenic	NA	98767	GCNT1								
MONOMAC1_3_777_R1_peak_15634	chr2	27886270	27894624	+	757	NA	promoter-TSS (BRE)	NA	-51	RBKS								
MONOMAC1_3_777_R1_peak_1805	chr1	153633950	153635734	+	755	NA	promoter-TSS (S100A13)	NA	860	CHTOP								
MONOMAC1_3_777_R1_peak_577	chr1	29180023	29181983	+	755	NA	intron (SRSF4, intron 1 of 8)	NA	994	SRSF4								
MONOMAC1_3_777_R1_peak_30266	chr9	133374103	133376099	+	754	NA	intron (SURF4, intron 1 of 5)	NA	1065	SURF4								
MONOMAC1_3_777_R1_peak_22698	chr4	179833873	179839777	+	754	NA	Intergenic	NA	1322324	LINC00290								
MONOMAC1_3_777_R1_peak_19862	chr3	17739317	17743743	+	754	NA	promoter-TSS (TBC1D5)	NA	1085	TBC1D5								
MONOMAC1_3_777_R1_peak_19373	chr22	39518984	39522499	+	754	NA	exon (ATF4, exon 1 of 3)	NA	177	ATF4								
MONOMAC1_3_777_R1_peak_2003	chr1	161044358	161048383	+	754	NA	promoter-TSS (USF1)	NA	-1433	USF1								
MONOMAC1_3_777_R1_peak_3061	chr1	248825018	248826734	+	754	NA	promoter-TSS (SH3BP5L)	NA	79	SH3BP5L								
MONOMAC1_3_777_R1_peak_6460	chr12	45986934	45990655	+	754	NA	intron (SCAF11, intron 1 of 14)	NA	-27944	SCAF11								
MONOMAC1_3_777_R1_peak_2705	chr1	226061157	226064313	+	754	NA	promoter-TSS (H3F3A)	NA	28	H3F3A								
MONOMAC1_3_777_R1_peak_28438	chr8	101107499	101110580	+	754	NA	Intergenic	NA	56985	FLJ42969								
MONOMAC1_3_777_R1_peak_25359	chr6	79077796	79083041	+	753	NA	Intergenic	NA	-2124	PHIP								
MONOMAC1_3_777_R1_peak_9145	chr15	22713484	22718796	+	753	NA	Intergenic	NA	-41717	LOC283683								
MONOMAC1_3_777_R1_peak_29314	chr9	62799330	62803552	+	752	NA	Intergenic	NA	36903	LOC100132249								
MONOMAC1_3_777_R1_peak_456	chr1	26785603	26789207	+	751	NA	promoter-TSS (PIGV)	NA	-783	PIGV								
MONOMAC1_3_777_R1_peak_20996	chr3	150544832	150546542	+	751	NA	intron (SERP1, intron 2 of 2)	NA	954	SERP1								
MONOMAC1_3_777_R1_peak_28146	chr8	58657823	58660869	+	751	NA	promoter-TSS (NSMAF)	NA	61	NSMAF								
MONOMAC1_3_777_R1_peak_21272	chr3	177195050	177197583	+	751	NA	intron (TBL1XR1, intron 1 of 15)	NA	162	TBL1XR1								
MONOMAC1_3_777_R1_peak_3463	chr10	42970575	42978160	+	750	NA	Intergenic	NA	-23263	MIR5100								
MONOMAC1_3_777_R1_peak_12497	chr17	59836036	59843095	+	747	NA	intron (VMP1, intron 11 of 11)	NA	-1708	MIR21								
MONOMAC1_3_777_R1_peak_13007	chr17	82456367	82459207	+	747	NA	promoter-TSS (NARF)	NA	-877	NARF								
MONOMAC1_3_777_R1_peak_3706	chr10	69043645	69050452	+	746	NA	Intergenic	NA	-41024	SRGN								
MONOMAC1_3_777_R1_peak_4552	chr11	10807157	10808989	+	743	NA	promoter-TSS (EIF4G2)	NA	-77	EIF4G2								
MONOMAC1_3_777_R1_peak_3698	chr10	68900339	68902361	+	743	NA	promoter-TSS (DDX50)	NA	5	DDX50								
MONOMAC1_3_777_R1_peak_26815	chr7	74208935	74213230	+	743	NA	intron (LAT2, intron 1 of 12)	NA	1325	LAT2								
MONOMAC1_3_777_R1_peak_10200	chr15	92882725	92886193	+	743	NA	intron (LOC100507217, intron 2 of 5)	NA	1616	LOC100507217								
MONOMAC1_3_777_R1_peak_24845	chr6	30720265	30722635	+	743	NA	intron (TUBB, intron 1 of 3)	NA	1070	TUBB								
MONOMAC1_3_777_R1_peak_12111	chr17	41688772	41690065	+	743	NA	intron (EIF1, intron 1 of 3)	NA	543	EIF1								
MONOMAC1_3_777_R1_peak_6795	chr12	62601806	62604600	+	741	NA	promoter-TSS (MIRLET7I)	NA	231	C12orf61								
MONOMAC1_3_777_R1_peak_18973	chr22	17637946	17640140	+	740	NA	intron (BCL2L13, intron 1 of 4)	NA	459	BCL2L13								
MONOMAC1_3_777_R1_peak_23721	chr5	137752078	137755479	+	740	NA	exon (HNRNPA0, exon 1 of 1)	NA	572	HNRNPA0								
MONOMAC1_3_777_R1_peak_13960	chr19	5790690	5791309	+	739	NA	intron (DUS3L, intron 1 of 12)	NA	211	DUS3L								
MONOMAC1_3_777_R1_peak_26220	chr7	2353553	2356003	+	739	NA	promoter-TSS (EIF3B)	NA	-61	EIF3B								
MONOMAC1_3_777_R1_peak_3310	chr10	22249314	22256604	+	739	NA	exon (LOC100130992, exon 1 of 1)	NA	887	LOC100130992								
MONOMAC1_3_777_R1_peak_28224	chr8	67060964	67065097	+	739	NA	promoter-TSS (COPS5)	NA	-703	COPS5								
MONOMAC1_3_777_R1_peak_20481	chr3	71577035	71584142	+	739	NA	intron (FOXP1, intron 1 of 19)	NA	-38528	MIR1284								
MONOMAC1_3_777_R1_peak_3421	chr10	32055239	32056861	+	738	NA	exon (KIF5B, exon 1 of 26)	NA	393	KIF5B								
MONOMAC1_3_777_R1_peak_25225	chr6	45415400	45422082	+	735	NA	intron (RUNX2, intron 2 of 7)	NA	-3833	RUNX2								
MONOMAC1_3_777_R1_peak_9471	chr15	50352533	50356991	+	735	NA	exon (FLJ10038, exon 1 of 1)	NA	117	FLJ10038								
MONOMAC1_3_777_R1_peak_25095	chr6	41070860	41074635	+	735	NA	promoter-TSS (OARD1)	NA	-221	NFYA								
MONOMAC1_3_777_R1_peak_21214	chr3	170868309	170870467	+	735	NA	intron (RPL22L1, intron 1 of 3)	NA	868	RPL22L1								
MONOMAC1_3_777_R1_peak_8158	chr13	113207749	113210728	+	734	NA	promoter-TSS (PCID2)	NA	-267	CUL4A								
MONOMAC1_3_777_R1_peak_11296	chr16	77722473	77723299	+	732	NA	intron (NUDT7, intron 1 of 3)	NA	394	NUDT7								
MONOMAC1_3_777_R1_peak_26444	chr7	26197710	26200779	+	732	NA	intron (HNRNPA2B1, intron 1 of 13)	NA	1531	HNRNPA2B1								
MONOMAC1_3_777_R1_peak_19426	chr22	41444611	41448430	+	731	NA	exon (TOB2, exon 1 of 2)	NA	503	TOB2								
MONOMAC1_3_777_R1_peak_21584	chr3	196637754	196643266	+	731	NA	intron (NRROS, intron 1 of 2)	NA	725	NRROS								
MONOMAC1_3_777_R1_peak_394	chr1	25231684	25233306	+	730	NA	promoter-TSS (SYF2)	NA	27	SYF2								
MONOMAC1_3_777_R1_peak_6443	chr12	45727816	45737338	+	730	NA	intron (ARID2, intron 3 of 20)	NA	2886	ARID2								
MONOMAC1_3_777_R1_peak_17662	chr2	241636908	241638566	+	730	NA	promoter-TSS (THAP4)	NA	125	ATG4B								
MONOMAC1_3_777_R1_peak_1477	chr1	110962949	110963992	+	730	NA	intron (LRIF1, intron 1 of 3)	NA	474	LRIF1								
MONOMAC1_3_777_R1_peak_22862	chr5	32172275	32175257	+	730	NA	intron (GOLPH3, intron 1 of 3)	NA	553	GOLPH3								
MONOMAC1_3_777_R1_peak_1154	chr1	77977051	77980886	+	729	NA	promoter-TSS (DNAJB4)	NA	125	FUBP1								
MONOMAC1_3_777_R1_peak_10869	chr16	30698078	30699275	+	729	NA	promoter-TSS (SRCAP)	NA	-187	LOC730183								
MONOMAC1_3_777_R1_peak_15760	chr2	37733583	37737312	+	729	NA	Intergenic	NA	-63248	CDC42EP3								
MONOMAC1_3_777_R1_peak_3643	chr10	63408917	63419768	+	729	NA	intron (JMJD1C, intron 1 of 25)	NA	-41309	MIR1296								
MONOMAC1_3_777_R1_peak_12064	chr17	39199121	39201737	+	729	NA	exon (RPL19, exon 1 of 6)	NA	106	RPL19								
MONOMAC1_3_777_R1_peak_4352	chr11	502018	507286	+	729	NA	intron (RNH1, intron 1 of 9)	NA	2169	RNH1								
MONOMAC1_3_777_R1_peak_24629	chr6	20401883	20404751	+	729	NA	promoter-TSS (E2F3)	NA	1411	E2F3								
MONOMAC1_3_777_R1_peak_18692	chr21	29071700	29073731	+	729	NA	intron (CCT8, intron 1 of 15)	NA	1082	CCT8								
MONOMAC1_3_777_R1_peak_24864	chr6	31271390	31273002	+	729	NA	promoter-TSS (HLA-C)	NA	-60	HLA-C								
MONOMAC1_3_777_R1_peak_7584	chr13	30615459	30617632	+	728	NA	Intergenic	NA	-1354	USPL1								
MONOMAC1_3_777_R1_peak_367	chr1	23957825	23961443	+	728	NA	promoter-TSS (CNR2)	NA	-177	PNRC2								
MONOMAC1_3_777_R1_peak_23003	chr5	43007199	43010589	+	727	NA	Intergenic	NA	9917	LOC648987								
MONOMAC1_3_777_R1_peak_16573	chr2	113692355	113694710	+	727	NA	Intergenic	NA	27827	MIR4782								
MONOMAC1_3_777_R1_peak_7319	chr12	122498676	122500956	+	727	NA	intron (ZCCHC8, intron 1 of 11)	NA	1041	ZCCHC8								
MONOMAC1_3_777_R1_peak_12350	chr17	50866616	50868492	+	725	NA	exon (TOB1-AS1, exon 2 of 2)	NA	875	TOB1-AS1								
MONOMAC1_3_777_R1_peak_29963	chr9	125747248	125756539	+	725	NA	intron (PBX3, intron 2 of 6)	NA	4521	PBX3								
MONOMAC1_3_777_R1_peak_1897	chr1	155933355	155934494	+	723	NA	intron (KIAA0907, intron 1 of 13)	NA	473	KIAA0907								
MONOMAC1_3_777_R1_peak_25955	chr6	147201471	147211855	+	722	NA	intron (STXBP5, intron 2 of 28)	NA	-2049	STXBP5-AS1								
MONOMAC1_3_777_R1_peak_6802	chr12	64404461	64406037	+	721	NA	intron (XPOT, intron 1 of 24)	NA	876	XPOT								
MONOMAC1_3_777_R1_peak_28150	chr8	60516182	60519158	+	720	NA	intron (RAB2A, intron 1 of 6)	NA	760	RAB2A								
MONOMAC1_3_777_R1_peak_27677	chr8	12755658	12758718	+	720	NA	Intergenic	NA	-1744	LONRF1								
MONOMAC1_3_777_R1_peak_22869	chr5	32384227	32393113	+	719	NA	exon (ZFR, exon 13 of 20)	NA	5805	MIR579								
MONOMAC1_3_777_R1_peak_19594	chr22	49851779	49853621	+	719	NA	Intergenic	NA	-1149	ZBED4								
MONOMAC1_3_777_R1_peak_14748	chr19	40443328	40445170	+	719	NA	promoter-TSS (SERTAD3)	NA	-1634	SERTAD3								
MONOMAC1_3_777_R1_peak_14289	chr19	13845691	13848527	+	719	NA	Intergenic	NA	-10458	MIR23A								
MONOMAC1_3_777_R1_peak_3766	chr10	71746214	71748872	+	718	NA	TTS (C10orf54)	NA	26037	C10orf54								
MONOMAC1_3_777_R1_peak_3516	chr10	46076601	46082316	+	718	NA	Intergenic	NA	-30037	AGAP7								
MONOMAC1_3_777_R1_peak_17775	chr20	4072886	4083057	+	718	NA	Intergenic	NA	-41971	LOC101929155								
MONOMAC1_3_777_R1_peak_18140	chr20	35740649	35742308	+	718	NA	intron (RBM39, intron 1 of 18)	NA	858	RBM39								
MONOMAC1_3_777_R1_peak_14352	chr19	16075585	16080100	+	717	NA	intron (TPM4, intron 1 of 7)	NA	1517	TPM4								
MONOMAC1_3_777_R1_peak_13064	chr18	3246334	3249385	+	717	NA	exon (MYL12A, exon 1 of 4)	NA	385	MYL12A								
MONOMAC1_3_777_R1_peak_28016	chr8	42540625	42543357	+	717	NA	promoter-TSS (SLC20A2)	NA	195	SMIM19								
MONOMAC1_3_777_R1_peak_19919	chr3	18439181	18447523	+	716	NA	promoter-TSS (LOC101929587)	NA	-690	LOC101929587								
MONOMAC1_3_777_R1_peak_25263	chr6	53358494	53360644	+	715	NA	Intergenic	NA	-21952	RPS16P5								
MONOMAC1_3_777_R1_peak_20788	chr3	128590181	128603889	+	715	NA	Intergenic	NA	-20949	C3orf27								
MONOMAC1_3_777_R1_peak_1933	chr1	156500904	156506796	+	715	NA	Intergenic	NA	-3030	MEF2D								
MONOMAC1_3_777_R1_peak_20888	chr3	134484493	134488287	+	714	NA	promoter-TSS (CEP63)	NA	185	CEP63								
MONOMAC1_3_777_R1_peak_15111	chr19	49875442	49878051	+	714	NA	promoter-TSS (TBC1D17)	NA	641	AKT1S1								
MONOMAC1_3_777_R1_peak_14166	chr19	10654161	10655701	+	712	NA	intron (ILF3, intron 1 of 18)	NA	670	ILF3								
MONOMAC1_3_777_R1_peak_21555	chr3	196162749	196166550	+	712	NA	Intergenic	NA	22013	LINC00885								
MONOMAC1_3_777_R1_peak_28475	chr8	102862508	102865472	+	711	NA	promoter-TSS (LOC100506753)	NA	179	AZIN1								
MONOMAC1_3_777_R1_peak_3140	chr10	6925453	6930972	+	711	NA	Intergenic	NA	148614	LINC00707								
MONOMAC1_3_777_R1_peak_15943	chr2	47903620	47906501	+	711	NA	intron (FBXO11, intron 1 of 22)	NA	1325	FBXO11								
MONOMAC1_3_777_R1_peak_11924	chr17	31308163	31315371	+	711	NA	intron (EVI2B, intron 1 of 2)	NA	2345	EVI2B								
MONOMAC1_3_777_R1_peak_29875	chr9	121070863	121076031	+	711	NA	Intergenic	NA	-1517	CNTRL								
MONOMAC1_3_777_R1_peak_28139	chr8	58594269	58596019	+	710	NA	intron (NSMAF, intron 22 of 30)	NA	41975	SDCBP								
MONOMAC1_3_777_R1_peak_18208	chr20	43456858	43459568	+	710	NA	intron (SRSF6, intron 1 of 6)	NA	349	SRSF6								
MONOMAC1_3_777_R1_peak_28245	chr8	70668542	70669215	+	708	NA	promoter-TSS (XKR9)	NA	334	LACTB2								
MONOMAC1_3_777_R1_peak_3851	chr10	73742806	73745401	+	706	NA	promoter-TSS (SEC24C)	NA	-270	SEC24C								
MONOMAC1_3_777_R1_peak_1928	chr1	156456605	156457385	+	706	NA	promoter-TSS (C1orf61)	NA	-404	C1orf61								
MONOMAC1_3_777_R1_peak_20258	chr3	50088795	50089930	+	704	NA	intron (RBM5, intron 1 of 23)	NA	454	RBM5								
MONOMAC1_3_777_R1_peak_12494	chr17	59803205	59807436	+	704	NA	intron (VMP1, intron 7 of 11)	NA	-35953	MIR21								
MONOMAC1_3_777_R1_peak_17032	chr2	181304147	181311564	+	703	NA	intron (AC104820.2, intron 3 of 5)	NA	-2203	MIR4437								
MONOMAC1_3_777_R1_peak_6204	chr12	12722478	12727325	+	703	NA	Intergenic	NA	7533	CDKN1B								
MONOMAC1_3_777_R1_peak_25136	chr6	42449395	42454185	+	703	NA	promoter-TSS (TRERF1)	NA	-529	TRERF1								
MONOMAC1_3_777_R1_peak_25221	chr6	45374580	45382569	+	703	NA	promoter-TSS (SUPT3H)	NA	-523	SUPT3H								
MONOMAC1_3_777_R1_peak_7996	chr13	91322794	91329880	+	703	NA	Intergenic	NA	-21483	MIR17HG								
MONOMAC1_3_777_R1_peak_25448	chr6	89080676	89081513	+	703	NA	exon (PNRC1, exon 1 of 2)	NA	384	PNRC1								
MONOMAC1_3_777_R1_peak_5877	chr11	128037579	128039801	+	703	NA	Intergenic	NA	458904	ETS1								
MONOMAC1_3_777_R1_peak_20	chr1	1375454	1376478	+	703	NA	promoter-TSS (AURKAIP1)	NA	-766	AURKAIP1								
MONOMAC1_3_777_R1_peak_9562	chr15	55318093	55320989	+	703	NA	promoter-TSS (LOC101928527)	NA	-352	LOC101928527								
MONOMAC1_3_777_R1_peak_17083	chr2	191020438	191021779	+	703	NA	Intergenic	NA	-6911	STAT1								
MONOMAC1_3_777_R1_peak_16768	chr2	144699840	144704077	+	703	NA	intron (TEX41, intron 1 of 4)	NA	33991	TEX41								
MONOMAC1_3_777_R1_peak_4799	chr11	47175961	47176961	+	701	NA	intron (ARFGAP2, intron 2 of 16)	NA	1042	ARFGAP2								
MONOMAC1_3_777_R1_peak_12806	chr17	75778273	75779922	+	701	NA	exon (H3F3B, exon 2 of 4)	NA	682	H3F3B								
MONOMAC1_3_777_R1_peak_29819	chr9	113409183	113411893	+	701	NA	promoter-TSS (C9orf43)	NA	137	POLE3								
MONOMAC1_3_777_R1_peak_26580	chr7	38309804	38314283	+	700	NA	Intergenic	NA	-19062	LOC102724797								
MONOMAC1_3_777_R1_peak_24735	chr6	27129148	27132759	+	700	NA	Intergenic	NA	1843	HIST1H2BJ								
MONOMAC1_3_777_R1_peak_6525	chr12	49234036	49235299	+	700	NA	intron (LOC102723916, intron 2 of 2)	NA	25744	LOC102723916								
MONOMAC1_3_777_R1_peak_23090	chr5	58541927	58547390	+	700	NA	intron (LOC101928600, intron 3 of 3)	NA	13585	LOC101928600								
MONOMAC1_3_777_R1_peak_18892	chr21	42974575	42975051	+	699	NA	intron (PKNOX1, intron 1 of 10)	NA	303	PKNOX1								
MONOMAC1_3_777_R1_peak_9853	chr15	72473647	72476364	+	699	NA	exon (ARIH1, exon 1 of 14)	NA	723	ARIH1								
MONOMAC1_3_777_R1_peak_8400	chr14	35121124	35123145	+	698	NA	promoter-TSS (KIAA0391)	NA	409	PPP2R3C								
MONOMAC1_3_777_R1_peak_26446	chr7	26201686	26203954	+	698	NA	intron (CBX3, intron 1 of 5)	NA	1146	CBX3								
MONOMAC1_3_777_R1_peak_12662	chr17	67477984	67484990	+	698	NA	intron (PITPNC1, intron 1 of 8)	NA	-9902	MIR548D2								
MONOMAC1_3_777_R1_peak_13285	chr18	32091336	32092494	+	698	NA	promoter-TSS (RNF138)	NA	24	RNF138								
MONOMAC1_3_777_R1_peak_7998	chr13	91332660	91347433	+	697	NA	Intergenic	NA	-7774	MIR17HG								
MONOMAC1_3_777_R1_peak_22876	chr5	32585467	32586904	+	697	NA	intron (SUB1, intron 1 of 4)	NA	686	SUB1								
MONOMAC1_3_777_R1_peak_23677	chr5	133050878	133053675	+	696	NA	exon (HSPA4, exon 1 of 19)	NA	306	HSPA4								
MONOMAC1_3_777_R1_peak_3668	chr10	63627699	63631811	+	696	NA	promoter-TSS (LOC101929846)	NA	-922	LOC101929846								
MONOMAC1_3_777_R1_peak_21113	chr3	158807163	158813886	+	694	NA	intron (MFSD1, intron 5 of 14)	NA	8598	MFSD1								
MONOMAC1_3_777_R1_peak_8090	chr13	102845006	102847652	+	694	NA	exon (ERCC5, exon 1 of 15)	NA	488	ERCC5								
MONOMAC1_3_777_R1_peak_14238	chr19	12791494	12794779	+	691	NA	exon (JUNB, exon 1 of 1)	NA	1640	JUNB								
MONOMAC1_3_777_R1_peak_27951	chr8	38132519	38135946	+	691	NA	intron (ASH2L, intron 14 of 15)	NA	17033	STAR								
MONOMAC1_3_777_R1_peak_13530	chr18	63096846	63100285	+	691	NA	Intergenic	NA	221213	BCL2								
MONOMAC1_3_777_R1_peak_13630	chr18	76563103	76567647	+	691	NA	promoter-TSS (LOC102723325)	NA	-34	LOC102723325								
MONOMAC1_3_777_R1_peak_5150	chr11	65711075	65712649	+	691	NA	promoter-TSS (KAT5)	NA	-134	KAT5								
MONOMAC1_3_777_R1_peak_16320	chr2	85537294	85541061	+	691	NA	promoter-TSS (LOC100630918)	NA	199	MAT2A								
MONOMAC1_3_777_R1_peak_6202	chr12	12715394	12720945	+	691	NA	TTS (LOC101929220)	NA	801	CDKN1B								
MONOMAC1_3_777_R1_peak_18747	chr21	33541038	33545263	+	691	NA	promoter-TSS (GART)	NA	112	SON								
MONOMAC1_3_777_R1_peak_7485	chr13	21602561	21604765	+	691	NA	intron (MICU2, intron 1 of 10)	NA	545	MICU2								
MONOMAC1_3_777_R1_peak_23745	chr5	138541564	138543274	+	691	NA	promoter-TSS (ETF1)	NA	881	ETF1								
MONOMAC1_3_777_R1_peak_4876	chr11	58576106	58578960	+	691	NA	intron (LPXN, intron 1 of 8)	NA	706	LPXN								
MONOMAC1_3_777_R1_peak_16528	chr2	112274074	112276178	+	691	NA	promoter-TSS (ZC3H6)	NA	-468	ZC3H6								
MONOMAC1_3_777_R1_peak_7538	chr13	28093318	28103680	+	690	NA	intron (FLT3, intron 1 of 23)	NA	2093	FLT3								
MONOMAC1_3_777_R1_peak_19679	chr3	5122192	5130076	+	690	NA	intron (ARL8B, intron 1 of 4)	NA	3842	ARL8B								
MONOMAC1_3_777_R1_peak_5200	chr11	66842503	66844142	+	690	NA	promoter-TSS (RCE1)	NA	-90	RCE1								
MONOMAC1_3_777_R1_peak_17680	chr20	296576	299085	+	690	NA	exon (ZCCHC3, exon 1 of 1)	NA	267	ZCCHC3								
MONOMAC1_3_777_R1_peak_9632	chr15	58932120	58934852	+	689	NA	promoter-TSS (SLTM)	NA	90	SLTM								
MONOMAC1_3_777_R1_peak_22148	chr4	77075198	77077517	+	689	NA	promoter-TSS (CCNI)	NA	-385	CCNI								
MONOMAC1_3_777_R1_peak_27950	chr8	38104383	38106729	+	688	NA	promoter-TSS (ASH2L)	NA	591	ASH2L								
MONOMAC1_3_777_R1_peak_4914	chr11	60185510	60189558	+	687	NA	Intergenic	NA	-2868	MS4A6A								
MONOMAC1_3_777_R1_peak_23746	chr5	138543353	138545418	+	687	NA	Intergenic	NA	-1085	ETF1								
MONOMAC1_3_777_R1_peak_24279	chr5	181260546	181262802	+	687	NA	promoter-TSS (TRIM52)	NA	462	TRIM52-AS1								
MONOMAC1_3_777_R1_peak_11222	chr16	70427280	70433606	+	687	NA	intron (ST3GAL2, intron 1 of 6)	NA	8645	ST3GAL2								
MONOMAC1_3_777_R1_peak_3339	chr10	27153015	27156971	+	687	NA	promoter-TSS (MASTL)	NA	169	MASTL								
MONOMAC1_3_777_R1_peak_14583	chr19	33264814	33269399	+	687	NA	Intergenic	NA	35458	CEBPA								
MONOMAC1_3_777_R1_peak_7447	chr13	19863807	19865049	+	687	NA	promoter-TSS (ZMYM5)	NA	-858	LOC102724812								
MONOMAC1_3_777_R1_peak_13597	chr18	74147803	74149665	+	686	NA	promoter-TSS (TIMM21)	NA	-97	TIMM21								
MONOMAC1_3_777_R1_peak_2928	chr1	235937385	235947491	+	685	NA	Intergenic	NA	-75511	LYST								
MONOMAC1_3_777_R1_peak_7527	chr13	27449502	27451298	+	685	NA	promoter-TSS (MTIF3)	NA	-393	MTIF3								
