PeakID (cmd=annotatePeaks.pl DFAM71927V3_1_745_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
DFAM71927V3_1_745_R1_peak_664	chr5	80204799	80204909	+	32	NA	intron (SERINC5, intron 1 of 11)	NA	-6185	SERINC5								
DFAM71927V3_1_745_R1_peak_777	chr7	106022621	106022742	+	31	NA	TTS (CDHR3)	NA	59438	CDHR3								
DFAM71927V3_1_745_R1_peak_483	chr20	44210735	44210782	+	31	NA	promoter-TSS (OSER1-AS1)	NA	148	OSER1								
DFAM71927V3_1_745_R1_peak_579	chr3	196745819	196745866	+	31	NA	intron (PAK2, intron 1 of 14)	NA	5985	PAK2								
DFAM71927V3_1_745_R1_peak_794	chr8	8869099	8869274	+	30	NA	intron (MFHAS1, intron 1 of 2)	NA	24216	MFHAS1								
DFAM71927V3_1_745_R1_peak_726	chr6	106514098	106514151	+	30	NA	intron (AIM1, intron 3 of 21)	NA	-11936	LOC101927405								
DFAM71927V3_1_745_R1_peak_342	chr17_KI270729v1_random	5829	5928	+	30	NA	NA	NA	NA	NA								
DFAM71927V3_1_745_R1_peak_841	chr9	112231942	112231989	+	30	NA	intron (PTBP3, intron 9 of 13)	NA	-56668	SUSD1								
DFAM71927V3_1_745_R1_peak_370	chr19	2083598	2083694	+	30	NA	intron (MOB3A, intron 2 of 4)	NA	12624	MOB3A								
DFAM71927V3_1_745_R1_peak_382	chr19	28110122	28110169	+	29	NA	Intergenic	NA	151614	LOC102724694								
DFAM71927V3_1_745_R1_peak_634	chr4	153222206	153222253	+	29	NA	intron (TRIM2, intron 1 of 11)	NA	17783	TRIM2								
DFAM71927V3_1_745_R1_peak_84	chr10	19996358	19996405	+	29	NA	intron (PLXDC2, intron 1 of 13)	NA	179938	PLXDC2								
DFAM71927V3_1_745_R1_peak_482	chr20	43964404	43964451	+	29	NA	intron (TOX2, intron 2 of 9)	NA	18531	TOX2								
DFAM71927V3_1_745_R1_peak_480	chr20	38804965	38805049	+	29	NA	promoter-TSS (PPP1R16B)	NA	-698	PPP1R16B								
DFAM71927V3_1_745_R1_peak_468	chr2	233725222	233725299	+	29	NA	intron (UGT1A4, intron 1 of 4)	NA	-3867	UGT1A3								
DFAM71927V3_1_745_R1_peak_169	chr12	70243381	70243447	+	29	NA	promoter-TSS (CNOT2)	NA	-300	CNOT2								
DFAM71927V3_1_745_R1_peak_550	chr3	68230751	68230798	+	29	NA	intron (FAM19A1, intron 2 of 4)	NA	-16961	LOC102724799								
DFAM71927V3_1_745_R1_peak_58	chr1	200739183	200739245	+	29	NA	promoter-TSS (CAMSAP2)	NA	-344	CAMSAP2								
DFAM71927V3_1_745_R1_peak_639	chr4	173417100	173417147	+	29	NA	intron (SCRG1, intron 2 of 3)	NA	-17657	SCRG1								
DFAM71927V3_1_745_R1_peak_570	chr3	143972639	143972699	+	29	NA	promoter-TSS (C3orf58)	NA	871	C3orf58								
DFAM71927V3_1_745_R1_peak_838	chr9	89490037	89490150	+	29	NA	intron (SEMA4D, intron 1 of 16)	NA	-10397	SEMA4D								
DFAM71927V3_1_745_R1_peak_313	chr17	29370274	29370335	+	29	NA	Intergenic	NA	-20358	MIR4523								
DFAM71927V3_1_745_R1_peak_299	chr17	1463258	1463354	+	29	NA	TTS (MYO1C)	NA	-7039	CRK								
DFAM71927V3_1_745_R1_peak_558	chr3	113837708	113837755	+	29	NA	Intergenic	NA	-1141	GRAMD1C								
DFAM71927V3_1_745_R1_peak_537	chr3	3418973	3419020	+	29	NA	Intergenic	NA	-239279	CRBN								
DFAM71927V3_1_745_R1_peak_137	chr11	63582634	63582681	+	28	NA	intron (PLA2G16, intron 4 of 4)	NA	-19274	HRASLS2								
DFAM71927V3_1_745_R1_peak_784	chr7	137567265	137567312	+	28	NA	intron (DGKI, intron 19 of 32)	NA	-223428	PTN								
DFAM71927V3_1_745_R1_peak_709	chr6	42417963	42418086	+	27	NA	intron (TRERF1, intron 2 of 17)	NA	33237	TRERF1								
DFAM71927V3_1_745_R1_peak_449	chr2	182716213	182716260	+	27	NA	exon (DNAJC10, exon 1 of 23)	NA	195	DNAJC10								
DFAM71927V3_1_745_R1_peak_816	chr8	124172002	124172049	+	27	NA	promoter-TSS (FER1L6-AS2)	NA	-503	FER1L6-AS2								
DFAM71927V3_1_745_R1_peak_574	chr3	172750313	172750397	+	27	NA	promoter-TSS (ECT2)	NA	-291	ECT2								
DFAM71927V3_1_745_R1_peak_189	chr13	21219859	21219922	+	27	NA	Intergenic	NA	-43342	SKA3								
DFAM71927V3_1_745_R1_peak_693	chr6	5832730	5832822	+	26	NA	Intergenic	NA	-137504	RP1-256G22.2								
DFAM71927V3_1_745_R1_peak_48	chr1	155244821	155244868	+	26	NA	promoter-TSS (GBA)	NA	-217	GBA								
DFAM71927V3_1_745_R1_peak_495	chr20	62067261	62067333	+	26	NA	Intergenic	NA	-1487	TAF4								
DFAM71927V3_1_745_R1_peak_450	chr2	183374278	183374325	+	26	NA	Intergenic	NA	256782	NUP35								
DFAM71927V3_1_745_R1_peak_266	chr16	27431181	27431274	+	26	NA	intron (IL21R, intron 2 of 8)	NA	22166	IL21R-AS1								
DFAM71927V3_1_745_R1_peak_611	chr4	49710358	49710466	+	26	NA	Intergenic	NA	-221088	LOC101060532								
DFAM71927V3_1_745_R1_peak_72	chr1	245363731	245363800	+	26	NA	intron (KIF26B, intron 2 of 14)	NA	208780	KIF26B								
DFAM71927V3_1_745_R1_peak_246	chr15	57228150	57228243	+	26	NA	intron (TCF12, intron 1 of 12)	NA	8739	TCF12								
DFAM71927V3_1_745_R1_peak_303	chr17	14201393	14201468	+	26	NA	intron (COX10, intron 6 of 6)	NA	35432	CDRT15								
DFAM71927V3_1_745_R1_peak_781	chr7	127347930	127347977	+	26	NA	exon (ZNF800, exon 6 of 6)	NA	44771	ZNF800								
DFAM71927V3_1_745_R1_peak_278	chr16	35511092	35511139	+	26	NA	Intergenic	NA	-4646	RP11-80F22.15								
DFAM71927V3_1_745_R1_peak_688	chr6	469042	469166	+	26	NA	Intergenic	NA	77365	IRF4								
DFAM71927V3_1_745_R1_peak_638	chr4	173334328	173334375	+	26	NA	promoter-TSS (HMGB2)	NA	93	HMGB2								
DFAM71927V3_1_745_R1_peak_789	chr7	149223438	149223485	+	26	NA	intron (ZNF282, intron 7 of 7)	NA	-16197	ZNF212								
DFAM71927V3_1_745_R1_peak_218	chr14	61406918	61406965	+	26	NA	intron (PRKCH, intron 2 of 13)	NA	85144	PRKCH								
DFAM71927V3_1_745_R1_peak_684	chr5	154682858	154682905	+	26	NA	exon (LARP1, exon 1 of 19)	NA	-2946	MIR1303								
DFAM71927V3_1_745_R1_peak_263	chr16	20118490	20118537	+	26	NA	Intergenic	NA	-44735	GPR139								
DFAM71927V3_1_745_R1_peak_817	chr8	124261740	124261787	+	26	NA	Intergenic	NA	-14365	RP11-37N22.1								
DFAM71927V3_1_745_R1_peak_324	chr17	49404394	49404512	+	26	NA	exon (PHB, exon 8 of 8)	NA	10452	PHB								
DFAM71927V3_1_745_R1_peak_57	chr1	198176037	198176084	+	25	NA	intron (NEK7, intron 1 of 9)	NA	19082	NEK7								
DFAM71927V3_1_745_R1_peak_779	chr7	108181254	108181301	+	25	NA	intron (NRCAM, intron 23 of 32)	NA	15963	LOC102724363								
DFAM71927V3_1_745_R1_peak_194	chr13	48506004	48506052	+	25	NA	intron (RCBTB2, intron 5 of 9)	NA	27050	RCBTB2								
DFAM71927V3_1_745_R1_peak_707	chr6	38702234	38702320	+	25	NA	intron (GLO1, intron 1 of 5)	NA	899	GLO1								
DFAM71927V3_1_745_R1_peak_519	chr22	40760348	40760473	+	24	NA	Intergenic	NA	53537	MIR4766								
DFAM71927V3_1_745_R1_peak_443	chr2	165149639	165149703	+	23	NA	intron (SCN3A, intron 11 of 27)	NA	54417	SCN3A								
DFAM71927V3_1_745_R1_peak_675	chr5	114862446	114862493	+	22	NA	Intergenic	NA	-89056	RP11-492A10.1								
DFAM71927V3_1_745_R1_peak_399	chr2	27153500	27153547	+	22	NA	TTS (TCF23)	NA	4446	TCF23								
DFAM71927V3_1_745_R1_peak_901	chrX	39787895	39787942	+	22	NA	Intergenic	NA	-49643	MIR1587								
DFAM71927V3_1_745_R1_peak_363	chr18	71893747	71893794	+	22	NA	Intergenic	NA	56768	LOC101927537								
DFAM71927V3_1_745_R1_peak_251	chr15	64027373	64027420	+	22	NA	intron (DAPK2, intron 2 of 11)	NA	43991	DAPK2								
DFAM71927V3_1_745_R1_peak_462	chr2	210239787	210239892	+	22	NA	Intergenic	NA	-14348	ACADL								
DFAM71927V3_1_745_R1_peak_801	chr8	38636194	38636241	+	22	NA	Intergenic	NA	-34960	RNF5P1								
DFAM71927V3_1_745_R1_peak_351	chr18	12803144	12803274	+	22	NA	intron (PTPN2, intron 7 of 8)	NA	-27437	RP11-973H7.4								
DFAM71927V3_1_745_R1_peak_687	chr5	174983989	174984036	+	22	NA	intron (FLJ16171, intron 1 of 2)	NA	11719	FLJ16171								
DFAM71927V3_1_745_R1_peak_805	chr8	53562664	53562711	+	22	NA	Intergenic	NA	-141595	LOC102724359								
DFAM71927V3_1_745_R1_peak_436	chr2	147844846	147844922	+	22	NA	promoter-TSS (ACVR2A)	NA	-111	ACVR2A								
DFAM71927V3_1_745_R1_peak_447	chr2	176516384	176516543	+	22	NA	Intergenic	NA	84589	MIR1246								
DFAM71927V3_1_745_R1_peak_615	chr4	54369935	54369982	+	22	NA	Intergenic	NA	140103	PDGFRA								
DFAM71927V3_1_745_R1_peak_583	chr4	2325933	2325980	+	22	NA	intron (ZFYVE28, intron 5 of 11)	NA	-63944	MXD4								
DFAM71927V3_1_745_R1_peak_130	chr11	48282991	48283038	+	21	NA	Intergenic	NA	19153	OR4X1								
DFAM71927V3_1_745_R1_peak_825	chr9	1870007	1870075	+	21	NA	Intergenic	NA	-288415	SMARCA2								
DFAM71927V3_1_745_R1_peak_636	chr4	163895438	163895529	+	20	NA	intron (MARCH1, intron 2 of 7)	NA	302228	ANP32C								
DFAM71927V3_1_745_R1_peak_219	chr14	64879893	64879967	+	20	NA	promoter-TSS (SPTB)	NA	-34431	CHURC1								
DFAM71927V3_1_745_R1_peak_720	chr6	83774513	83774560	+	19	NA	Intergenic	NA	-65735	SNAP91								
DFAM71927V3_1_745_R1_peak_731	chr6	119313923	119314044	+	19	NA	intron (MAN1A1, intron 2 of 12)	NA	36622	MAN1A1								
DFAM71927V3_1_745_R1_peak_786	chr7	146738806	146738853	+	18	NA	intron (CNTNAP2, intron 1 of 23)	NA	358780	AC006004.1								
DFAM71927V3_1_745_R1_peak_628	chr4	115209091	115209138	+	18	NA	Intergenic	NA	-95238	NDST4								
DFAM71927V3_1_745_R1_peak_20	chr1	51410393	51410440	+	18	NA	intron (EPS15, intron 1 of 12)	NA	-79114	TTC39A								
DFAM71927V3_1_745_R1_peak_477	chr20	15125916	15125963	+	18	NA	intron (MACROD2, intron 5 of 17)	NA	-196421	MACROD2-AS1								
DFAM71927V3_1_745_R1_peak_150	chr11	128729302	128729427	+	18	NA	intron (FLI1, intron 1 of 8)	NA	-33341	SENCR								
DFAM71927V3_1_745_R1_peak_566	chr3	137904375	137904422	+	18	NA	Intergenic	NA	-94418	CLDN18								
DFAM71927V3_1_745_R1_peak_155	chr12	4320806	4320887	+	18	NA	promoter-TSS (C12orf5)	NA	-347	C12orf5								
DFAM71927V3_1_745_R1_peak_183	chr12	123762679	123762758	+	18	NA	TTS (ATP6V0A2)	NA	223	DNAH10								
DFAM71927V3_1_745_R1_peak_119	chr10	131828866	131828913	+	18	NA	Intergenic	NA	-38690	LINC01164								
DFAM71927V3_1_745_R1_peak_214	chr14	50061873	50061979	+	18	NA	Intergenic	NA	-22042	RP11-58E21.3								
DFAM71927V3_1_745_R1_peak_819	chr8	125434214	125434261	+	16	NA	intron (TRIB1, intron 2 of 2)	NA	2028	TRIB1								
DFAM71927V3_1_745_R1_peak_425	chr2	89839621	89839707	+	16	NA	Intergenic	NA	-202011	LOC101927050								
DFAM71927V3_1_745_R1_peak_717	chr6	78730685	78730732	+	14	NA	Intergenic	NA	-136836	IRAK1BP1								
DFAM71927V3_1_745_R1_peak_727	chr6	108280504	108280551	+	14	NA	Intergenic	NA	-14367	LACE1								
DFAM71927V3_1_745_R1_peak_753	chr7	22587078	22587125	+	14	NA	Intergenic	NA	-10021	LOC102724162								
DFAM71927V3_1_745_R1_peak_685	chr5	172765473	172765537	+	14	NA	Intergenic	NA	5695	DUSP1								
DFAM71927V3_1_745_R1_peak_167	chr12	64599460	64599545	+	14	NA	Intergenic	NA	-11011	RASSF3								
DFAM71927V3_1_745_R1_peak_369	chr19	1068227	1068274	+	14	NA	intron (HMHA1, intron 1 of 22)	NA	-8384	HMHA1								
DFAM71927V3_1_745_R1_peak_204	chr13	99496550	99496597	+	14	NA	Intergenic	NA	-4801	TM9SF2								
DFAM71927V3_1_745_R1_peak_326	chr17	50151139	50151186	+	13	NA	promoter-TSS (PPP1R9B)	NA	-646	PPP1R9B								
DFAM71927V3_1_745_R1_peak_318	chr17	39819526	39819623	+	13	NA	intron (IKZF3, intron 2 of 5)	NA	44614	IKZF3								
DFAM71927V3_1_745_R1_peak_423	chr2	89830983	89831089	+	13	NA	Intergenic	NA	-193383	LOC101927050								
