PeakID (cmd=annotatePeaks.pl SP1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_9536	chr15	41660193	41660925	+	0	NA	promoter-TSS (MGA)	NA	143	MGA								
Interval_28990	chr7	127635000	127635303	+	0	NA	Intergenic	NA	-16997	SND1								
Interval_22240	chr3	45098217	45098594	+	0	NA	intron (CDCP1, intron 4 of 8)	NA	48005	CDCP1								
Interval_19510	chr2	240991768	240992102	+	0	NA	exon (LOC728763, exon 24 of 24)	NA	-6858	SNED1								
Interval_32476	chrX	53682587	53682870	+	0	NA	intron (HUWE1, intron 2 of 83)	NA	-28592	HUWE1								
Interval_14817	chr19	2150807	2152197	+	0	NA	promoter-TSS (AP3D1)	NA	55	AP3D1								
Interval_27038	chr6	44052425	44052874	+	0	NA	Intergenic	NA	-21264	LOC101929683								
Interval_10051	chr15	76311363	76311791	+	0	NA	promoter-TSS (ETFA)	NA	-108	ETFA								
Interval_8494	chr14	24188668	24189140	+	0	NA	promoter-TSS (IPO4)	NA	14	IPO4								
Interval_27556	chr6	138410427	138410589	+	0	NA	intron (HEBP2, intron 3 of 3)	NA	6309	HEBP2								
Interval_18158	chr2	73177443	73177634	+	0	NA	Intergenic	NA	-24720	NOTO								
Interval_28420	chr7	50266853	50267205	+	0	NA	Intergenic	NA	-37753	IKZF1								
Interval_32676	chrX	120560689	120561879	+	0	NA	promoter-TSS (CUL4B)	NA	14545	CUL4B								
Interval_7421	chr12	103840772	103842247	+	0	NA	promoter-TSS (NT5DC3)	NA	81	LOC102723501								
Interval_23346	chr3	184250309	184250679	+	0	NA	promoter-TSS (ALG3)	NA	-969	ALG3								
Interval_9498	chr15	40769845	40770036	+	0	NA	promoter-TSS (C15orf62)	NA	-21	C15orf62								
Interval_17954	chr2	60416368	60416562	+	0	NA	Intergenic	NA	-14348	LOC102724142								
Interval_30104	chr8	80690978	80691167	+	0	NA	intron (ZNF704, intron 3 of 8)	NA	182752	ZNF704								
Interval_31824	chr9	130446252	130446725	+	0	NA	intron (ASS1, intron 1 of 14)	NA	1781	ASS1								
Interval_17963	chr2	60550791	60551179	+	0	NA	intron (BCL11A, intron 1 of 3)	NA	2513	BCL11A								
Interval_3333	chr10	12196032	12196315	+	0	NA	promoter-TSS (NUDT5)	NA	-3	CDC123								
Interval_30398	chr8	122390350	122390528	+	0	NA	Intergenic	NA	-431998	ZHX2								
Interval_25816	chr5	170681178	170681466	+	0	NA	intron (KCNIP1, intron 2 of 8)	NA	-102397	GABRP								
Interval_17881	chr2	46698407	46699663	+	0	NA	promoter-TSS (SOCS5)	NA	-175	SOCS5								
Interval_20497	chr20	63573956	63574507	+	0	NA	promoter-TSS (HELZ2)	NA	8	HELZ2								
Interval_30013	chr8	66009901	66010296	+	0	NA	Intergenic	NA	-11458	DNAJC5B								
Interval_26886	chr6	38639311	38640189	+	0	NA	intron (BTBD9, intron 1 of 11)	NA	-43683	BTBD9								
Interval_7211	chr12	68539127	68539483	+	0	NA	Intergenic	NA	-71534	RAP1B								
Interval_30808	chr8	144508064	144510094	+	0	NA	promoter-TSS (MFSD3)	NA	-90	MFSD3								
Interval_29458	chr8	10054093	10054894	+	0	NA	exon (MSRA, exon 1 of 5)	NA	173	MSRA								
Interval_30073	chr8	73975778	73976433	+	0	NA	promoter-TSS (TMEM70)	NA	-37	TMEM70								
Interval_7690	chr12	120640333	120641081	+	0	NA	promoter-TSS (LOC101928300)	NA	-208	LOC101928300								
Interval_10019	chr15	75108432	75108950	+	0	NA	Intergenic	NA	85099	PPCDC								
Interval_1250	chr1	49362464	49362655	+	0	NA	intron (AGBL4, intron 3 of 13)	NA	109526	AGBL4-IT1								
Interval_24676	chr5	671458	671755	+	0	NA	intron (TPPP, intron 2 of 3)	NA	21260	TPPP								
Interval_5131	chr11	47378352	47378518	+	0	NA	exon (SPI1, exon 1 of 5)	NA	141	SPI1								
Interval_17979	chr2	61536498	61536902	+	0	NA	intron (XPO1, intron 1 of 23)	NA	-11372	XPO1								
Interval_23186	chr3	157160594	157160931	+	0	NA	promoter-TSS (CCNL1)	NA	-69	CCNL1								
Interval_27893	chr7	953971	954244	+	0	NA	intron (ADAP1, intron 1 of 10)	NA	-8291	ADAP1								
Interval_7305	chr12	89856494	89856661	+	0	NA	Intergenic	NA	147622	LINC00936								
Interval_2867	chr1	219088981	219089187	+	0	NA	intron (RP11-135J2.4, intron 3 of 4)	NA	84704	RP11-135J2.4								
Interval_25530	chr5	140043172	140043493	+	0	NA	promoter-TSS (NRG2)	NA	-73	NRG2								
Interval_9318	chr14	105710908	105711370	+	0	NA	Intergenic	NA	-38332	ELK2AP								
Interval_4197	chr10	101834395	101834648	+	0	NA	intron (KCNIP2, intron 1 of 9)	NA	9399	KCNIP2								
Interval_16541	chr19	43765073	43765797	+	0	NA	Intergenic	NA	-10445	SMG9								
Interval_29754	chr8	32575296	32575484	+	0	NA	intron (NRG1, intron 1 of 4)	NA	27180	NRG1								
Interval_20707	chr21	34745856	34746018	+	0	NA	exon (AP000330.8, exon 1 of 3)	NA	112	AP000330.8								
Interval_24290	chr4	112818123	112818311	+	0	NA	exon (ANK2, exon 1 of 47)	NA	64115	LOC102723896								
Interval_8377	chr13	114043545	114043755	+	0	NA	intron (RASA3, intron 5 of 25)	NA	-69545	LOC102723545								
Interval_24025	chr4	56778265	56778456	+	0	NA	Intergenic	NA	43509	SPINK2								
Interval_14965	chr19	4075495	4075769	+	0	NA	Intergenic	NA	-8814	ZBTB7A								
Interval_13430	chr17	65173363	65173880	+	0	NA	intron (RGS9, intron 8 of 18)	NA	36283	RGS9								
Interval_13970	chr17	82306256	82306505	+	0	NA	Intergenic	NA	11224	CD7								
Interval_22178	chr3	40309396	40310108	+	0	NA	promoter-TSS (EIF1B)	NA	-54	EIF1B-AS1								
Interval_10951	chr16	28936183	28937091	+	0	NA	TTS (CD19)	NA	4876	CD19								
Interval_23672	chr4	3285674	3285987	+	0	NA	Intergenic	NA	-7148	RGS12								
Interval_30237	chr8	100212739	100213274	+	0	NA	intron (SPAG1, intron 10 of 18)	NA	54671	SPAG1								
Interval_28846	chr7	101814027	101814462	+	0	NA	Intergenic	NA	-2980	CUX1								
Interval_11117	chr16	31507949	31508583	+	0	NA	promoter-TSS (LOC101928829)	NA	153	C16orf58								
Interval_17427	chr2	6865994	6866238	+	0	NA	promoter-TSS (CMPK2)	NA	-297	CMPK2								
Interval_8452	chr14	22929187	22929842	+	0	NA	promoter-TSS (PRMT5)	NA	-95	RP11-298I3.1								
Interval_22511	chr3	53072767	53073587	+	0	NA	Intergenic	NA	-22784	LOC102723651								
Interval_3560	chr10	43076821	43077234	+	0	NA	promoter-TSS (RET)	NA	-42	RET								
Interval_23621	chr4	1795330	1795521	+	0	NA	intron (FGFR3, intron 2 of 17)	NA	2126	FGFR3								
Interval_19644	chr20	2873170	2874010	+	0	NA	promoter-TSS (PTPRA)	NA	-32888	PCED1A								
Interval_25233	chr5	106895077	106895270	+	0	NA	intron (LOC102467213, intron 2 of 3)	NA	-24693	LOC102724932								
Interval_22641	chr3	72163876	72164041	+	0	NA	intron (LINC00870, intron 2 of 2)	NA	12701	LINC00870								
Interval_22434	chr3	50567351	50567991	+	0	NA	exon (C3orf18, exon 1 of 6)	NA	-1481	HEMK1								
Interval_16981	chr19	49805506	49805946	+	0	NA	exon (AP2A1, exon 20 of 23)	NA	7543	FUZ								
Interval_19856	chr20	24148582	24148774	+	0	NA	Intergenic	NA	-51089	FLJ33581								
Interval_11614	chr16	84144491	84145449	+	0	NA	promoter-TSS (DNAAF1)	NA	-291	DNAAF1								
Interval_31006	chr9	34126585	34127052	+	0	NA	promoter-TSS (DCAF12)	NA	-45	DCAF12								
Interval_4507	chr10	131081404	131081611	+	0	NA	Intergenic	NA	-118849	MIR378C								
Interval_16856	chr19	48644859	48645112	+	0	NA	intron (CA11, intron 2 of 8)	NA	1389	CA11								
Interval_16766	chr19	47241056	47241495	+	0	NA	Intergenic	NA	-8509	BBC3								
Interval_8566	chr14	36361301	36361565	+	0	NA	Intergenic	NA	-40757	MBIP								
Interval_12398	chr17	19004052	19005055	+	0	NA	intron (FAM83G, intron 1 of 5)	NA	194	FAM83G								
Interval_19549	chr2	241877847	241878297	+	0	NA	Intergenic	NA	-3291	AC131097.3								
Interval_6903	chr12	51172686	51173404	+	0	NA	promoter-TSS (TFCP2)	NA	98	TFCP2								
Interval_19716	chr20	5950180	5950885	+	0	NA	promoter-TSS (TRMT6)	NA	-120	TRMT6								
Interval_20433	chr20	62623843	62624559	+	0	NA	Intergenic	NA	-18242	SLCO4A1								
Interval_5696	chr11	69382185	69382693	+	0	NA	Intergenic	NA	12489	LOC101928262								
Interval_1577	chr1	94737380	94737564	+	0	NA	intron (LINC01057, intron 1 of 4)	NA	8428	MIR378G								
Interval_9289	chr14	105180711	105181905	+	0	NA	promoter-TSS (NUDT14)	NA	15	NUDT14								
Interval_4020	chr10	88831834	88832080	+	0	NA	exon (ANKRD22, exon 2 of 6)	NA	20018	ANKRD22								
Interval_15031	chr19	4866723	4868228	+	0	NA	intron (PLIN3, intron 1 of 7)	NA	293	PLIN3								
Interval_14098	chr18	8367479	8367670	+	0	NA	promoter-TSS (RP11-789C17.3)	NA	-540	RP11-789C17.3								
Interval_16557	chr19	44003156	44003765	+	0	NA	promoter-TSS (RP11-15A1.7)	NA	535	ZNF230								
Interval_5995	chr11	104339596	104339888	+	0	NA	intron (LOC102723879, intron 2 of 2)	NA	2871	LOC102723879								
Interval_14056	chr18	811565	813472	+	0	NA	promoter-TSS (YES1)	NA	-192	YES1								
Interval_17148	chr19	52821451	52821985	+	0	NA	promoter-TSS (ZNF28)	NA	-88	ZNF28								
Interval_1472	chr1	85276122	85277124	+	0	NA	exon (LOC646626, exon 1 of 2)	NA	265	LOC646626								
Interval_14195	chr18	23422869	23423211	+	0	NA	intron (TMEM241, intron 2 of 13)	NA	14921	TMEM241								
Interval_18476	chr2	108786463	108787179	+	0	NA	promoter-TSS (CCDC138)	NA	58	CCDC138								
Interval_14808	chr19	2060941	2062136	+	0	NA	Intergenic	NA	-10294	MKNK2								
Interval_14210	chr18	24346401	24346563	+	0	NA	intron (OSBPL1A, intron 3 of 26)	NA	24766	MIR320C2								
Interval_2577	chr1	198681803	198682130	+	0	NA	intron (PTPRC, intron 2 of 30)	NA	42959	PTPRC								
Interval_7377	chr12	98397333	98397863	+	0	NA	Intergenic	NA	59547	SLC9A7P1								
Interval_21241	chr22	30386952	30387717	+	0	NA	promoter-TSS (RNF215)	NA	-21	RNF215								
Interval_20606	chr21	23556454	23556679	+	0	NA	Intergenic	NA	-171731	D21S2088E								
Interval_28804	chr7	100705305	100706460	+	0	NA	promoter-TSS (POP7)	NA	-171	POP7								
Interval_10837	chr16	21507062	21507257	+	0	NA	Intergenic	NA	-1073	MIR3680-1								
Interval_14910	chr19	3224442	3224604	+	0	NA	promoter-TSS (CELF5)	NA	-153	CELF5								
Interval_18183	chr2	74290623	74290821	+	0	NA	intron (SLC4A5, intron 2 of 25)	NA	24303	SLC4A5								
Interval_7632	chr12	116910531	116911340	+	0	NA	promoter-TSS (FBXW8)	NA	-46	FBXW8								
Interval_14659	chr19	834105	834576	+	0	NA	Intergenic	NA	6509	AZU1								
Interval_18712	chr2	136495790	136495976	+	0	NA	Intergenic	NA	-377728	CXCR4								
Interval_15926	chr19	18700982	18701309	+	0	NA	intron (CRTC1, intron 1 of 13)	NA	17492	CRTC1								
Interval_8040	chr13	28495070	28495286	+	0	NA	promoter-TSS (FLT1)	NA	-50	FLT1								
Interval_10333	chr15	98952467	98952658	+	0	NA	intron (IGF1R, intron 20 of 20)	NA	55233	PGPEP1L								
Interval_15408	chr19	11382693	11383169	+	0	NA	exon (EPOR, exon 2 of 8)	NA	1411	EPOR								
Interval_17986	chr2	61888154	61888925	+	0	NA	promoter-TSS (COMMD1)	NA	132	CCT4								
Interval_23596	chr4	1200312	1200607	+	0	NA	exon (LOC101928548, exon 1 of 1)	NA	799	LOC101928548								
Interval_2029	chr1	153566457	153566818	+	0	NA	promoter-TSS (S100A2)	NA	-807	S100A2								
Interval_30142	chr8	89183223	89183429	+	0	NA	Intergenic	NA	433832	RP11-37B2.1								
Interval_24226	chr4	103076410	103076787	+	0	NA	exon (SLC9B2, exon 1 of 10)	NA	768	SLC9B2								
Interval_9294	chr14	105313951	105314732	+	0	NA	promoter-TSS (PACS2)	NA	-409	PACS2								
Interval_19418	chr2	234951771	234952145	+	0	NA	promoter-TSS (SH3BP4)	NA	-26	SH3BP4								
Interval_31437	chr9	111282954	111283116	+	0	NA	Intergenic	NA	-11821	MIR7702								
Interval_27019	chr6	43724958	43725466	+	0	NA	Intergenic	NA	-37400	MRPS18A								
Interval_5091	chr11	46238255	46238427	+	0	NA	Intergenic	NA	36126	LOC101928919								
Interval_587	chr1	23867950	23868601	+	0	NA	promoter-TSS (FUCA1)	NA	94	FUCA1								
Interval_12929	chr17	43251552	43251863	+	0	NA	Intergenic	NA	-17730	RNU2-1								
Interval_16704	chr19	46256858	46257192	+	0	NA	Intergenic	NA	27273	IGFL1								
Interval_29474	chr8	11201156	11202286	+	0	NA	promoter-TSS (XKR6)	NA	-355	XKR6								
Interval_26498	chr6	27892875	27894040	+	0	NA	promoter-TSS (HIST1H2BO)	NA	32	HIST1H2BO								
Interval_26515	chr6	28281350	28281760	+	0	NA	promoter-TSS (PGBD1)	NA	-2639	PGBD1								
Interval_5054	chr11	44862214	44862616	+	0	NA	intron (TSPAN18, intron 2 of 8)	NA	88953	TP53I11								
Interval_24167	chr4	87391119	87391452	+	0	NA	promoter-TSS (HSD17B11)	NA	-109	HSD17B11								
Interval_17655	chr2	27050599	27052065	+	0	NA	promoter-TSS (AGBL5)	NA	118	TRNAA3								
Interval_9731	chr15	59997088	59997520	+	0	NA	Intergenic	NA	-6918	FOXB1								
Interval_7105	chr12	56687481	56687737	+	0	NA	promoter-TSS (PTGES3)	NA	799	PTGES3								
Interval_29349	chr7	158704502	158705365	+	0	NA	promoter-TSS (NCAPG2)	NA	-102	NCAPG2								
Interval_21113	chr22	23565628	23566708	+	0	NA	Intergenic	NA	14140	IGLL1								
Interval_19088	chr2	201642423	201643070	+	0	NA	exon (TMEM237, exon 1 of 13)	NA	198	TMEM237								
Interval_20539	chr20	63955740	63956981	+	0	NA	promoter-TSS (UCKL1)	NA	87	UCKL1								
Interval_22155	chr3	38496129	38496486	+	0	NA	promoter-TSS (EXOG)	NA	-2619	EXOG								
Interval_26364	chr6	23890692	23890854	+	0	NA	Intergenic	NA	-230673	LOC102724585								
Interval_23993	chr4	53393757	53393949	+	0	NA	intron (FIP1L1, intron 8 of 17)	NA	16212	FIP1L1								
Interval_29984	chr8	60911548	60912034	+	0	NA	Intergenic	NA	26805	LOC101929576								
Interval_14633	chr19	588172	588503	+	0	NA	Intergenic	NA	-1556	HCN2								
Interval_18111	chr2	70125438	70125633	+	0	NA	promoter-TSS (LOC100133985)	NA	-219	LOC100133985								
Interval_7114	chr12	57047266	57047505	+	0	NA	exon (MYO1A, exon 5 of 28)	NA	2732	MYO1A								
Interval_47	chr1	1273516	1274294	+	0	NA	promoter-TSS (UBE2J2)	NA	-169	LOC101928895								
Interval_32532	chrX	71068014	71068737	+	0	NA	promoter-TSS (SNX12)	NA	-4122	SNX12								
Interval_8219	chr13	52455059	52455605	+	0	NA	promoter-TSS (CKAP2)	NA	-769	CKAP2								
Interval_17040	chr19	50476020	50477046	+	0	NA	promoter-TSS (EMC10)	NA	51	EMC10								
Interval_23710	chr4	6546675	6546839	+	0	NA	intron (PPP2R2C, intron 1 of 9)	NA	16843	PPP2R2C								
Interval_30931	chr9	19230941	19231152	+	0	NA	intron (DENND4C, intron 1 of 32)	NA	249	DENND4C								
Interval_1644	chr1	108199717	108200574	+	0	NA	exon (SLC25A24, exon 1 of 10)	NA	213	SLC25A24								
Interval_29593	chr8	22553660	22554216	+	0	NA	promoter-TSS (SORBS3)	NA	2200	SORBS3								
Interval_6392	chr12	2794404	2795314	+	0	NA	promoter-TSS (FKBP4)	NA	-83	FKBP4								
Interval_5182	chr11	57779880	57780071	+	0	NA	intron (CTNND1, intron 1 of 16)	NA	18213	CTNND1								
Interval_29571	chr8	21912346	21912643	+	0	NA	exon (DOK2, exon 2 of 5)	NA	1279	DOK2								
Interval_11206	chr16	53054741	53055342	+	0	NA	promoter-TSS (CHD9)	NA	-75992	CHD9								
Interval_9811	chr15	65804562	65804803	+	0	NA	Intergenic	NA	-12389	DENND4A								
Interval_24475	chr4	152352849	152353153	+	0	NA	promoter-TSS (FBXW7)	NA	-43	FBXW7								
Interval_30709	chr8	143354932	143355242	+	0	NA	intron (TOP1MT, intron 2 of 15)	NA	4892	TOP1MT								
Interval_7578	chr12	112012678	112013815	+	0	NA	promoter-TSS (ERP29)	NA	-27	TMEM116								
Interval_26685	chr6	32177037	32178687	+	0	NA	promoter-TSS (AGPAT1)	NA	249	AGPAT1								
Interval_8478	chr14	23778728	23778919	+	0	NA	Intergenic	NA	142459	DHRS2								
Interval_716	chr1	26864899	26866052	+	0	NA	Intergenic	NA	2333	SFN								
Interval_19775	chr20	17558749	17559107	+	0	NA	promoter-TSS (BFSP1)	NA	-11026	DSTN								
Interval_16218	chr19	36489250	36489697	+	0	NA	promoter-TSS (ZNF566)	NA	-154	LOC728752								
Interval_29638	chr8	24293874	24294174	+	0	NA	promoter-TSS (ADAM28)	NA	-16	ADAM28								
Interval_31822	chr9	130444517	130445239	+	0	NA	promoter-TSS (ASS1)	NA	171	ASS1								
Interval_22449	chr3	51499045	51500640	+	0	NA	intron (VPRBP, intron 1 of 24)	NA	-16039	VPRBP								
Interval_14873	chr19	2721303	2721800	+	0	NA	promoter-TSS (DIRAS1)	NA	-159	DIRAS1								
Interval_16942	chr19	49447525	49447762	+	0	NA	intron (PIH1D1, intron 5 of 8)	NA	4360	PIH1D1								
Interval_16141	chr19	34964068	34964594	+	0	NA	promoter-TSS (ZNF792)	NA	-96	ZNF792								
Interval_32630	chrX	108091132	108091846	+	0	NA	promoter-TSS (ATG4A)	NA	155	PSMD10								
Interval_12412	chr17	19463150	19463464	+	0	NA	Intergenic	NA	-44874	TRNAW7								
Interval_2068	chr1	154431696	154431870	+	0	NA	intron (IL6R, intron 3 of 9)	NA	-24960	LOC101928101								
Interval_7424	chr12	103965567	103966284	+	0	NA	promoter-TSS (TDG)	NA	-30	TDG								
Interval_20438	chr20	62728027	62728658	+	0	NA	intron (NTSR1, intron 1 of 3)	NA	19505	NTSR1								
Interval_23223	chr3	167941616	167941823	+	0	NA	Intergenic	NA	45771	RP11-298O21.5								
Interval_26750	chr6	33671020	33671283	+	0	NA	exon (ITPR3, exon 21 of 40)	NA	-27040	MIR3934								
Interval_1865	chr1	145845574	145845864	+	0	NA	promoter-TSS (NUDT17)	NA	86	NUDT17								
Interval_21110	chr22	23451681	23451971	+	0	NA	intron (LOC101929374, intron 2 of 3)	NA	18272	LOC101929374								
Interval_8124	chr13	41060084	41060552	+	0	NA	TTS (TRNAE20)	NA	491	TRNAE20								
Interval_28872	chr7	102517636	102517966	+	0	NA	promoter-TSS (RASA4B)	NA	-24	RASA4B								
Interval_28746	chr7	99603002	99603181	+	0	NA	intron (GS1-259H13.2, intron 1 of 4)	NA	4812	GS1-259H13.2								
Interval_13501	chr17	71071920	71072175	+	0	NA	Intergenic	NA	130132	CASC17								
Interval_13934	chr17	81927551	81928050	+	0	NA	promoter-TSS (MAFG)	NA	-29	MAFG-AS1								
Interval_29763	chr8	33533621	33533795	+	0	NA	Intergenic	NA	20233	SNORD13								
Interval_17878	chr2	46543387	46543707	+	0	NA	intron (RHOQ, intron 1 of 4)	NA	781	RHOQ								
Interval_6897	chr12	50924356	50924976	+	0	NA	promoter-TSS (METTL7A)	NA	855	METTL7A								
Interval_3310	chr10	7507847	7508381	+	0	NA	Intergenic	NA	92458	LOC101928171								
Interval_28343	chr7	43582539	43584050	+	0	NA	exon (STK17A, exon 1 of 7)	NA	201	STK17A								
Interval_8223	chr13	52850782	52850944	+	0	NA	Intergenic	NA	-2223	PCDH8								
Interval_31207	chr9	89418906	89419215	+	0	NA	promoter-TSS (SEMA4D)	NA	60532	SEMA4D								
Interval_12248	chr17	9115525	9115962	+	0	NA	intron (NTN1, intron 2 of 6)	NA	63375	RP11-85B7.2								
Interval_20634	chr21	29099964	29100207	+	0	NA	intron (MAP3K7CL, intron 7 of 9)	NA	22614	MAP3K7CL								
Interval_4654	chr11	970433	970624	+	0	NA	intron (AP2A2, intron 3 of 21)	NA	44680	AP2A2								
Interval_18978	chr2	187982758	187983027	+	0	NA	Intergenic	NA	-308817	GULP1								
Interval_29141	chr7	140656664	140656914	+	0	NA	Intergenic	NA	-16141	ADCK2								
Interval_17212	chr19	54359488	54359760	+	0	NA	intron (LAIR1, intron 3 of 8)	NA	5490	LAIR1								
Interval_6941	chr12	52069497	52070318	+	0	NA	promoter-TSS (C12orf44)	NA	-67	C12orf44								
Interval_2798	chr1	211258730	211260014	+	0	NA	promoter-TSS (RCOR3)	NA	6	RCOR3								
Interval_11759	chr16	88650268	88651538	+	0	NA	intron (CYBA, intron 1 of 5)	NA	181	CYBA								
Interval_30812	chr8	144528170	144529501	+	0	NA	TTS (ARHGAP39)	NA	239	C8orf82								
Interval_30295	chr8	102862881	102864878	+	0	NA	promoter-TSS (LOC100506753)	NA	282	AZIN1								
Interval_17394	chr19	58572330	58574099	+	0	NA	promoter-TSS (MZF1)	NA	361	MZF1								
Interval_32469	chrX	53093637	53094629	+	0	NA	promoter-TSS (LOC102723508)	NA	-27	LOC102723508								
Interval_7090	chr12	56358978	56359227	+	0	NA	intron (STAT2, intron 1 of 23)	NA	1169	STAT2								
Interval_22492	chr3	52533023	52533303	+	0	NA	promoter-TSS (NT5DC2)	NA	-1693	SMIM4								
Interval_9485	chr15	40507087	40507299	+	0	NA	Intergenic	NA	25357	MRPL42P5								
Interval_14755	chr19	1455209	1456441	+	0	NA	intron (APC2, intron 6 of 14)	NA	9555	APC2								
Interval_20820	chr21	42234741	42235006	+	0	NA	intron (ABCG1, intron 2 of 14)	NA	14975	ABCG1								
Interval_9691	chr15	55993421	55993852	+	0	NA	exon (NEDD4, exon 1 of 29)	NA	-76500	NEDD4								
Interval_26799	chr6	35451843	35452767	+	0	NA	promoter-TSS (FANCE)	NA	-34	FANCE								
Interval_23831	chr4	25160370	25160980	+	0	NA	promoter-TSS (SEPSECS)	NA	3	SEPSECS-AS1								
Interval_25031	chr5	69083497	69083659	+	0	NA	Intergenic	NA	-10371	SLC30A5								
Interval_25515	chr5	139669898	139670089	+	0	NA	intron (CXXC5, intron 1 of 2)	NA	-9854	CXXC5								
Interval_21906	chr3	10552025	10552462	+	0	NA	intron (ATP2B2, intron 2 of 26)	NA	-46659	ATP2B2								
Interval_12716	chr17	38677101	38677337	+	0	NA	Intergenic	NA	-2285	C17orf96								
Interval_29833	chr8	41276114	41276379	+	0	NA	intron (SFRP1, intron 2 of 2)	NA	-5103	MIR548AO								
Interval_15670	chr19	15280989	15281212	+	0	NA	promoter-TSS (BRD4)	NA	-649	BRD4								
Interval_16533	chr19	43639590	43640208	+	0	NA	promoter-TSS (CADM4)	NA	-78	CADM4								
Interval_8306	chr13	102394444	102394685	+	0	NA	promoter-TSS (FGF14-AS2)	NA	-14	FGF14-AS2								
Interval_20087	chr20	38794967	38795158	+	0	NA	Intergenic	NA	-10643	PPP1R16B								
Interval_28903	chr7	105678955	105679378	+	0	NA	promoter-TSS (ATXN7L1)	NA	-97637	EFCAB10								
Interval_22039	chr3	20041505	20041927	+	0	NA	intron (KAT2B, intron 1 of 9)	NA	1338	KAT2B								
Interval_30770	chr8	144060545	144061093	+	0	NA	promoter-TSS (OPLAH)	NA	-138	OPLAH								
Interval_32154	chrUn_KI270442v1	32848	33010	+	0	NA	Intergenic	NA	-212375	LOC102724902								
Interval_2	chr1	10128	10345	+	0	NA	Intergenic	NA	-1638	DDX11L1								
Interval_20725	chr21	35509177	35509354	+	0	NA	intron (LOC100506403, intron 1 of 2)	NA	71499	LOC100506403								
Interval_26664	chr6	31821797	31822399	+	0	NA	Intergenic	NA	-5637	HSPA1B								
Interval_3383	chr10	19816101	19816472	+	0	NA	promoter-TSS (PLXDC2)	NA	-157	PLXDC2								
Interval_17913	chr2	48251040	48251267	+	0	NA	Intergenic	NA	-2474	LOC102724008								
Interval_25102	chr5	78003904	78004099	+	0	NA	intron (AP3B1, intron 26 of 27)	NA	45754	LOC101929154								
Interval_1926	chr1	150010483	150011045	+	0	NA	promoter-TSS (OTUD7B)	NA	56942	OTUD7B								
Interval_4374	chr10	119428856	119429081	+	0	NA	intron (GRK5, intron 5 of 14)	NA	50996	MIR4681								
Interval_14199	chr18	23502923	23503817	+	0	NA	promoter-TSS (C18orf8)	NA	-100	C18orf8								
Interval_27170	chr6	73855102	73855318	+	0	NA	Intergenic	NA	-159190	LOC101928489								
