PeakID (cmd=annotatePeaks.pl ZMYND8.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_23619	chr9	34665261	34665916	+	0	NA	promoter-TSS (LOC101929761)	NA	-2896	CCL27								
Interval_4895	chr12	14577470	14577644	+	0	NA	intron (RP11-695J4.2, intron 1 of 5)	NA	9380	RP11-695J4.2								
Interval_17773	chr4	75673195	75673852	+	0	NA	promoter-TSS (G3BP2)	NA	-43267	CDKL2								
Interval_5894	chr12	132710524	132710948	+	0	NA	promoter-TSS (PGAM5)	NA	-71	PGAM5								
Interval_11453	chr19	16888652	16889234	+	0	NA	promoter-TSS (F2RL3)	NA	-72	F2RL3								
Interval_24269	chr9	132669666	132670428	+	0	NA	promoter-TSS (DDX31)	NA	-294	GTF3C4								
Interval_12665	chr2	25877846	25878845	+	0	NA	promoter-TSS (ASXL2)	NA	98	ASXL2								
Interval_3907	chr11	61968254	61968651	+	0	NA	promoter-TSS (FTH1)	NA	652	LOC399900								
Interval_13574	chr2	141557313	141557631	+	0	NA	intron (LRP1B, intron 2 of 90)	NA	574229	LRP1B								
Interval_23682	chr9	62838105	62838661	+	0	NA	promoter-TSS (PTGER4P2-CDK2AP2P2)	NA	-39	LOC100132249								
Interval_12838	chr2	42791717	42791974	+	0	NA	intron (HAAO, intron 1 of 9)	NA	766	HAAO								
Interval_23956	chr9	111631134	111631575	+	0	NA	promoter-TSS (LOC101929953)	NA	2	DNAJC25								
Interval_19610	chr6	11374356	11374646	+	0	NA	intron (NEDD9, intron 1 of 9)	NA	-122488	LOC102724361								
Interval_16861	chr3	127307577	127307791	+	0	NA	Intergenic	NA	82986	RP11-88I21.2								
Interval_1220	chr1	116373019	116373936	+	0	NA	promoter-TSS (ATP1A1)	NA	-9893	ATP1A1								
Interval_12505	chr2	8447860	8448153	+	0	NA	Intergenic	NA	-119587	LINC00299								
Interval_15019	chr20	63851093	63851289	+	0	NA	Intergenic	NA	-2879	C20orf181								
Interval_4726	chr12	2876992	2877866	+	0	NA	promoter-TSS (FOXM1)	NA	-274	FOXM1								
Interval_11543	chr19	18418814	18419627	+	0	NA	promoter-TSS (SSBP4)	NA	-106	SSBP4								
Interval_15263	chr21	41361732	41362927	+	0	NA	intron (MX2, intron 1 of 13)	NA	-7756	MX2								
Interval_14698	chr20	37406540	37406882	+	0	NA	Intergenic	NA	19699	LOC102724936								
Interval_21197	chr7	26398475	26398645	+	0	NA	promoter-TSS (LOC101930332)	NA	-55	LOC101930332								
Interval_15656	chr22	37741257	37741437	+	0	NA	intron (TRIOBP, intron 11 of 23)	NA	4608	LOC102724378								
Interval_12047	chr19	45730699	45731207	+	0	NA	promoter-TSS (FBXO46)	NA	-60	FBXO46								
Interval_21591	chr7	84372807	84373166	+	0	NA	intron (SEMA3A, intron 1 of 18)	NA	119782	SEMA3A								
Interval_160	chr1	9950961	9951225	+	0	NA	intron (NMNAT1, intron 1 of 4)	NA	7179	NMNAT1								
Interval_5353	chr12	71754608	71755276	+	0	NA	promoter-TSS (RAB21)	NA	64	RAB21								
Interval_2227	chr1	234962023	234963773	+	0	NA	Intergenic	NA	106920	LOC731656								
Interval_23173	chr8	128948761	128949054	+	0	NA	Intergenic	NA	292333	LINC00977								
Interval_24813	chrX	119852971	119853238	+	0	NA	promoter-TSS (UPF3B)	NA	-76	UPF3B								
Interval_3912	chr11	62025334	62026323	+	0	NA	Intergenic	NA	-5724	LOC102723745								
Interval_17710	chr4	54105020	54105257	+	0	NA	Intergenic	NA	5057	GSX2								
Interval_3598	chr11	12187507	12187696	+	0	NA	intron (MICAL2, intron 1 of 23)	NA	23918	MIR6124								
Interval_3759	chr11	45457668	45458056	+	0	NA	Intergenic	NA	86459	FLJ41423								
Interval_19877	chr6	28566149	28566599	+	0	NA	Intergenic	NA	20961	SCAND3								
Interval_4917	chr12	17906252	17906518	+	0	NA	Intergenic	NA	183808	RERGL								
Interval_5203	chr12	55728490	55728705	+	0	NA	promoter-TSS (CD63)	NA	541	CD63								
Interval_15685	chr22	38656384	38656669	+	0	NA	promoter-TSS (CBY1)	NA	103	FAM227A								
Interval_10210	chr17	81398179	81400884	+	0	NA	promoter-TSS (BAHCC1)	NA	-190	BAHCC1								
Interval_1404	chr1	154183087	154183495	+	0	NA	promoter-TSS (TPM3)	NA	-74	TPM3								
Interval_252	chr1	16895653	16895973	+	0	NA	promoter-TSS (RNU1-2)	NA	-167	RNU1-2								
Interval_20306	chr6	56933070	56933330	+	0	NA	intron (DST, intron 2 of 102)	NA	-21775	BEND6								
Interval_9307	chr17	21457070	21457270	+	0	NA	intron (C17orf51, intron 2 of 3)	NA	80783	KCNJ12								
Interval_100	chr1	6624892	6625272	+	0	NA	promoter-TSS (THAP3)	NA	176	THAP3								
Interval_12892	chr2	45888387	45888578	+	0	NA	intron (PRKCE, intron 2 of 10)	NA	-236435	LOC102724965								
Interval_20821	chr6	157534181	157534468	+	0	NA	intron (ZDHHC14, intron 1 of 8)	NA	5192	MIR3692								
Interval_2635	chr10	46284527	46284904	+	0	NA	Intergenic	NA	-2282	ANTXRL								
Interval_20784	chr6	152302058	152302378	+	0	NA	intron (SYNE1, intron 90 of 145)	NA	334675	SYNE1								
Interval_185	chr1	11736791	11736961	+	0	NA	intron (AGTRAP, intron 1 of 3)	NA	791	AGTRAP								
Interval_8165	chr16	20806125	20806675	+	0	NA	promoter-TSS (ERI2)	NA	73	ERI2								
Interval_10103	chr17	76671626	76671851	+	0	NA	Intergenic	NA	16919	MXRA7								
Interval_19511	chr6	3139549	3139800	+	0	NA	intron (BPHL, intron 7 of 8)	NA	17875	TUBB2A								
Interval_21892	chr7	128530996	128531849	+	0	NA	promoter-TSS (LOC101928451)	NA	62	LOC101928451								
Interval_18831	chr5	115602385	115602707	+	0	NA	promoter-TSS (TICAM2)	NA	-67	TICAM2								
Interval_6989	chr14	105255142	105255329	+	0	NA	TTS (BRF1)	NA	6693	BTBD6								
Interval_19506	chr6	3026980	3027347	+	0	NA	exon (LOC101927759, exon 2 of 2)	NA	1469	LOC101927759								
Interval_9725	chr17	49192247	49193154	+	0	NA	TTS (TRNAQ2)	NA	172	TRNAQ2								
Interval_24317	chr9	134592231	134592489	+	0	NA	Intergenic	NA	-49445	COL5A1								
Interval_21418	chr7	51324600	51324800	+	0	NA	Intergenic	NA	-7882	COBL								
Interval_8987	chr17	4365198	4365751	+	0	NA	intron (UBE2G1, intron 1 of 5)	NA	1200	UBE2G1								
Interval_13793	chr2	178450649	178451442	+	0	NA	promoter-TSS (PRKRA)	NA	125	PRKRA								
Interval_10570	chr18	54357750	54358111	+	0	NA	promoter-TSS (C18orf54)	NA	-2598	C18orf54								
Interval_14743	chr20	43657311	43657703	+	0	NA	Intergenic	NA	-9512	MYBL2								
Interval_4956	chr12	26523721	26524010	+	0	NA	intron (ITPR2, intron 37 of 56)	NA	-309088	LOC101928554								
Interval_24697	chrX	56563415	56563697	+	0	NA	promoter-TSS (UBQLN2)	NA	-37	UBQLN2								
Interval_7828	chr15	99452815	99453135	+	0	NA	Intergenic	NA	-112725	MEF2A								
Interval_7894	chr16	788246	788693	+	0	NA	promoter-TSS (CHTF18)	NA	-86	RPUSD1								
Interval_19244	chr5	160080884	160081134	+	0	NA	intron (PWWP2A, intron 2 of 3)	NA	38436	PWWP2A								
Interval_5554	chr12	106955503	106955921	+	0	NA	promoter-TSS (C12orf23)	NA	-54	C12orf23								
Interval_14814	chr20	48712434	48713161	+	0	NA	intron (PREX1, intron 5 of 39)	NA	-56202	PREX1								
Interval_6657	chr14	75182777	75183135	+	0	NA	Intergenic	NA	-6310	TMED10								
Interval_2068	chr1	224183728	224183918	+	0	NA	intron (DEGS1, intron 1 of 2)	NA	583	DEGS1								
Interval_11158	chr19	8050444	8051000	+	0	NA	Intergenic	NA	-2040	CCL25								
Interval_9693	chr17	47530840	47531257	+	0	NA	promoter-TSS (NPEPPS)	NA	-14861	NPEPPS								
Interval_19458	chr5	180821020	180821190	+	0	NA	Intergenic	NA	-4296	LOC102724833								
Interval_6693	chr14	76956518	76956916	+	0	NA	Intergenic	NA	71982	IRF2BPL								
Interval_4795	chr12	6937737	6938515	+	0	NA	intron (ATN1, intron 6 of 9)	NA	-5690	RNU7-1								
Interval_20856	chr6	159790040	159790249	+	0	NA	promoter-TSS (MRPL18)	NA	-348	MRPL18								
Interval_431	chr1	26744096	26744451	+	0	NA	intron (ARID1A, intron 4 of 19)	NA	-43915	PIGV								
Interval_4625	chr11	126318318	126319023	+	0	NA	intron (DCPS, intron 2 of 5)	NA	14918	DCPS								
Interval_22195	chr8	9065784	9065967	+	0	NA	Intergenic	NA	17430	MIR4660								
Interval_9802	chr17	57338472	57338866	+	0	NA	intron (MSI2, intron 5 of 10)	NA	82024	MSI2								
Interval_2671	chr10	58267877	58268331	+	0	NA	promoter-TSS (IPMK)	NA	-170	IPMK								
Interval_13277	chr2	96536527	96537475	+	0	NA	exon (LOC100996535, exon 1 of 2)	NA	143	LOC100996535								
Interval_11978	chr19	44587185	44587392	+	0	NA	Intergenic	NA	-26493	IGSF23								
Interval_20212	chr6	43635587	43636156	+	0	NA	promoter-TSS (MAD2L1BP)	NA	31	MAD2L1BP								
Interval_15540	chr22	30635490	30635781	+	0	NA	promoter-TSS (SLC35E4)	NA	-171	SLC35E4								
Interval_19717	chr6	17907418	17908036	+	0	NA	intron (KIF13A, intron 2 of 38)	NA	79896	KIF13A								
Interval_1076	chr1	98871497	98871779	+	0	NA	Intergenic	NA	-132638	RP5-896L10.1								
Interval_5053	chr12	47215642	47215924	+	0	NA	promoter-TSS (PCED1B)	NA	660	PCED1B-AS1								
Interval_5959	chr13	27450016	27450763	+	0	NA	promoter-TSS (MTIF3)	NA	215	MTIF3								
Interval_1078	chr1	99850176	99850456	+	0	NA	promoter-TSS (AGL)	NA	-173	AGL								
Interval_10623	chr18	59358865	59359576	+	0	NA	promoter-TSS (LMAN1)	NA	56	LMAN1								
Interval_1413	chr1	154720846	154721178	+	0	NA	intron (KCNN3, intron 5 of 7)	NA	-112764	ADAR								
Interval_11280	chr19	11597706	11598059	+	0	NA	intron (ZNF627, intron 1 of 3)	NA	462	ZNF627								
Interval_17444	chr4	2430445	2430763	+	0	NA	intron (RP11-503N18.1, intron 2 of 14)	NA	11653	RP11-503N18.1								
Interval_17404	chr4	781270	781722	+	0	NA	exon (LOC100129917, exon 1 of 1)	NA	352	LOC100129917								
Interval_17880	chr4	88823319	88823535	+	0	NA	promoter-TSS (FAM13A)	NA	-66	FAM13A								
Interval_16786	chr3	120595944	120596725	+	0	NA	promoter-TSS (NDUFB4)	NA	53	NDUFB4								
Interval_23333	chr8	142340189	142340987	+	0	NA	intron (TSNARE1, intron 5 of 13)	NA	62594	TSNARE1								
Interval_6759	chr14	88792719	88793124	+	0	NA	promoter-TSS (EML5)	NA	-169	EML5								
Interval_6720	chr14	80931102	80931283	+	0	NA	intron (CEP128, intron 2 of 23)	NA	8348	CEP128								
Interval_8175	chr16	21116347	21116563	+	0	NA	intron (DNAH3, intron 12 of 61)	NA	-41927	TMEM159								
Interval_3825	chr11	57432137	57432442	+	0	NA	Intergenic	NA	-5141	SLC43A3								
Interval_11311	chr19	12882655	12883031	+	0	NA	Intergenic	NA	-1322	DNASE2								
Interval_24315	chr9	134459275	134459515	+	0	NA	Intergenic	NA	-67719	LOC100506532								
Interval_8853	chr16	89031998	89032378	+	0	NA	Intergenic	NA	-61658	ACSF3								
Interval_7780	chr15	91852833	91853708	+	0	NA	promoter-TSS (SLCO3A1)	NA	-438	SLCO3A1								
Interval_2869	chr10	74825905	74827137	+	0	NA	exon (KAT6B, exon 1 of 18)	NA	108	KAT6B								
Interval_9826	chr17	58332596	58333823	+	0	NA	intron (BZRAP1-AS1, intron 1 of 3)	NA	-1942	MIR142								
Interval_10559	chr18	51029873	51030695	+	0	NA	promoter-TSS (SMAD4)	NA	71	SMAD4								
Interval_24059	chr9	122264519	122265322	+	0	NA	promoter-TSS (MRRF)	NA	0	MRRF								
Interval_18340	chr5	13186211	13186404	+	0	NA	Intergenic	NA	387546	LINC01194								
Interval_19448	chr5	180093685	180094045	+	0	NA	Intergenic	NA	-21747	RNF130								
Interval_15194	chr21	35508468	35508805	+	0	NA	intron (LOC100506403, intron 1 of 2)	NA	72128	LOC100506403								
Interval_17707	chr4	53908775	53909018	+	0	NA	Intergenic	NA	78386	RPL21P44								
Interval_11555	chr19	18636391	18636604	+	0	NA	promoter-TSS (KLHL26)	NA	-531	KLHL26								
Interval_2839	chr10	73626339	73626529	+	0	NA	Intergenic	NA	15323	MYOZ1								
Interval_12678	chr2	26494229	26494497	+	0	NA	intron (OTOF, intron 9 of 46)	NA	-16321	OTOF								
Interval_20711	chr6	143537287	143537480	+	0	NA	Intergenic	NA	24668	RP11-436I24.1								
Interval_11123	chr19	7500791	7501101	+	0	NA	exon (C19orf45, exon 2 of 9)	NA	345	C19orf45								
Interval_22128	chr7	158587755	158587988	+	0	NA	promoter-TSS (PTPRN2)	NA	-81	PTPRN2								
Interval_17486	chr4	5045137	5045446	+	0	NA	promoter-TSS (LOC101928329)	NA	-59	LOC101928329								
Interval_20525	chr6	110509798	110510043	+	0	NA	Intergenic	NA	-33487	SLC22A16								
Interval_1949	chr1	211612951	211613759	+	0	NA	Intergenic	NA	-34598	SLC30A1								
Interval_12143	chr19	48563545	48563753	+	0	NA	intron (SULT2B1, intron 1 of 6)	NA	-12087	SULT2B1								
Interval_11242	chr19	10835626	10836839	+	0	NA	promoter-TSS (TMED1)	NA	-419	C19orf38								
Interval_12846	chr2	43059668	43059852	+	0	NA	Intergenic	NA	-20213	LOC102723854								
Interval_4242	chr11	73217155	73217519	+	0	NA	promoter-TSS (P2RY2)	NA	-950	P2RY2								
Interval_22907	chr8	96861397	96861590	+	0	NA	exon (CPQ, exon 5 of 5)	NA	216266	CPQ								
Interval_13556	chr2	136238812	136239104	+	0	NA	Intergenic	NA	-120803	CXCR4								
Interval_19330	chr5	173328351	173328609	+	0	NA	exon (STC2, exon 1 of 4)	NA	1023	STC2								
Interval_13563	chr2	137333722	137333901	+	0	NA	intron (THSD7B, intron 11 of 26)	NA	342919	THSD7B								
Interval_855	chr1	56525545	56525916	+	0	NA	intron (PPAP2B, intron 2 of 5)	NA	53854	PPAP2B								
Interval_22480	chr8	35195377	35195564	+	0	NA	Intergenic	NA	-39987	UNC5D								
Interval_11567	chr19	19032921	19034155	+	0	NA	promoter-TSS (SUGP2)	NA	-72	ARMC6								
Interval_2030	chr1	220881129	220881407	+	0	NA	exon (HLX, exon 2 of 4)	NA	-1128	HLX-AS1								
Interval_20293	chr6	53242089	53242327	+	0	NA	Intergenic	NA	-34785	MIR5685								
Interval_19861	chr6	27892359	27892540	+	0	NA	promoter-TSS (HIST1H2BO)	NA	736	HIST1H2AM								
Interval_8419	chr16	50281869	50282470	+	0	NA	intron (ADCY7, intron 1 of 22)	NA	8010	ADCY7								
Interval_4723	chr12	2795822	2795996	+	0	NA	intron (FKBP4, intron 1 of 9)	NA	967	FKBP4								
Interval_24755	chrX	96684612	96684786	+	0	NA	promoter-TSS (DIAPH2)	NA	36	DIAPH2								
Interval_24448	chrX	3713624	3713798	+	0	NA	promoter-TSS (PRKX)	NA	-77	PRKX								
Interval_16662	chr3	87997398	87997681	+	0	NA	Intergenic	NA	-61705	ZNF654								
Interval_792	chr1	47437574	47438097	+	0	NA	exon (FOXD2, exon 1 of 1)	NA	1818	FOXD2								
Interval_23894	chr9	105245095	105245414	+	0	NA	exon (LOC101928609, exon 1 of 3)	NA	281	LOC101928609								
Interval_13	chr1	1069218	1069388	+	0	NA	Intergenic	NA	5004	RNF223								
Interval_9939	chr17	66467070	66467259	+	0	NA	intron (PRKCA, intron 2 of 9)	NA	-51379	RP11-4F22.2								
Interval_22879	chr8	94895064	94895449	+	0	NA	promoter-TSS (CCNE2)	NA	-2	CCNE2								
Interval_8041	chr16	8963846	8964049	+	0	NA	promoter-TSS (USP7)	NA	-27218	USP7								
Interval_5279	chr12	62602230	62603507	+	0	NA	promoter-TSS (MIRLET7I)	NA	566	C12orf61								
Interval_23217	chr8	132675477	132675717	+	0	NA	promoter-TSS (LRRC6)	NA	-964	LRRC6								
Interval_19220	chr5	157603423	157603694	+	0	NA	Intergenic	NA	-27783	ADAM19								
Interval_3600	chr11	12224253	12224969	+	0	NA	intron (MICAL2, intron 10 of 23)	NA	60928	MIR6124								
Interval_19816	chr6	26521723	26522460	+	0	NA	TTS (TRNAL26)	NA	385	HCG11								
Interval_7060	chr15	34038448	34039342	+	0	NA	exon (AVEN, exon 1 of 6)	NA	-31825	AVEN								
Interval_19925	chr6	30687155	30687637	+	0	NA	promoter-TSS (PPP1R18)	NA	499	PPP1R18								
Interval_14767	chr20	45348251	45348485	+	0	NA	promoter-TSS (SDC4)	NA	56	SDC4								
Interval_6020	chr13	32427908	32428098	+	0	NA	exon (N4BP2L1, exon 1 of 6)	NA	175	N4BP2L1								
Interval_8214	chr16	23858456	23858637	+	0	NA	intron (PRKCB, intron 2 of 16)	NA	22567	PRKCB								
Interval_6032	chr13	35139656	35139888	+	0	NA	intron (NBEA, intron 17 of 58)	NA	197005	NBEA								
Interval_4684	chr12	389170	389777	+	0	NA	promoter-TSS (KDM5A)	NA	-18	KDM5A								
Interval_19968	chr6	31737881	31738723	+	0	NA	promoter-TSS (CLIC1)	NA	-984	CLIC1								
Interval_19120	chr5	146203206	146203608	+	0	NA	promoter-TSS (RBM27)	NA	-143	RBM27								
Interval_22030	chr7	149422274	149422644	+	0	NA	Intergenic	NA	-7250	TRNAC2								
Interval_24959	chrY	21240260	21240527	+	0	NA	Intergenic	NA	145967	CYorf17								
Interval_176	chr1	11051815	11052174	+	0	NA	Intergenic	NA	-4755	MASP2								
Interval_23196	chr8	129683521	129684036	+	0	NA	Intergenic	NA	103110	GSDMC								
Interval_20020	chr6	33446127	33446339	+	0	NA	intron (SYNGAP1, intron 16 of 18)	NA	7902	MIR5004								
Interval_22273	chr8	18209751	18210236	+	0	NA	promoter-TSS (NAT1)	NA	-116	NAT1								
Interval_5297	chr12	64625138	64625851	+	0	NA	intron (RASSF3, intron 1 of 4)	NA	2925	MIR548C								
Interval_7777	chr15	91264779	91265299	+	0	NA	intron (SV2B, intron 6 of 12)	NA	164730	SV2B								
Interval_12175	chr19	49114162	49114650	+	0	NA	promoter-TSS (LIN7B)	NA	32	LIN7B								
Interval_17174	chr3	179451313	179451919	+	0	NA	promoter-TSS (GNB4)	NA	-13717	GNB4								
Interval_4327	chr11	78354770	78355398	+	0	NA	intron (GAB2, intron 1 of 10)	NA	-13204	GAB2								
Interval_21883	chr7	127833737	127833919	+	0	NA	intron (SND1, intron 11 of 23)	NA	-163681	SND1-IT1								
Interval_15332	chr21	45308518	45308688	+	0	NA	Intergenic	NA	-12820	LOC102723489								
Interval_10211	chr17	81401838	81402194	+	0	NA	intron (BAHCC1, intron 1 of 27)	NA	-1279	MIR4740								
Interval_10277	chr17	82647954	82648960	+	0	NA	promoter-TSS (WDR45B)	NA	-3	WDR45B								
Interval_12531	chr2	9799795	9799988	+	0	NA	Intergenic	NA	-26492	LOC100996549								
Interval_4411	chr11	95506013	95506183	+	0	NA	Intergenic	NA	-275016	SESN3								
Interval_13538	chr2	135530854	135531069	+	0	NA	promoter-TSS (R3HDM1)	NA	-231	ZRANB3								
Interval_19900	chr6	29965924	29966158	+	0	NA	Intergenic	NA	-9074	HCG9								
Interval_3940	chr11	62726460	62726817	+	0	NA	exon (HNRNPUL2, exon 1 of 14)	NA	746	HNRNPUL2-BSCL2								
Interval_2738	chr10	69068669	69068991	+	0	NA	Intergenic	NA	-19242	SRGN								
Interval_7107	chr15	40334083	40334718	+	0	NA	exon (C15orf52, exon 11 of 11)	NA	6567	C15orf52								
Interval_17407	chr4	973510	973912	+	0	NA	promoter-TSS (DGKQ)	NA	-167	DGKQ								
Interval_3449	chr11	798158	798328	+	0	NA	promoter-TSS (SLC25A22)	NA	-248	SLC25A22								
Interval_12750	chr2	32173301	32173763	+	0	NA	intron (SLC30A6, intron 1 of 10)	NA	7691	SLC30A6								
Interval_19274	chr5	169833766	169834265	+	0	NA	intron (DOCK2, intron 26 of 27)	NA	146725	FAM196B								
Interval_16314	chr3	46299671	46299965	+	0	NA	Intergenic	NA	-53926	CCR2								
Interval_17206	chr3	183537304	183537780	+	0	NA	intron (KLHL6, intron 1 of 6)	NA	18169	KLHL6								
Interval_21140	chr7	17697079	17697328	+	0	NA	Intergenic	NA	-138294	AC017060.1								
Interval_3898	chr11	61814916	61815658	+	0	NA	promoter-TSS (MIR1908)	NA	-95	MIR1908								
Interval_11085	chr19	6587247	6587558	+	0	NA	intron (CD70, intron 2 of 2)	NA	3750	CD70								
Interval_13782	chr2	177252028	177252407	+	0	NA	intron (NFE2L2, intron 1 of 4)	NA	3793	MIR3128								
Interval_13256	chr2	88195317	88195538	+	0	NA	Intergenic	NA	22288	THNSL2								
Interval_9428	chr17	34242585	34243079	+	0	NA	Intergenic	NA	-12445	CCL2								
Interval_19285	chr5	170331026	170331646	+	0	NA	promoter-TSS (LOC257358)	NA	-57	LOC257358								
Interval_13907	chr2	201126346	201126646	+	0	NA	intron (CFLAR, intron 1 of 9)	NA	8025	LOC102724614								
Interval_3541	chr11	8332265	8332522	+	0	NA	Intergenic	NA	-97569	LMO1								
Interval_23898	chr9	105694240	105694840	+	0	NA	promoter-TSS (TMEM38B)	NA	15	TMEM38B								
Interval_8866	chr16	89534268	89534712	+	0	NA	intron (SPG7, intron 9 of 16)	NA	26096	SPG7								
Interval_14882	chr20	50980296	50980541	+	0	NA	Intergenic	NA	21604	MOCS3								
Interval_10146	chr17	78414659	78414849	+	0	NA	intron (PGS1, intron 7 of 9)	NA	36130	PGS1								
Interval_2818	chr10	72318929	72319119	+	0	NA	Intergenic	NA	35976	DNAJB12								
Interval_8989	chr17	4412951	4413385	+	0	NA	Intergenic	NA	-20756	SPNS3								
Interval_19184	chr5	151151918	151152165	+	0	NA	intron (ANXA6, intron 1 of 25)	NA	5841	ANXA6								
Interval_4721	chr12	2501490	2501741	+	0	NA	intron (CACNA1C, intron 2 of 43)	NA	-80104	CACNA1C								
Interval_15208	chr21	36163898	36164147	+	0	NA	promoter-TSS (DOPEY2)	NA	7235	DOPEY2								
Interval_13628	chr2	148782109	148782352	+	0	NA	intron (EPC2, intron 11 of 13)	NA	38608	EPC2								
Interval_21164	chr7	23299067	23299457	+	0	NA	promoter-TSS (MALSU1)	NA	-59	MALSU1								
Interval_16374	chr3	48609229	48609765	+	0	NA	intron (UQCRC1, intron 1 of 12)	NA	168	UQCRC1								
Interval_7085	chr15	39427073	39427661	+	0	NA	Intergenic	NA	43333	LOC102724283								
Interval_23146	chr8	125698777	125699105	+	0	NA	Intergenic	NA	223417	LOC101927634								
Interval_16461	chr3	50620369	50620962	+	0	NA	intron (MAPKAPK3, intron 4 of 12)	NA	8803	MAPKAPK3								
Interval_6496	chr14	60165166	60165627	+	0	NA	promoter-TSS (DHRS7)	NA	909	DHRS7								
Interval_5563	chr12	107903766	107903984	+	0	NA	promoter-TSS (LOC728739)	NA	-104	LOC728739								
Interval_6233	chr13	112587692	112588463	+	0	NA	exon (TUBGCP3, exon 1 of 22)	NA	103	TUBGCP3								
Interval_9957	chr17	68035313	68036240	+	0	NA	promoter-TSS (KPNA2)	NA	44	KPNA2								
Interval_13157	chr2	73984496	73984788	+	0	NA	promoter-TSS (TET3)	NA	-442	TET3								
Interval_3126	chr10	101848538	101848719	+	0	NA	intron (C10orf76, intron 25 of 25)	NA	-3066	LOC101927445								
Interval_14265	chr2	241610180	241610390	+	0	NA	intron (THAP4, intron 2 of 5)	NA	7216	THAP4								
Interval_16249	chr3	42013422	42014123	+	0	NA	promoter-TSS (TRAK1)	NA	-51273	ULK4								
Interval_9094	chr17	7583146	7584183	+	0	NA	promoter-TSS (MPDU1)	NA	152	LOC102724164								
Interval_7189	chr15	45199085	45199265	+	0	NA	promoter-TSS (TRNAH1)	NA	-498	TRNAH1								
Interval_613	chr1	37554234	37554472	+	0	NA	promoter-TSS (SNIP1)	NA	-9	SNIP1								
Interval_5867	chr12	130979850	130980136	+	0	NA	intron (GPR133, intron 4 of 23)	NA	26086	GPR133								
Interval_6895	chr14	100306450	100306784	+	0	NA	promoter-TSS (SLC25A29)	NA	-841	SLC25A29								
Interval_6539	chr14	65209957	65210645	+	0	NA	Intergenic	NA	12046	LOC100128233								
Interval_9119	chr17	8119031	8119287	+	0	NA	promoter-TSS (ALOXE3)	NA	4	TRNAK1								
Interval_7665	chr15	82540940	82541138	+	0	NA	promoter-TSS (RPS17)	NA	-582	RPS17								
Interval_4908	chr12	15688280	15688960	+	0	NA	intron (EPS8, intron 1 of 20)	NA	24305	EPS8								
Interval_16525	chr3	53457115	53457296	+	0	NA	Intergenic	NA	-37924	CACNA1D								
Interval_8386	chr16	46830933	46831639	+	0	NA	promoter-TSS (C16orf87)	NA	-124	C16orf87								
