PeakID (cmd=annotatePeaks.pl MEF2C.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2390	chr2	108594987	108595235	+	0	NA	intron (LIMS1, intron 1 of 9)	NA	-59701	LIMS1								
Interval_2622	chr20	9989131	9989327	+	0	NA	intron (LOC101929371, intron 1 of 1)	NA	2896	LOC101929371								
Interval_799	chr11	94574717	94574905	+	0	NA	intron (PIWIL4, intron 2 of 19)	NA	7503	PIWIL4								
Interval_4191	chr7	149600662	149600980	+	0	NA	intron (ZNF767, intron 3 of 7)	NA	2866	TRNAC22								
Interval_1431	chr15	68352509	68352820	+	0	NA	intron (ITGA11, intron 5 of 27)	NA	74861	FEM1B								
Interval_1646	chr16	73069010	73069353	+	0	NA	Intergenic	NA	-20806	ZFHX3								
Interval_225	chr1	143264617	143264752	+	0	NA	Intergenic	NA	39652	LOC101929814								
Interval_3308	chr4	86908264	86908514	+	0	NA	intron (C4orf36, intron 1 of 3)	NA	-15978	C4orf36								
Interval_4821	chrX	65601627	65601834	+	0	NA	intron (MSN, intron 1 of 12)	NA	13353	MSN								
Interval_2859	chr22	36713503	36713767	+	0	NA	Intergenic	NA	-10990	CACNG2								
Interval_2486	chr2	181697602	181697912	+	0	NA	Intergenic	NA	-17092	NEUROD1								
Interval_4608	chr9	70419547	70419829	+	0	NA	Intergenic	NA	-5031	KLF9								
Interval_1691	chr17	3165910	3166077	+	0	NA	Intergenic	NA	-31526	OR1A2								
Interval_3361	chr4	139767341	139767506	+	0	NA	intron (MAML3, intron 2 of 4)	NA	101655	MGST2								
Interval_4434	chr8	96927035	96927298	+	0	NA	intron (CPQ, intron 5 of 8)	NA	281939	CPQ								
Interval_4182	chr7	142568508	142568742	+	0	NA	Intergenic	NA	-97674	MTRNR2L6								
Interval_628	chr10	109062488	109062651	+	0	NA	Intergenic	NA	860663	XPNPEP1								
Interval_3386	chr4	154998002	154998174	+	0	NA	Intergenic	NA	-210778	NPY2R								
Interval_4381	chr8	70457271	70457584	+	0	NA	Intergenic	NA	-13707	RP11-333A23.4								
Interval_1307	chr14	91516995	91517280	+	0	NA	Intergenic	NA	-6657	SMEK1								
Interval_699	chr11	20046556	20046804	+	0	NA	intron (NAV2, intron 15 of 40)	NA	23837	NAV2								
Interval_824	chr11	115848652	115848830	+	0	NA	Intergenic	NA	-71557	LOC102724165								
Interval_2476	chr2	174717516	174717644	+	0	NA	Intergenic	NA	-2220	H3F3AP4								
Interval_3829	chr6	89146862	89147009	+	0	NA	exon (LOC101929004, exon 1 of 6)	NA	754	LOC101929004								
Interval_4177	chr7	139791387	139791530	+	0	NA	intron (TBXAS1, intron 3 of 14)	NA	-13564	HIPK2								
Interval_1298	chr14	89681544	89681690	+	0	NA	Intergenic	NA	-47788	LOC102723683								
Interval_1212	chr14	42523698	42524021	+	0	NA	Intergenic	NA	916298	LRFN5								
Interval_2921	chr3	14205032	14205213	+	0	NA	Intergenic	NA	26394	LSM3								
Interval_3021	chr3	58335115	58335449	+	0	NA	intron (PXK, intron 1 of 14)	NA	2392	PXK								
Interval_804	chr11	96338928	96339100	+	0	NA	intron (MAML2, intron 1 of 4)	NA	-2433	MIR1260B								
Interval_3446	chr5	15001549	15001779	+	0	NA	Intergenic	NA	25069	LOC102723499								
Interval_4142	chr7	110786286	110786586	+	0	NA	intron (IMMP2L, intron 5 of 5)	NA	-304570	LRRN3								
Interval_3696	chr6	12363601	12363955	+	0	NA	Intergenic	NA	41407	LOC102724414								
Interval_723	chr11	46321824	46322036	+	0	NA	TTS (CREB3L1)	NA	-23480	DGKZ								
Interval_768	chr11	70660097	70660393	+	0	NA	intron (SHANK2, intron 6 of 15)	NA	29151	SHANK2-AS1								
Interval_3638	chr5	159411325	159411490	+	0	NA	Intergenic	NA	54869	AC008703.1								
Interval_4190	chr7	148966618	148966921	+	0	NA	Intergenic	NA	3454	RNY4								
Interval_3555	chr5	110920526	110920681	+	0	NA	Intergenic	NA	-152711	TSLP								
Interval_2618	chr20	8473586	8473832	+	0	NA	intron (PLCB1, intron 3 of 32)	NA	341271	PLCB1								
Interval_828	chr11	118084338	118084576	+	0	NA	intron (TMPRSS4, intron 1 of 11)	NA	2336	TMPRSS4-AS1								
Interval_2320	chr2	65017376	65017601	+	0	NA	intron (SLC1A4, intron 5 of 7)	NA	-13021	LOC102724233								
Interval_4355	chr8	55880688	55880879	+	0	NA	intron (LYN, intron 1 of 12)	NA	-53451	LYN								
Interval_1746	chr17	35896197	35896360	+	0	NA	Intergenic	NA	-15905	CCL5								
Interval_2054	chr19	13847662	13847999	+	0	NA	Intergenic	NA	-11215	MIR23A								
Interval_241	chr1	151611445	151611608	+	0	NA	promoter-TSS (SNX27)	NA	-660	SNX27								
Interval_2314	chr2	62598858	62599028	+	0	NA	Intergenic	NA	-92474	TMEM17								
Interval_2385	chr2	105731659	105731813	+	0	NA	Intergenic	NA	-120012	NCK2								
Interval_3330	chr4	110704904	110705067	+	0	NA	Intergenic	NA	-62862	PITX2								
Interval_4023	chr7	26332795	26332997	+	0	NA	intron (SNX10, intron 1 of 6)	NA	39851	SNX10								
Interval_3593	chr5	139985882	139986069	+	0	NA	intron (NRG2, intron 1 of 10)	NA	57284	NRG2								
Interval_4200	chr7	152464000	152464212	+	0	NA	promoter-TSS (LINC01003)	NA	-18	LINC01003								
Interval_167	chr1	92795310	92795463	+	0	NA	Intergenic	NA	-10909	EVI5								
Interval_3488	chr5	60522024	60522276	+	0	NA	exon (PART1, exon 2 of 2)	NA	34218	PART1								
Interval_3344	chr4	122687792	122688096	+	0	NA	intron (IL21-AS1, intron 10 of 10)	NA	44514	CETN4P								
Interval_1226	chr14	52918582	52918762	+	0	NA	intron (FERMT2, intron 3 of 15)	NA	32425	FERMT2								
Interval_475	chr10	7130651	7130845	+	0	NA	Intergenic	NA	278593	SFMBT2								
Interval_3591	chr5	139417364	139417573	+	0	NA	intron (DNAJC18, intron 9 of 9)	NA	-13337	SPATA24								
Interval_2242	chr2	25434054	25434280	+	0	NA	intron (DTNB, intron 11 of 17)	NA	13433	LOC101929272								
Interval_530	chr10	49914559	49914699	+	0	NA	intron (PARG, intron 7 of 17)	NA	27356	PARG								
Interval_2761	chr21	34866010	34866210	+	0	NA	intron (RUNX1, intron 2 of 4)	NA	-17546	LOC101928240								
Interval_1573	chr16	30350600	30350733	+	0	NA	TTS (CD2BP2)	NA	4268	CD2BP2								
Interval_1197	chr14	23694210	23694326	+	0	NA	Intergenic	NA	64153	DHRS2								
Interval_2988	chr3	45622023	45622254	+	0	NA	intron (LIMD1, intron 1 of 7)	NA	3668	LIMD1								
Interval_1543	chr16	17224858	17225234	+	0	NA	intron (XYLT1, intron 3 of 11)	NA	90558	LOC102723692								
Interval_2991	chr3	46321395	46321697	+	0	NA	Intergenic	NA	-32198	CCR2								
Interval_1669	chr16	85829807	85829979	+	0	NA	Intergenic	NA	30326	COX4I1								
Interval_219	chr1	125180116	125180264	+	0	NA	Intergenic	NA	3661078	EMBP1								
Interval_2529	chr2	215974098	215974306	+	0	NA	intron (MREG, intron 2 of 4)	NA	39421	MREG								
Interval_563	chr10	70164269	70164502	+	0	NA	intron (SAR1A, intron 1 of 7)	NA	6144	SAR1A								
Interval_996	chr12	89162836	89162976	+	0	NA	Intergenic	NA	-143214	RP11-13A1.1								
Interval_3898	chr6	137927728	137927983	+	0	NA	Intergenic	NA	-59622	RP11-356I2.4								
Interval_4671	chr9	113523521	113523707	+	0	NA	intron (RGS3, intron 14 of 21)	NA	-41340	RGS3								
Interval_809	chr11	104198637	104198854	+	0	NA	Intergenic	NA	-34446	PDGFD								
Interval_2491	chr2	188235459	188235580	+	0	NA	Intergenic	NA	-57030	GULP1								
Interval_878	chr12	11836518	11836681	+	0	NA	intron (ETV6, intron 2 of 7)	NA	149083	LOC101928186								
Interval_711	chr11	34269122	34269256	+	0	NA	intron (ABTB2, intron 1 of 16)	NA	88819	ABTB2								
Interval_686	chr11	10857904	10858282	+	0	NA	promoter-TSS (ZBED5-AS1)	NA	-20	ZBED5								
Interval_1147	chr13	41916629	41916929	+	0	NA	intron (VWA8, intron 2 of 44)	NA	44306	VWA8								
Interval_3993	chr7	16661081	16661350	+	0	NA	promoter-TSS (BZW2)	NA	-57	BZW2								
Interval_4354	chr8	54775130	54775254	+	0	NA	Intergenic	NA	-5716	LOC100287651								
Interval_3649	chr5	165559843	165559991	+	0	NA	Intergenic	NA	1089638	LOC102546299								
Interval_2149	chr19	48110750	48110920	+	0	NA	promoter-TSS (PLA2G4C)	NA	17	PLA2G4C								
Interval_897	chr12	21431409	21431537	+	0	NA	Intergenic	NA	-6142	PYROXD1								
Interval_3690	chr6	11350315	11350507	+	0	NA	intron (NEDD9, intron 1 of 7)	NA	-98398	LOC102724361								
Interval_3272	chr4	48036827	48037000	+	0	NA	exon (NIPAL1, exon 6 of 6)	NA	20139	NIPAL1								
Interval_3846	chr6	106516831	106516960	+	0	NA	intron (AIM1, intron 1 of 19)	NA	5040	AIM1								
Interval_12	chr1	8026246	8026437	+	0	NA	promoter-TSS (ERRFI1)	NA	-33	ERRFI1								
Interval_183	chr1	103275875	103276007	+	0	NA	Intergenic	NA	-167445	COL11A1								
Interval_3632	chr5	156974323	156974684	+	0	NA	Intergenic	NA	-11248	TIMD4								
Interval_3069	chr3	109071892	109072088	+	0	NA	intron (MORC1, intron 8 of 28)	NA	46156	MORC1								
Interval_1480	chr15	86135136	86135358	+	0	NA	Intergenic	NA	-6764	AGBL1								
Interval_2155	chr19	48954456	48954652	+	0	NA	promoter-TSS (BAX)	NA	-306	BAX								
Interval_2805	chr22	17339103	17339404	+	0	NA	Intergenic	NA	-30477	CECR2								
Interval_2181	chr19	54373835	54374082	+	0	NA	Intergenic	NA	-3405	LAIR1								
Interval_2135	chr19	45469233	45469507	+	0	NA	intron (FOSB, intron 1 of 4)	NA	1375	FOSB								
Interval_2633	chr20	17892751	17892894	+	0	NA	Intergenic	NA	70124	SNORD17								
Interval_2197	chr1_KI270709v1_random	10613	10728	+	0	NA	NA	NA	NA	NA								
Interval_737	chr11	61026309	61026622	+	0	NA	Intergenic	NA	54824	CD6								
Interval_1988	chr19	1490923	1491094	+	0	NA	promoter-TSS (PCSK4)	NA	-158	REEP6								
Interval_735	chr11	60389663	60389801	+	0	NA	intron (MS4A7, intron 4 of 5)	NA	-6282	MS4A14								
Interval_3889	chr6	131966518	131966710	+	0	NA	Intergenic	NA	-15236	CTGF								
Interval_1588	chr16	34591612	34591880	+	0	NA	Intergenic	NA	159754	LOC102724523								
Interval_4730	chr9	137519121	137519284	+	0	NA	intron (PNPLA7, intron 11 of 23)	NA	31332	PNPLA7								
Interval_2606	chr20	4959734	4959901	+	0	NA	intron (LOC102724905, intron 4 of 4)	NA	53873	LOC102724905								
Interval_2178	chr19	54208138	54208517	+	0	NA	TTS (RPS9)	NA	7494	RPS9								
Interval_2049	chr19	13151600	13152222	+	0	NA	intron (IER2, intron 1 of 1)	NA	1443	IER2								
Interval_2200	chr2	7243364	7243527	+	0	NA	Intergenic	NA	-165565	AC019048.1								
Interval_681	chr11	8908267	8908452	+	0	NA	intron (ST5, intron 1 of 22)	NA	-2791	AKIP1								
Interval_839	chr11	124070979	124071264	+	0	NA	Intergenic	NA	-32120	OR10G7								
Interval_3307	chr4	84682078	84682230	+	0	NA	intron (WDFY3, intron 66 of 69)	NA	99250	CDS1								
Interval_4433	chr8	96883748	96883911	+	0	NA	intron (CPQ, intron 5 of 8)	NA	238602	CPQ								
Interval_1395	chr15	52137840	52138023	+	0	NA	intron (GNB5, intron 5 of 10)	NA	-25169	BCL2L10								
Interval_2267	chr2	38330807	38331046	+	0	NA	intron (ATL2, intron 1 of 11)	NA	23251	ATL2								
Interval_2318	chr2	64932809	64933069	+	0	NA	promoter-TSS (AC007386.2)	NA	-492	AC007386.2								
Interval_1343	chr15	25410762	25410946	+	0	NA	intron (UBE3A, intron 2 of 14)	NA	28189	UBE3A								
Interval_987	chr12	78034106	78034271	+	0	NA	intron (NAV3, intron 10 of 39)	NA	202985	NAV3								
Interval_2536	chr2	218193097	218193368	+	0	NA	Intergenic	NA	23861	LOC101928487								
Interval_4767	chrX	1336377	1336715	+	0	NA	promoter-TSS (IL3RA)	NA	-55	IL3RA								
Interval_4130	chr7	101121906	101122076	+	0	NA	Intergenic	NA	-5098	SERPINE1								
Interval_741	chr11	64094544	64094731	+	0	NA	intron (FLRT1, intron 1 of 2)	NA	58667	FLRT1								
Interval_537	chr10	56319434	56319677	+	0	NA	Intergenic	NA	41747	ZWINT								
Interval_977	chr12	70492974	70493220	+	0	NA	Intergenic	NA	126789	KCNMB4								
Interval_105	chr1	46595327	46595443	+	0	NA	intron (MKNK1, intron 1 of 11)	NA	10959	LOC101929673								
Interval_3919	chr6	150196015	150196240	+	0	NA	intron (PPP1R14C, intron 1 of 3)	NA	-1172	PPP1R14C								
Interval_1	chr1	10088	10317	+	0	NA	Intergenic	NA	-1672	DDX11L1								
Interval_3265	chr4	40097060	40097342	+	0	NA	intron (N4BP2, intron 2 of 16)	NA	-40002	LOC344967								
Interval_2969	chr3	39260948	39261294	+	0	NA	TTS (LOC102724104)	NA	2725	LOC102724104								
Interval_3841	chr6	104014529	104014696	+	0	NA	Intergenic	NA	324068	LOC102724443								
Interval_2713	chr20	59585763	59586294	+	0	NA	intron (PHACTR3, intron 1 of 12)	NA	8519	PHACTR3								
Interval_854	chr11	134583559	134583675	+	0	NA	Intergenic	NA	147135	LOC283177								
Interval_4473	chr8	119601546	119601711	+	0	NA	intron (ENPP2, intron 9 of 26)	NA	37238	ENPP2								
Interval_1039	chr12	102638879	102639016	+	0	NA	Intergenic	NA	-158347	IGF1								
Interval_2102	chr19	38544251	38544450	+	0	NA	intron (RYR1, intron 86 of 104)	NA	73685	MAP4K1								
Interval_1667	chr16	84175846	84176058	+	0	NA	exon (DNAAF1, exon 11 of 12)	NA	11118	TAF1C								
Interval_4174	chr7	138028551	138028768	+	0	NA	Intergenic	NA	-47773	AKR1D1								
Interval_1778	chr17	50163960	50164154	+	0	NA	Intergenic	NA	-1952	SGCA								
Interval_128	chr1	64895652	64895941	+	0	NA	intron (JAK1, intron 1 of 24)	NA	71114	JAK1								
Interval_4331	chr8	42790515	42790701	+	0	NA	Intergenic	NA	-21822	CHRNA6								
Interval_2042	chr19	11324277	11324557	+	0	NA	exon (RAB3D, exon 5 of 5)	NA	15251	RAB3D								
Interval_625	chr10	103759102	103759376	+	0	NA	intron (SH3PXD2A, intron 3 of 15)	NA	12460	SH3PXD2A-AS1								
Interval_2621	chr20	9878056	9878379	+	0	NA	Intergenic	NA	-39178	PAK7								
Interval_705	chr11	33198063	33198486	+	0	NA	Intergenic	NA	36617	CSTF3-AS1								
Interval_1248	chr14	65287807	65287957	+	0	NA	Intergenic	NA	47301	MIR4708								
Interval_2229	chr2	17303070	17303402	+	0	NA	Intergenic	NA	-211156	LOC101928149								
Interval_484	chr10	14659790	14660050	+	0	NA	intron (FAM107B, intron 2 of 5)	NA	-87731	FAM107B								
Interval_1309	chr14	92724561	92724724	+	0	NA	intron (LGMN, intron 3 of 14)	NA	24060	LGMN								
Interval_536	chr10	55184152	55184309	+	0	NA	Intergenic	NA	-382939	PCDH15								
Interval_995	chr12	88946545	88946769	+	0	NA	Intergenic	NA	73035	RP11-13A1.1								
Interval_647	chr10	119784722	119784997	+	0	NA	intron (INPP5F, intron 3 of 18)	NA	58812	INPP5F								
Interval_3089	chr3	124639775	124639914	+	0	NA	intron (KALRN, intron 37 of 59)	NA	-90522	UMPS								
Interval_1602	chr16	46394008	46394162	+	0	NA	Intergenic	NA	175012	ANKRD26P1								
Interval_1022	chr12	94061888	94062064	+	0	NA	Intergenic	NA	-86978	PLXNC1								
Interval_2745	chr21	29064884	29065374	+	0	NA	intron (CCT8, intron 5 of 13)	NA	8668	CCT8								
Interval_2929	chr3	17190706	17190961	+	0	NA	intron (TBC1D5, intron 18 of 21)	NA	257637	MIR3714								
Interval_2502	chr2	199273271	199273462	+	0	NA	intron (SATB2, intron 10 of 10)	NA	191742	SATB2								
Interval_4052	chr7	44449541	44449810	+	0	NA	intron (NUDCD3, intron 2 of 5)	NA	41111	NUDCD3								
Interval_905	chr12	25020586	25020863	+	0	NA	intron (LOC645177, intron 1 of 4)	NA	3541	LOC645177								
Interval_95	chr1	43834175	43834458	+	0	NA	intron (ST3GAL3, intron 4 of 11)	NA	-4341	MIR6079								
Interval_1462	chr15	78071484	78071766	+	0	NA	intron (TBC1D2B, intron 1 of 12)	NA	6027	TBC1D2B								
Interval_2025	chr19	7652135	7652388	+	0	NA	Intergenic	NA	15160	STXBP2								
Interval_1158	chr13	72963842	72964033	+	0	NA	intron (PIBF1, intron 6 of 9)	NA	-82723	RNU6-79P								
Interval_3501	chr5	67983261	67983462	+	0	NA	Intergenic	NA	190206	RP11-434D9.1								
Interval_1946	chr18	63562436	63562599	+	0	NA	intron (SERPINB12, intron 4 of 6)	NA	6357	SERPINB12								
Interval_1425	chr15	67024392	67024856	+	0	NA	intron (LOC102723493, intron 2 of 4)	NA	-36977	LOC102723493								
Interval_4579	chr9	21286730	21286893	+	0	NA	Intergenic	NA	-8248	IFNA22P								
Interval_2413	chr2	128686460	128686711	+	0	NA	Intergenic	NA	-178015	LOC101927881								
Interval_2854	chr22	35371954	35372117	+	0	NA	Intergenic	NA	-9032	HMOX1								
Interval_942	chr12	48999724	48999909	+	0	NA	promoter-TSS (DDN)	NA	-511	DDN								
Interval_197	chr1	109895948	109896231	+	0	NA	Intergenic	NA	-14522	CSF1								
Interval_1612	chr16	54445184	54445525	+	0	NA	Intergenic	NA	-74689	LOC100996345								
Interval_3663	chr5	173926416	173926690	+	0	NA	intron (CPEB4, intron 2 of 7)	NA	38225	CPEB4								
Interval_1497	chr15	93250275	93250515	+	0	NA	Intergenic	NA	44323	UNQ9370								
Interval_640	chr10	117443028	117443195	+	0	NA	intron (LOC101927731, intron 2 of 2)	NA	5568	LOC101927731								
Interval_4718	chr9	131946263	131946379	+	0	NA	intron (MED27, intron 3 of 7)	NA	133566	MED27								
Interval_4810	chrX	41236830	41236998	+	0	NA	TTS (USP9X)	NA	74968	LOC102724302								
Interval_1010	chr12	91978364	91978551	+	0	NA	Intergenic	NA	164214	C12orf79								
Interval_3342	chr4	121783283	121783585	+	0	NA	Intergenic	NA	-17856	EXOSC9								
Interval_251	chr1	155244681	155244940	+	0	NA	promoter-TSS (GBA)	NA	52	GBA								
Interval_4412	chr8	85459397	85459658	+	0	NA	intron (RP11-317J10.2, intron 2 of 2)	NA	4259	RP11-317J10.2								
Interval_236	chr1	150178676	150178884	+	0	NA	Intergenic	NA	28800	PLEKHO1								
Interval_4647	chr9	102911358	102911542	+	0	NA	Intergenic	NA	-83861	CYLC2								
Interval_2604	chr20	4225906	4226110	+	0	NA	intron (ADRA1D, intron 1 of 1)	NA	23004	ADRA1D								
Interval_1981	chr18	79467635	79467751	+	0	NA	exon (NFATC1, exon 8 of 8)	NA	-1599	LOC101927897								
Interval_1590	chr16	34592592	34592798	+	0	NA	Intergenic	NA	160703	LOC102724523								
Interval_1574	chr16	30469472	30469851	+	0	NA	Intergenic	NA	-3001	ITGAL								
Interval_2895	chr3	4493065	4493338	+	0	NA	promoter-TSS (ITPR1)	NA	-38	ITPR1-AS1								
Interval_4057	chr7	47291521	47291947	+	0	NA	intron (TNS3, intron 27 of 30)	NA	266256	LOC102723974								
Interval_1352	chr15	31353477	31353818	+	0	NA	intron (KLF13, intron 1 of 1)	NA	26767	KLF13								
Interval_431	chr1	231515881	231516034	+	0	NA	intron (LOC102724041, intron 1 of 2)	NA	4089	LOC102724041								
Interval_4469	chr8	117669830	117669981	+	0	NA	Intergenic	NA	149192	MED30								
Interval_2115	chr19	41409755	41410090	+	0	NA	intron (BCKDHA, intron 1 of 8)	NA	12133	BCKDHA								
Interval_1905	chr18	36837814	36838130	+	0	NA	intron (KIAA1328, intron 3 of 9)	NA	-8756	TPGS2								
Interval_2922	chr3	14377766	14377974	+	0	NA	Intergenic	NA	-24706	SLC6A6								
Interval_3812	chr6	76599619	76599775	+	0	NA	Intergenic	NA	-527019	IMPG1								
Interval_883	chr12	14256245	14256465	+	0	NA	Intergenic	NA	-128709	ATF7IP								
Interval_4402	chr8	80534596	80534782	+	0	NA	Intergenic	NA	47900	ZBTB10								
Interval_2552	chr2	224894384	224894664	+	0	NA	intron (DOCK10, intron 4 of 57)	NA	87998	DOCK10								
Interval_382	chr1	212540093	212540383	+	0	NA	Intergenic	NA	-5452	RP11-61J19.3								
Interval_1434	chr15	69595468	69595615	+	0	NA	Intergenic	NA	33821	RP11-279F6.1								
Interval_3972	chr7	965009	965483	+	0	NA	exon (COX19, exon 3 of 3)	NA	10353	COX19								
Interval_2837	chr22	29658210	29658600	+	0	NA	intron (NF2, intron 5 of 14)	NA	54849	NF2								
Interval_2182	chr19	54521350	54521490	+	0	NA	intron (LOC101929818, intron 1 of 2)	NA	293	LOC101929818								
Interval_4658	chr9	108089123	108089239	+	0	NA	Intergenic	NA	-599415	KLF4								
Interval_3327	chr4	108115824	108116017	+	0	NA	intron (LEF1, intron 3 of 10)	NA	53036	LEF1								
Interval_1054	chr12	110234483	110234604	+	0	NA	Intergenic	NA	-47241	ATP2A2								
Interval_2879	chr22	41091406	41091615	+	0	NA	promoter-TSS (EP300)	NA	-792	EP300								
Interval_2113	chr19	41121042	41121364	+	0	NA	intron (CYP2F1, intron 3 of 7)	NA	6755	CYP2F1								
Interval_2159	chr19	49766780	49766900	+	0	NA	promoter-TSS (AP2A1)	NA	-83	AP2A1								
Interval_1950	chr18	66709258	66709374	+	0	NA	Intergenic	NA	-105178	CDH19								
Interval_2985	chr3	44355641	44355994	+	0	NA	intron (TCAIM, intron 2 of 9)	NA	17365	TCAIM								
Interval_4509	chr8	130340702	130340837	+	0	NA	intron (ASAP1, intron 1 of 28)	NA	-44236	ASAP1-IT1								
Interval_644	chr10	119135592	119135779	+	0	NA	intron (FAM45A, intron 9 of 9)	NA	30007	SFXN4								
Interval_26	chr1	12528599	12528839	+	0	NA	Intergenic	NA	21473	SNORA59A								
Interval_3098	chr3	128030228	128030521	+	0	NA	Intergenic	NA	13743	LOC102723759								
Interval_3475	chr5	50547346	50547657	+	0	NA	Intergenic	NA	-106101	EMB								
Interval_662	chr10	129881753	129881916	+	0	NA	intron (EBF3, intron 6 of 16)	NA	-38460	MIR4297								
Interval_3917	chr6	149271928	149272051	+	0	NA	Intergenic	NA	-46311	TAB2								
Interval_112	chr1	51264577	51264859	+	0	NA	intron (RNF11, intron 1 of 2)	NA	28445	RNF11								
Interval_1261	chr14	73415014	73415248	+	0	NA	intron (NUMB, intron 1 of 11)	NA	43451	NUMB								
Interval_3138	chr3	153161295	153161551	+	0	NA	promoter-TSS (RAP2B)	NA	-789	RAP2B								
Interval_3739	chr6	28917534	28917947	+	0	NA	intron (TRIM27, intron 3 of 7)	NA	6251	TRIM27								
Interval_3581	chr5	132114725	132114921	+	0	NA	Intergenic	NA	41031	CSF2								
Interval_3996	chr7	17557877	17557993	+	0	NA	intron (AC017060.1, intron 1 of 3)	NA	974	AC017060.1								
Interval_3600	chr5	142545677	142545926	+	0	NA	Intergenic	NA	68360	FGF1								
Interval_1500	chr15	96285814	96286193	+	0	NA	intron (NR2F2-AS1, intron 3 of 7)	NA	-39925	NR2F2								
Interval_4196	chr7	151519885	151520190	+	0	NA	promoter-TSS (RHEB)	NA	-113	RHEB								
Interval_2295	chr2	54524828	54525010	+	0	NA	intron (SPTBN1, intron 1 of 35)	NA	-4303	RPL23AP32								
Interval_4756	chrUn_KI270466v1	409	536	+	0	NA	NA	NA	NA	NA								
Interval_3857	chr6	108982559	108982689	+	0	NA	Intergenic	NA	26931	SESN1								
Interval_937	chr12	47868669	47868817	+	0	NA	intron (VDR, intron 3 of 9)	NA	36286	VDR								
Interval_1103	chr12	131143254	131143588	+	0	NA	Intergenic	NA	-21590	RP11-638F5.1								
Interval_582	chr10	76967056	76967243	+	0	NA	intron (KCNMA1, intron 19 of 29)	NA	79145	LOC101929328								
