chr	start	end	interval_id	num_peaks	num_samples	MV411_1_581_R1.bool	MV411_2_614_R1.bool	MV411_4_627_R1.bool	MV411_1_581_R1.fc	MV411_2_614_R1.fc	MV411_4_627_R1.fc	MV411_1_581_R1.qval	MV411_2_614_R1.qval	MV411_4_627_R1.qval	MV411_1_581_R1.pval	MV411_2_614_R1.pval	MV411_4_627_R1.pval	MV411_1_581_R1.start	MV411_2_614_R1.start	MV411_4_627_R1.start	MV411_1_581_R1.end	MV411_2_614_R1.end	MV411_4_627_R1.end	MV411_1_581_R1.summit	MV411_2_614_R1.summit	MV411_4_627_R1.summit
chr1	64933630	64933908	Interval_130	3	3	TRUE	TRUE	TRUE	14.43114	6.00207	6.87702	29.24201	8.36709	7.77736	33.86778	12.38917	12.10948	64933630	64933651	64933654	64933856	64933908	64933794	110	131	77
chr1	64987705	64987917	Interval_131	2	2	TRUE	TRUE	FALSE	6.43132	6.39801	NA	6.80953	7.90374	NA	10.78837	11.89778	NA	64987725	64987705	NA	64987854	64987917	NA	77	132	NA
chr1	65605759	65605943	Interval_132	2	2	TRUE	TRUE	FALSE	8.66282	6.92675	NA	11.06424	7.97525	NA	15.22813	11.97911	NA	65605759	65605767	NA	65605924	65605943	NA	66	77	NA
chr1	65691568	65691773	Interval_133	2	2	TRUE	TRUE	FALSE	6.14317	5.91491	NA	7.44523	6.74843	NA	11.45795	10.68008	NA	65691627	65691568	NA	65691745	65691773	NA	31	109	NA
chr1	65696713	65696914	Interval_134	2	2	TRUE	TRUE	FALSE	6.62451	8.65844	NA	6.43412	12.37847	NA	10.3978	16.58246	NA	65696770	65696713	NA	65696896	65696914	NA	64	68	NA
chr1	66416371	66416599	Interval_135	1	1	FALSE	TRUE	FALSE	NA	7.30665	NA	NA	10.62324	NA	NA	14.75513	NA	NA	66416371	NA	NA	66416599	NA	NA	113	NA
chr1	66416841	66417043	Interval_136	1	1	TRUE	FALSE	FALSE	6.82798	NA	NA	7.42498	NA	NA	11.43212	NA	NA	66416841	NA	NA	66417043	NA	NA	181	NA	NA
chr1	66531132	66531325	Interval_137	1	1	TRUE	FALSE	FALSE	9.35388	NA	NA	13.02832	NA	NA	17.25617	NA	NA	66531132	NA	NA	66531325	NA	NA	100	NA	NA
chr1	66739571	66739720	Interval_138	1	1	TRUE	FALSE	FALSE	5.4606	NA	NA	5.6193	NA	NA	9.53768	NA	NA	66739571	NA	NA	66739720	NA	NA	69	NA	NA
chr1	66924477	66924818	Interval_139	1	1	FALSE	TRUE	FALSE	NA	6.33284	NA	NA	7.05085	NA	NA	11.00374	NA	NA	66924477	NA	NA	66924818	NA	NA	268	NA
chr1	67433883	67434185	Interval_140	3	3	TRUE	TRUE	TRUE	21.40227	14.28643	11.82011	47.33504	28.9124	21.10278	52.25472	33.62183	25.92626	67433883	67433892	67433885	67434163	67434185	67434142	133	142	161
chr1	67590383	67590610	Interval_141	1	1	TRUE	FALSE	FALSE	16.20965	NA	NA	33.55367	NA	NA	38.25783	NA	NA	67590383	NA	NA	67590610	NA	NA	135	NA	NA
chr1	68293735	68293905	Interval_142	1	1	FALSE	TRUE	FALSE	NA	5.91306	NA	NA	6.04908	NA	NA	9.94125	NA	NA	68293735	NA	NA	68293905	NA	NA	65	NA
chr1	68959048	68959215	Interval_143	1	1	FALSE	TRUE	FALSE	NA	7.7926	NA	NA	10.12585	NA	NA	14.23412	NA	NA	68959048	NA	NA	68959215	NA	NA	117	NA
chr1	71269380	71269510	Interval_144	1	1	TRUE	FALSE	FALSE	6.55961	NA	NA	7.00582	NA	NA	10.99683	NA	NA	71269380	NA	NA	71269510	NA	NA	95	NA	NA
chr1	71881621	71881925	Interval_145	3	3	TRUE	TRUE	TRUE	19.36396	9.09136	11.03359	40.93089	13.54137	18.5928	45.75798	17.78874	23.34232	71881656	71881621	71881687	71881881	71881860	71881925	111	125	97
chr1	75724791	75724959	Interval_146	1	1	TRUE	FALSE	FALSE	5.11931	NA	NA	4.75432	NA	NA	8.61572	NA	NA	75724791	NA	NA	75724959	NA	NA	27	NA	NA
chr1	75725546	75725673	Interval_147	1	1	TRUE	FALSE	FALSE	5.84276	NA	NA	4.95532	NA	NA	8.82831	NA	NA	75725546	NA	NA	75725673	NA	NA	35	NA	NA
chr1	76076048	76076333	Interval_148	1	1	FALSE	TRUE	FALSE	NA	7.43114	NA	NA	13.07731	NA	NA	17.30783	NA	NA	76076048	NA	NA	76076333	NA	NA	117	NA
chr1	76939245	76939382	Interval_149	1	1	TRUE	FALSE	FALSE	8.66282	NA	NA	11.06424	NA	NA	15.22813	NA	NA	76939245	NA	NA	76939382	NA	NA	82	NA	NA
chr1	77272017	77272134	Interval_150	1	1	TRUE	FALSE	FALSE	6.1223	NA	NA	5.98827	NA	NA	9.92772	NA	NA	77272017	NA	NA	77272134	NA	NA	74	NA	NA
chr1	77993141	77993252	Interval_151	1	1	FALSE	FALSE	TRUE	NA	NA	5.83632	NA	NA	6.63991	NA	NA	10.9011	NA	NA	77993141	NA	NA	77993252	NA	NA	45
chr1	81121508	81121657	Interval_152	1	1	TRUE	FALSE	FALSE	5.685	NA	NA	5.00473	NA	NA	8.88822	NA	NA	81121508	NA	NA	81121657	NA	NA	95	NA	NA
chr1	82225620	82225886	Interval_153	3	3	TRUE	TRUE	TRUE	13.15568	6.44133	8.24853	24.58188	7.59657	11.85322	29.10977	11.57295	16.3794	82225620	82225660	82225651	82225847	82225831	82225886	125	90	60
chr1	82245446	82245609	Interval_154	1	1	FALSE	FALSE	TRUE	NA	NA	5.06506	NA	NA	4.30428	NA	NA	8.41215	NA	NA	82245446	NA	NA	82245609	NA	NA	79
chr1	82795639	82795952	Interval_155	2	2	TRUE	TRUE	FALSE	8.15325	9.7422	NA	9.86279	18.23065	NA	13.97961	22.63095	NA	82795719	82795639	NA	82795952	82795947	NA	53	103	NA
chr1	84253926	84254139	Interval_156	1	1	FALSE	TRUE	FALSE	NA	7.30665	NA	NA	10.62324	NA	NA	14.75513	NA	NA	84253926	NA	NA	84254139	NA	NA	140	NA
chr1	84599538	84599772	Interval_157	1	1	FALSE	TRUE	FALSE	NA	7.65459	NA	NA	11.65374	NA	NA	15.82649	NA	NA	84599538	NA	NA	84599772	NA	NA	107	NA
chr1	86137562	86137780	Interval_158	2	2	TRUE	TRUE	FALSE	12.73945	7.35968	NA	21.54625	9.03642	NA	26.00827	13.09431	NA	86137562	86137570	NA	86137780	86137743	NA	108	93	NA
chr1	86788736	86789096	Interval_159	3	3	TRUE	TRUE	TRUE	15.35793	9.83671	11.16651	39.24961	20.04667	24.54739	44.04653	24.5045	29.45578	86788736	86788756	86788792	86789095	86789096	86789057	203	124	117
chr1	87151449	87151776	Interval_160	1	1	FALSE	TRUE	FALSE	NA	6.93011	NA	NA	9.16039	NA	NA	13.22381	NA	NA	87151449	NA	NA	87151776	NA	NA	137	NA
chr1	89632598	89632740	Interval_161	1	1	TRUE	FALSE	FALSE	5.34463	NA	NA	5.10983	NA	NA	8.99667	NA	NA	89632598	NA	NA	89632740	NA	NA	97	NA	NA
chr1	89692776	89693156	Interval_162	3	3	TRUE	TRUE	TRUE	46.38699	24.53137	27.58579	150.67256	72.86214	87.97687	156.75809	78.41107	94.00644	89692791	89692776	89692792	89693114	89693137	89693156	167	182	173
chr1	89724799	89724969	Interval_163	1	1	TRUE	FALSE	FALSE	5.52036	NA	NA	4.75758	NA	NA	8.62396	NA	NA	89724799	NA	NA	89724969	NA	NA	60	NA	NA
chr1	89815669	89815960	Interval_164	3	3	TRUE	TRUE	TRUE	8.1909	8.00252	5.21831	13.50149	12.70207	5.86518	17.74233	16.91702	10.08017	89815710	89815669	89815738	89815960	89815942	89815889	94	125	64
chr1	89975713	89975934	Interval_165	1	1	FALSE	TRUE	FALSE	NA	7.21546	NA	NA	10.90576	NA	NA	15.04632	NA	NA	89975713	NA	NA	89975934	NA	NA	121	NA
chr1	92486594	92486795	Interval_166	1	1	FALSE	TRUE	FALSE	NA	4.36523	NA	NA	4.41528	NA	NA	8.18214	NA	NA	92486594	NA	NA	92486795	NA	NA	133	NA
chr1	92795309	92795463	Interval_167	1	1	TRUE	FALSE	FALSE	7.43978	NA	NA	8.3741	NA	NA	12.42483	NA	NA	92795309	NA	NA	92795463	NA	NA	100	NA	NA
chr1	93317346	93317468	Interval_168	1	1	TRUE	FALSE	FALSE	7.4573	NA	NA	9.16335	NA	NA	13.2544	NA	NA	93317346	NA	NA	93317468	NA	NA	65	NA	NA
chr1	93704192	93704314	Interval_169	1	1	TRUE	FALSE	FALSE	6.3294	NA	NA	6.31483	NA	NA	10.26182	NA	NA	93704192	NA	NA	93704314	NA	NA	64	NA	NA
chr1	94345390	94345582	Interval_170	1	1	FALSE	TRUE	FALSE	NA	6.29472	NA	NA	7.36494	NA	NA	11.32623	NA	NA	94345390	NA	NA	94345582	NA	NA	106	NA
chr1	94602485	94602744	Interval_171	1	1	FALSE	TRUE	FALSE	NA	7.14532	NA	NA	12.09753	NA	NA	16.2889	NA	NA	94602485	NA	NA	94602744	NA	NA	119	NA
chr1	94831752	94831884	Interval_172	1	1	TRUE	FALSE	FALSE	6.14317	NA	NA	7.44523	NA	NA	11.45795	NA	NA	94831752	NA	NA	94831884	NA	NA	74	NA	NA
chr1	96309865	96310065	Interval_173	1	1	FALSE	TRUE	FALSE	NA	5.21904	NA	NA	4.98169	NA	NA	8.78487	NA	NA	96309865	NA	NA	96310065	NA	NA	56	NA
chr1	96415692	96415963	Interval_174	1	1	TRUE	FALSE	FALSE	7.64367	NA	NA	8.68687	NA	NA	12.75724	NA	NA	96415692	NA	NA	96415963	NA	NA	101	NA	NA
chr1	98402897	98403070	Interval_175	2	2	FALSE	TRUE	TRUE	NA	4.92954	5.86372	NA	3.67477	5.1664	NA	7.37323	9.34353	NA	98402897	98402948	NA	98403069	98403070	NA	45	52
chr1	98840598	98840732	Interval_176	1	1	TRUE	FALSE	FALSE	7.13409	NA	NA	7.53995	NA	NA	11.56267	NA	NA	98840598	NA	NA	98840732	NA	NA	82	NA	NA
chr1	99759319	99759499	Interval_177	1	1	TRUE	FALSE	FALSE	5.60536	NA	NA	4.32304	NA	NA	8.16611	NA	NA	99759319	NA	NA	99759499	NA	NA	83	NA	NA
chr1	100347476	100347727	Interval_178	3	3	TRUE	TRUE	TRUE	8.15325	9.09136	6.31446	9.86279	13.54137	6.21904	13.97961	17.78874	10.46589	100347509	100347476	100347532	100347658	100347699	100347727	80	112	138
chr1	100414698	100414875	Interval_179	1	1	FALSE	TRUE	FALSE	NA	5.45894	NA	NA	7.02304	NA	NA	10.97471	NA	NA	100414698	NA	NA	100414875	NA	NA	100	NA
chr1	101137233	101137485	Interval_180	3	3	TRUE	TRUE	TRUE	17.16721	11.55086	13.55127	35.14349	21.28668	27.9417	39.87448	25.78197	32.94695	101137239	101137233	101137256	101137451	101137448	101137485	101	124	80
chr1	102278207	102278519	Interval_181	3	3	TRUE	TRUE	TRUE	10.19156	12.12182	9.85381	14.83092	22.22531	14.95743	19.11658	26.75045	19.59056	102278254	102278207	102278281	102278446	102278519	102278453	88	148	71
chr1	103146173	103146484	Interval_182	3	3	TRUE	TRUE	TRUE	34.14172	25.10948	27.94379	90.6124	66.68339	79.32036	96.08864	72.13079	85.24018	103146173	103146178	103146192	103146452	103146483	103146484	148	152	116
chr1	103275874	103276007	Interval_183	1	1	TRUE	FALSE	FALSE	6.62451	NA	NA	6.43412	NA	NA	10.3978	NA	NA	103275874	NA	NA	103276007	NA	NA	67	NA	NA
chr1	103788513	103788677	Interval_184	3	3	TRUE	TRUE	TRUE	7.13409	5.19507	8.28077	7.53995	4.06195	10.37955	11.56267	7.79667	14.85022	103788527	103788513	103788526	103788659	103788677	103788670	79	50	53
chr1	104495623	104495985	Interval_185	3	3	TRUE	TRUE	TRUE	20.81853	7.65459	14.2086	61.98665	11.65374	44.07503	67.10988	15.82649	49.4125	104495623	104495694	104495700	104495985	104495977	104495967	205	141	123
chr1	104760132	104760356	Interval_186	3	3	TRUE	TRUE	TRUE	6.48446	7.80572	10.95889	8.39744	12.36976	24.06269	12.45354	16.56812	28.95755	104760196	104760132	104760172	104760319	104760310	104760356	71	136	87
chr1	106727251	106727477	Interval_187	2	2	TRUE	TRUE	FALSE	12.22987	9.95721	NA	20.16474	15.93333	NA	24.59302	20.26069	NA	106727289	106727251	NA	106727465	106727477	NA	88	90	NA
chr1	107533490	107533873	Interval_188	3	3	TRUE	TRUE	TRUE	21.49458	11.67177	14.85687	53.07799	23.86841	35.34671	58.08122	28.44224	40.52317	107533517	107533491	107533490	107533873	107533788	107533761	138	161	163
chr1	107622992	107623373	Interval_189	3	3	TRUE	TRUE	TRUE	33.63214	25.5424	25.19097	88.79047	68.30679	67.88477	94.24584	73.78457	73.63414	107623030	107622992	107623034	107623337	107623346	107623373	148	181	140
chr1	107804309	107804419	Interval_190	1	1	FALSE	FALSE	TRUE	NA	NA	5.38051	NA	NA	5.14375	NA	NA	9.31879	NA	NA	107804309	NA	NA	107804419	NA	NA	36
chr1	108075081	108075305	Interval_191	3	3	TRUE	TRUE	TRUE	7.1843	7.54343	7.06136	9.13682	11.91421	9.4192	13.2264	16.09825	13.8498	108075115	108075081	108075114	108075247	108075305	108075251	66	113	62
chr1	108117977	108118214	Interval_192	2	2	TRUE	TRUE	FALSE	7.48844	6.2819	NA	8.82026	6.97023	NA	12.89444	10.91942	NA	108117996	108117977	NA	108118151	108118214	NA	75	97	NA
chr1	109042382	109042512	Interval_193	1	1	TRUE	FALSE	FALSE	6.10587	NA	NA	5.64219	NA	NA	9.56283	NA	NA	109042382	NA	NA	109042512	NA	NA	96	NA	NA
chr1	109274957	109275168	Interval_194	1	1	FALSE	TRUE	FALSE	NA	9.26638	NA	NA	20.07979	NA	NA	24.53812	NA	NA	109274957	NA	NA	109275168	NA	NA	130	NA
chr1	109438901	109439102	Interval_195	2	2	TRUE	TRUE	FALSE	7.87326	6.18242	NA	9.82512	6.82	NA	13.93496	10.7544	NA	109438955	109438901	NA	109439102	109439079	NA	59	72	NA
chr1	109816395	109816825	Interval_196	3	3	TRUE	TRUE	TRUE	21.5011	14.86227	10.6598	64.96612	43.26375	27.39488	70.13089	48.28894	32.38012	109816458	109816395	109816468	109816779	109816793	109816825	132	208	124
chr1	109895947	109896231	Interval_197	3	3	TRUE	TRUE	TRUE	13.46523	5.45077	6.56313	26.34443	5.34016	7.28765	30.90727	9.1747	11.59815	109895947	109895979	109895981	109896169	109896231	109896104	107	146	39
chr1	109990415	109990532	Interval_198	1	1	TRUE	FALSE	FALSE	5.24769	NA	NA	4.05863	NA	NA	7.88044	NA	NA	109990415	NA	NA	109990532	NA	NA	62	NA	NA
chr1	110619527	110619954	Interval_199	2	2	TRUE	TRUE	FALSE	6.71621	5.33529	NA	10.85815	7.48952	NA	15.01103	11.46225	NA	110619527	110619766	NA	110619934	110619954	NA	313	48	NA
chr1	110647454	110647732	Interval_200	3	3	TRUE	TRUE	TRUE	13.11922	6.61078	12.79961	25.13957	8.63445	25.33027	29.67956	12.67345	30.25831	110647454	110647508	110647512	110647732	110647693	110647705	193	132	109
chr1	110873044	110873269	Interval_201	2	2	TRUE	TRUE	FALSE	9.17994	5.91491	NA	14.67571	6.74843	NA	18.95183	10.68008	NA	110873044	110873095	NA	110873250	110873269	NA	89	81	NA
chr1	111414141	111414258	Interval_202	1	1	TRUE	FALSE	FALSE	6.1223	NA	NA	5.98827	NA	NA	9.92772	NA	NA	111414141	NA	NA	111414258	NA	NA	55	NA	NA
chr1	112700783	112701082	Interval_203	2	2	TRUE	TRUE	FALSE	13.03891	8.69839	NA	25.63554	14.85706	NA	30.18234	19.15238	NA	112700833	112700783	NA	112701054	112701082	NA	86	96	NA
chr1	113943032	113943353	Interval_204	1	1	FALSE	TRUE	FALSE	NA	6.85951	NA	NA	11.13569	NA	NA	15.28686	NA	NA	113943032	NA	NA	113943353	NA	NA	182	NA
chr1	114040419	114040601	Interval_205	1	1	FALSE	TRUE	FALSE	NA	6.44133	NA	NA	7.59657	NA	NA	11.57295	NA	NA	114040419	NA	NA	114040601	NA	NA	89	NA
chr1	114561446	114561575	Interval_206	1	1	FALSE	FALSE	TRUE	NA	NA	7.2732	NA	NA	9.76811	NA	NA	14.2141	NA	NA	114561446	NA	NA	114561575	NA	NA	62
chr1	114581574	114581730	Interval_207	1	1	TRUE	FALSE	FALSE	6.95644	NA	NA	9.17719	NA	NA	13.26885	NA	NA	114581574	NA	NA	114581730	NA	NA	54	NA	NA
chr1	114853604	114853887	Interval_208	3	3	TRUE	TRUE	TRUE	20.72223	12.0076	7.42149	45.43269	22.03914	9.1898	50.32524	26.55737	13.59749	114853658	114853604	114853701	114853873	114853887	114853817	104	152	57
chr1	114960401	114960526	Interval_209	1	1	TRUE	FALSE	FALSE	5.685	NA	NA	5.00473	NA	NA	8.88822	NA	NA	114960401	NA	NA	114960526	NA	NA	92	NA	NA
chr1	115727820	115728243	Interval_210	2	2	TRUE	TRUE	FALSE	4.75732	8.97298	NA	4.75758	21.65124	NA	8.62356	26.15641	NA	115727904	115727820	NA	115728195	115728243	NA	79	150	NA
chr1	117003575	117003813	Interval_211	2	2	TRUE	TRUE	FALSE	6.54556	5.51886	NA	6.32269	5.12206	NA	10.27012	8.94874	NA	117003575	117003581	NA	117003813	117003769	NA	99	77	NA
chr1	117564950	117565120	Interval_212	1	1	TRUE	FALSE	FALSE	4.75732	NA	NA	4.75758	NA	NA	8.62356	NA	NA	117564950	NA	NA	117565120	NA	NA	44	NA	NA
chr1	117753700	117753987	Interval_213	1	1	FALSE	TRUE	FALSE	NA	6.41083	NA	NA	7.17631	NA	NA	11.13258	NA	NA	117753700	NA	NA	117753987	NA	NA	170	NA
chr1	122889271	122889381	Interval_214	1	1	FALSE	FALSE	TRUE	NA	NA	4.27197	NA	NA	3.59332	NA	NA	7.66459	NA	NA	122889271	NA	NA	122889381	NA	NA	8
chr1	123531545	123531669	Interval_215	1	1	FALSE	FALSE	TRUE	NA	NA	11.03359	NA	NA	18.5928	NA	NA	23.34232	NA	NA	123531545	NA	NA	123531669	NA	NA	49
chr1	124421009	124421135	Interval_216	1	1	FALSE	FALSE	TRUE	NA	NA	4.02868	NA	NA	7.02068	NA	NA	11.31445	NA	NA	124421009	NA	NA	124421135	NA	NA	37
chr1	124562407	124562523	Interval_217	1	1	FALSE	FALSE	TRUE	NA	NA	5.92807	NA	NA	8.31506	NA	NA	12.68394	NA	NA	124562407	NA	NA	124562523	NA	NA	51
chr1	124568517	124568658	Interval_218	1	1	FALSE	FALSE	TRUE	NA	NA	12.21337	NA	NA	22.38741	NA	NA	27.24127	NA	NA	124568517	NA	NA	124568658	NA	NA	91
chr1	125180115	125180264	Interval_219	1	1	FALSE	FALSE	TRUE	NA	NA	13.27941	NA	NA	47.87774	NA	NA	53.27947	NA	NA	125180115	NA	NA	125180264	NA	NA	75
chr1	143194712	143194828	Interval_220	1	1	FALSE	FALSE	TRUE	NA	NA	3.52266	NA	NA	3.54277	NA	NA	7.60524	NA	NA	143194712	NA	NA	143194828	NA	NA	42
chr1	143222663	143222786	Interval_221	1	1	FALSE	FALSE	TRUE	NA	NA	4.30288	NA	NA	8.7412	NA	NA	13.12327	NA	NA	143222663	NA	NA	143222786	NA	NA	46
chr1	143251695	143251806	Interval_222	1	1	FALSE	FALSE	TRUE	NA	NA	6.30707	NA	NA	12.5041	NA	NA	17.04916	NA	NA	143251695	NA	NA	143251806	NA	NA	56
chr1	143253490	143253604	Interval_223	1	1	FALSE	FALSE	TRUE	NA	NA	3.31556	NA	NA	9.26214	NA	NA	13.67231	NA	NA	143253490	NA	NA	143253604	NA	NA	54
chr1	143263397	143263546	Interval_224	1	1	FALSE	FALSE	TRUE	NA	NA	1.8737	NA	NA	3.54979	NA	NA	7.61238	NA	NA	143263397	NA	NA	143263546	NA	NA	59
chr1	143264616	143264752	Interval_225	1	1	FALSE	FALSE	TRUE	NA	NA	4.26099	NA	NA	25.18185	NA	NA	30.10761	NA	NA	143264616	NA	NA	143264752	NA	NA	63
chr1	144550471	144550642	Interval_226	1	1	TRUE	FALSE	FALSE	7.55574	NA	NA	13.77032	NA	NA	18.029	NA	NA	144550471	NA	NA	144550642	NA	NA	97	NA	NA
chr1	144551627	144551934	Interval_227	3	3	TRUE	TRUE	TRUE	13.7586	6.06091	7.10098	24.36753	5.93984	8.24724	28.88907	9.82858	12.60879	144551627	144551631	144551691	144551934	144551891	144551844	149	145	62
chr1	145962571	145962859	Interval_228	1	1	FALSE	TRUE	FALSE	NA	7.00868	NA	NA	9.2876	NA	NA	13.3581	NA	NA	145962571	NA	NA	145962859	NA	NA	127	NA
chr1	145979616	145979733	Interval_229	1	1	TRUE	FALSE	FALSE	5.81229	NA	NA	5.84847	NA	NA	9.77523	NA	NA	145979616	NA	NA	145979733	NA	NA	33	NA	NA
chr1	145980210	145980387	Interval_230	1	1	TRUE	FALSE	FALSE	6.58727	NA	NA	7.78833	NA	NA	11.81725	NA	NA	145980210	NA	NA	145980387	NA	NA	67	NA	NA
chr1	147172556	147172699	Interval_231	1	1	TRUE	FALSE	FALSE	4.36607	NA	NA	2.11874	NA	NA	5.73977	NA	NA	147172556	NA	NA	147172699	NA	NA	40	NA	NA
chr1	149886704	149886928	Interval_232	1	1	TRUE	FALSE	FALSE	5.16651	NA	NA	3.68198	NA	NA	7.4689	NA	NA	149886704	NA	NA	149886928	NA	NA	87	NA	NA
chr1	149916284	149916484	Interval_233	2	2	TRUE	TRUE	FALSE	11.11024	7.38369	NA	20.01869	10.75366	NA	24.43974	14.88985	NA	149916284	149916288	NA	149916483	149916484	NA	100	123	NA
chr1	149997650	149997834	Interval_234	1	1	TRUE	FALSE	FALSE	8.7733	NA	NA	12.55298	NA	NA	16.77286	NA	NA	149997650	NA	NA	149997834	NA	NA	78	NA	NA
chr1	150065605	150065716	Interval_235	1	1	FALSE	FALSE	TRUE	NA	NA	5.69596	NA	NA	6.01972	NA	NA	10.25134	NA	NA	150065605	NA	NA	150065716	NA	NA	92
chr1	150178675	150178884	Interval_236	2	2	TRUE	TRUE	FALSE	7.16703	5.71626	NA	10.369	7.48952	NA	14.50977	11.46207	NA	150178713	150178675	NA	150178884	150178883	NA	90	67	NA
chr1	150487023	150487381	Interval_237	3	3	TRUE	TRUE	TRUE	20.11614	15.47058	9.20519	48.31659	38.58078	16.70885	53.25105	43.51273	21.39532	150487023	150487024	150487112	150487350	150487381	150487283	161	162	83
chr1	150611541	150611789	Interval_238	1	1	FALSE	TRUE	FALSE	NA	6.66358	NA	NA	9.53302	NA	NA	13.61084	NA	NA	150611541	NA	NA	150611789	NA	NA	150	NA
chr1	150876788	150877061	Interval_239	2	2	TRUE	TRUE	FALSE	7.55257	6.83147	NA	8.54723	7.83183	NA	12.60856	11.82338	NA	150876831	150876788	NA	150877061	150876996	NA	92	136	NA
chr1	151165945	151166226	Interval_240	1	1	FALSE	TRUE	FALSE	NA	6.08509	NA	NA	6.32203	NA	NA	10.22356	NA	NA	151165945	NA	NA	151166226	NA	NA	57	NA
chr1	151611444	151611608	Interval_241	1	1	FALSE	TRUE	FALSE	NA	7.04279	NA	NA	8.54429	NA	NA	12.57304	NA	NA	151611444	NA	NA	151611608	NA	NA	51	NA
chr1	151984359	151984502	Interval_242	1	1	TRUE	FALSE	FALSE	7.1843	NA	NA	9.13682	NA	NA	13.2264	NA	NA	151984359	NA	NA	151984502	NA	NA	77	NA	NA
chr1	152461597	152461892	Interval_243	2	2	TRUE	TRUE	FALSE	6.0882	6.89177	NA	5.32913	7.92666	NA	9.22177	11.92195	NA	152461686	152461597	NA	152461823	152461892	NA	50	132	NA
chr1	153231697	153232123	Interval_244	3	3	TRUE	TRUE	TRUE	29.29959	9.39427	8.535	82.39388	17.09103	13.89471	87.77701	21.45552	18.49883	153231697	153231809	153231780	153232123	153232083	153232029	237	126	146
chr1	153791037	153791480	Interval_245	3	3	TRUE	TRUE	TRUE	18.68431	13.44699	8.89892	44.31851	32.81681	15.61602	49.1956	37.61931	20.26711	153791037	153791097	153791135	153791414	153791480	153791383	219	143	150
chr1	154220684	154220861	Interval_246	1	1	TRUE	FALSE	FALSE	4.67108	NA	NA	2.96905	NA	NA	6.68704	NA	NA	154220684	NA	NA	154220861	NA	NA	66	NA	NA
chr1	154407453	154407644	Interval_247	1	1	FALSE	TRUE	FALSE	NA	4.57301	NA	NA	4.21856	NA	NA	7.9738	NA	NA	154407453	NA	NA	154407644	NA	NA	107	NA
chr1	154420326	154420493	Interval_248	3	3	TRUE	TRUE	TRUE	7.68571	6.3917	9.58186	9.52491	7.51644	16.21356	13.62831	11.48959	20.89168	154420353	154420326	154420331	154420471	154420493	154420480	52	68	89
chr1	154863715	154864010	Interval_249	2	2	TRUE	TRUE	FALSE	9.29967	7.06842	NA	15.37829	11.08547	NA	19.67829	15.23117	NA	154863770	154863715	NA	154863977	154864010	NA	106	163	NA
chr1	155223139	155223391	Interval_250	1	1	FALSE	TRUE	FALSE	NA	7.7876	NA	NA	10.12334	NA	NA	14.22589	NA	NA	155223139	NA	NA	155223391	NA	NA	136	NA
chr1	155244680	155244940	Interval_251	2	2	TRUE	TRUE	FALSE	7.43423	4.8711	NA	9.12794	4.13181	NA	13.21657	7.87781	NA	155244792	155244680	NA	155244940	155244909	NA	45	120	NA
chr1	155860341	155860681	Interval_252	2	2	TRUE	TRUE	FALSE	5.4606	8.57439	NA	5.6193	17.16663	NA	9.53768	21.54057	NA	155860443	155860341	NA	155860615	155860681	NA	89	161	NA
chr1	156126127	156126577	Interval_253	3	3	TRUE	TRUE	TRUE	12.31306	12.86158	5.6888	32.76414	34.39935	9.85088	37.45405	39.24094	14.29954	156126194	156126127	156126306	156126536	156126577	156126469	174	202	54
chr1	156151457	156151661	Interval_254	1	1	FALSE	TRUE	FALSE	NA	8.28858	NA	NA	16.12215	NA	NA	20.45992	NA	NA	156151457	NA	NA	156151661	NA	NA	99	NA
chr1	156281343	156281684	Interval_255	3	3	TRUE	TRUE	TRUE	15.56257	23.30562	11.01087	33.86834	71.54918	22.89673	38.57457	77.07539	27.75962	156281375	156281343	156281415	156281656	156281684	156281600	118	162	94
chr1	156490348	156490632	Interval_256	2	2	TRUE	TRUE	FALSE	13.58859	14.41577	NA	27.19079	34.56084	NA	31.76921	39.40859	NA	156490372	156490348	NA	156490632	156490629	NA	102	122	NA
chr1	156502835	156503077	Interval_257	2	2	TRUE	TRUE	FALSE	7.87153	6.26284	NA	10.23053	7.67774	NA	14.36409	11.66516	NA	156502938	156502835	NA	156503077	156503049	NA	59	128	NA
chr1	156508481	156508645	Interval_258	1	1	FALSE	TRUE	FALSE	NA	5.79602	NA	NA	5.87659	NA	NA	9.74837	NA	NA	156508481	NA	NA	156508645	NA	NA	39	NA
chr1	156796493	156796691	Interval_259	1	1	TRUE	FALSE	FALSE	6.99692	NA	NA	8.05279	NA	NA	12.09366	NA	NA	156796493	NA	NA	156796691	NA	NA	103	NA	NA
chr1	157148479	157148641	Interval_260	1	1	FALSE	FALSE	TRUE	NA	NA	8.535	NA	NA	13.89471	NA	NA	18.49883	NA	NA	157148479	NA	NA	157148641	NA	NA	61
chr1	157660052	157660169	Interval_261	1	1	TRUE	FALSE	FALSE	7.13409	NA	NA	7.53995	NA	NA	11.56267	NA	NA	157660052	NA	NA	157660169	NA	NA	40	NA	NA
chr1	157734412	157734651	Interval_262	2	2	TRUE	TRUE	FALSE	10.05807	6.28789	NA	16.10732	9.26594	NA	20.42929	13.33623	NA	157734412	157734428	NA	157734588	157734651	NA	88	102	NA
