PeakID (cmd=annotatePeaks.pl ZEB2.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_13681	chr5	158465184	158465370	+	0	NA	Intergenic	NA	-55504	LOC101927697								
Interval_15622	chr8	5336468	5336593	+	0	NA	Intergenic	NA	-341724	CSMD1								
Interval_2423	chr11	1779368	1779527	+	0	NA	Intergenic	NA	-15455	CTSD								
Interval_7086	chr17	78592390	78592805	+	0	NA	Intergenic	NA	-15203	DNAH17								
Interval_14843	chr7	6064660	6064850	+	0	NA	Intergenic	NA	-5526	EIF2AK1								
Interval_11153	chr22	11369752	11369873	+	0	NA	Intergenic	NA	-424807	LOC102723780								
Interval_14612	chr6	146876751	146876963	+	0	NA	intron (STXBP5-AS1, intron 7 of 10)	NA	-73033	KATNBL1P6								
Interval_6341	chr17	7644762	7645263	+	0	NA	Intergenic	NA	-5924	ATP1B2								
Interval_10384	chr20	769890	770071	+	0	NA	intron (SLC52A3, intron 1 of 5)	NA	6035	SLC52A3								
Interval_5477	chr16	3903299	3903559	+	0	NA	Intergenic	NA	-23456	CREBBP								
Interval_4364	chr14	23551739	23551924	+	0	NA	promoter-TSS (ZFHX2)	NA	-4151	THTPA								
Interval_14167	chr6	35695863	35696021	+	0	NA	intron (FKBP5, intron 2 of 11)	NA	-7000	FKBP5								
Interval_10955	chr20	63904112	63904499	+	0	NA	intron (DNAJC5, intron 1 of 4)	NA	9203	DNAJC5								
Interval_2696	chr11	59755158	59755839	+	0	NA	exon (STX3, exon 1 of 10)	NA	439	STX3								
Interval_9068	chr19	55027507	55027671	+	0	NA	exon (GP6, exon 4 of 8)	NA	10675	GP6								
Interval_2130	chr10	93458841	93459000	+	0	NA	intron (MYOF, intron 1 of 54)	NA	23499	MYOF								
Interval_4462	chr14	52552228	52552399	+	0	NA	promoter-TSS (GPR137C)	NA	270	TXNDC16								
Interval_16042	chr8	60952802	60953158	+	0	NA	Intergenic	NA	14768	LOC100130298								
Interval_181	chr1	10316545	10316707	+	0	NA	intron (KIF1B, intron 20 of 46)	NA	-82402	PGD								
Interval_16359	chr8	122944432	122944598	+	0	NA	intron (ZHX2, intron 3 of 4)	NA	81257	DERL1								
Interval_2769	chr11	64234834	64234993	+	0	NA	TTS (DNAJC4)	NA	329	VEGFB								
Interval_4964	chr15	51048366	51048553	+	0	NA	Intergenic	NA	56817	TNFAIP8L3								
Interval_13621	chr5	146451508	146451678	+	0	NA	intron (TCERG1, intron 1 of 21)	NA	4282	TCERG1								
Interval_3098	chr11	117815457	117815635	+	0	NA	Intergenic	NA	9198	FXYD2								
Interval_8117	chr19	13833645	13834042	+	0	NA	TTS (LOC284454)	NA	2446	LOC284454								
Interval_6181	chr16	89764997	89765183	+	0	NA	intron (FANCA, intron 27 of 42)	NA	43548	ZNF276								
Interval_16784	chr9	38642649	38642807	+	0	NA	Intergenic	NA	21640	FAM201A								
Interval_7063	chr17	77875979	77876137	+	0	NA	Intergenic	NA	8029	FLJ45079								
Interval_14127	chr6	32968990	32969192	+	0	NA	intron (BRD2, intron 1 of 12)	NA	431	BRD2								
Interval_6888	chr17	63665529	63665903	+	0	NA	intron (MAP3K3, intron 6 of 16)	NA	25373	LOC101927898								
Interval_13101	chr5	441001	441159	+	0	NA	TTS (C5orf55)	NA	2063	C5orf55								
Interval_15716	chr8	20866598	20866862	+	0	NA	Intergenic	NA	-107256	RP11-421P23.1								
Interval_14029	chr6	26183789	26184135	+	0	NA	exon (HIST1H2BE, exon 1 of 1)	NA	166	HIST1H2BE								
Interval_3534	chr12	51335954	51336231	+	0	NA	intron (CELA1, intron 6 of 7)	NA	10587	CELA1								
Interval_12109	chr3	101514212	101514376	+	0	NA	Intergenic	NA	-1082	SENP7								
Interval_3681	chr12	76151615	76151787	+	0	NA	Intergenic	NA	-67021	NAP1L1								
Interval_17336	chrX	916873	917164	+	0	NA	Intergenic	NA	292674	SHOX								
Interval_11131	chr21	44877970	44878238	+	0	NA	Intergenic	NA	-4201	PTTG1IP								
Interval_17194	chr9	134572600	134572923	+	0	NA	Intergenic	NA	45647	LOC100506532								
Interval_14917	chr7	26991764	26991937	+	0	NA	Intergenic	NA	104156	HOXA1								
Interval_17023	chr9	122931544	122931768	+	0	NA	promoter-TSS (ZBTB26)	NA	-156	ZBTB26								
Interval_6797	chr17	50657762	50657971	+	0	NA	intron (ABCC3, intron 4 of 29)	NA	23009	ABCC3								
Interval_3451	chr12	42144478	42144692	+	0	NA	exon (GXYLT1, exon 1 of 8)	NA	286	GXYLT1								
Interval_7037	chr17	76483497	76483721	+	0	NA	intron (RHBDF2, intron 1 of 17)	NA	4300	RHBDF2								
Interval_17374	chrX	1330573	1331006	+	0	NA	Intergenic	NA	-5827	IL3RA								
Interval_15737	chr8	22367253	22367445	+	0	NA	promoter-TSS (SLC39A14)	NA	67	SLC39A14								
Interval_9922	chr2	156435862	156436020	+	0	NA	promoter-TSS (GPD2)	NA	-34724	TRNAG19								
Interval_13296	chr5	66255918	66256233	+	0	NA	Intergenic	NA	-46169	LOC101928741								
Interval_163	chr1	9426410	9426673	+	0	NA	exon (LOC100506022, exon 2 of 2)	NA	2375	LOC100506022								
Interval_12204	chr3	126390867	126391092	+	0	NA	Intergenic	NA	3819	RP11-71E19.5								
Interval_12880	chr4	101084872	101085077	+	0	NA	intron (PPP3CA, intron 6 of 12)	NA	155898	MIR8066								
Interval_11934	chr3	50174107	50174370	+	0	NA	TTS (MIR566)	NA	912	MIR566								
Interval_12710	chr4	39657488	39657742	+	0	NA	Intergenic	NA	-18754	SMIM14								
Interval_15215	chr7	87525734	87525938	+	0	NA	intron (ABCB1, intron 22 of 28)	NA	-50133	ABCB4								
Interval_4393	chr14	31419950	31420245	+	0	NA	promoter-TSS (LOC101927124)	NA	485	HEATR5A								
Interval_8528	chr19	38215658	38215845	+	0	NA	intron (DPF1, intron 9 of 11)	NA	8499	DPF1								
Interval_12619	chr4	8035226	8035422	+	0	NA	intron (ABLIM2, intron 10 of 13)	NA	-29943	MIR95								
Interval_17235	chr9	137038944	137039224	+	0	NA	TTS (NPDC1)	NA	-6244	FUT7								
Interval_12657	chr4	20086920	20087079	+	0	NA	Intergenic	NA	-166565	SLIT2								
Interval_11226	chr22	22713211	22713402	+	0	NA	Intergenic	NA	68683	GGTLC2								
Interval_13474	chr5	129199380	129199626	+	0	NA	Intergenic	NA	101801	MIR4633								
Interval_5891	chr16	66695953	66696449	+	0	NA	intron (CMTM4, intron 1 of 3)	NA	506	CMTM4								
Interval_3685	chr12	78004727	78004957	+	0	NA	intron (NAV3, intron 8 of 39)	NA	229059	LOC101928207								
Interval_13976	chr6	16128777	16128980	+	0	NA	promoter-TSS (MYLIP)	NA	-168	MYLIP								
Interval_10829	chr20	50730923	50731551	+	0	NA	promoter-TSS (PARD6B)	NA	-307	PARD6B								
Interval_10153	chr2	216013399	216013558	+	0	NA	exon (MREG, exon 1 of 5)	NA	145	MREG								
Interval_10055	chr2	191193990	191194267	+	0	NA	Intergenic	NA	-42532	STAT4								
Interval_17207	chr9	136076257	136076457	+	0	NA	intron (NACC2, intron 1 of 5)	NA	18928	NACC2								
Interval_14606	chr6	144608347	144608507	+	0	NA	intron (UTRN, intron 51 of 74)	NA	147222	UTRN								
Interval_13222	chr5	40486939	40487184	+	0	NA	Intergenic	NA	-193890	PTGER4								
Interval_8261	chr19	17225201	17225359	+	0	NA	promoter-TSS (OCEL1)	NA	-941	OCEL1								
Interval_1663	chr1	243255840	243256470	+	0	NA	promoter-TSS (CEP170)	NA	129	SDCCAG8								
Interval_11448	chr22	39036350	39036541	+	0	NA	intron (APOBEC3D, intron 4 of 4)	NA	-4159	APOBEC3F								
Interval_9214	chr2	10407796	10408635	+	0	NA	intron (HPCAL1, intron 3 of 5)	NA	38634	SNORA80B								
Interval_2436	chr11	2772775	2772973	+	0	NA	intron (KCNQ1, intron 12 of 15)	NA	-72876	KCNQ1OT1								
Interval_347	chr1	23912784	23912942	+	0	NA	intron (CNR2, intron 2 of 2)	NA	-16207	MIR378F								
Interval_14961	chr7	36747864	36748092	+	0	NA	Intergenic	NA	-23429	AOAH								
Interval_2173	chr10	99732124	99732360	+	0	NA	promoter-TSS (COX15)	NA	41	CUTC								
Interval_16966	chr9	112718226	112718488	+	0	NA	promoter-TSS (INIP)	NA	-20893	INIP								
Interval_16622	chr8	144580610	144580942	+	0	NA	intron (ARHGAP39, intron 1 of 9)	NA	24919	ARHGAP39								
Interval_7001	chr17	75025798	75026005	+	0	NA	Intergenic	NA	-6666	LOC101928375								
Interval_363	chr1	24708959	24709265	+	0	NA	Intergenic	NA	-36157	CLIC4								
Interval_6185	chr16	90008939	90009156	+	0	NA	intron (DBNDD1, intron 2 of 3)	NA	1074	DBNDD1								
Interval_6123	chr16	87806919	87807322	+	0	NA	Intergenic	NA	27535	MIR6775								
Interval_16340	chr8	120749585	120749798	+	0	NA	intron (SNTB1, intron 2 of 7)	NA	-11562	RP11-713M15.1								
Interval_2955	chr11	73844178	73844406	+	0	NA	intron (MRPL48, intron 5 of 8)	NA	32553	COA4								
Interval_15158	chr7	75621195	75621367	+	0	NA	intron (HIP1, intron 1 of 30)	NA	-71842	LOC102723650								
Interval_9329	chr2	30866985	30867313	+	0	NA	Intergenic	NA	-59704	CAPN13								
Interval_8243	chr19	16445370	16445624	+	0	NA	intron (EPS15L1, intron 1 of 21)	NA	-3681	LOC102724308								
Interval_7805	chr19	4576316	4576514	+	0	NA	Intergenic	NA	-16656	SEMA6B								
Interval_5638	chr16	22417056	22417408	+	0	NA	Intergenic	NA	-19776	SMG1P1								
Interval_16771	chr9	37753658	37753923	+	0	NA	promoter-TSS (TRMT10B)	NA	-13	TRMT10B								
Interval_11008	chr21	29065028	29065186	+	0	NA	intron (CCT8, intron 7 of 15)	NA	8690	CCT8								
Interval_1108	chr1	154324669	154324858	+	0	NA	promoter-TSS (ATP8B2)	NA	-842	ATP8B2								
Interval_9186	chr2	8583559	8583887	+	0	NA	promoter-TSS (AC011747.4)	NA	69	AC011747.4								
Interval_11692	chr3	14124684	14125042	+	0	NA	promoter-TSS (CHCHD4)	NA	8	CHCHD4								
Interval_1203	chr1	161195220	161195549	+	0	NA	intron (ADAMTS4, intron 4 of 8)	NA	3671	ADAMTS4								
Interval_7125	chr17	80938535	80938785	+	0	NA	intron (RPTOR, intron 24 of 33)	NA	32553	FLJ46026								
Interval_11417	chr22	37741242	37741424	+	0	NA	intron (TRIOBP, intron 11 of 23)	NA	4622	LOC102724378								
Interval_3803	chr12	107906736	107907002	+	0	NA	Intergenic	NA	-3098	LOC728739								
Interval_14191	chr6	37102801	37102999	+	0	NA	Intergenic	NA	-67246	PIM1								
Interval_12818	chr4	78782020	78782302	+	0	NA	intron (BMP2K, intron 1 of 13)	NA	5758	BMP2K								
Interval_14111	chr6	31547371	31547644	+	0	NA	promoter-TSS (ATP6V1G2)	NA	-69	NFKBIL1								
Interval_3479	chr12	47837651	47837920	+	0	NA	Intergenic	NA	-17369	HDAC7								
Interval_17360	chrX	1279564	1279834	+	0	NA	intron (CSF2RA, intron 2 of 10)	NA	-14228	MIR3690								
Interval_17484	chrX	73944099	73944341	+	0	NA	promoter-TSS (JPX)	NA	-104	JPX								
Interval_17166	chr9	133121564	133121986	+	0	NA	promoter-TSS (RALGDS)	NA	7626	RALGDS								
Interval_13656	chr5	151364649	151364809	+	0	NA	Intergenic	NA	-17139	SLC36A2								
Interval_1871	chr10	46092444	46092830	+	0	NA	Intergenic	NA	-16858	AGAP7								
Interval_11831	chr3	42539991	42540207	+	0	NA	Intergenic	NA	37456	VIPR1								
Interval_13923	chr6	11770794	11771502	+	0	NA	intron (ADTRP, intron 1 of 6)	NA	8480	ADTRP								
Interval_418	chr1	26933008	26933183	+	0	NA	intron (NUDC, intron 2 of 8)	NA	11373	NUDC								
Interval_465	chr1	28259157	28259463	+	0	NA	promoter-TSS (SESN2)	NA	-142	SESN2								
Interval_8768	chr19	45681601	45681782	+	0	NA	intron (GIPR, intron 13 of 13)	NA	-6683	MIR642B								
Interval_960	chr1	122944664	122944787	+	0	NA	Intergenic	NA	1425613	EMBP1								
Interval_709	chr1	53555258	53557635	+	0	NA	intron (GLIS1, intron 3 of 9)	NA	97047	DMRTB1								
Interval_4103	chr12	132710520	132710861	+	0	NA	promoter-TSS (PGAM5)	NA	-117	PGAM5								
Interval_8278	chr19	17358830	17359139	+	0	NA	intron (PLVAP, intron 5 of 5)	NA	18344	PLVAP								
Interval_9111	chr19	57410949	57411204	+	0	NA	promoter-TSS (ZNF17)	NA	-357	ZNF17								
Interval_11608	chr22	50357824	50358027	+	0	NA	intron (PPP6R2, intron 1 of 22)	NA	-30837	DENND6B								
Interval_14205	chr6	37745839	37746091	+	0	NA	Intergenic	NA	-48929	MDGA1								
Interval_14807	chr7	3300920	3301090	+	0	NA	promoter-TSS (SDK1)	NA	-443	SDK1								
Interval_11200	chr22	20494550	20494735	+	0	NA	intron (KLHL22, intron 1 of 6)	NA	-1121	KLHL22								
Interval_7142	chr17	81556971	81557141	+	0	NA	exon (NPLOC4, exon 17 of 17)	NA	-4653	C17orf70								
Interval_3621	chr12	57522047	57522327	+	0	NA	promoter-TSS (MBD6)	NA	-636	MBD6								
Interval_986	chr1	124717968	124718129	+	0	NA	Intergenic	NA	3198936	EMBP1								
Interval_8922	chr19	49752961	49753170	+	0	NA	intron (TSKS, intron 2 of 9)	NA	10265	TSKS								
Interval_17466	chrX	53441725	53442233	+	0	NA	Intergenic	NA	-7603	HSD17B10								
Interval_13732	chr5	172235346	172235564	+	0	NA	intron (UBTD2, intron 1 of 2)	NA	41283	EFCAB9								
Interval_5059	chr15	64989909	64990067	+	0	NA	promoter-TSS (SPG21)	NA	-42	SPG21								
Interval_17220	chr9	136579324	136579640	+	0	NA	Intergenic	NA	31987	RP11-611D20.2								
Interval_10026	chr2	178414727	178415033	+	0	NA	intron (AC009948.5, intron 1 of 2)	NA	1221	AC009948.5								
Interval_8939	chr19	50148160	50148462	+	0	NA	Intergenic	NA	-4466	LOC100287477								
Interval_2724	chr11	61899187	61899345	+	0	NA	intron (RAB3IL1, intron 8 of 9)	NA	-7721	FADS3								
Interval_6219	chr17	1642903	1643698	+	0	NA	intron (SCARF1, intron 4 of 10)	NA	2489	SCARF1								
Interval_13580	chr5	141509164	141509529	+	0	NA	intron (PCDHGC5, intron 3 of 3)	NA	20105	PCDHGC5								
Interval_10572	chr20	24389922	24390095	+	0	NA	Intergenic	NA	-79798	SYNDIG1								
Interval_9229	chr2	11596327	11596800	+	0	NA	intron (GREB1, intron 13 of 32)	NA	-55886	MIR4429								
Interval_12282	chr3	138811478	138811636	+	0	NA	intron (PIK3CB, intron 1 of 23)	NA	-41440	PIK3CB								
Interval_9062	chr19	54947403	54947577	+	0	NA	promoter-TSS (NLRP7)	NA	15	NLRP7								
Interval_10151	chr2	215900886	215901054	+	0	NA	Intergenic	NA	-57434	LINC00607								
Interval_16941	chr9	110157081	110157360	+	0	NA	intron (AKAP2, intron 3 of 3)	NA	-41303	TRNAR6								
Interval_13689	chr5	159405788	159405997	+	0	NA	Intergenic	NA	60384	AC008703.1								
Interval_11097	chr21	40976686	40976989	+	0	NA	Intergenic	NA	-129724	DSCAM								
Interval_13024	chr4	152850377	152850749	+	0	NA	intron (ARFIP1, intron 2 of 7)	NA	70626	ARFIP1								
Interval_3727	chr12	94123752	94124117	+	0	NA	Intergenic	NA	-24789	PLXNC1								
Interval_9958	chr2	162093189	162093419	+	0	NA	Intergenic	NA	-18762	DPP4								
Interval_2276	chr10	119542202	119542755	+	0	NA	intron (RGS10, intron 1 of 4)	NA	232	RGS10								
Interval_12532	chr3	197982414	197982596	+	0	NA	intron (LMLN, intron 6 of 15)	NA	22305	LMLN								
Interval_9889	chr2	141534883	141535125	+	0	NA	intron (LRP1B, intron 2 of 90)	NA	596697	LRP1B								
Interval_13199	chr5	35852461	35852670	+	0	NA	Intergenic	NA	-4310	IL7R								
Interval_9871	chr2	134219152	134219516	+	0	NA	intron (MGAT5, intron 1 of 16)	NA	76001	MGAT5								
Interval_12795	chr4	70943251	70943428	+	0	NA	intron (MOB1B, intron 1 of 5)	NA	40999	MOB1B								
Interval_8075	chr19	11381036	11381333	+	0	NA	exon (EPOR, exon 5 of 8)	NA	3158	EPOR								
Interval_7254	chr18	10592070	10592631	+	0	NA	Intergenic	NA	-8944	LOC101927376								
Interval_13066	chr4	176981612	176981771	+	0	NA	Intergenic	NA	-188946	VEGFC								
Interval_9412	chr2	44100431	44100670	+	0	NA	Intergenic	NA	66912	LOC102723904								
Interval_1848	chr10	43287209	43287592	+	0	NA	Intergenic	NA	-20481	RASGEF1A								
Interval_15494	chr7	142783020	142783397	+	0	NA	Intergenic	NA	12231	PRSS2								
Interval_10291	chr2	232900775	232900936	+	0	NA	intron (NGEF, intron 3 of 12)	NA	30812	C2orf82								
Interval_15759	chr8	23090493	23090670	+	0	NA	intron (LOC254896, intron 2 of 3)	NA	6226	LOC254896								
Interval_274	chr1	17365269	17365758	+	0	NA	Intergenic	NA	-6733	PADI6								
Interval_9400	chr2	43133677	43134295	+	0	NA	Intergenic	NA	-31541	LOC100506047								
Interval_13169	chr5	17381947	17382416	+	0	NA	intron (LOC401177, intron 2 of 2)	NA	5129	LOC401177								
Interval_5301	chr15	89993537	89993705	+	0	NA	Intergenic	NA	-13134	MIR3174								
Interval_4986	chr15	52496285	52496551	+	0	NA	intron (MYO5A, intron 1 of 40)	NA	32632	MYO5A								
Interval_12083	chr3	81760926	81761448	+	0	NA	intron (GBE1, intron 1 of 15)	NA	612	GBE1								
Interval_14512	chr6	129683629	129683983	+	0	NA	intron (ARHGAP18, intron 1 of 13)	NA	26419	ARHGAP18								
Interval_7502	chr18	76531632	76532683	+	0	NA	intron (LINC00908, intron 2 of 2)	NA	3502	LINC00908								
Interval_13606	chr5	143186560	143186959	+	0	NA	intron (ARHGAP26, intron 21 of 22)	NA	-5586	ARHGAP26-IT1								
Interval_12397	chr3	180036251	180036531	+	0	NA	intron (PEX5L, intron 1 of 14)	NA	-135600	PEX5L								
Interval_16774	chr9	37904130	37904517	+	0	NA	promoter-TSS (SLC25A51)	NA	30	SLC25A51								
Interval_9990	chr2	171687297	171687564	+	0	NA	promoter-TSS (DYNC1I2)	NA	21	DYNC1I2								
Interval_14861	chr7	6574255	6574442	+	0	NA	Intergenic	NA	-3114	ZDHHC4								
Interval_16135	chr8	81106944	81107222	+	0	NA	intron (PAG1, intron 1 of 9)	NA	4985	PAG1								
Interval_7263	chr18	12964842	12965136	+	0	NA	intron (SEH1L, intron 1 of 5)	NA	17001	SEH1L								
Interval_1039	chr1	148397501	148397822	+	0	NA	Intergenic	NA	-4718	RP6-206I17.2								
Interval_17102	chr9	128902403	128902561	+	0	NA	intron (LRRC8A, intron 2 of 3)	NA	7907	LOC101929291								
Interval_4219	chr13	32314558	32314986	+	0	NA	promoter-TSS (BRCA2)	NA	-708	BRCA2								
Interval_14497	chr6	125192444	125192626	+	0	NA	intron (LOC100126584, intron 1 of 3)	NA	5282	LOC100126584								
Interval_17055	chr9	126558096	126558355	+	0	NA	Intergenic	NA	-56218	LMX1B								
Interval_6933	chr17	67315802	67315966	+	0	NA	Intergenic	NA	50721	PSMD12								
Interval_6141	chr16	88633366	88633700	+	0	NA	Intergenic	NA	-5060	IL17C								
Interval_73	chr1	2683336	2683500	+	0	NA	intron (TTC34, intron 4 of 6)	NA	-16464	LOC101929067								
Interval_2595	chr11	35108062	35108227	+	0	NA	Intergenic	NA	-30726	CD44								
Interval_16960	chr9	112166337	112166626	+	0	NA	intron (SUSD1, intron 1 of 15)	NA	8816	SUSD1								
Interval_17445	chrX	40439710	40439913	+	0	NA	Intergenic	NA	-141153	ATP6AP2								
Interval_6901	chr17	64326515	64327063	+	0	NA	intron (PECAM1, intron 13 of 13)	NA	-63466	TEX2								
Interval_16469	chr8	132276133	132276843	+	0	NA	intron (KCNQ3, intron 1 of 14)	NA	45047	KCNQ3								
Interval_1415	chr1	203937966	203938255	+	0	NA	Intergenic	NA	76498	SNRPE								
Interval_9656	chr2	86008642	86008803	+	0	NA	Intergenic	NA	15146	LOC90784								
Interval_1168	chr1	159069014	159069172	+	0	NA	intron (AIM2, intron 1 of 4)	NA	4357	LOC102724240								
Interval_17172	chr9	133459509	133459692	+	0	NA	promoter-TSS (CACFD1)	NA	-365	CACFD1								
Interval_12820	chr4	80139061	80139319	+	0	NA	Intergenic	NA	-45948	PRDM8								
Interval_5050	chr15	64447822	64448238	+	0	NA	intron (TRIP4, intron 12 of 12)	NA	-20353	LOC102723384								
Interval_14959	chr7	36367260	36367550	+	0	NA	promoter-TSS (KIAA0895)	NA	-184	KIAA0895								
Interval_14791	chr7	2391925	2392175	+	0	NA	Intergenic	NA	-11510	CHST12								
Interval_626	chr1	42937241	42937526	+	0	NA	intron (SLC2A1, intron 2 of 9)	NA	-21666	SLC2A1-AS1								
Interval_13713	chr5	169874685	169874867	+	0	NA	intron (FAM196B, intron 3 of 3)	NA	105964	FAM196B								
Interval_13110	chr5	930664	931052	+	0	NA	Intergenic	NA	38004	TRIP13								
Interval_4107	chr12	132818033	132818309	+	0	NA	intron (GOLGA3, intron 2 of 23)	NA	10907	GOLGA3								
Interval_2385	chr11	486319	486482	+	0	NA	intron (PTDSS2, intron 4 of 12)	NA	20421	RNH1								
Interval_7747	chr19	3548724	3549065	+	0	NA	intron (MFSD12, intron 2 of 10)	NA	5920	C19orf71								
Interval_3751	chr12	96456666	96456831	+	0	NA	Intergenic	NA	-32829	C12orf55								
Interval_8946	chr19	50347286	50347554	+	0	NA	Intergenic	NA	-2672	NAPSB								
Interval_1443	chr1	206504087	206504330	+	0	NA	Intergenic	NA	29364	MIR6769B								
Interval_4369	chr14	24115140	24115309	+	0	NA	promoter-TSS (NRL)	NA	527	DCAF11								
Interval_6459	chr17	20122649	20122851	+	0	NA	intron (SPECC1, intron 3 of 7)	NA	113379	SPECC1								
Interval_6831	chr17	57872615	57872967	+	0	NA	exon (CUEDC1, exon 4 of 10)	NA	13088	CUEDC1								
Interval_3589	chr12	56041600	56041855	+	0	NA	promoter-TSS (RPS26)	NA	-175	RPS26								
Interval_17509	chrX	123656001	123656174	+	0	NA	intron (THOC2, intron 12 of 38)	NA	76967	THOC2								
Interval_915	chr1	114775561	114775814	+	0	NA	intron (SIKE1, intron 4 of 4)	NA	5000	SIKE1								
Interval_2246	chr10	111493261	111493577	+	0	NA	Intergenic	NA	416387	ADRA2A								
Interval_2627	chr11	46113037	46113265	+	0	NA	intron (PHF21A, intron 1 of 17)	NA	8283	PHF21A								
Interval_11048	chr21	34908396	34909042	+	0	NA	intron (RUNX1, intron 2 of 8)	NA	-20029	RUNX1								
Interval_17203	chr9	135961310	135961635	+	0	NA	promoter-TSS (UBAC1)	NA	-92	UBAC1								
Interval_15541	chr7	151411610	151411858	+	0	NA	exon (WDR86-AS1, exon 3 of 6)	NA	-1699	WDR86								
Interval_2185	chr10	101061377	101061567	+	0	NA	promoter-TSS (KAZALD1)	NA	-309	KAZALD1								
Interval_392	chr1	26284366	26284680	+	0	NA	intron (UBXN11, intron 6 of 10)	NA	4801	SH3BGRL3								
Interval_3863	chr12	111389699	111390072	+	0	NA	Intergenic	NA	-20764	FAM109A								
Interval_10311	chr2	235044769	235044941	+	0	NA	intron (SH3BP4, intron 4 of 5)	NA	92871	SH3BP4								
Interval_13070	chr4	183158185	183158344	+	0	NA	intron (WWC2, intron 1 of 23)	NA	58954	WWC2								
Interval_7123	chr17	80856484	80856722	+	0	NA	intron (RPTOR, intron 12 of 33)	NA	-50971	RP11-28G8.1								
Interval_2516	chr11	12159418	12159628	+	0	NA	intron (MICAL2, intron 2 of 27)	NA	-2556	MICAL2								
Interval_16177	chr8	93884643	93884892	+	0	NA	Intergenic	NA	31331	MIR378D2								
Interval_4908	chr15	40952644	40952803	+	0	NA	promoter-TSS (CHAC1)	NA	-715	CHAC1								
Interval_10892	chr20	59667871	59668218	+	0	NA	intron (PHACTR3, intron 1 of 12)	NA	39435	PHACTR3								
Interval_13373	chr5	83410412	83410570	+	0	NA	Intergenic	NA	-61183	VCAN								
Interval_13925	chr6	12208207	12208517	+	0	NA	intron (HIVEP1, intron 8 of 9)	NA	-81934	EDN1								
Interval_10154	chr2	216078731	216078972	+	0	NA	intron (PECR, intron 1 of 8)	NA	2949	PECR								
Interval_16431	chr8	127916657	127916895	+	0	NA	intron (PVT1, intron 1 of 7)	NA	26148	PVT1								
Interval_4601	chr14	77018974	77019215	+	0	NA	Intergenic	NA	9605	IRF2BPL								
