PeakID (cmd=annotatePeaks.pl IKZF1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_36769	chrUn_GL000216v2	12663	13205	+	0	NA	NA	NA	NA	NA								
Interval_13456	chr17	1493284	1493575	+	0	NA	promoter-TSS (MYO1C)	NA	-722	MYO1C								
Interval_9217	chr13	27195321	27195534	+	0	NA	Intergenic	NA	23168	USP12-AS2								
Interval_12035	chr16	2603137	2603469	+	0	NA	promoter-TSS (LOC652276)	NA	-81	LOC652276								
Interval_9738	chr14	24673763	24674032	+	0	NA	Intergenic	NA	-39671	GZMB								
Interval_1103	chr1	41733702	41733839	+	0	NA	intron (HIVEP3, intron 1 of 8)	NA	-104963	HIVEP3								
Interval_5883	chr11	44559241	44559378	+	0	NA	Intergenic	NA	-6282	CD82								
Interval_19288	chr2	25196588	25196765	+	0	NA	Intergenic	NA	-27986	POMC								
Interval_1457	chr1	66396237	66396465	+	0	NA	Intergenic	NA	64451	PDE4B								
Interval_18244	chr19	42437632	42437839	+	0	NA	intron (CXCL17, intron 1 of 3)	NA	5249	CXCL17								
Interval_23238	chr21	10716901	10717141	+	0	NA	Intergenic	NA	195484	TPTE								
Interval_31007	chr6	108884448	108884634	+	0	NA	intron (ARMC2, intron 4 of 16)	NA	30985	ARMC2								
Interval_11677	chr15	81225469	81225606	+	0	NA	exon (IL16, exon 1 of 18)	NA	42937	IL16								
Interval_24124	chr22	37807470	37807682	+	0	NA	promoter-TSS (GCAT)	NA	-336	GCAT								
Interval_32451	chr7	74625388	74625607	+	0	NA	Intergenic	NA	-32168	GTF2I								
Interval_5971	chr11	47254739	47255256	+	0	NA	intron (NR1H3, intron 1 of 7)	NA	-2920	NR1H3								
Interval_35061	chr8	130223682	130223842	+	0	NA	intron (ASAP1, intron 4 of 30)	NA	72771	ASAP1-IT1								
Interval_28567	chr5	95631352	95631521	+	0	NA	Intergenic	NA	11160	GPR150								
Interval_5345	chr11	207580	207737	+	0	NA	promoter-TSS (BET1L)	NA	147	RIC8A								
Interval_12778	chr16	54286371	54286580	+	0	NA	promoter-TSS (IRX3)	NA	-9	IRX3								
Interval_2601	chr1	175521990	175522203	+	0	NA	intron (TNR, intron 2 of 22)	NA	-34892	LOC101928727								
Interval_34575	chr8	98853802	98853999	+	0	NA	intron (STK3, intron 3 of 12)	NA	-90535	OSR2								
Interval_23022	chr20	62187324	62187540	+	0	NA	intron (MTG2, intron 1 of 6)	NA	4407	MTG2								
Interval_15160	chr17	65371743	65372038	+	0	NA	Intergenic	NA	188937	LOC102724272								
Interval_30316	chr6	33271677	33271835	+	0	NA	promoter-TSS (RPS18)	NA	152	VPS52								
Interval_37451	chrX	109352395	109352532	+	0	NA	Intergenic	NA	123544	GUCY2F								
Interval_9823	chr14	45135709	45136199	+	0	NA	promoter-TSS (FANCM)	NA	21	FANCM								
Interval_12675	chr16	46387816	46387935	+	0	NA	Intergenic	NA	181222	ANKRD26P1								
Interval_17154	chr19	8362159	8362312	+	0	NA	Intergenic	NA	-1892	ANGPTL4								
Interval_26511	chr3	194104119	194104381	+	0	NA	Intergenic	NA	25975	LOC102724877								
Interval_25868	chr3	125520212	125520501	+	0	NA	promoter-TSS (SNX4)	NA	-142	SNX4								
Interval_14569	chr17	42019956	42020186	+	0	NA	promoter-TSS (NKIRAS2)	NA	2	NKIRAS2								
Interval_17152	chr19	8353915	8354307	+	0	NA	Intergenic	NA	-10016	ANGPTL4								
Interval_31537	chr6	161186480	161186889	+	0	NA	intron (AGPAT4, intron 2 of 8)	NA	-21041	AGPAT4								
Interval_18424	chr19	45730643	45731374	+	0	NA	promoter-TSS (FBXO46)	NA	-115	FBXO46								
Interval_17924	chr19	35448193	35448580	+	0	NA	Intergenic	NA	-1329	FFAR2								
Interval_31255	chr6	139296013	139296280	+	0	NA	intron (TXLNB, intron 1 of 10)	NA	-4075	TXLNB								
Interval_12400	chr16	23060765	23061000	+	0	NA	TTS (USP31)	NA	88388	USP31								
Interval_11124	chr15	55897785	55897936	+	0	NA	intron (NEDD4, intron 5 of 28)	NA	95886	NEDD4								
Interval_11637	chr15	78979751	78979913	+	0	NA	intron (RASGRF1, intron 24 of 24)	NA	-34738	CTSH								
Interval_21223	chr2	200443333	200443662	+	0	NA	intron (SPATS2L, intron 8 of 12)	NA	33024	LOC101927741								
Interval_11099	chr15	52528822	52528980	+	0	NA	promoter-TSS (MYO5A)	NA	-19	MYO5A								
Interval_3867	chr10	30488496	30488836	+	0	NA	Intergenic	NA	54020	MAP3K8								
Interval_19516	chr2	39119960	39120247	+	0	NA	intron (SOS1, intron 1 of 21)	NA	440	SOS1								
Interval_15296	chr17	74605522	74605689	+	0	NA	intron (LOC101928343, intron 2 of 3)	NA	5765	LOC101928343								
Interval_6198	chr11	63505826	63506139	+	0	NA	promoter-TSS (LGALS12)	NA	-2005	LGALS12								
Interval_14567	chr17	42010295	42010604	+	0	NA	intron (DNAJC7, intron 1 of 13)	NA	7248	DNAJC7								
Interval_8333	chr12	75478214	75478595	+	0	NA	Intergenic	NA	-2329	GLIPR1								
Interval_4156	chr10	44416412	44416670	+	0	NA	Intergenic	NA	-31444	CXCL12								
Interval_21867	chr20	1491994	1492179	+	0	NA	promoter-TSS (SIRPB2)	NA	-499	SIRPB2								
Interval_23400	chr21	33301084	33301276	+	0	NA	Intergenic	NA	-23263	IFNAR1								
Interval_20198	chr2	85887666	85887830	+	0	NA	intron (ST3GAL5, intron 1 of 5)	NA	1286	ST3GAL5								
Interval_7021	chr11	118925975	118926187	+	0	NA	promoter-TSS (BCL9L)	NA	-15177	BCL9L								
Interval_19014	chr19	57814794	57815159	+	0	NA	promoter-TSS (ZNF552)	NA	-63	ZNF552								
Interval_37070	chrX	1657722	1657859	+	0	NA	Intergenic	NA	42657	ASMT								
Interval_1194	chr1	45326511	45326716	+	0	NA	promoter-TSS (HPDL)	NA	-260	HPDL								
Interval_24157	chr22	38461628	38461804	+	0	NA	Intergenic	NA	-6346	KDELR3								
Interval_25251	chr3	47315098	47315414	+	0	NA	intron (KLHL18, intron 1 of 9)	NA	-32409	KIF9								
Interval_10736	chr15	25933937	25934145	+	0	NA	intron (RP11-1084I9.1, intron 1 of 4)	NA	31681	RP11-1084I9.1								
Interval_13943	chr17	19463137	19463274	+	0	NA	Intergenic	NA	-44976	TRNAW7								
Interval_14371	chr17	35895859	35896005	+	0	NA	Intergenic	NA	-15559	CCL5								
Interval_37148	chrX	15676920	15677142	+	0	NA	intron (CA5BP1, intron 2 of 4)	NA	2115	CA5BP1								
Interval_17433	chr19	14054322	14054464	+	0	NA	exon (PALM3, exon 7 of 7)	NA	4766	PALM3								
Interval_6308	chr11	65419960	65420288	+	0	NA	Intergenic	NA	-2674	NEAT1								
Interval_20562	chr2	114534368	114534612	+	0	NA	intron (DPP10, intron 2 of 26)	NA	92073	DPP10								
Interval_9550	chr13	113272695	113273095	+	0	NA	Intergenic	NA	9929	MIR8075								
Interval_18446	chr19	46490230	46490510	+	0	NA	TTS (PNMAL2)	NA	5542	PNMAL2								
Interval_36787	chrUn_GL000216v2	27065	27293	+	0	NA	NA	NA	NA	NA								
Interval_36629	chr9	134163496	134163818	+	0	NA	TTS (RNU6ATAC)	NA	907	RNU6ATAC								
Interval_17207	chr19	9927298	9927856	+	0	NA	intron (OLFM2, intron 1 of 5)	NA	8817	OLFM2								
Interval_13206	chr16	84820124	84820475	+	0	NA	intron (CRISPLD2, intron 1 of 14)	NA	314	CRISPLD2								
Interval_25708	chr3	108153732	108153884	+	0	NA	Intergenic	NA	27987	RP11-861A13.4								
Interval_25241	chr3	47162056	47162222	+	0	NA	intron (SETD2, intron 1 of 20)	NA	1838	SETD2								
Interval_9628	chr14	21014779	21015092	+	0	NA	Intergenic	NA	8451	MIR6717								
Interval_31920	chr7	23597261	23597556	+	0	NA	promoter-TSS (CCDC126)	NA	29	CCDC126								
Interval_4953	chr10	102498668	102498805	+	0	NA	intron (ACTR1A, intron 1 of 10)	NA	4019	ACTR1A								
Interval_13934	chr17	19306368	19306544	+	0	NA	promoter-TSS (EPN2-AS1)	NA	-195	EPN2-AS1								
Interval_2110	chr1	151958954	151959126	+	0	NA	Intergenic	NA	35198	S100A10								
Interval_36948	chrUn_KI270442v1	58014	58392	+	0	NA	Intergenic	NA	-187101	LOC102724902								
Interval_24412	chr22	46250133	46250438	+	0	NA	promoter-TSS (CDPF1)	NA	11	CDPF1								
Interval_37131	chrX	13005638	13005876	+	0	NA	Intergenic	NA	30650	TMSB4X								
Interval_2618	chr1	178542554	178542821	+	0	NA	promoter-TSS (C1orf220)	NA	-109	C1orf220								
Interval_16157	chr18	54960869	54961006	+	0	NA	Intergenic	NA	-1429	CCDC68								
Interval_479	chr1	20174303	20174611	+	0	NA	intron (PLA2G2C, intron 1 of 2)	NA	737	PLA2G2C								
Interval_37705	chrY	10840749	10841173	+	0	NA	Intergenic	NA	930163	TTTY23								
Interval_4719	chr10	89829808	89829945	+	0	NA	intron (LINC00865, intron 1 of 3)	NA	383	LINC00865								
Interval_10808	chr15	37100626	37101004	+	0	NA	promoter-TSS (MEIS2)	NA	-275	MEIS2								
Interval_31181	chr6	135046013	135046200	+	0	NA	intron (HBS1L, intron 2 of 16)	NA	8742	HBS1L								
Interval_7833	chr12	46357605	46357821	+	0	NA	TTS (SLC38A2)	NA	-15044	LOC102723757								
Interval_120	chr1	6784510	6785079	+	0	NA	promoter-TSS (CAMTA1)	NA	-530	CAMTA1								
Interval_17652	chr19	18016179	18016393	+	0	NA	Intergenic	NA	8118	ARRDC2								
Interval_6429	chr11	67506085	67506308	+	0	NA	promoter-TSS (PITPNM1)	NA	-824	PITPNM1								
Interval_6704	chr11	78812640	78812855	+	0	NA	intron (TENM4, intron 13 of 33)	NA	-237883	NARS2								
Interval_37445	chrX	107820643	107820830	+	0	NA	Intergenic	NA	-5118	MID2								
Interval_20721	chr2	135530795	135531033	+	0	NA	promoter-TSS (R3HDM1)	NA	-325	ZRANB3								
Interval_31948	chr7	26102398	26102535	+	0	NA	Intergenic	NA	-49761	NFE2L3								
Interval_129	chr1	7111219	7111433	+	0	NA	intron (CAMTA1, intron 4 of 22)	NA	-59555	LOC100129476								
Interval_36183	chr9	112348948	112349122	+	0	NA	intron (PTBP3, intron 1 of 13)	NA	-15371	PTBP3								
Interval_11212	chr15	62742541	62742689	+	0	NA	intron (TLN2, intron 32 of 58)	NA	-81356	MIR190A								
Interval_762	chr1	28156746	28157081	+	0	NA	intron (PTAFR, intron 1 of 1)	NA	20031	PTAFR								
Interval_13058	chr16	71961615	71961815	+	0	NA	intron (PKD1L3, intron 16 of 29)	NA	38263	PKD1L3								
Interval_20838	chr2	150472420	150472648	+	0	NA	intron (RND3, intron 3 of 4)	NA	15161	RND3								
Interval_17298	chr19	11212289	11212426	+	0	NA	intron (DOCK6, intron 36 of 48)	NA	-17767	KANK2								
Interval_10532	chr14	98946295	98946507	+	0	NA	Intergenic	NA	234788	C14orf177								
Interval_31148	chr6	131954840	131955006	+	0	NA	Intergenic	NA	-3545	CTGF								
Interval_8156	chr12	56333488	56334191	+	0	NA	promoter-TSS (PAN2)	NA	214	PAN2								
Interval_20698	chr2	132384593	132384749	+	0	NA	Intergenic	NA	-31903	GPR39								
Interval_14103	chr17	26819629	26819817	+	0	NA	Intergenic	NA	474219	MIR4522								
Interval_16516	chr18	77632815	77633090	+	0	NA	Intergenic	NA	360775	LINC01029								
Interval_19071	chr2	8061310	8061576	+	0	NA	intron (LINC00299, intron 7 of 8)	NA	-84629	LINC00298								
Interval_27849	chr4	183988210	183988456	+	0	NA	intron (STOX2, intron 1 of 4)	NA	82977	STOX2								
Interval_18834	chr19	52139822	52140034	+	0	NA	promoter-TSS (ZNF616)	NA	10	ZNF616								
Interval_27183	chr4	56435868	56436005	+	0	NA	promoter-TSS (PAICS)	NA	187	PAICS								
Interval_22669	chr20	45993454	45993619	+	0	NA	Intergenic	NA	-15372	MMP9								
Interval_32186	chr7	43869497	43869796	+	0	NA	promoter-TSS (MRPS24)	NA	-100	MRPS24								
Interval_11730	chr15	85623675	85623935	+	0	NA	intron (AKAP13, intron 1 of 28)	NA	-97601	LOC101929656								
Interval_24755	chr3	12227922	12228181	+	0	NA	Intergenic	NA	-59799	PPARG								
Interval_8636	chr12	108372072	108372328	+	0	NA	Intergenic	NA	-32883	CMKLR1								
Interval_10404	chr14	91510260	91510398	+	0	NA	promoter-TSS (SMEK1)	NA	225	SMEK1								
Interval_9195	chr13	22482702	22482844	+	0	NA	Intergenic	NA	272488	LINC00540								
Interval_12812	chr16	56451381	56451828	+	0	NA	promoter-TSS (NUDT21)	NA	92	OGFOD1								
Interval_34845	chr8	122606648	122606855	+	0	NA	Intergenic	NA	-174911	ZHX2								
Interval_3384	chr1	229253045	229253272	+	0	NA	intron (LOC102723935, intron 1 of 2)	NA	3146	LOC102723935								
Interval_22443	chr20	34956215	34956352	+	0	NA	promoter-TSS (GSS)	NA	-485	GSS								
Interval_35093	chr8	132876325	132876604	+	0	NA	intron (TG, intron 5 of 46)	NA	9548	TG								
Interval_22596	chr20	41329810	41329947	+	0	NA	Intergenic	NA	-11042	LPIN3								
Interval_26156	chr3	157088706	157088843	+	0	NA	intron (LINC00880, intron 3 of 3)	NA	-1107	LINC00881								
Interval_36303	chr9	120928448	120928754	+	0	NA	intron (TRAF1, intron 1 of 8)	NA	-14029	TRAF1								
Interval_25998	chr3	133210037	133210404	+	0	NA	intron (TMEM108, intron 1 of 4)	NA	46968	RP11-402L6.1								
Interval_6496	chr11	69670351	69670565	+	0	NA	intron (ORAOV1, intron 3 of 5)	NA	4939	ORAOV1								
Interval_36565	chr9	131278065	131278311	+	0	NA	Intergenic	NA	-1669	FAM78A								
Interval_16043	chr18	42183874	42184148	+	0	NA	Intergenic	NA	-2657	LINC00907								
Interval_33680	chr8	25073511	25073858	+	0	NA	Intergenic	NA	-111102	DOCK5								
Interval_36476	chr9	128703227	128703439	+	0	NA	promoter-TSS (PKN3)	NA	374	PKN3								
Interval_12828	chr16	56729802	56729939	+	0	NA	promoter-TSS (NUP93)	NA	-235	NUP93								
Interval_32768	chr7	104668800	104669069	+	0	NA	intron (LHFPL3, intron 1 of 3)	NA	135158	LHFPL3-AS1								
Interval_18899	chr19	54389593	54389732	+	0	NA	Intergenic	NA	-24548	LAIR1								
Interval_5211	chr10	124290984	124291634	+	0	NA	Intergenic	NA	127667	OAT								
Interval_13450	chr17	1456290	1456427	+	0	NA	promoter-TSS (CRK)	NA	-91	CRK								
Interval_24854	chr3	16876151	16876288	+	0	NA	Intergenic	NA	-8740	PLCL2								
Interval_9395	chr13	46554576	46554779	+	0	NA	intron (LRCH1, intron 1 of 18)	NA	1516	LRCH1								
Interval_28220	chr5	50445249	50445550	+	0	NA	Intergenic	NA	-3999	EMB								
Interval_30945	chr6	105794207	105794582	+	0	NA	Intergenic	NA	-69810	LOC102724460								
Interval_22510	chr20	37317422	37317649	+	0	NA	TTS (MANBAL)	NA	-27150	SRC								
Interval_9059	chr12	124655739	124656409	+	0	NA	Intergenic	NA	-48513	LOC101927436								
Interval_2291	chr1	156552885	156553120	+	0	NA	intron (IQGAP3, intron 13 of 37)	NA	19602	IQGAP3								
Interval_30842	chr6	82004946	82005410	+	0	NA	Intergenic	NA	-66757	LOC102724168								
Interval_4332	chr10	68407221	68407358	+	0	NA	promoter-TSS (RUFY2)	NA	-1830	RUFY2								
Interval_33754	chr8	27774272	27774449	+	0	NA	promoter-TSS (ESCO2)	NA	-196	ESCO2								
Interval_3809	chr10	26378855	26379317	+	0	NA	Intergenic	NA	-59251	APBB1IP								
Interval_1356	chr1	56579311	56579625	+	0	NA	exon (PPAP2B, exon 1 of 6)	NA	116	PPAP2B								
Interval_33314	chr8	2044956	2045110	+	0	NA	promoter-TSS (MYOM2)	NA	-45	MYOM2								
Interval_35324	chr8	143453349	143453526	+	0	NA	intron (ZC3H3, intron 14 of 16)	NA	-23005	MAFA								
Interval_23867	chr22	27905939	27906101	+	0	NA	intron (PITPNB, intron 3 of 11)	NA	13286	PITPNB								
Interval_32699	chr7	101128025	101128165	+	0	NA	intron (SERPINE1, intron 1 of 8)	NA	1006	SERPINE1								
Interval_15107	chr17	63827258	63827507	+	0	NA	promoter-TSS (PSMC5)	NA	-78	PSMC5								
Interval_6802	chr11	94544035	94544246	+	0	NA	exon (FUT4, exon 1 of 1)	NA	289	FUT4								
Interval_23067	chr20	63553918	63554055	+	0	NA	promoter-TSS (C20orf195)	NA	-156	C20orf195								
Interval_32142	chr7	40552002	40552489	+	0	NA	intron (SUGCT, intron 12 of 13)	NA	-5174	LOC101928716								
Interval_32353	chr7	66740966	66741312	+	0	NA	intron (RABGEF1, intron 3 of 9)	NA	59048	RABGEF1								
Interval_35855	chr9	90827243	90827427	+	0	NA	promoter-TSS (SYK)	NA	-88	SYK								
Interval_33793	chr8	28777061	28777455	+	0	NA	intron (INTS9, intron 11 of 14)	NA	75785	EXTL3								
Interval_15560	chr17	81229444	81229623	+	0	NA	intron (ENTHD2, intron 12 of 12)	NA	-6550	AZI1								
Interval_870	chr1	32200710	32200976	+	0	NA	intron (CCDC28B, intron 1 of 5)	NA	457	CCDC28B								
Interval_23798	chr22	24146171	24146547	+	0	NA	intron (CABIN1, intron 28 of 35)	NA	-35117	SUSD2								
Interval_6091	chr11	60842792	60842952	+	0	NA	exon (CCDC86, exon 1 of 4)	NA	916	CCDC86								
Interval_19117	chr2	9780524	9780712	+	0	NA	Intergenic	NA	-7219	LOC100996549								
Interval_25498	chr3	58383973	58384310	+	0	NA	intron (PXK, intron 4 of 17)	NA	49711	PDHB								
Interval_19681	chr2	46698447	46698599	+	0	NA	promoter-TSS (SOCS5)	NA	-437	SOCS5								
Interval_27239	chr4	73870368	73870582	+	0	NA	intron (CXCL1, intron 3 of 3)	NA	1083	CXCL1								
Interval_27795	chr4	169098664	169098836	+	0	NA	intron (SH3RF1, intron 11 of 11)	NA	-88433	CBR4								
Interval_18131	chr19	40777513	40778023	+	0	NA	promoter-TSS (RAB4B-EGLN2)	NA	-451	RAB4B								
Interval_9280	chr13	30421473	30422282	+	0	NA	Intergenic	NA	42866	HMGB1								
Interval_23935	chr22	30591689	30591987	+	0	NA	promoter-TSS (PES1)	NA	15175	PES1								
Interval_29918	chr6	15676176	15676364	+	0	NA	Intergenic	NA	-13350	DTNBP1								
Interval_37428	chrX	103398465	103398619	+	0	NA	Intergenic	NA	-6235	LOC100506901								
Interval_18010	chr19	38583487	38584180	+	0	NA	intron (RYR1, intron 100 of 104)	NA	34202	MAP4K1								
Interval_13923	chr17	18855994	18856203	+	0	NA	promoter-TSS (PRPSAP2)	NA	-201	PRPSAP2								
Interval_8103	chr12	54419041	54419721	+	0	NA	promoter-TSS (ITGA5)	NA	-115	ITGA5								
Interval_12154	chr16	9061408	9061860	+	0	NA	Intergenic	NA	-30046	C16orf72								
Interval_31514	chr6	159855121	159855270	+	0	NA	Intergenic	NA	-51747	MAS1								
Interval_6438	chr11	67805518	67805763	+	0	NA	promoter-TSS (FAM86C2P)	NA	-304	FAM86C2P								
Interval_19818	chr2	61144762	61145160	+	0	NA	promoter-TSS (C2orf74)	NA	14	LOC339803								
Interval_28136	chr5	37792741	37793002	+	0	NA	Intergenic	NA	42956	GDNF								
Interval_2142	chr1	153566420	153566771	+	0	NA	promoter-TSS (S100A2)	NA	-765	S100A2								
Interval_6450	chr11	68200833	68201003	+	0	NA	intron (SUV420H1, intron 1 of 9)	NA	12712	SUV420H1								
Interval_15187	chr17	67491096	67491379	+	0	NA	intron (PITPNC1, intron 1 of 8)	NA	-19652	MIR548D2								
Interval_6109	chr11	61092322	61092553	+	0	NA	Intergenic	NA	-10021	CD5								
Interval_35418	chr9	2016540	2017008	+	0	NA	intron (SMARCA2, intron 1 of 32)	NA	1555	SMARCA2								
Interval_30674	chr6	44222844	44223132	+	0	NA	promoter-TSS (SLC29A1)	NA	-3769	SLC29A1								
Interval_3580	chr1	243730034	243730736	+	0	NA	intron (AKT3, intron 2 of 13)	NA	120694	AKT3								
Interval_24529	chr22_KI270736v1_random	86783	87239	+	0	NA	NA	NA	NA	NA								
Interval_34972	chr8	125721691	125721893	+	0	NA	Intergenic	NA	200566	LOC101927634								
Interval_34905	chr8	124473058	124473207	+	0	NA	intron (RNF139-AS1, intron 2 of 2)	NA	1222	RNF139-AS1								
Interval_24349	chr22	43925502	43925715	+	0	NA	intron (PNPLA3, intron 1 of 8)	NA	1869	PNPLA3								
Interval_4720	chr10	89846195	89846407	+	0	NA	Intergenic	NA	16808	LINC00865								
Interval_22031	chr20	6855227	6855372	+	0	NA	Intergenic	NA	87201	BMP2								
Interval_31762	chr7	2792879	2793115	+	0	NA	intron (GNA12, intron 3 of 4)	NA	22262	GNA12								
Interval_28201	chr5	44176376	44176524	+	0	NA	Intergenic	NA	212232	FGF10								
Interval_32048	chr7	34199502	34199718	+	0	NA	Intergenic	NA	294110	BMPER								
Interval_36441	chr9	127917202	127917384	+	0	NA	promoter-TSS (ST6GALNAC4)	NA	-267	ST6GALNAC4								
Interval_13696	chr17	7560449	7560588	+	0	NA	intron (TNFSF13, intron 3 of 3)	NA	-1474	SENP3								
Interval_8615	chr12	107321456	107321705	+	0	NA	intron (BTBD11, intron 1 of 16)	NA	-227723	CRY1								
Interval_19124	chr2	10019080	10019571	+	0	NA	Intergenic	NA	24076	LOC101929882								
Interval_32233	chr7	46319459	46319767	+	0	NA	Intergenic	NA	339682	LOC102723446								
Interval_36317	chr9	121289391	121289556	+	0	NA	intron (GSN, intron 1 of 16)	NA	-3943	GSN-AS1								
Interval_11110	chr15	54884357	54884769	+	0	NA	Intergenic	NA	312470	RSL24D1								
Interval_20768	chr2	142693143	142693291	+	0	NA	Intergenic	NA	-184409	KYNU								
Interval_14460	chr17	39462573	39462789	+	0	NA	exon (CDK12, exon 1 of 21)	NA	1195	CDK12								
Interval_23639	chr21	46622251	46622596	+	0	NA	Intergenic	NA	-13172	PRMT2								
Interval_37821	chrY	11298854	11298998	+	0	NA	Intergenic	NA	1122664	GYG2P1								
Interval_12663	chr16	34085141	34085533	+	0	NA	Intergenic	NA	74699	LINC00273								
Interval_18092	chr19	40081497	40081713	+	0	NA	intron (ZNF780A, intron 4 of 4)	NA	9333	ZNF780A								
Interval_15666	chr17_GL000205v2_random	89441	89694	+	0	NA	Intergenic	NA	-31601	MGC70870								
Interval_5344	chr11	206647	206789	+	0	NA	promoter-TSS (RIC8A)	NA	704	BET1L								
Interval_12578	chr16	30571603	30571819	+	0	NA	promoter-TSS (ZNF688)	NA	696	ZNF688								
Interval_17877	chr19	33394155	33394586	+	0	NA	intron (PEPD, intron 12 of 14)	NA	20701	CEBPG								
Interval_6558	chr11	72812990	72813443	+	0	NA	Intergenic	NA	-1191	ATG16L2								
Interval_34766	chr8	116058211	116058651	+	0	NA	intron (LINC00536, intron 7 of 13)	NA	266628	LINC00536								
Interval_18845	chr19	53520352	53521375	+	0	NA	promoter-TSS (ZNF331)	NA	-17925	ZNF331								
Interval_21656	chr2	233084660	233084797	+	0	NA	intron (INPP5D, intron 2 of 26)	NA	24402	INPP5D								
Interval_11817	chr15	90402342	90402609	+	0	NA	intron (IQGAP1, intron 2 of 37)	NA	14203	IQGAP1								
Interval_33257	chr7	157337412	157337573	+	0	NA	promoter-TSS (DNAJB6)	NA	467	DNAJB6								
Interval_27802	chr4	169757693	169758094	+	0	NA	promoter-TSS (C4orf27)	NA	49	C4orf27								
Interval_31878	chr7	17557498	17557792	+	0	NA	intron (AC017060.1, intron 1 of 3)	NA	1264	AC017060.1								
Interval_4865	chr10	99431321	99431502	+	0	NA	promoter-TSS (GOT1)	NA	-638	GOT1								
Interval_11626	chr15	78438209	78438379	+	0	NA	exon (IREB2, exon 1 of 22)	NA	118	IREB2								
Interval_37489	chrX	119809352	119809513	+	0	NA	intron (UPF3B, intron 13 of 13)	NA	-17773	RPL39								
Interval_8820	chr12	116434235	116434522	+	0	NA	Intergenic	NA	-6067	MIR4472-2								
Interval_21365	chr2	216109601	216109763	+	0	NA	intron (XRCC5, intron 2 of 10)	NA	385	XRCC5								
Interval_4839	chr10	97736918	97737089	+	0	NA	promoter-TSS (ZFYVE27)	NA	-120	ZFYVE27								
Interval_10277	chr14	77033079	77033726	+	0	NA	Intergenic	NA	-4703	IRF2BPL								
Interval_5798	chr11	34613519	34613681	+	0	NA	Intergenic	NA	-18864	EHF								
